release,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
id-325629,id-663099,id-481417,The Beach,,Official,,English,Latin,1
id-1035580,id-812734,id-279128,Whisky in the Jar,,Official,,English,Latin,1
id-1793138,id-1672627,id-967156,True Love  High Adventure,,Official,Digipak,English,Latin,1
id-1101057,id-1116535,id-151370,Sisyphean Task,,Official,Other,English,Latin,1
id-1260256,id-1244934,id-708154,Mellifluous Ichor From Sunless Regions,,Official,,English,Latin,1
id-853464,id-1028625,id-774815,Demo,,Promotion,,English,Latin,1
id-1118196,id-1130360,id-487577,Holzlaub,,Official,None,,Latin,1
id-1972956,id-1811226,id-2007866,Beasts of Rapture Tirade From the Storm,,Official,,English,Latin,1
id-912572,id-380721,id-267873,Coconut Woman,,,,English,Latin,1
id-1120169,id-1131963,id-939803,Special School,,Official,Digipak,English,Latin,1
id-24672,id-311018,id-218128,Your Place or Mine,,Official,,English,Latin,1
id-504924,id-810278,id-232289,Arte De Ben Morire,,Official,,English,Latin,1
id-1049050,id-1074421,id-829688,Hold the Sun,884501384612,Official,Cardboard/Paper Sleeve,English,Latin,1
id-433197,id-750627,id-250185,Project,,Official,,English,Latin,1
id-450429,id-764989,id-564065,Tribal Mix Oct06,,Pseudo-Release,,English,Latin,1
id-788482,id-1032138,id-744280,Homecoming,,Official,,English,Latin,1
rec-737529-dup-0,id-991215,id-743207,Och i 5även hörs ett sus,,Official,Cardboard/Paper Sleeve,Swedish,Latin,1
id-959369,id-399249,id-280951,Lost Tracks,,Bootleg,,Swedish,Latin,1
id-1301677,id-1277975,id-1180791,Hausu EP,,Official,None,English,Latin,1
rec-719786-dup-0,id-977449,id-198948,One of th4 Lads,,Official,,English,Latin,1
id-856634,id-1035388,id-779896,Todestreib,,Official,,English,Latin,1
id-1061646,id-1084529,id-648640,Heart On,884501004718,Official,,English,Latin,1
id-180891,id-540239,id-291319,Variations,,Official,,English,Latin,1
id-797633,id-1039575,id-783230,The Black Mountain,,Official,,English,Latin,1
rec-454135-dup-1,id-768105,id-462339,Have a Good T'lme,,Official,,English,Latin,1
id-893129,id-518536,id-362000,Défi De Plus,,Official,,French,Latin,1
id-959567,id-402558,id-283400,Safety Zone,66746306523,Official,,English,Latin,1
id-1007801,id-586724,id-35138,Verliebte Fischer,,,,German,Latin,1
id-857531,id-940238,id-699044,Surfers del Choquellapu,,Official,,Spanish,Latin,1
id-1091190,id-1108541,id-880135,Rituals,,Official,,English,Latin,1
id-647241,id-921433,id-396299,Chronik / Ive Lit My Spliff,,Official,,English,Latin,1
id-967722,id-814328,id-601465,Virgin Clone,,Official,,English,Latin,1
id-939580,id-331546,id-230296,Within My Labyrinthine Heart,,Official,,English,Latin,1
id-3351244,id-2894674,id-3221359,My Beat,859747827292,Official,None,English,Latin,1
rec-443136-dup-0,id-758893,id-559417,Londons Favourite Paving Stone - Lestet Sqaure,,Official,,English,Latin,1
id-360924,id-691209,id-453760,Automne à Pékin,,Official,,Multiple languages,Latin,1
id-749335,id-1000931,id-750625,The Plug EP,,Official,,English,Latin,1
id-257862,id-606266,id-316421,Sally,,Official,,English,Latin,1
id-3154055,id-2741956,id-526571,Le Bonne,193483086378,Official,None,English,Latin,1
id-1120093,id-1131901,id-790317,III,,Official,,English,Latin,1
id-2993651,id-2614851,id-2937550,Strike,5054285355244,Official,None,English,Latin,1
id-822396,id-1058247,id-602271,Microcosme,,Official,,Multiple languages,Latin,1
id-688379,id-953767,id-367280,MyStage,,,,English,Latin,1
id-666697,id-937006,id-696050,Disambiguation,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-554957,id-850723,id-626699,Eee Ooo Ahh,,Official,,English,Latin,1
rec-479199-dup-0,id-788553,id-372677,Ao vivo voiume 2,5099751557623,Official,,Portuguese,Latin,1
id-814512,id-375645,id-144299,Fire in Your Eues Ay Ay,4029758432761,Official,,English,Latin,1
id-978469,id-479540,id-334081,Bon y los enemigos del silencio,7509945075720,Official,,Spanish,Latin,1
id-2997765,id-2595134,id-729115,Lunokhod,,Official,None,English,Latin,1
id-732223,id-986843,id-740432,Married to the Sea,,Official,,English,Latin,1
id-2360969,id-2117936,id-2194492,the shadow neekeri,,Official,None,English,Latin,1
id-2839557,id-2493498,id-2584800,Earsplittin,,Official,,English,Latin,1
id-212510,id-408681,id-287963,The Spine Overshadowed by the Rope,,Official,,English,Latin,1
id-1339089,id-1307247,id-1224266,Homemade Plastic Surgery,,Official,,English,Latin,1
id-904734,id-207916,id-2417534,Centennial,,,,,Latin,1
id-1579823,id-1504652,id-937682,ACE COMBAT INFINITY  SERIES MUSIC BEST,4541993022199,Official,Jewel Case,Japanese,Latin,1
id-2841270,id-2494851,id-2822025,Mehr Als Nur Ein Like,,Official,,German,,1
id-857280,id-939880,id-698576,My Silhouette,,Official,,English,Latin,1
id-1058657,id-1082056,id-651377,Show Em How It Works,,Official,,English,Latin,1
rec-1318376-dup-0,id-1291201,id-1204404,Root Uo EP,,Official,None,English,Latin,1
id-740766,id-993904,id-744893,The Cumshots,,Promotion,,English,Latin,1
id-699867,id-962556,id-720902,Dark Corners  Oxygen Mysteries,,Official,,English,Latin,1
id-692232,id-956720,id-712583,Tribal Trance / Control,,Official,,English,Latin,1
id-3354692,id-2897332,id-3224012,Cancel Copenhagen,,Official,None,English,Latin,1
id-992082,id-546332,id-50414,Play Anything,,Official,,English,Latin,1
rec-739000-dup-1,id-992403,id-743939,Obsession,,Official,,English,Latin,1
rec-1178530-dup-0,id-1178350,id-157282,Demo,,Official,,English,Latin,1
id-642280,id-917432,id-680387,Shes Just My Size / Confusion,,Official,,English,Latin,1
id-1801504,id-1475497,id-1195569,The Grand Continuum,4260125295163,Official,Jewel Case,English,Latin,1
id-574263,id-865227,id-637976,Lazarus Thane,,Official,,English,Latin,1
id-9805,id-228454,id-164567,Schiphol,,Promotion,,,Latin,1
id-976153,id-463621,id-260579,Australia Rhythms from the Outer Core,785965111427,Official,,Multiple languages,Latin,1
id-342364,id-676601,id-436148,All at Once / Tomorrows Women,,Official,,English,Latin,1
id-1084388,id-1103051,id-870695,The Sacred Project,,Official,,English,Latin,1
id-1248623,id-1235451,id-1119298,Ballads of my Bequest,,Official,Slim Jewel Case,English,Latin,1
id-938980,id-331071,id-230027,Hoodstomp,,Official,,,Latin,1
rec-868036-dup-1,id-14582,id-7726,Aparztus,,Official,,,Latin,1
id-710627,id-970767,id-110605,The KnownUnknown Sessions  Moving Shadow,656360201207,Official,,English,Latin,1
id-1145341,id-1152509,id-968978,I,,Official,None,English,Latin,1
id-505850,id-810988,id-599094,Summer Fades,,Official,,English,Latin,1
rec-746354-dup-0,id-998393,id-640844,О чем плачут гитары,,Official,Cardboard/Paper Sleeve,Russian,Cyrillic,1
id-1008962,id-768951,id-567345,Fist  Excuses,,Promotion,,English,Latin,1
id-866143,id-122708,id-87912,Prime Sinister,5024545236828,Official,Jewel Case,English,Latin,1
id-676910,id-945053,id-230211,From Out of Nowhere,,Official,,English,Latin,1
rec-564958-dup-1,id-858296,id-231498,Manifest9 / Vote Whitey,,Official,,English,Latin,1
id-1460688,id-1402854,id-1347115,The Path of Black Sun,,Official,,Multiple languages,Latin,1
id-876181,id-545525,id-385736,Demo,,Official,,English,Latin,1
id-460309,id-772784,id-57278,I Know...,4014235007372,Official,,English,Latin,1
id-712272,id-972000,id-728709,Relax radio edit,,Official,,English,Latin,1
id-425395,id-744267,id-547068,Milady Lena,,Official,,French,Latin,1
id-1447196,id-1392204,id-1333878,Dauntless,,Official,None,English,Latin,1
id-506622,id-811634,id-599497,Castle Crashers,,Official,None,English,Latin,1
id-2535454,id-2255182,id-2534671,Configurations,,Official,None,English,Latin,1
id-213137,id-567061,id-404554,Shore Story,,Official,,English,Latin,1
id-817402,id-1054493,id-794836,Pulse and Thunder,,Official,,English,Latin,1
id-312568,id-652065,id-360819,Wide-Eyed Angel,,Official,,English,Latin,1
rec-3154539-dup-0,id-2742388,id-3007132,Полуночный вояж,,Official,None,Russian,Cyrillic,1
rec-771217-dup-1,id-1018241,id-765349,Dreambo6,,Promotion,,English,Latin,1
rec-771217-dup-0,id-1018241,id-765349,Drezmboy,,Promotion,,English,Latin,1
id-401499,id-724643,id-531217,String Quartet Parnasso Quartet,,Official,,English,Latin,1
id-223017,id-575840,id-267212,Ladykillers,,Official,,English,Latin,1
id-660860,id-932347,id-692277,Necesito ingresar de inmediato,,Official,,Spanish,Latin,1
id-192040,id-549036,id-388633,Kneel Before the Throne and Drink the Blood of Your Own,,Official,,English,Latin,1
id-1315704,id-1289057,id-1201070,Grimace,,Official,,English,Latin,1
id-333645,id-669517,id-488082,The Renaissance EP,,Official,,English,Latin,1
id-321383,id-153656,id-6976,Pokey in the Bobo,,Official,,English,Latin,1
id-626928,id-905830,id-863764,Vision / I Ching,,Official,,English,Latin,1
id-885471,id-338400,id-2383838,Tinman,,Official,,English,Latin,1
id-1002544,id-601356,id-430008,This is Your Nightmare Music,,Official,,English,Latin,1
id-1305779,id-1281042,id-1187034,Idle,,Official,,English,Latin,1
id-245825,id-596935,id-426789,Emotional Notion,,Official,,English,Latin,1
id-2169716,id-1967108,id-2036090,Sheet Metal Module 2017,,Official,None,English,Latin,1
id-763813,id-1012646,id-759925,Complete Rage,,Official,,English,Latin,1
id-193532,id-550323,id-389775,Hold On,,Official,,English,Latin,1
id-476540,id-786404,id-3063502,Illusion of Existence,,Official,,English,Latin,1
id-1183348,id-1182079,id-1027840,B Side / Small Fry,5060182930811,Official,,English,Latin,1
id-2086586,id-1901090,id-1285054,Abaculus,,Official,None,English,,1
id-896954,id-360776,id-252656,Up  Coming,724358259827,Official,Jewel Case,English,Latin,1
id-297398,id-638454,id-459736,Anymore,,Official,,English,Latin,1
id-1163881,id-1166820,id-996018,An Acoustic Tribute to Florence + the Machine,666496940628,Official,Jewel Case,English,Latin,1
id-1326350,id-1297445,id-396883,Komplaints Department,,Official,None,English,Latin,1
id-597968,id-883277,id-650471,The L.A. Run / Your Sweet Love,,Official,,English,Latin,1
id-224622,id-577288,id-412093,The Corporation,,Official,None,English,Latin,1
id-550042,id-846748,id-623777,Caleidoscopio,,,,Spanish,Latin,1
id-1118350,id-1130495,id-937396,8 Mile Road EP,,Official,,English,Latin,1
id-384477,id-710650,id-521923,Rocked in the Cradle of the Deep,,Official,,English,Latin,1
id-670502,id-939901,id-698574,The Rest Is Ancient History...,,,,English,Latin,1
id-384473,id-710647,id-521920,The Third Verse of Mary and John or the Lovers Quarrel,,Official,,English,Latin,1
id-1434000,id-1381991,id-1319890,Judgement Day,,Official,,English,Latin,1
id-3459317,id-2979169,id-3305778,Flower Song,196834892574,Official,None,English,Latin,1
id-225466,id-578086,id-412635,Смерти нет,,Official,,Russian,Cyrillic,1
id-1640833,id-1474630,id-1407401,Goat Simulator Original Soundtrack,,Official,None,English,Latin,1
id-1038516,id-826488,id-610443,Sin Sanata y con el tupé de no callar,,Official,,Spanish,Latin,1
id-2833382,id-2488860,id-2167140,Winnie lOurson et larbre à miel,9782014634334,Official,,,,1
id-359947,id-691880,id-92708,Somethings Goin On,,Official,,English,Latin,1
id-1435535,id-1383198,id-1321570,Extinción,,Official,None,,Latin,1
id-911982,id-449353,id-314967,Colossal,,,,English,Latin,1
id-333340,id-669240,id-487677,Bang,,Official,,English,Latin,1
id-1131152,id-1141222,id-952366,Биоробот,,Official,Jewel Case,Russian,Cyrillic,1
id-254479,id-603827,id-214497,Boy Meets Girl,,Official,,English,Latin,1
id-1294977,id-1272670,id-1172190,How We Funk EP,,Official,,English,Latin,1
id-1294970,id-1272662,id-1172183,The Way You Feel,,Official,,English,Latin,1
id-1104468,id-1119028,id-902331,Demo 2008,,Official,,English,Latin,1
id-1024785,id-223431,id-77814,Impetuous,,Official,,English,Latin,1
id-347092,id-680355,id-497982,Motion Sense,,Official,,English,Latin,1
id-3357922,id-2899712,id-3226118,Enchanting Songs of Thailand and Cambodia,,Official,,English,Latin,1
id-944092,id-548463,id-311943,Batman and Robin,,Official,,English,Latin,1
id-375571,id-703563,id-465953,Colours,,Official,,English,Latin,1
id-495181,id-802140,id-68589,SCHP,,Official,,English,Latin,1
id-877767,id-559723,id-398894,Music to Hold Your Breath To,,,,English,Latin,1
id-443414,id-759167,id-559656,Universal Language EP,,Official,,English,Latin,1
id-898013,id-243148,id-173759,Promo,,Promotion,,,Latin,1
id-1453780,id-1397452,id-1339575,We Are Huxtable,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-532402,id-832347,id-239303,Enjoy This Trip,,Official,,English,Latin,1
id-365258,id-694925,id-509737,Invocation of the Sleeper,,Official,,English,Latin,1
id-586615,id-874862,id-645260,Itzy Bitzy,,Official,,Norwegian,Latin,1
id-1265050,id-1248815,id-974275,The Blood EP,,Promotion,None,English,Latin,1
id-2360632,id-2117656,id-1726977,Æther  Héméra,602577109911,Official,,French,Latin,1
id-1297558,id-1274712,id-1175480,Ancient Alien Boogie,,Official,None,English,Latin,1
id-542922,id-841221,id-620024,Hold On,,Official,,English,Latin,1
id-3583549,id-3074280,id-2957726,The Bluegrass Stage,198004305679,,,,,1
id-511203,id-815417,id-439226,Burnin Love,7350019913000,Official,,English,Latin,1
id-1099198,id-1115072,id-893014,Quiet Moments,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-817310,id-1054424,id-102126,I.O.U.,743219359728,Official,,English,Latin,1
id-986653,id-519447,id-362512,Rnb Rock,,,,English,Latin,1
id-1145832,id-1152938,id-353671,Birthday Girl,,Official,,English,Latin,1
id-293280,id-634914,id-456649,Volume 1,615362652714,Official,,English,Latin,1
id-3580084,id-3071670,id-2594512,彩虹的微笑,,,,Chinese,,1
rec-897889-dup-1,id-182435,id-136096,Red Cr0ss EP,,Official,,English,Latin,1
rec-148943-dup-0,id-515376,id-359355,Be6a,,Official,,English,Latin,1
id-1281572,id-1262099,id-154112,Come On – Lets Work,,Official,,English,Latin,1
id-874855,id-9268,id-5014,Ground Zero,,Official,,English,Latin,1
id-1204385,id-1199119,id-1058904,Not Here,,,,English,Latin,1
id-601039,id-885540,id-221831,Elements,,Official,,English,Latin,1
id-325673,id-663140,id-481436,Through the Feeling,,Official,,English,Latin,1
id-1318802,id-1291550,id-1204895,Fine Lookin Country Girl,,,,English,Latin,1
id-730325,id-985386,id-398245,Dancin Me to Ecstasy,,Official,,English,Latin,1
id-165433,id-527940,id-368926,Keep On Walking,,Official,,English,Latin,1
id-1038357,id-822315,id-607449,Out of the Void,,,,English,Latin,1
id-1278515,id-1259618,id-292571,Manic E.P.,,Official,,English,Latin,1
id-806422,id-1046289,id-532893,Paradigm,,Official,,English,Latin,1
id-1278510,id-1259613,id-608038,Europe Transporter,5413356971736,Official,,English,Latin,1
id-728431,id-983898,id-705234,Like a Child,,Official,,English,Latin,1
rec-186259-dup-0,id-332541,id-230904,Duncan - How Can We Get Distro and Have Fun,,Official,,English,Latin,1
id-849619,id-1021950,id-769418,Last Days Of Humanity is for pussies,,Official,,English,Latin,1
id-3015742,id-2633135,id-1485440,Winds of Change,723721869922,Official,Jewel Case,English,Latin,1
id-1110792,id-1124198,id-920946,Total Joke Era,,Official,,English,Latin,1
id-1612278,id-1529920,id-1483874,Curse of the Drinkin Class,,Official,None,English,Latin,1
id-3157962,id-2745282,id-3074404,Fiat Lux,,Official,,,,1
id-726633,id-982550,id-737122,Since Youve Been Around,,Official,,English,Latin,1
id-679707,id-947294,id-704586,勇気凛凛,4988013332928,Official,,Japanese,Japanese,1
id-752696,id-1003863,id-298121,Darkness Is Back,,Official,,English,Latin,1
id-1051883,id-1076691,id-1279177,The Express,,,,English,Latin,1
id-670696,id-940063,id-698809,The Power Of Love 1 Lovesongs With Panflute,,Official,,English,Latin,1
id-713725,id-973088,id-452859,Change,5025521010074,Official,,English,Latin,1
id-1218674,id-1210990,id-1078333,zweedse les voor kinderen,,,,,Latin,1
id-1532159,id-1466544,id-1321587,Wavey,889176045042,Official,None,English,Latin,1
id-866746,id-8589,id-4661,Why,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-260184,id-608253,id-434691,Dirka Dirka,,Official,,English,Latin,1
id-1042880,id-1069308,id-2307649,Peace  Stability Among Bears,,Official,Jewel Case,English,Latin,1
id-402861,id-725887,id-142839,Remixes,,Official,,English,Latin,1
id-971278,id-445792,id-305509,Still Water EP,,Official,,English,Latin,1
id-341957,id-676239,id-37198,Desire,5021456101337,Official,,English,Latin,1
id-659550,id-931270,id-691407,Lonely Heart / The Barroom,,Official,,English,Latin,1
rec-1030986-dup-0,id-16533,id-8801,The Legende of Jel> Minor,,Official,,English,Latin,1
id-713653,id-973038,id-529390,Arms Race,,Official,,English,Latin,1
id-483245,id-792021,id-584545,Klub Connection,,Official,,English,Latin,1
