artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
id-1295590,Sarah Téibo,Sarah Téibo,,,,,,,f,Person,Female,,
id-2280098,Hello Yes,Hello Yes,,,,,,,f,Group,,id-30642,
id-202758,The Cooperettes,Cooperettes The,,,,,,,f,,,,
id-177352,Gary Mills,Mills Gary,,,,,,,f,Person,Male,,Top Teen Baby Break-Thru
id-453760,Gui.tar,Gui.tar,,,,,,,f,Group,,,
id-1150735,スーパー・ステューピッド,スーパー・ステューピッド,,,,,,,f,,,,
id-500062,Alex Jacobowitz,Jacobowitz Alex,,,,,,,f,Person,,,
id-2231799,Suki Waterhouse,Waterhouse Suki,1992,1,5,,,,f,Person,Female,,
id-250569,Kuya Lu,Kuya Lu,2001,,,,,,f,Group,,,
id-1050382,Temple Of Light,Temple Of Light,,,,,,,f,,,,Arno Kammermeier Peter Hayo Walter Merziger
id-736575,Hovatron,Hovatron,,,,,,,f,,,,
id-967406,Stereo aka Noname,Stereo aka Noname,,,,,,,f,Person,,,Günther Rössmann
id-50211,The Vessels,Vessels The,,,,,,,f,,,,
rec-276364-dup-0,Christine Levin,Levine Christine,,,,,,,f,Person,,,
id-300446,Cybralgy,Cybralgy,,,,,,,f,Person,,,
id-642721,Tillevision,Tillevision,,,,,,,f,,,,
id-139351,Dark Eve Rising,Dark Eve Rising,,,,,,,f,,,,
id-871724,Jeanne Tanzy,Tanzy Jeanne,,,,,,,f,,,,
id-382495,2terror Crew,2terror Crew,,,,,,,f,,,,
id-860465,No Rainbows,No Rainbows,,,,,,,f,,,,
id-268199,DoRanger,DoRanger,,,,,,,f,Group,,,
id-1789931,Willix,Willix,,,,,,,f,Person,Male,,
id-695618,Kontakte,Kontakte,,,,,,,f,Group,,,
id-636124,Lidlifter,Lidlifter,1998,,,2005,,,t,Group,,,From Springfield IL area
id-1617950,All Divided Selves,Selves All Divided,2016,12,1,,,,f,Group,,,
id-531217,Jens-Peter Ostendorf,Ostendorf Jens-Peter,,,,,,,f,Person,,,
id-442324,Paul Isley,Isley Paul,,,,,,,f,Person,,,
rec-396218-dup-1,Senthll,Senthil,2005,,,,,,f,,,,
id-711069,Ihsan Rmiki  Ensemble Al-Jûd,Rmiki Ihsan  Al-Jûd Ensemble,,,,,,,f,,,,
rec-931740-dup-1,Coopeah,Coop3r,,,,,,,f,,,,Druiii  Bass
id-120813,Dedringer,Dedringer,,,,,,,f,,,,
id-795218,Marsfield,Marsfield,,,,,,,f,Group,,,ambient/drone
id-699044,Surfin Wagner,Surfin Wagner,,,,,,,f,,,,
id-2208146,HOSH,HOSH,,,,,,,f,Person,Male,,German DJ  producer Holger Behn
id-1722415,The Tropicanas,The Tropicanas,2016,4,1,,,,f,Group,,id-7388,
id-522297,Jessie Warner,Warner Jessie,,,,,,,f,Person,,,
id-578590,a Crack in Time and the Break of Dawn,Crack in Time and the Break of Dawn a,2005,8,19,,,,f,Group,,,
id-665411,ZeBrick,ZeBrick,,,,,,,f,Group,,,
rec-241250-dup-1,Dextr0 NRG,Deecstro NRG,,,,,,,f,Person,,,
id-2206985,Ten Times,Ten Times,,,,,,,f,Group,,,Swedish dance-pop duo
id-2206986,whoisFIYAH,whoisFIYAH,,,,,,,f,Person,,,EDM artist
id-905512,DMDN,DMDN,,,,,,,f,Person,Male,,alias of Jacques Cornelius Antonius van Bussel
rec-632817-dup-1,Cosmic Visnu,Cosmic Vi5hnu,,,,,,,f,Group,,,
rec-632817-dup-0,Cosmic V'lshnu,Cosmjc Vishnu,,,,,,,f,Group,,,
id-139971,Ray Polanco,Polanco Ray,,,,,,,f,Person,Male,,
id-785883,Hypnosis Rainbow,Hypnosis Rainbow,,,,,,,f,,,,
id-964534,Stone Darling,Stone Darling,,,,,,,f,Group,,,
id-160296,Knight Phantom,Knight Phantom,,,,,,,f,Person,Male,,Leonardo Didesiderio
id-1041372,N3BUR,N3BUR,,,,,,,f,,,,from Spain
id-352501,Metal Mareny,Metal Mareny,1995,5,7,,,,f,Group,,,
id-433992,Dennis Haberlach,Haberlach Dennis,1981,9,8,,,,f,Person,,,
id-1721681,Hegira Moya,Hegira Moya,,,,,,,f,,,,
id-1037889,Autopsy Protocol,Autopsy Protocol,,,,,,,f,,,,
id-71232,The New Age,New Age The,,,,,,,f,,,,
id-1037880,Acta,Acta,,,,,,,f,,,,
id-1049149,H.E.D.,H.E.D.,,,,,,,f,,,,
id-413515,Gary Murray,Murray Gary,,,,,,,f,Person,,,
id-188205,Luxurious Bags,Luxurious Bags,,,,,,,f,,,,
id-322625,MAM,MAM,,,,,,,f,Group,,,Dutch experimental pop group
id-514489,Dead in Existence,Dead in Existence,2004,,,,,,f,Group,,,
id-510655,Josh Kaplan,Kaplan Josh,1993,5,17,,,,f,Person,,,
id-156942,Two Disciples,Two Disciples,,,,,,,f,Group,,,
id-959415,Kerry Tuschhoff,Kerry Tuschhoff,,,,,,,f,,,,
id-439262,Tanmaya Honervogt,Honervogt Tanmaya,,,,,,,f,Person,,,
id-160128,Angel Trumpets,Trumpets Angel,,,,,,,f,,,,
id-561756,The Positively Testcard,Testcard,,,,,,,f,,,,
id-791825,The Misspoken,Misspoken The,,,,,,,f,,,,
id-2317865,Suns Signature,Suns Signature,,,,,,,f,Group,,,Elizabeth Fraser and Damon Reece
id-460941,Hurst Pier Point,Hurst Pier Point,,,,,,,f,Group,,,
id-1511526,Luke Friend,Friend Luke,,,,,,,f,Person,Male,,
id-43902,Joey B. Ellis,Ellis Joey B.,,,,,,,f,Person,Male,,
id-897555,Mooryc,Mooryc,,,,,,,f,Person,Male,,
id-574590,Cardiac Move,Cardiac Move,2002,,,,,,f,Group,,,
id-251389,Paul Sequence Ferguson,Ferguson Paul Sequence,,,,,,,f,Person,,,
id-388423,DJ Dom,DJ Dom,,,,,,,f,Group,,,
id-803297,Graceful Exit,Graceful Exit,2011,,,,,,f,Group,,,
id-273015,Full Strike,Full Strike,,,,,,,f,Group,,,
id-377571,Bobby Bell,Bell Bobby,,,,,,,f,Person,,,
id-1060888,Tülpa,Tülpa,,,,,,,f,Person,Male,,Pittsburgh United States
id-103218,Dadomo,Dadomo,,,,,,,f,,,,
id-869675,Sir Reginald Pikedevant Esquire,Sir Reginald Pikedevant Esquire,,,,,,,f,Person,Male,,
id-112289,Frank Bruno,Bruno Frank,1961,11,16,,,,f,Person,Male,,Former U.K. boxer
id-768686,Psychobuildings,Psychobuildings,,,,,,,f,Group,,,
rec-1180525-dup-0,Toxic Bjeat,Toxic Bjeat,,,,,,,f,Group,,,
id-48064,Kimball  Dekkard,Kimball  Dekkard,,,,,,,f,Group,,,
id-331279,Side Street Strutters Jazz Band,Side Street Strutters Jazz Band,,,,,,,f,,,,
id-118840,Madely,Madely,,,,,,,f,Person,Male,,
id-208663,Evan Goodrow,Goodrow Evan,,,,,,,f,,,,
id-582393,Anna Maria Espinosa,Espinosa Anna Maria,,,,,,,f,Person,Female,,
id-974805,Dennis Dalton,Dalton Dennis,,,,,,,f,,,,
id-545970,Takuya Morita,Takuya Morita,,,,,,,f,Person,Male,id-421,
id-35530,Frank Morgan Quartet,Morgan Frank Quartet,,,,,,,f,Group,,,
id-600377,Jon Savage,Savage Jon,1953,9,2,,,,f,Person,Male,,English writer broadcaster  music journalist
id-898658,Chesterfield,Chesterfield,,,,,,,f,Group,,,
id-204170,Koy,Koy,,,,,,,f,,,,
id-192045,Gianna Jessen,Gianna Jessen,,,,,,,f,,,,
id-539743,Czarbles,Czarbles,,,,,,,f,Group,,,
rec-861195-dup-0,Richie Skotti,Scotti Ricnie,,,,,,,f,,,,
id-315869,Soil Sing Through Me,Soil Sing Through Me,,,,,,,f,Group,,,
id-812785,The Brother D.,Brother D. The,,,,,,,f,,,,Dane Crawford
id-812784,3B,3B,,,,,,,f,,,,William Renkosik
id-364787,Lourds Lane,Lane Lourds,,,,,,,f,Person,,,
id-342969,3is,3is,,,,,,,f,Group,,,
id-185142,The Chase,Chase The,,,,,,,f,,,,
id-975483,Taro Kawasaki,Kawasaki Taro,,,,,,,f,Person,,,
id-292392,Say Colour,Say Colour,,,,,,,f,,,,
id-1136543,Orjan Nielsen,Nielsen Orjan,,,,,,,f,Person,,,
rec-387733-dup-1,C9lin Close,Colin Cloje,2006,8,,,,,f,Group,,,
rec-387733-dup-0,Colin Cloze,Colin Clos,2006,8,,,,,f,Group,,,
rec-248813-dup-1,Ex-Wize Heads,Eecs-Wise Heads,1997,,,,,,f,Group,,,
id-1047695,Peter Fransson,Fransson Peter,,,,,,,f,Person,Male,,
id-406769,Mabusto,Mabusto,,,,,,,f,Group,,,
id-314704,S. Zeilenga,Zeilenga S.,,,,,,,f,,,,
id-1599729,Ingo ohne Flamingo,Ingo ohne Flamingo,,,,,,,f,Person,Male,,
id-595780,Hezbollah,Hezbollah,,,,,,,f,,,,
id-463417,Toccata,Toccata,1996,,,,,,f,Group,,,
id-318846,Shockabuku,Shockabuku,,,,,,,f,Group,,,
id-613366,Spark of Fire,Spark of Fire,,,,,,,f,,,,
id-318843,Jahsoma,Jahsoma,2002,6,,2005,9,,t,Group,,,
id-161655,Driven,Driven,,,,,,,f,,,,
id-1233112,Shoujo Kiss,Shoujo Kiss,,,,,,,f,Person,Male,,
id-884012,Unus Emre,Unus Emre,,,,,,,f,,,,
id-1583219,Cactus,Cactus,,,,,,,f,Group,,id-4718,Italian band
id-205778,Blak n Spanish,Blak n Spanish,,,,,,,f,Group,,,
id-300625,Nedjev,Nedjev,,,,,,,f,Person,,,
id-964325,Nefastt,Nefastt,2003,,,,,,t,Group,,id-1833,French black metal band
id-491517,Bitchee Bitchee Ya Ya Ya,Bitchee Bitchee Ya Ya Ya,,,,,,,f,Group,,,
rec-332454-dup-0,Денис Димоски,Dimodki Denis,1993,6,4,,,,f,Person,,,
id-736898,Ukkonen,Ukkonen,,,,,,,f,Person,,,
id-964946,Digital Rust,Digital Rust,,,,,,,f,Person,Male,,
id-455094,Collectif Mu,Collectif Mu,,,,,,,f,Group,,,
id-333237,Aivi,Aivi,,,,,,,f,Group,,,
id-577818,Grupo Vocal Universo,Grupo Vocal Universo,,,,,,,f,,,,
id-417923,Ahlev De Bossa,Ahlev De Bossa,,,,,,,f,Group,,,
id-932839,Syberia,Syberia,,,,,,,f,,,,
id-654634,Goshi Goshi,Goshi Goshi,,,,,,,f,,,,
rec-538335-dup-0,UNTU DE OSU,OSU UNTU DE,,,,,,,f,Group,,,
id-690472,Twig,Twig,,,,,,,f,Person,,,Torsten Mauss
id-110678,Worldless People,Worldless People,,,,,,,f,Group,,,
rec-94773-dup-0,DJ Adtack,Attacl< DJ,,,,,,,f,Person,,,Andy Adams of Underground Condtruction Records
id-750437,Monday Eternal,Monday Eternal,2006,,,,,,f,Group,,,
id-529222,Project Scytia,Project Scytia,,,,,,,f,Person,Male,,
rec-163660-dup-0,endtisday,endtbisday,,,,,,,f,Group,,,US melodic death metal/metalc0re band
id-361956,Air Conditioning,Air Conditioning,,,,,,,f,,,,
id-2237267,Dion Cooper,Dion Cooper,,,,,,,f,Person,Male,,
id-861671,The Asphalt,Asphalt The,,,,,,,f,,,,
id-729264,Bobby O  His Banana Republic,O Bobby  His Banana Republic,,,,,,,f,Person,,,
id-426730,Defender,Defender,2005,,,,,,f,Group,,,house released Defender / Bliss
rec-955785-dup-0,Te4q,Teq4,,,,,,,f,,,,
id-294837,Gimpo,Gimpo,,,,,,,f,,,,
id-294836,Draculas Daughter,Draculas Daughter,,,,,,,f,,,,
id-130495,In Credo,In Credo,,,,,,,f,Person,Male,,
id-716713,Heat Conference,Heat Conference,,,,,,,f,,,,
id-716712,Xiphiidae,Xiphiidae,,,,,,,f,Person,,,
id-2248524,Jordan St. Cyr,Saint Cyr Jordan,,,,,,,f,Person,Male,id-314,
id-216178,A Bitter Farewell,A Bitter Farewell,,,,,,,f,,,,
id-787627,Sir Gant  The InVisible Force,Sir Gant  The InVisible Force,,,,,,,f,Person,,,
id-286671,The Violent Sky,Violent Sky The,,,,,,,f,Group,,,
id-488775,Elephant Castle,Elephant Castle,,,,,,,f,,,,released Diary of a Sad Elephant
rec-972911-dup-0,The Ecstat:cs,Ecsttatics The,2012,10,,,,,f,Group,,,
id-1000912,White Come Come,White Come Come,,,,,,,f,,,,
id-619995,Jean-Paul LHeureux,LHeureux Jean-Paul,,,,,,,f,Person,,,
id-619994,Poly  The Statics,Poly  The Statics,,,,,,,f,,,,
id-293115,Satisfaction,Satisfaction,2004,,,,,,f,Group,,,
id-683685,Zehl Freebass,Zehl Freebass,,,,,,,f,,,,
id-290139,Ylid,Ylid,,,,,,,f,Person,,,
id-795022,Ex Wife,Ex Wife,,,,,,,f,Group,,,
id-1000702,Slum People,Slum People,,,,,,,f,,,,
id-728709,Portable Payback,Portable Payback,,,,,,,f,Group,,,
id-256389,Concombre Zombi,Concombre Zombi,,,,,,,f,,,,
id-253159,Quasimodo Jones,Quasimodo Jones,,,,,,,f,Group,,,
rec-405886-dup-0,So F1y,So Flh,,,,,,,f,Group,,,
id-187453,beauBlack,beauBlack,,,,,,,f,,,,
id-839816,Jack Allett,Allett Jack,,,,,,,f,,,,
id-37251,Niederschlag,Niederschlag,,,,,,,f,,,,
id-1418977,James Bakian,Bakian James,2003,11,13,,,,f,Person,Male,,
id-522865,Endless Torture,Endless Torture,2006,,,,,,f,Group,,,
id-1945246,Kelsi Luck,Luck Kelsi,,,,,,,f,Person,Female,,
id-365926,Ma Jana,Ma Jana,,,,,,,f,,,,
id-1850301,Danny Gonzalez,Gonzalez Danny,1994,6,12,,,,f,Person,Male,,Youtuber
id-272625,Kid Rodriguez,Kid Rodriguez,,,,,,,f,Person,,,
id-438053,Black Ramps,Black Ramps,,,,,,,f,Group,,,
rec-556732-dup-0,Radaah,Radsr,,,,,,,f,Group,,,00s new wave/electro tracks Lunacv War Out There
id-984016,7 Birches,7 Birches,,,,,,,f,,,,
id-167166,Audioperú,Audioperú,,,,,,,f,Person,Male,,
id-461223,Damnweevil,Damnweevil,,,,,,,f,Group,,,
id-1045599,Abraham Fernández,Fernández Abraham,,,,,,,f,Person,Male,,
id-1512942,Yossi Obermeister,Obermeister Yossi,,,,,,,f,,,,
id-248813,Ex-Wise Heads,Ex-Wise Heads,1997,,,,,,f,Group,,,
id-592337,The Big Casino,Big Casino The,,,,,,,f,Group,,,
id-694759,Batphone,Batphone,2007,11,30,,,,f,,,,
id-296422,Jonathan Toth,Toth Jonathan,,,,,,,f,Person,Male,,
id-989054,TM Hunter,TM Hunter,,,,,,,f,,,,
id-624198,Lolo Martínez et son orchestre brésilien,Lolo Martínez et son orchestre brésilien,,,,,,,f,Group,,,
id-647654,4byte Field Commander,4byte Field Commander,,,,,,,f,,,,
id-712663,Astral Mess,Astral Mess,,,,,,,f,Group,,,
id-679826,Drake Dehlen,Dehlen Drake,1971,3,5,,,,f,Person,,,
id-710013,fǣge,fǣge,2010,5,8,,,,f,,,,
id-689009,Idisenfluch,Idisenfluch,2008,,,,,,f,Group,,,
id-1040761,Troy T,T Troy,,,,,,,f,,,,Australian DJ mixer
id-31155,Alder and Elius,Alder and Elius,,,,,,,f,Group,,,
id-1048151,Declension,Declension,,,,,,,f,Group,,,
id-772713,M.A.N.D.E.A.R.,M.A.N.D.E.A.R.,,,,,,,f,Group,,,
rec-724518-dup-0,Ruti Stakker,Stakker Rvdi,,,,,,,f,Person,,,
id-699730,zxyzxy,zxyzxy,,,,,,,f,Person,,,
id-288420,Verso,Verso,,,,,,,f,,,,
id-1004282,Mike Perry,Perry Mike,,,,,,,f,Person,Male,,DJ from Sweden
id-550712,Tom Dale,Dale Tom,,,,,,,f,Person,,,
id-453549,Beauty School,Beauty School,,,,,,,f,,,,
id-348061,Jock Mitchell,Mitchell Jock,,,,,,,f,Person,Male,,
rec-637527-dup-0,Los Asesinos Del Pwntagrama,Los Asesinos Del Pentakrama,,,,,,,f,,,,
rec-637527-dup-1,Los Aseslnos Del Pentagrama,Los Asesinos Del P4ntagrama,,,,,,,f,,,,
id-908800,Moonloop,Moonloop,,,,,,,f,,,,Progressive Death Metal from Spain
id-763311,carpool lane,carpool lane,,,,,,,f,Group,,,
id-283745,Ονειροπαγίδα,Oneiropagida,1997,,,,,,f,Group,,,
id-803609,Cas Sochacki and Angela Rose,Sochacki Cas and Rose Angela,,,,,,,f,Group,,,
id-197624,Aramac,Aramac,,,,,,,f,,,,
id-2292251,CJXY,CJXY,,,,,,,f,Person,Male,,UK Solo Artist
id-406575,Mensura,Mensura,,,,,,,f,Group,,,
id-434288,Amnesia,Amnesia,,,,,,,f,,,,euro house track Are You Really That Good
id-210226,Nick Pichet and The Brown Flamingos,Pichet Nick and Brown Flamingos The,,,,,,,f,Group,,,
id-873597,The New Recruits,New Recruits The,,,,,,,f,,,,
id-873591,Irish Mojo,Irish Mojo,,,,,,,f,Group,,,
id-967231,ARтель,ARтель,1996,11,,1999,,,t,Group,,,
id-742021,Constancia,Constancia,2008,,,,,,f,Group,,id-479,
id-632817,Cosmic Vishnu,Cosmic Vishnu,,,,,,,f,Group,,,
id-539248,Donnie Mark,Mark Donnie,,,,,,,f,Person,,,
id-1172743,Trash the Dress,Trash the Dress,2010,12,1,,,,f,Group,,id-21915,
id-1907832,Adil,Adil,,,,,,,f,,,,Russian rapper
rec-688939-dup-0,Respirat0r,Respiratir,,,,,,,f,,,,
id-387296,The Surgens,Surgens The,,,,,,,f,Group,,,
id-229427,Stereo Starboy,Stereo Starboy,,,,,,,f,,,,
id-539246,Joyful Sounds of Soul,Joyful Sounds of Soul,,,,,,,f,,,,
id-1354534,Missy D,Missy D,,,,,,,f,,,,
id-556387,Garnet Clark  His Hot Clubs Four,Garnet Clark  His Hot Clubs Four,,,,,,,f,Group,,,
rec-387296-dup-0,The Svrgens,Surgeris The,,,,,,,f,Group,,,
id-1821951,Millie Rose,MILLIE ROSE DAVIES,2000,7,22,,,,f,Person,Female,,Something More - Single
id-249034,Louie,Louie,,,,,,,f,,,,
id-717543,Supertonic Sound Club,Supertonic Sound Club,,,,,,,f,Group,,,
id-999568,Origin-L,Origin-L,,,,,,,f,,,,Marc Borst  Michel Filko
id-896898,The Acoustic Guitar Troubadours,Acoustic Guitar Troubadours The,,,,,,,f,,,,
id-717548,Crispo,Crispo,,,,,,,f,Person,,,
id-464218,Da Hubble Cluster,Hubble Cluster Da,,,,,,,f,Person,,,
id-168387,Isobella,Isobella,,,,,,,f,,,,
id-211942,Time Attack,Time Attack,,,,,,,f,Person,,,
id-372832,Everette,Everette,,,,,,,f,Group,,,
id-1212720,Jake Lee,Lee Jake,1996,10,3,,,,f,Person,Male,,
id-497008,天地無用の人々,Tenchi Muyo no Hitobito,,,,,,,f,Group,,,
id-1045734,Galactic Pegasus,Pegasus Galactic,2011,,,,,,f,Group,,,
id-862126,Frostlore,Frostlore,,,,,,,f,Group,,,viking metal
id-2051774,Chris George Bancroft,Bancroft Chris George,,,,,,,f,,,,
id-374468,City Seventeen,City Seventeen,,,,,,,f,Group,,,
id-1038163,Besos,Besos,,,,,,,f,Group,,,
id-996233,Crossroads,Crossroads,,,,,,,f,Group,,,Barbershop Quartet
id-865314,Sacre Noir,Sacre Noir,,,,,,,f,,,,
id-696456,Anatomist,Anatomist,,,,,,,f,Person,Male,,
id-865317,Kalle Kaasinen,Kaasinen Kalle,,,,,,,f,Person,Male,,
rec-1412050-dup-0,Feun,Feim,2014,,,,,,f,Group,,,
rec-1412050-dup-1,Fejn,Fin,2014,,,,,,f,Group,,,
id-1032441,Meterius Johnson,Johnson Meterius,,,,,,,f,Person,Male,,
id-944797,MotherFather,MotherFather,,,,,,,f,,,,Post-Rock band from St. Louis MO
id-744226,Lee Engele,Engele Lee,,,,,,,f,Person,,,
id-769418,Jabba and the shower boyZ,Jabba and the shower boyZ,,,,,,,f,Group,,,
id-1035797,Evil Cannibal,Evil Cannibal,,,,,,,f,Group,,,
rec-354225-dup-0,Trampvartyg,Trampfartvg,,,,,,,f,,,,
id-1596205,Noah Schnacky,Schnacky Noah,,,,,,,f,Person,,,
id-287132,2350 Broadway,2350 Broadway,,,,,,,f,Group,,,
id-261844,Del Dongo,Del Dongo,,,,,,,f,,,,
rec-316735-dup-0,Waterhiuse,Waterhouxe,,,,,,,f,Person,,,
id-761649,Pet Ghost Project,Pet Ghost Project,,,,,,,f,Group,,,
id-565021,Davem,Davem,,,,,,,f,Person,,,
id-1005663,Logansport,Logansport,,,,,,,f,,,,
rec-444324-dup-1,Bredt,Bregt,,,,,,,f,,,,
rec-444324-dup-0,Bret,Br3tt,,,,,,,f,,,,
id-909867,Даша Давыдова,Davydova Dasha,,3,20,,,,f,Person,Female,,
id-58185,Plank 15,Plank 15,,,,,,,f,,,,
rec-1007489-dup-0,Tony Rodeoli,Tony Rodelii,,,,,,,f,,,,
id-136096,Bike Gang Knife Fight,Bike Gang Knife Fight,,,,,,,f,,,,
id-1888078,Woes,Woes,2013,6,6,,,,f,Group,,id-3914,English Crust/Black Metal Band
id-181754,Brise-Glace,Brise-Glace,,,,,,,f,Group,,,
id-204696,Imperial Project,Imperial Project,,,,,,,f,,,,
id-616678,Felix Kubin und das Mineralorchester,Kubin Felix und Mineralorchester das,,,,,,,f,Group,,,
id-204693,Mystical Influence,Mystical Influence,,,,,,,f,,,,
id-48663,Will N Charlie,Will N Charlie,,,,,,,f,,,,
rec-1000208-dup-0,Eneahvant,Enervsnt,,,,,,,f,Person,Male,,
id-1185345,Tima Dee,Dee Tima,,,,,,,f,Person,Female,,
id-691407,Jack Dockery  The Lonely Drifters,Dockery Jack  Lonely Drifters The,,,,,,,f,Group,,,
id-509914,Cycloid,Cycloid,,,,,,,f,Group,,,Pete Namlook  Corrado Izzo
id-240207,Base Force One,Base Force One,,,,,,,f,Person,,,
id-702400,RPO,RPO,,,,,,,f,Person,Male,,Eric Peyronel
id-300058,Mind-A-Stray,Mind-A-Stray,2005,3,3,,,,f,Group,,,
id-991229,Evils Desire,Evils Desire,2005,,,,,,f,Group,,,symphonic metal
id-141024,Willie Villegas y Entre Amigos,Villegas Willie y Entre Amigos,,,,,,,f,Group,,,
rec-106930-dup-0,M.U.T.E.,M.U.T.E.,,,,,,,f,Group,,,
id-203426,Six Million Dollar Man,Six Million Dollar Man,,,,,,,f,,,,
id-54751,Innermeans,Innermeans,,,,,,,f,,,,
id-582887,Illzilla,Illzilla,,,,,,,f,Group,,,
id-582880,Jillamatong,Jillamatong,,,,,,,f,Group,,,
id-671026,Bloto,Bloto,,,,,,,f,,,,
id-713731,Petra Marlene,Marlene Petra,,,,,,,f,Person,,,
id-48005,Set Up System,Set Up System,,,,,,,f,Group,,,
id-24307,Full Speed,Full Speed,,,,,,,f,,,,
id-1909192,JEDDI,JEDDI,,,,,,,f,,,,
id-341121,Jon Frank,Frank Jon,,,,,,,f,Person,,,
id-48008,Turntable Terror,Turntable Terror,,,,,,,f,Person,,,
id-304809,Nature,Nature,,,,,,,f,Group,,,industrial artist
id-2026410,Delcada,Delcada,,,,,,,f,Person,,,
id-820460,GRYSLs Muurproject,GRYSLs Muurproject,,,,,,,f,Group,,,Eenmalige uitbreiding van de band GRYSL
id-297801,Alexis Cone,Cone Alexis,,,,,,,f,Person,,,
id-707349,Tenspeed Warlock,Tenspeed Warlock,,,,,,,f,Group,,,
id-1030017,Steve Dare,Steve Dare,,,,,,,f,,,,
id-1637584,Chain Cult,Chain Cult,,,,,,,f,,,,
id-1016330,Sinista Motivez,Sinista Motivez,,,,,,,f,Person,,,
id-682949,The Cheese Band,Cheese Band The,,,,,,,f,Group,,,
id-299189,Captain Supreme,Captain Supreme,,,,,,,f,,,,
id-854517,The Bark Haze,Bark Haze The,,,,,,,f,Group,,,
id-285942,Women of Faith,Women of Faith,,,,,,,f,Group,,,
id-551386,Chinese Bamboo Flute Music,Chinese Bamboo Flute Music,,,,,,,f,,,,
