medium,release,position,format,track_count
id-118281,id-118281,1,1,11
id-1709026,id-1623542,1,12,1
id-171833,id-171833,1,,7
id-1355018,id-1313502,1,29,2
id-171836,id-171836,1,,16
id-1611586,id-1539245,1,29,3
id-1088358,id-1082123,1,1,11
id-1146255,id-1131900,1,1,13
id-3658060,id-3356582,1,12,1
id-1765468,id-1672115,1,1,10
id-304588,id-304588,1,7,2
id-349447,id-349447,1,1,4
id-2100405,id-1962561,1,,18
rec-1019904-dup-0,id-1019904,1,,4
id-3436011,id-3154819,1,12,1
id-1347703,id-1307136,1,12,3
id-2750162,id-2536321,1,1,10
id-386122,id-386122,1,14,1
id-386125,id-386125,1,14,1
id-549972,id-549972,1,1,11
id-731387,id-731387,1,29,8
id-1352971,id-1311754,1,7,6
id-157362,id-157362,1,,3
id-637803,id-637803,1,1,1
rec-1130479-dup-0,id-1118001,1,31,2
id-919244,id-919244,1,,5
id-1508499,id-1447196,1,12,1
id-714713,id-714713,1,1,3
id-2196690,id-2045335,1,31,7
id-2338538,id-2168696,1,12,1
rec-365544-dup-0,id-365544,1,31,3
id-998498,id-998498,1,,3
id-1363931,id-1321390,1,1,5
id-1356099,id-1314463,1,1,14
id-718033,id-718033,1,1,3
id-1188776,id-1168825,1,,10
id-536793,id-536793,1,12,2
id-1184640,id-1165177,1,7,6
id-1245089,id-1218178,1,1,13
rec-910977-dup-0,id-910977,1,,1
id-1318956,id-1282074,1,12,2
id-70089,id-70089,1,,4
id-306185,id-306185,1,1,7
id-1120333,id-1109114,1,1,11
id-553443,id-553443,1,1,5
id-763315,id-763315,1,12,2
id-959082,id-959082,1,,4
id-1275584,id-1244406,1,1,5
id-224122,id-224122,1,,8
id-317092,id-317092,1,1,4
id-1317523,id-1280801,1,12,1
id-855582,id-855582,1,,2
id-492292,id-492292,1,1,5
rec-1039681-dup-0,id-1039681,1,1,9
id-997672,id-997672,1,,2
id-450945,id-450945,1,1,2
id-1172748,id-1154981,1,1,5
id-1693014,id-1609741,1,12,10
id-1611054,id-1538779,1,12,5
id-1489426,id-1431148,1,,8
rec-766560-dup-0,id-766560,1,1,5
id-506768,id-506768,1,1,2
id-430505,id-430505,1,1,2
id-613178,id-613178,1,12,4
id-2336758,id-2167079,1,12,11
id-1048547,id-1047550,1,33,2
id-857459,id-857459,1,,2
rec-653439-dup-0,id-653439,1,12,5
id-1604079,id-1532687,1,,6
id-2871103,id-2643932,1,1,10
id-187362,id-187362,1,1,5
id-1318370,id-1281572,1,31,2
id-3554922,id-3262573,1,1,10
id-442868,id-442868,1,31,2
rec-1232422-dup-0,id-1206712,1,12,1
id-691677,id-691677,1,1,7
id-815328,id-815328,1,12,3
id-815329,id-815329,1,1,6
id-1343133,id-1303189,1,1,4
id-701972,id-701972,1,7,2
id-369543,id-369543,1,1,6
id-364648,id-364648,1,31,2
id-865311,id-865311,1,,30
id-1373726,id-1329968,1,1,5
id-1173169,id-1155363,1,7,5
id-696455,id-696455,1,12,5
id-1045870,id-1045310,1,31,3
id-1691437,id-1608390,1,12,1
id-1127318,id-1115228,1,31,3
id-767816,id-767816,1,,4
id-819691,id-819691,1,1,10
id-702952,id-702952,1,12,1
id-521070,id-521070,1,31,6
id-3439391,id-3157826,1,12,1
id-211174,id-211174,1,29,2
id-463072,id-463072,1,31,2
id-1130670,id-1118166,1,31,2
id-1130672,id-1118168,1,31,2
id-1191543,id-1171185,1,12,4
id-1266976,id-1237389,1,1,5
rec-727708-dup-0,id-727708,1,31,2
id-883737,id-883737,1,,15
id-928542,id-928542,1,,6
id-953196,id-953196,1,,19
id-1187458,id-1167696,1,1,3
id-945224,id-945224,1,,5
id-954664,id-954664,1,1,6
id-1017460,id-1017460,1,,3
id-748975,id-748975,1,1,5
id-720398,id-720398,1,12,4
id-1091522,id-1084783,1,31,3
id-947517,id-947517,1,,2
id-1185340,id-1165822,1,1,3
id-1111431,id-1101426,1,31,2
id-707691,id-707691,1,1,10
id-208858,id-208858,1,,3
rec-2107764-dup-0,id-1969209,1,12,13
id-1140122,id-1126579,1,,3
id-526706,id-526706,1,31,4
id-487752,id-487752,1,1,1
id-388180,id-388180,1,31,4
id-67480,id-67480,1,31,5
id-1177915,id-1159345,1,12,8
id-422660,id-422660,1,8,2
id-786141,id-786141,1,12,12
id-370150,id-370150,1,1,10
id-114567,id-114567,1,,4
id-971047,id-971047,1,,4
id-907606,id-907606,1,,4
id-260647,id-260647,1,31,2
id-408000,id-408000,1,31,2
id-981858,id-981858,1,,5
id-818278,id-818278,1,12,2
id-295267,id-295266,2,31,6
id-861111,id-861111,1,,9
id-1235051,id-1209062,1,12,1
id-567179,id-567179,1,12,2
id-580732,id-580732,1,1,3
id-924373,id-924373,1,,2
id-635789,id-635789,1,31,4
id-806238,id-806238,1,8,2
id-2493720,id-2305825,1,1,10
id-992420,id-992420,1,,2
id-472802,id-472802,1,1,5
id-833941,id-833941,1,1,3
id-503067,id-503067,1,1,10
id-2552126,id-2356702,1,12,1
id-373713,id-373713,1,1,3
id-854510,id-854510,1,,6
id-1384302,id-1339136,1,31,3
id-1384309,id-1339141,1,1,10
id-455289,id-455289,1,12,5
id-1227552,id-1202347,1,12,2
id-1350944,id-1309993,1,1,2
id-1325067,id-1287389,1,29,3
id-1340624,id-1300939,1,12,6
id-214843,id-214843,1,,11
id-582267,id-582267,1,12,3
id-443015,id-443015,1,31,4
id-663370,id-663370,1,1,25
rec-342378-dup-0,id-342378,1,1,1
id-1144664,id-1130494,1,1,11
id-924595,id-924595,1,1,4
id-638710,id-638710,1,31,4
id-497392,id-497392,1,1,3
id-1175744,id-1157428,1,,4
id-2874346,id-2646896,1,12,1
id-1138267,id-1124938,1,29,2
id-30142,id-30142,1,,3
id-2107046,id-1968543,1,12,1
id-760896,id-760896,1,12,3
id-272389,id-272389,1,1,11
id-621310,id-621310,1,31,4
id-2104891,id-1966640,1,12,18
id-3766622,id-3456801,1,12,1
id-2868863,id-2641995,1,12,1
id-1331414,id-1292901,1,1,2
id-1045502,id-1044982,1,1,6
id-475040,id-475040,1,31,2
id-1234013,id-1208126,1,1,3
id-648295,id-648295,1,12,2
id-2244281,id-2086586,1,12,1
id-258717,id-258717,1,1,6
id-664214,id-664214,1,31,2
id-804493,id-804493,1,12,1
id-664216,id-664216,1,31,3
id-664211,id-664211,1,31,2
rec-772431-dup-0,id-772431,1,1,3
id-915335,id-915335,1,,4
rec-412304-dup-0,id-412304,1,31,3
id-937081,id-937081,1,,9
id-875466,id-875466,1,1,9
rec-481011-dup-0,id-481011,1,7,2
id-919368,id-919368,1,1,8
id-885078,id-885078,1,,8
id-910533,id-910533,1,,6
id-681442,id-681442,1,1,10
id-1145228,id-1131006,1,1,5
id-228101,id-228101,1,,4
id-541004,id-541004,1,12,2
id-55248,id-55248,1,1,11
id-1352095,id-1311003,1,31,3
id-3657241,id-3355373,1,12,2
id-923541,id-923541,1,,4
id-3657246,id-3355844,1,12,1
id-3254899,id-2990587,1,12,1
id-651879,id-651879,1,31,4
id-710609,id-710609,1,7,2
rec-932047-dup-0,id-932047,1,,7
id-580134,id-580134,1,7,4
id-1141129,id-1127391,1,1,2
id-1242331,id-1215674,1,1,1
id-3653409,id-3352272,1,12,1
id-151222,id-151222,1,,3
id-1490342,id-1431969,1,12,1
id-686109,id-686109,1,1,1
rec-346969-dup-0,rec-346969-dup-0,1,1,1
rec-1756125-dup-0,id-1664488,1,12,1
id-2255966,id-2096460,1,12,1
id-1526809,id-1463173,1,1,1
id-867618,id-867618,1,1,13
id-261476,id-261476,1,31,2
id-539766,id-539766,1,1,5
id-571996,id-571996,1,12,4
id-354804,id-354804,1,1,4
id-3260169,id-2995337,1,12,1
rec-3903641-dup-0,id-3582912,1,12,1
id-506375,id-506375,1,1,4
id-996685,id-996685,1,,1
id-1068129,id-1064412,1,33,3
id-406743,id-406743,1,31,4
id-317669,id-317669,1,,2
id-1294774,id-1260987,1,12,2
id-356468,id-356468,1,31,4
id-486594,id-486594,1,31,3
id-409015,id-409015,1,31,4
id-881238,id-881238,1,,2
id-1382216,id-1337365,1,12,8
id-2622199,id-2420024,1,12,1
id-2752291,id-2538205,1,1,14
id-720232,id-720232,1,1,3
id-480362,id-480362,1,,1
id-480367,id-480367,1,1,23
id-499727,id-499727,1,31,4
id-746590,id-746590,1,1,3
id-1290897,id-1257606,1,12,5
id-819738,id-819738,1,,5
id-1493195,id-1434194,2,1,9
id-1656410,id-1577642,1,1,7
id-2641216,id-2439123,1,12,1
id-333214,id-333214,1,1,6
id-562067,id-562067,1,12,2
rec-715481-dup-0,id-715481,1,1,1
id-532152,id-532152,1,1,6
id-2751363,id-2537389,1,12,10
id-811598,id-811598,1,31,2
id-2952425,id-2718271,1,1,14
id-439813,id-439813,1,1,10
id-618596,id-618596,1,1,1
id-310293,id-310293,1,,5
id-459565,id-459565,1,31,2
id-3542923,id-3251688,1,1,8
id-545854,id-545854,1,1,1
id-1386778,id-1341305,1,12,3
id-2242027,id-2084588,1,12,1
id-1360005,id-1317901,1,1,6
id-3435003,id-3153893,1,12,1
rec-1377983-dup-0,id-1333680,1,12,1
rec-1351272-dup-0,id-1310270,1,12,4
id-818489,id-818489,1,7,1
id-1148145,id-1133549,1,12,4
id-971706,id-971706,1,,4
id-853162,id-853162,1,,1
id-3353258,id-3080535,1,12,1
id-649173,id-649173,1,1,4
id-2248502,id-2090310,1,12,14
id-667044,id-667044,1,1,3
rec-371826-dup-0,id-371826,1,31,4
id-1598072,id-1527601,1,12,5
id-545018,id-545018,1,31,4
id-1155635,id-1140212,1,12,1
id-2107725,id-1969170,1,12,1
id-600421,id-600421,1,7,3
id-1362232,id-1319878,1,12,1
rec-861870-dup-0,id-861870,1,,13
id-2619074,id-2417287,1,12,1
id-1042990,id-1042880,1,1,10
id-910927,id-910927,1,,2
id-783385,id-783385,1,12,2
id-3256798,id-2992272,1,12,1
id-1365954,id-1323190,1,31,4
id-609484,id-609484,1,12,5
id-728725,id-728725,1,12,4
id-894585,id-894585,1,,4
rec-280808-dup-0,id-280808,1,1,10
id-813906,id-813906,1,7,2
id-104295,id-104295,1,,4
id-1209763,id-1187013,1,31,2
id-879220,id-879220,1,,2
id-432297,id-432297,1,1,3
id-879224,id-879224,1,,6
id-272975,id-272975,1,31,3
id-1034451,id-1034451,1,,7
id-608579,id-608579,1,,16
id-233800,id-233800,1,1,3
rec-950231-dup-0,id-950231,1,,1
id-750018,id-750018,1,31,3
id-3256865,id-2992325,1,1,4
id-847791,id-847791,1,,2
id-2558895,id-2362862,1,29,2
id-738847,id-738847,1,31,5
id-940959,id-940959,1,,2
id-1023050,id-1023050,1,,6
id-301732,id-301732,1,,5
id-1108966,id-1099358,1,1,12
id-1347769,id-1307195,1,33,1
id-899698,id-899698,1,,2
id-1375610,id-1331651,1,,8
id-1274894,id-1243811,1,1,2
id-1227941,id-1202703,1,1,14
id-397344,id-397344,1,7,2
id-1698400,id-1614248,1,12,1
id-233084,id-233084,1,31,3
id-698210,id-698210,1,12,3
id-1215988,id-1192344,1,1,3
id-372639,id-372639,1,,4
id-674522,id-674522,1,1,14
id-674836,id-674836,1,1,4
id-1384446,id-1339255,1,33,12
id-890644,id-890644,1,129,2
id-912786,id-912786,1,1,6
id-3655758,id-3354484,1,12,1
id-3083384,id-2836450,1,12,1
id-1355691,id-1314115,1,,4
id-978253,id-978253,1,,4
id-1359189,id-1317153,1,7,9
id-1197518,id-1176127,1,7,10
id-3254792,id-2990494,1,12,1
id-3867811,id-3550119,1,12,1
id-1284498,id-1251968,1,12,3
rec-460036-dup-0,id-460036,1,31,3
id-430299,id-430299,1,1,4
id-763665,id-763665,1,,4
id-472270,id-472270,1,1,6
id-3282410,id-3015742,1,1,8
id-612196,id-612196,1,,1
id-1375285,id-1331337,1,1,10
id-912437,id-912437,1,,2
id-1235670,id-1209802,1,12,4
rec-654111-dup-0,id-654111,1,12,2
id-2559201,id-2363141,1,12,1
id-2112175,id-1972956,1,12,10
id-245017,id-245017,1,1,2
id-450964,id-450964,1,12,1
id-754869,id-754869,1,31,3
id-434008,id-434008,1,12,1
id-216752,id-216752,1,33,4
id-956516,id-956516,1,,6
id-464984,id-464984,1,,3
id-1214964,id-1191485,1,1,9
id-1653837,id-1575342,1,,7
id-977965,id-977965,1,1,10
id-372857,id-372857,1,1,4
id-919778,id-919778,1,,14
id-1225775,id-1200795,1,7,2
id-666951,id-666951,1,31,2
id-235250,id-235250,1,,4
id-1298336,id-1264115,1,1,8
id-148943,id-148943,1,,3
id-700574,id-700574,1,31,2
id-705050,id-705050,1,31,4
id-2109588,id-1970731,1,12,1
id-1130479,id-1118001,1,31,2
id-1652429,id-1574066,1,8,8
id-701730,id-701730,1,31,4
id-1373700,id-1329944,1,12,5
id-262661,id-262661,1,1,4
id-543558,id-543558,1,7,2
id-352263,id-352263,1,1,2
id-1094982,id-1087668,1,12,3
id-852024,id-852024,1,,4
id-725674,id-725674,1,12,1
id-1386544,id-1341086,1,1,9
id-937699,id-937699,1,1,22
id-897927,id-897927,1,,8
id-1021109,id-1021109,1,,4
id-859048,id-859048,1,,14
id-1066311,id-1062869,1,31,4
id-1056827,id-1054520,1,12,13
rec-514509-dup-0,id-514509,1,31,4
id-1149840,id-1135047,1,1,10
rec-1333601-dup-0,id-1294799,1,12,4
id-655816,id-655816,1,1,4
id-1271777,id-1241319,1,31,3
id-1606535,id-1534863,1,1,4
id-8800,id-8800,1,,1
id-1182629,id-1163469,1,12,8
id-1490405,id-1432020,1,,3
id-1091505,id-1084766,1,1,9
id-753840,id-753840,1,12,1
id-369216,id-369216,1,1,13
id-728005,id-728005,1,1,12
id-691934,id-691934,1,1,6
id-960149,id-960149,1,,6
id-365575,id-365575,1,31,2
id-3655909,id-3354629,1,12,1
id-786124,id-786124,1,12,3
id-751196,id-751196,1,12,4
id-1372470,id-1328818,1,12,5
id-526201,id-526201,1,,7
id-354637,id-354637,1,1,9
id-1381246,id-1336483,1,31,6
id-686209,id-686209,1,1,12
id-2750823,id-2536915,1,12,9
id-549010,id-549010,1,12,5
id-1031967,id-1031967,1,,10
id-960361,id-960361,1,,3
id-2341911,id-2171645,1,12,1
id-158656,id-158656,1,,3
id-558908,id-558908,1,1,6
id-474082,id-474082,1,1,3
id-2619441,id-2417632,1,12,1
id-1074635,id-1070155,1,12,1
id-1235078,id-1209085,1,12,7
id-844176,id-844176,1,,2
id-327005,id-327005,1,1,12
id-580751,id-580751,1,12,4
id-2130286,id-1988878,1,12,12
id-1067898,id-1064210,1,12,2
id-3356784,id-3083745,1,12,1
id-1363397,id-1320905,1,33,12
id-1236662,id-1210657,1,1,4
id-1056641,id-1054369,1,1,11
id-1385096,id-1339828,1,12,7
id-236844,id-236844,1,,5
rec-1245086-dup-0,id-1218173,1,1,5
id-806702,id-806702,1,1,7
id-618476,id-618476,1,31,2
id-2552147,id-2356722,1,12,1
id-939097,id-939097,1,,4
id-619258,id-619258,1,,4
id-569861,id-569861,1,1,18
id-879946,id-879946,1,1,1
id-1355440,id-1313884,1,29,2
id-1325041,id-1287365,1,1,5
id-1204518,id-1182358,1,12,1
id-980587,id-980587,1,,1
id-573069,id-573069,1,1,2
id-1065497,id-1062136,1,1,3
id-976153,id-976153,1,1,15
id-1204046,id-1181906,1,31,3
id-1333787,id-1294961,1,12,2
id-3256307,id-2991862,1,12,1
id-340762,id-340762,1,1,5
id-950601,id-950601,1,33,5
id-1160891,id-1144734,1,1,12
id-2865179,id-2638604,1,12,1
id-547232,id-547232,1,1,7
id-3770290,id-3460263,1,12,1
id-2106919,id-1968428,1,,1
id-2106917,id-1968426,1,,1
id-1000370,id-1000370,1,1,3
id-971934,id-971934,1,,1
id-2106910,id-1968419,1,12,1
id-3869097,id-3551303,1,12,1
id-1310694,id-1274788,1,1,3
id-636838,id-636838,1,1,3
id-823935,id-823935,1,31,2
id-658195,id-658195,1,31,4
id-833299,id-833299,1,12,3
id-628657,id-628657,1,1,2
id-3259553,id-2994773,1,12,1
id-120859,id-120859,1,12,2
id-1063534,id-1060397,1,1,25
id-120850,id-120850,1,,3
id-120856,id-120856,1,12,4
id-3766648,id-3456827,1,12,1
id-1234034,id-1208144,1,1,13
id-220246,id-220246,1,,1
id-1598305,id-1527814,1,,11
id-1205646,id-1183348,1,31,2
id-3255304,id-2990957,1,12,1
id-61207,id-61207,1,29,2
id-930554,id-930554,1,,7
id-160259,id-160259,1,,1
id-1115902,id-1105312,1,1,11
id-761991,id-761991,1,31,2
id-652637,id-652637,1,31,2
id-1027211,id-1027211,1,,7
id-455750,id-455750,1,31,5
id-676869,id-676869,1,1,7
id-49977,id-49977,1,,2
rec-705050-dup-0,rec-705050-dup-0,1,31,4
id-872039,id-872039,1,,2
id-389816,id-389816,1,14,1
id-1245121,id-1218210,1,12,6
id-962630,id-962630,1,,8
id-962637,id-962637,1,,19
id-982755,id-982755,1,,11
rec-3652293-dup-0,id-3351244,1,12,1
id-693309,id-693309,1,31,3
id-3766910,id-3457068,1,12,1
id-1087616,id-1081461,1,1,5
id-707951,id-707951,1,1,2
id-112571,id-112571,1,42,22
id-1376764,id-1332686,1,1,9
id-154964,id-154964,1,31,3
id-1325604,id-1287885,1,1,3
id-700632,id-700632,1,12,9
id-1135635,id-1122605,1,12,2
id-404506,id-404506,1,31,4
id-2551851,id-2356454,1,,1
id-3867551,id-3549872,1,12,1
id-2337534,id-2167791,1,1,1
id-1916771,id-1803477,1,30,8
id-1375078,id-1331164,1,29,5
id-3355239,id-3082326,1,12,1
id-286872,id-286872,1,12,4
id-1053649,id-1051864,1,12,5
id-790049,id-790049,1,1,12
id-1600639,id-1529790,1,1,10
id-1342299,id-1302463,1,1,11
id-1269700,id-1239602,1,12,3
id-788726,id-788726,1,31,4
id-880296,id-880296,1,1,9
rec-844252-dup-0,id-844252,1,,2
id-1100101,id-1091908,1,31,3
id-1657788,id-1578782,1,,10
id-890188,id-890188,1,,5
id-308260,id-308260,1,12,7
id-401694,id-401694,1,1,6
id-541602,id-541602,1,8,10
id-1526688,id-1463077,1,14,1
id-3083619,id-2836669,1,12,1
id-444916,id-444916,1,7,2
id-1297045,id-1263022,1,1,5
id-436711,id-436711,1,1,14
id-920713,id-920713,1,,5
id-146765,id-146765,1,,3
id-1161561,id-1145341,1,,3
id-759350,id-759350,1,7,2
rec-1654407-dup-0,id-1575841,1,,12
id-260235,id-260235,1,1,11
id-1373116,id-1329416,1,12,7
id-1141485,id-1127695,1,12,3
id-629919,id-629919,1,1,4
id-878156,id-878156,1,,3
id-3767340,id-3457481,1,12,1
id-873312,id-873312,1,1,14
id-1549508,id-1483667,1,1,5
id-3767343,id-3457484,1,12,1
id-2866239,id-2639567,1,12,1
id-859901,id-859901,1,,4
id-1008746,id-1008746,1,1,13
id-1382985,id-1338007,1,31,3
id-1382986,id-1338008,1,31,3
id-703814,id-703814,1,7,3
id-93853,id-93853,1,,2
id-290354,id-290354,1,,3
id-802615,id-802615,1,1,2
id-598983,id-598983,1,1,10
id-805868,id-805868,1,33,5
id-1653578,id-1575113,1,12,1
id-195717,id-195717,1,1,2
id-1155617,id-1140197,1,12,1
id-222653,id-222653,1,,1
id-1253771,id-1225822,1,,1
id-343932,id-343932,1,7,2
id-619388,id-619388,1,31,3
id-619408,id-619408,1,12,10
id-325897,id-325897,1,,4
id-2619054,id-2417267,1,12,1
id-669811,id-669811,1,31,2
id-455054,id-455054,1,,3
id-211958,id-211958,1,12,1
id-615777,id-615777,1,1,4
id-1126237,id-1114283,1,1,2
id-777095,id-777095,1,,6
id-1123605,id-1112003,1,12,2
id-966984,id-966984,1,1,33
id-1019182,id-1019182,1,12,12
id-1487050,id-1429052,1,1,9
id-773484,id-773484,1,31,3
id-1047692,id-1046805,1,12,1
id-1307104,id-1271757,1,1,8
id-773489,id-773489,1,31,3
id-644546,id-644546,1,1,3
id-544921,id-544921,1,1,7
rec-1318466-dup-0,id-1281663,1,31,4
id-544927,id-544927,1,31,2
id-1184112,id-1164745,1,12,1
id-824003,id-824003,1,31,2
id-418975,id-418975,1,1,5
id-402823,id-402823,1,12,12
id-421201,id-421201,1,,2
id-1112089,id-1101944,1,1,3
id-256699,id-256699,1,1,1
id-2239703,id-2082542,1,12,1
id-1700842,id-1616328,1,12,1
id-1386937,id-1341449,1,1,6
id-168812,id-168812,1,1,12
id-1224340,id-1199515,1,31,2
id-625322,id-625322,1,1,3
id-900240,id-900240,1,,2
id-382163,id-382163,1,31,4
id-586322,id-586322,1,1,12
id-128467,id-128467,1,8,7
id-978018,id-978018,1,,4
id-772282,id-772282,1,12,3
id-1698175,id-1614068,1,12,2
id-1284120,id-1251613,1,1,2
id-478332,id-478332,1,1,5
id-1000746,id-1000746,1,,5
id-74545,id-74545,1,,3
id-1378264,id-1333942,1,12,7
rec-309008-dup-0,id-309008,1,31,2
id-301573,id-301573,1,31,3
id-851952,id-851952,1,,3
id-893488,id-893488,1,,3
id-1188005,id-1168165,1,7,8
id-943734,id-943734,1,,3
id-373798,id-373798,1,33,3
id-470361,id-470361,1,1,2
id-176517,id-176517,1,,6
id-1197538,id-1176146,1,,8
id-3867836,id-3550143,1,7,11
id-515814,id-515814,1,7,2
rec-2249895-dup-0,id-2091431,1,12,1
id-601435,id-601435,1,7,2
id-735005,id-735005,1,31,2
id-1156061,id-1140578,1,1,14
id-510080,id-510080,1,12,1
id-512034,id-512034,1,30,2
