label,name,label_type,area,ended
id-241043,Bron G. Incorporated,,,f
id-228441,Blackout Discos,,id-99530,f
rec-67673-dup-0,Etitori per lItalia,Publisher,,f
id-158532,loyalcode,Distributor,,f
id-229427,Soma Quality Recordings,,,f
id-108742,Ice Records,,,f
id-167837,Vindauga Music Ltd.,,,f
id-237611,Far Horizon Records,,,f
rec-116757-dup-0,TRAPE,,,f
id-237617,East Asia Music,,,f
rec-190288-dup-0,CNM LDN,,,f
rec-62494-dup-0,DCidw Records,,,f
id-205164,Ignitor,,,f
id-76311,Family Communications,,,f
id-209106,Ark Productions Inc.,Production,,f
rec-67037-dup-0,Yao Mvsic,,,f
id-198241,Production Grand Samurai,Production,,f
id-207857,Maxwell  Carter Global Publishing,Publisher,,f
id-118856,Get Right Entertainment,,,f
id-248003,Studio Edith Records,Publisher,,f
id-123203,Payday Recordings,,,f
id-88468,Trackmasters Entertainment,Production,,f
id-178089,BCW Music,Publisher,,f
id-68700,Philips-West African-Records,,,f
rec-81387-dup-0,P'lne Hill Records,,,f
id-63237,Cultural Foundation,,,f
rec-241568-dup-0,Soft-World Kaohsiung Mvsic Production Center,,,f
id-62017,So Much Dada,,,f
id-227487,Big Joints Ltd,Holding,,f
id-179375,Essex Musikförlaget,Publisher,,f
id-155652,Digital Experience,,,f
rec-221379-dup-0,Laster Disc,,,f
id-171684,These Mortals Music,Publisher,,f
id-181758,Best Brehodi,,,f
id-247893,Museum Boijmans Van Beuningen,,,f
id-110840,We the Kings,,,f
id-232119,MAN WITH A MISSION,Imprint,,f
id-140267,Elan Records,,id-105408,f
id-169475,375 PS,,,f
id-164151,NSG Entertainment,Original Production,,f
id-100503,Trust No One Records,,,f
rec-54619-dup-0,Amygdala Muskc,Original Production,,f
id-137706,Outrageous Records Inc.,,,f
id-38851,Despotic Records,,,f
id-149005,Irma CasaDiPrimordine,,,f
rec-76842-dup-0,Mazestic Studio,,,f
id-167494,InKindMusic,,,f
id-118278,Panarecord S.p.A.,,,f
id-141028,WeRNeon,,,f
id-103984,Boocoo Music,,,f
id-66629,Lucky 7 Records,,,f
id-238855,Firm Roots,Original Production,,f
rec-204816-dup-0,Bapb Music,Publisher,,f
id-82335,FRW-Records,,,f
id-185435,Sunny Day Records,,,f
id-67934,Planet Acetate,,,f
id-158324,AlYf Recordings,,,f
rec-233578-dup-0,Cube Studlo,Distributor,,f
id-234751,PLTNM SKOOL,Production,id-90654,f
id-115672,Gavin Harrison Sounds,Original Production,,f
rec-241197-dup-0,PXP Music,,,f
rec-146587-dup-0,Highceoft Records,,,f
id-162068,antidot,,,f
id-170552,Ancient Meadow,,id-25576,f
id-152269,White Rabbit,,,f
rec-103546-dup-0,Scion Three Mustic LLC,Publisher,,f
id-202591,LTF,Publisher,,f
id-131551,RaveWave,,,f
id-233749,Thunder Records,Bootleg Production,,f
id-118107,Onze Heures Onze,Original Production,id-50374,f
id-188881,Postpost,,,f
rec-233181-dup-0,Morphvsic,Distributor,,f
id-61400,Blackdoor Records,,,f
rec-241429-dup-0,South Pacific Picture5,,,f
rec-97827-dup-0,BebopVox Product:ons,Production,,f
id-21957,Holophonic Records,,,f
id-186974,Mammuth Music,,,f
rec-168812-dup-0,Europhon Rekord,,,f
id-191974,ArtBeat Records,,,f
id-209240,Chalkmark,,,f
id-164629,Burton Avenue Music,,,f
id-99708,RCA/Ariola,Distributor,,t
id-102720,Polar Bears Toe Nails,Publisher,,f
id-61570,Impressive Records,,,f
id-153464,St. Chika,,,f
id-121302,Vulva Productions,,,f
id-121309,Siyal,,,f
id-76941,WiAB Records,,,f
rec-123203-dup-0,Payday Rekordings,,,f
rec-79123-dup-0,Hickko Music,,,f
rec-142503-dup-0,Jam2 Productions,Production,,f
id-135259,Gee Tree Creative,Production,,f
id-61883,Posiversum Records,,,f
id-252374,Quad Hustle Inc,Publisher,,f
id-197346,아라니아,Manufacturer,id-99257,f
rec-229157-dup-0,Hip Code Recorrs,,,f
id-209067,NewFound Road Publishing,Publisher,,f
rec-142731-dup-0,BITWAVE,,,f
id-91727,Richie Dagger Music,Publisher,,f
id-224110,Written Entertainment LLC,Holding,,f
id-233418,DJM Records,Bootleg Production,,f
id-207851,Hardcore 3Dcraft,Original Production,,f
id-105646,WOLV,Production,,f
id-153113,Slumpd Records,Distributor,,f
id-105641,February Twenty Second Music,Publisher,,f
id-218908,Bladed Black Records,Imprint,,f
rec-203234-dup-0,Towa Records,,,f
id-208440,Freeky Disc,,,f
id-237660,The Plug Records,,,f
id-155948,T. Wilbury Limited,Holding,,f
rec-212548-dup-0,Infini5y,,,f
id-231125,Angle Tone Records,,,f
id-79123,Hicklo Music,,,f
rec-104521-dup-0,Rek Music Songs,Publisher,,f
rec-179796-dup-0,SixthW9rldMusic,,,f
rec-244398-dup-0,Loop Diskos,,,f
id-170312,101 Latino,,,f
id-197297,Coexistence Obscure,,id-60648,f
id-169719,Paperview,Production,,f
id-250033,Hogwasche Music,,,f
id-163638,Paniros Publishing,Publisher,,f
id-215256,BSM 13 Publishing,Publisher,,f
id-80665,Audiolab,,,f
id-154947,AlphaVersion Records,,,f
rec-144447-dup-0,Midnigt Entertainment,Production,,f
id-208192,Aargauer Kuratorium,,,f
id-249151,Pura Sangre Music,,,f
id-82243,St. Vitus Records,,,f
id-215899,Montagne Records,,,f
id-208047,House of Greed Entertainment,,,f
id-240780,Atrum Toringi,Distributor,,f
id-244681,More Music Musikverlag GmbH,Publisher,,f
rec-65305-dup-0,Een Lantaarnpaa1 Is Ook Van IJzer Records,,,f
id-199925,Larchiviste Records,,,f
id-216521,Nitro Enterprise,,,f
id-97003,Zulu Records,,,f
id-220473,Off the Record Music,Publisher,,f
id-241568,Soft-World Kaohsiung Music Production Center,,,f
id-137716,Dbelltime,,,f
id-38931,Royal Jazz,Bootleg Production,,f
id-48907,Good Form Club,,,f
id-84597,ntrmusic,,,f
id-58444,Beatism,,,f
id-247246,Bison Creek Records,,,f
rec-107154-dup-0,Prsmium Series A.G.,,,f
id-111696,Flomar Music,Publisher,,f
id-222740,LR Records,Original Production,,f
id-56523,Orion Home Video,,,f
rec-118107-dup-0,Onze Heu5es Onze,Original Production,id-50374,f
rec-46935-dup-0,Music Mirr0r,,,f
id-222219,Veylers Music,Publisher,,f
id-232223,Soul City Digital,,,f
id-148384,Onamazu,,,f
id-113669,MCK Multimidia,,,f
id-25642,D. J. World,,,f
id-171549,Coastline Music,,,f
id-158646,Thats Pop,,,f
id-59007,Ski Records,,,f
id-127591,Lackshamps Records,,,f
rec-249131-dup-0,Lot 6 Rekords,,,f
rec-85528-dup-0,Lofix Music,,,f
id-149704,Chilled Romantic,,,f
id-140669,Undercover Artists,Publisher,,t
id-132612,Indian Casino Records,,,f
id-243148,Sea Level Sounds,,,f
rec-245000-dup-0,Salstoul Record Corp.,Holding,,t
id-141154,Get Hype Records,,,f
id-233668,Time Is Out,,,f
id-202346,Sound x3,,,f
id-59951,Macina,,,f
id-149387,Montclare Music,Publisher,,f
id-220908,Vansinnes Kassetter,,,f
rec-64427-dup-0,Awesorne Sauce,,,f
id-223970,First Artists Music Co.,Publisher,,f
id-172499,Zondervan Recordings,,,f
id-118130,SceneSat,,,f
id-213559,Timeless Moment,,,f
rec-221224-dup-0,Bi6z Records,,,f
id-158799,Asp  Lycke,,,f
rec-207671-dup-0,Caterina Valemte,Production,,f
id-82810,Ketchum Arts,,,f
id-250555,Geza Records,,,f
rec-123948-dup-0,Filmodeka Narodowa,,,f
id-227877,Franchise,,,f
id-74361,Royal Records,,,f
id-209471,mpc head,,,f
rec-246454-dup-0,Tidens sangeah,,,f
id-199604,Egiptian Cotton,,,f
id-138443,Common Records,,,f
id-232777,Inkognito,,,f
id-196956,Bats and Crows,Publisher,,f
id-183849,two four six Records,,,f
id-153419,Del Mar Estudio,,,f
rec-109202-dup-0,Winter Palace Rec0rds,,,f
id-47291,Groovy Records,,,f
rec-222298-dup-0,Black Road Mus:c Inc.,Publisher,,f
id-191632,Sonic Elixir,,,f
id-75165,Local Talk,,,f
id-75168,Aniar Records,,,f
id-113107,B.M Music,,,f
rec-236011-dup-0,Needcompzny,,,f
id-129606,Bombay Entertainment,,,f
id-166818,Trendsetter4Life,Distributor,,f
id-199739,Logic Records Inc.,,,f
id-97827,BebopVox Productions,Production,,f
id-71268,OneFive,,,f
id-244876,New Dayglow Music,Publisher,,f
rec-208975-dup-0,FONA Verlak,Publisher,id-96050,f
id-120917,Anatole,Publisher,,f
id-241027,INE Records,,,f
id-151781,Montag,,,f
id-238305,XL ENTERTAINMENT,Original Production,,f
id-212548,Infinity,,,f
id-62451,Wright Recordings,,,f
id-218590,The Martyrwell Music Co.,,,f
id-147282,Mat Films,,,f
rec-156868-dup-0,Jah Wol>ble Records,,,f
id-237672,Gallery ART Of Music,Publisher,id-69737,f
id-167859,Mercury Switch Lab,,,f
id-155958,ista,,,f
id-249784,Cinematix Music,,,f
rec-153226-dup-0,The Jewel Mvsic Co. Ltd.,Publisher,,f
id-132975,International Sun-Earth Explorer,,,f
id-92176,Future Furniture Music,Publisher,,f
id-204405,NecroCave Recordings,,,f
rec-218729-dup-0,Silent S0ngs,,,f
id-108961,Groovy Garden,,,f
id-71663,Musikpiraten e.V.,,id-25431,f
id-58102,Chromatic Records,,,f
id-213307,Superspin,,,f
id-71668,True Score Theory,,,f
id-62670,Lumin,,,f
rec-112750-dup-0,Solid Waste Mudic,Publisher,,f
id-179796,SixthWorldMusic,,,f
id-208455,Red Ted Entertainment,Original Production,,f
id-218177,Poor Boy Records,,,f
id-249165,DC Ult Music Publishing,Publisher,,f
id-230850,Sub Religion,,,f
id-109961,Coroner Records Inc,,,f
id-115697,Attack-Attack-Music,Publisher,,f
id-142473,Dryden Street Ltd.,,,f
id-132110,Издательский Дом Техно Мир,,,f
id-184525,PM Entertainment,,,f
id-168503,Сайгон Records,,,f
id-62071,Edition Sunwater Music,Publisher,,f
id-88157,Kristofferson Kristofferson,,,f
rec-199210-dup-0,The Wslt Disney Company Germany GmbH,,,f
id-143292,Parental Guidance,,,f
id-200084,sad grbage,,,f
id-250234,Checumbia Producciones,,,f
rec-153998-dup-0,Hot Tape Stud:o,,,f
id-225531,Viñedo Music,Production,,f
id-179958,Happiest Place Records,,,f
id-142503,Jam2 Productions,Production,,f
id-244050,Useless Youth,,,f
id-77533,Electro-Lyte Records,,,f
rec-244481-dup-0,Kal Recordj,,,f
id-94726,Waldfrieden Records,Original Production,id-72277,f
id-146716,Classical Collection,,,f
id-76842,Majestic Studio,,,f
id-219228,PornoStar Comps,,,f
id-124903,Dakota Records,,,f
rec-187110-dup-0,Satin Doll Productionst,,,f
id-227042,Double Virgo Music,Publisher,,f
id-80418,Philomel,,,f
id-63253,TAKE Records,,,f
id-188248,Tap Records,Bootleg Production,,f
id-202485,cherrygrove.records,Original Production,,f
id-145268,Edition Macht  Rebell,Publisher,,f
rec-225205-dup-0,Cedarwood Pup. Co. Inc.,Publisher,,f
id-158657,ISR Records,Original Production,,t
id-83684,Sonic Asylum Records,,,f
id-158301,Blackjaw Records,,,f
id-173027,N Recordz,,,f
rec-133813-dup-0,Yazgol Mudic,Publisher,,f
rec-237022-dup-0,The Bangl<ok Five LLC,,,f
id-105253,Merregnon Studios,,,f
id-207440,Le Bask Records,,,f
rec-133903-dup-0,Dikital Banana,Bootleg Production,,f
id-145664,Sexy Units,,,f
id-59943,TRIPLE VISION entertainment,,,f
id-130533,Disaster Records,,,f
id-73255,Pippo Avenue Records,,,f
rec-91442-dup-0,Emerging Musoc Entertainment LLC,Distributor,,f
id-102638,Ill-Seme Records,,,f
id-61171,5¢ Music,,,f
id-216036,Verano Records,,,f
id-243087,Ryan Music Ltd.,Publisher,,f
id-243084,Planetary-Nom,Publisher,,f
rec-198241-dup-0,Productioh Grand Samurai,Production,,f
id-203375,Stamps Baxter Music  Printing Co.,Publisher,,f
rec-193270-dup-0,Qlinic Recorcls,,,f
id-130265,SK editions,,,f
id-152932,Villalon Creativo,,,f
id-142279,Flowering Night,,,f
id-241978,SHARP PRACTICE PRODUCTIONS LLC,,,f
id-120298,Fnord,,,f
id-217324,Rich Music Inc,,,f
id-243885,Documentary Arts,,,f
id-141838,Gramavision Records Inc.,,,f
id-142270,Honey Records,Original Production,,t
id-116097,Mr. McQueen Records,Publisher,,f
id-210161,Track Records Ltd.,Holding,,f
id-194723,Kerser n Nebs Records,,,f
id-194094,Ineffable Records,,,f
rec-162068-dup-0,antitot,,,f
rec-106987-dup-0,Adidiahiem,,,f
id-206479,Sony/ATV Smash Hits Publishing,Publisher,,f
rec-184029-dup-0,BBNO Mu5ic Inc.,Holding,,f
id-174783,Rob-A-Bank Records,,,f
id-160253,Tremor Panda Records,,,f
id-172030,Boot Recordings,,,f
id-72923,Cielo Music Group,,,f
rec-167837-dup-0,Vindauga Mujic Ltd.,,,f
id-91702,Humidor,Publisher,,f
id-221451,Malca Records,,,f
id-194548,Afficials,,,f
id-68342,Twiins Enterprises,,,f
id-245000,Salsoul Record Corp.,Holding,,t
id-217699,Libellule,,,f
rec-146263-dup-0,Franmly Scarlett Music,Publisher,,f
id-227608,FORMAX Ltd ООО ФМ,Holding,,f
id-63735,LABLADOR RECORDS,,,f
id-58539,Red Tracks,,,f
id-215788,Get Nice,,,f
id-215785,Truestory ENT,,,f
id-198527,EverLe Records,Production,,f
id-129537,ZYX Kids,,,f
id-245266,Black Night,,,f
rec-192862-dup-0,Dream Besch Records,,,f
id-235260,Six Strings Publ.,Publisher,,f
id-108605,Multi Level Records LLC,,,f
id-244993,Two Pop S Music,Publisher,,f
rec-135269-dup-0,Bro Safari Musik,Distributor,,f
id-228873,Third Wave,Production,,f
id-239208,Unbeknown To Us,,,f
id-244514,LampSun,,,f
rec-188713-dup-0,Technothink,,,f
id-98620,Screen Door Records,Original Production,,f
rec-231916-dup-0,Xtacy Recorcls,Imprint,,f
id-103546,Scion Three Music LLC,Publisher,,f
id-249488,The Happy Fits Records,,,f
id-200239,Radio buonumore,,,f
id-176689,Get Tranced,,,f
id-240769,Sollors Systems,,,f
id-244203,Lewis Music Publishing,Publisher,,f
id-92925,Noisey,Distributor,,f
rec-113144-dup-0,4-Elements-Recores,,,f
rec-80191-dup-0,Laloukine,,,f
id-214137,FFF Music,,,f
id-87844,BBZ Productions,,,f
id-93037,Recaredo Records,,,f
id-181760,Prom Disko,,,f
id-178439,Belgian Waffles Records,,,f
rec-184829-dup-0,Shoemsnsky,Distributor,,f
id-216780,Iron Tusk,,,f
rec-196444-dup-0,Kubolor Tiriz,,,f
id-132560,Hysteria Music,,,f
rec-219228-dup-0,PornoSdar Comps,,,f
id-169333,Beehive Records,,,f
rec-169402-dup-0,G-Tec Records,,,f
id-38041,Premier Artists Records,Original Production,,f
id-219230,Getsch Yall Songs,Publisher,,f
id-236271,Stone Music Family LLC,,,f
rec-251218-dup-0,Strojovha,Holding,,f
id-5549,In-Akustik GmbH,Distributor,id-74786,f
id-72429,Grave Romance Records,,,f
rec-185049-dup-0,Body Of Armed Men Distribuxion,,,f
id-151878,Jinsoo Lim Music,Publisher,,f
id-90390,Abdur-Rahman Music Corp.,,,f
rec-61002-dup-0,Bag Ladv Records,,,f
rec-204486-dup-0,Side Door Recordz,,,f
id-145189,Adasong,Distributor,,f
id-202819,Black Heart Gang,,,f
rec-166285-dup-0,nnnrecordz,,,f
id-142885,ThreeHearts Ltd,Holding,,f
id-82783,Fauvel and Tale,,,f
id-21016,Audiophile Classics,,,f
id-21015,Progman Records,,,f
id-77522,2econd Street,,,f
rec-252374-dup-0,Quad Hystle Inc,Publisher,,f
id-173169,TVL Records,,,f
id-239973,Seven Waves Music,Publisher,,f
id-176476,Murdered Music,,,f
id-149299,Coda Ediciones Musicales,Publisher,,f
rec-143085-dup-0,Edixion Fuhuru,Publisher,,f
rec-68342-dup-0,Twiins Enderprises,,,f
id-175792,CP Series,,,f
id-209929,Heartbreak Kids LLC.,Publisher,,f
rec-197297-dup-0,Coexistenxe Obscure,,id-60648,f
id-239811,Magic Objects,,,f
id-168812,Europhon Record,,,f
rec-142075-dup-0,Hip H0p Mobil,,,f
id-21743,Studio Oliv,,,f
id-190525,Max Embers Music,,,f
id-221027,Media-Aides Ltd.,Holding,,f
id-190520,SoMo LLC,,,f
rec-191713-dup-0,CYB3RPVNK Publishing B.V.,Publisher,,f
rec-61661-dup-0,Oy Hvti Ab,,,f
rec-250298-dup-0,Kilauew,Publisher,,f
rec-84133-dup-0,Sleeplezs Records,,,f
id-209632,Declaration Records,Original Production,,f
id-240989,Man Records,,,f
id-234224,Purple Cloud,,,f
rec-225531-dup-0,Viñedo Muzic,Production,,f
rec-88998-dup-0,Robopop Mvsik,Publisher,,f
id-206645,Subsun,,,f
id-238784,Jae Faive Music Publishing,Publisher,,f
id-196846,Amadeus Sound Project,,,f
id-214797,Remulak,,,f
id-190896,Diaphragm Records,Publisher,,f
id-197377,AKM,,,f
rec-58444-dup-0,Beatlsm,,,f
id-217445,The 740 Project LLC,,,f
id-155801,Lance Moore,,,t
id-236011,Needcompany,,,f
id-170926,Sun Burst,,,f
id-180999,Sub FM,,,f
id-138059,World Artists Recordings,Bootleg Production,,f
id-176679,Aurora Melodies,,,f
rec-168384-dup-0,Creature Music Ltt.,Publisher,,f
id-250592,The Boys With The Perpetual Nervousness,,,f
id-142075,Hip Hop Mobil,,,f
rec-109694-dup-0,Dizsonant,Original Production,,f
id-228397,Stray Notes Music,Publisher,,f
id-214081,Trippyland Records,,,f
id-193270,Qlinic Records,,,f
id-76608,Slowboy Records,,,f
id-3433,Jet Records,Original Production,,f
id-151272,KYUN CREATE,,,f
id-245295,MMRecords,,,f
id-112566,Cedar,,,f
id-245298,Clearcut Recordings,Imprint,id-103701,f
rec-201757-dup-0,Deki,,,f
id-194970,Gibson Music,Publisher,,f
rec-5549-dup-0,In-Akuztik GmbH,Distributor,id-74786,f
rec-194723-dup-0,Kefser n Nebs Records,,,f
id-228806,Fake Inc.,Original Production,,f
id-108019,Spacehouse Productions,,,f
id-17123,Click Opera,,,f
id-136853,Judith Holofernes,,,f
id-169582,Folklore Records,,,f
id-32691,Edition High Deez,,,f
id-91477,RURIIRO GINGA × Lick Dom Records,,,f
id-236654,VTV,,,t
rec-118278-dup-0,Panarekord S.p.A.,,,f
rec-142345-dup-0,Decaslan Records,,,f
rec-65844-dup-0,Damn You Carl Recordj,,,f
rec-78840-dup-0,Nothin9 Songs,,,f
id-123875,Process,,,f
id-217861,Sealight,,,f
id-155012,Music Factory Records Limited,,,f
id-196444,Kubolor Tinz,,,f
id-178119,Scranta,,,f
rec-250980-dup-0,Tacit Revords,,,f
rec-165223-dup-0,Flying Tiger Records,,,f
rec-80665-dup-0,Audi0lab,,,f
id-200825,Platon Records,,,f
id-220629,Stone Sound Records,Bootleg Production,,f
id-172994,The Bathyscaph,,,t
id-247632,oz sparx,,,f
id-247297,CDNZA Records,,,f
id-138726,Get Some Records,,,f
id-105385,Indie Rebels,Publisher,,f
id-82668,Existence Establishment,,,f
id-66375,EC In Person,,,f
id-65844,Damn You Carl Records,,,f
id-73723,Victim Records,,,f
id-140354,Floppy Kick,,,f
id-185651,Vetr Naetr,Distributor,,f
id-144447,Midnight Entertainment,Production,,f
rec-195480-dup-0,Akash:c Envoy Records,,,f
id-78840,Nothing Songs,,,f
id-59567,Humanitys Plague Productions,,,f
id-54008,Atra Records,,,f
rec-120298-dup-0,Fnorcl,,,f
id-61756,Rubber Dubber Records,,,f
id-91170,Fentone,Original Production,,t
id-66575,Ste Records,,,f
id-183700,WaterWineGang,,,f
id-127673,EMI Classics USA,,,f
id-189773,Finesse Gang LLC.,,,f
id-96742,Kid and Fun,,,f
id-77554,ChipSound Records,,,f
id-74979,Nnekwame Music,Publisher,,f
rec-21743-dup-0,Studio O|iv,,,f
rec-249406-dup-0,Timegr0und Music,,,f
id-117411,ZeD Classics,Distributor,,f
id-185380,Double Vinyl Music,Publisher,,f
id-69480,alive productions studio,,,f
rec-73723-dup-0,Victim Recordst,,,f
id-232413,Blender Records,,,f
id-103965,Vision,,,f
id-127872,Crimson Crow,,,f
id-27929,Patriot Production,,,f
id-191934,Rock Art Records,,,f
id-207240,Kayat Music,Publisher,,f
id-143581,Organic Intelligence,Original Production,,f
id-253032,Tiny Harp Productions,,,f
rec-238264-dup-0,DK Eenterta:nment,,,f
id-207671,Caterina Valente,Production,,f
id-232570,Etherwerks,,,f
id-124280,V12Studios,,,f
rec-125861-dup-0,CCA,,,t
id-154182,Housebugs Records,Imprint,,f
id-140696,Avenue Recordings,,,f
id-73276,Broken Man,,,f
rec-116609-dup-0,Musgroom Records P/L,,,f
id-151482,JSEM Music,,,f
id-227933,Idyllic Noise,,,f
rec-221478-dup-0,Thrillard Music,,,f
id-229387,Tatimusic Producciones S.C.,Publisher,,f
rec-80046-dup-0,Prolific Dubbz,,,f
id-251360,Pelgar,,,f
id-125730,Particles,Original Production,,f
id-152598,45th  3rd Music LLC,,,f
id-85528,Lofish Music,,,f
id-231300,EDMPN,Distributor,,f
id-231306,The Bowerbird Collective,Publisher,,f
id-82063,Dutton Epoch,Original Production,,f
rec-212715-dup-0,LOUIS CULTURE,,,f
