release,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
id-121070,id-492813,id-43631,The Very Best of Rosanne Cash,,Official,,English,Latin,1
id-280511,id-624896,id-443635,ふたりごと,,Official,,Japanese,Japanese,1
id-2992417,id-2613851,id-1311067,Cello Stories  Une histoire du violoncelle aux XVIIe  XVIIIe siècles,3760014198908,Official,Digibook,French,Latin,1
rec-694739-dup-0,rec-958558-dup-1,id-1,HipHop Cho0shop Volume 3,,Official,,English,Latin,1
id-3460188,id-2979833,id-2461,Masters of Jazz Vol 5 1928,3356571005225,Official,,English,Latin,1
id-17498,id-234924,id-24329,Drag,5060058070061,Official,CardboardPaper Sleeve,English,Latin,1
rec-3350897-dup-0,rec-2894416-dup-1,id-137877,Autour de Vegas 76,3388334509381,Official,,French,Latin,1
id-985714,id-762963,id-562442,Lost In Focus,,,,English,Latin,1
id-711067,id-971092,id-193885,Tarab,,Official,,Portuguese,Latin,1
rec-844680-dup-0,id-987788,rec-197-dup-0,19850601 St Jakobs Stadion Basel Sw9tzerland,,Bootleg,,English,Latin,1
id-2417898,id-2164208,id-2424139,For the Blood Is the Life,,Official,Cassette Case,English,Latin,1
rec-2840254-dup-0,rec-2494072-dup-0,rec-2820974-dup-0,Songs in the language of mushrooms,,Official,,English,Latin,1
id-445429,id-649821,id-469503,Anal oder Kot,4003099858923,Official,Jewel Case,German,Latin,1
rec-690825-dup-0,id-955652,id-1,Dance  Hoyse  World  Sports,,Official,,English,Latin,1
rec-914616-dup-0,id-573042,id-4292,Nevv Words,,Official,,English,Latin,1
id-167003,id-130744,id-1,Capitol Jazz 50th Anniversary Collection,,Official,,English,Latin,1
rec-136077-dup-1,id-198883,id-161962,Maps 0f Tacit,036172006823,Official,,English,Latin,1
rec-2170605-dup-0,id-1967776,id-1,HELL draeing,4529123326874,Official,Jewel Case,Japanese,Japanese,1
id-858629,id-942706,id-480259,The Hobbit,,Official,,English,Latin,1
id-1048140,id-1073648,id-75948,Redintegration,,Official,,English,Latin,1
id-620888,id-901361,id-1,Design and Technology,,Official,,English,Latin,1
id-376872,id-704609,id-848833,Sound Design,,Official,,English,Latin,1
id-640280,id-916012,id-1,Freedom Rhythm  Sound Revolutionary Jazz  The Civil Rights Movement 196382,5026328302195,Official,Digipak,English,Latin,1
id-659841,id-931485,id-144617,Selection,8436003396390,Official,Jewel Case,English,Latin,1
id-9096,id-210051,id-36414,Hjernen er alene,,Official,,Norwegian,Latin,1
id-1156315,id-1161041,id-866765,Beautiful Day Remixes,,Official,None,English,Latin,1
rec-438085-dup-0,id-754679,id-1,Club Bizarre 1,4001617810521,Official,,English,Latin,1
rec-958524-dup-0,rec-394990-dup-0,rec-277835-dup-1,Alibis For Life,,Official,,English,Latin,1
id-177976,id-848828,id-114075,Force,,Official,,English,Latin,1
id-556175,id-121093,id-86139,Historias de Amor,,Official,,Portuguese,Latin,1
id-232928,id-193017,id-123387,The All Electric House,613878230013,Official,Digipak,English,Latin,1
id-1190572,id-1187899,id-43503,Homenaje Inconcluso a Rafael Hernández Y Pedro Flores,,Official,,Spanish,Latin,1
id-177978,id-257838,id-152615,Ballet of the Brute,8025044008722,Promotion,,English,Latin,1
id-1610402,id-1528383,id-1213310,Uptown Jump,,Official,,English,,1
id-2366072,id-2122111,id-1394346,SideQuests Vol 1,,Official,None,English,Latin,1
id-1614192,id-1531399,id-1484149,Arriving on Stros Mkai,,Official,,,,1
rec-1974638-dup-1,id-1812601,id-2009632,Helium C4unch,,Official,,English,Latin,1
id-595229,id-881359,id-649189,Cold,,Official,,English,Latin,1
id-434299,id-751593,id-520314,東方幻奏録,,Official,,English,Latin,1
id-168286,id-530229,id-12078,Hard to Handle,,Official,,English,Latin,1
id-547345,id-844618,id-1375078,Edition I Dido and Aeneas  King Arthur  The Fairy Queen,825646920167,Official,,English,Latin,1
id-531365,id-831423,id-613918,The Past Prelude,6430033630013,Official,Super Jewel Box,English,Latin,1
id-279985,id-624430,id-216143,Between the Devil and the Deep Blue Sea,765387418922,Official,Jewel Case,English,Latin,1
id-69819,id-426412,id-300592,Revientan los parlantes,,Official,,Spanish,Latin,1
rec-2991266-dup-0,rec-2612900-dup-0,id-5345,The Best Of Bov Berg On Denon,081757859325,Official,,,,1
id-380716,id-59515,id-38401,Ace Troubleshooter,,Official,,English,Latin,1
id-684124,id-950628,id-1,Drones Textures Musical FX,,Official,,English,Latin,1
rec-359547-dup-0,rec-121809-dup-0,id-87098,Baneful Smies,,Official,,English,Latin,1
id-2323332,id-2048276,id-1960,Natural Rebel,4050538423846,Official,Digipak,English,Latin,1
rec-261141-dup-0,id-609081,id-245283,Fujiysma Mama,,Official,,English,Latin,1
id-742583,id-902572,id-311,Basic Original Hits,0724348602220,Official,Jewel Case,English,Latin,1
id-752232,id-1003453,id-1107090,Lady Godiva  De profundis  Toman and the Wood Nymph,095115982129,Official,,English,Latin,1
rec-1036324-dup-0,rec-189078-dup-0,id-22492,Cla5sics,,,,English,Latin,1
id-402428,id-725463,id-1,Promo Only Mainstream Club July 2008,,Promotion,,English,Latin,1
id-319966,id-658522,id-89955,Poets Heart,081227148423,Official,,English,Latin,1
id-1233721,id-127189,id-2292,DJ Play My Blues,788065510428,Official,Jewel Case,English,Latin,1
rec-308408-dup-0,id-647928,id-1,The Essential Modern Soul Se|ection,,Official,,English,Latin,1
rec-2248625-dup-0,id-2029811,rec-3214141-dup-0,Chuta,3521383441367,Official,None,Arabic,Latin,1
id-352699,id-685081,id-478503,American Baroque Steel String Surprise,795527905623,Official,,English,Latin,1
id-994064,id-556449,id-134589,17 Ways,,,,English,Latin,1
id-3458353,id-2978415,id-784927,Potłuczone Aureole,,Official,,Polish,Latin,1
id-695769,id-959408,id-1,Real Country,,Official,,English,Latin,1
id-1150421,id-1156519,id-1,Eesti 70ndad,4740156506259,Official,Jewel Case,Estonian,Latin,1
id-1274737,id-1256598,id-1147959,Young Love,,Official,None,English,Latin,1
id-578775,id-868642,id-360187,I Got Time  Stars Shine,,Official,,English,Latin,1
id-1395667,id-1352145,id-1488075,Forced to Confess,,Bootleg,Fatbox,English,Latin,1
rec-13343-dup-1,id-134704,id-2236,Faces Forjs and Illusions,741157993622,Official,,English,Latin,1
rec-13343-dup-0,id-134704,id-2236,Faces Forms and Ilkusions,741157993622,Official,,English,Latin,1
rec-425261-dup-0,id-743868,id-546755,Бездна,,Official,,Russian,Cyrillic,1
rec-2083075-dup-1,rec-1898241-dup-0,id-1,Music With Ni Name Volume One,,Official,Jewel Case,English,Latin,1
id-785084,id-1029450,id-775437,This Time I Know,5099964614724,Official,,English,Latin,1
rec-1968785-dup-1,rec-1808042-dup-0,id-20770,Livw At 930 Club Washington DC,,Bootleg,,,,1
rec-1968785-dup-0,rec-1808042-dup-0,rec-20770-dup-0,Live At 930 Club Washington DC,,Bootleg,,,,1
id-786629,id-1030662,id-776260,The Gathering Storm,,Official,,English,Latin,1
id-380089,id-707275,id-124092,Blue Lambency Downward,798546235122,Official,,English,Latin,1
id-1150605,id-1156671,id-223042,Bien acompañado edición de lujo,,Official,None,Spanish,Latin,1
id-951201,id-372610,id-818983,Resident Evil Apocalypse Complete Promo Score,,Promotion,,English,Latin,1
id-307861,id-200558,id-4915,Penetration,4006759833650,Official,,English,Latin,1
id-976159,id-869909,id-641639,Bill Sims,,Official,,English,Latin,1
rec-1178206-dup-0,rec-1178072-dup-0,id-1,Kontor T0p of the Clubs Volume 55,4250117618506,Official,Digipak,English,Latin,1
id-975751,id-552342,id-38915,Volume 84 Dominant Seventh Workout,,Official,,English,Latin,1
id-2839772,id-2493667,id-2820346,Ornate Culmination,634479875106,Official,None,English,Latin,1
id-322399,id-660465,id-10193,20060613 The Ambassador Dublin Ireland,,Bootleg,,English,Latin,1
id-1011437,id-354895,id-6874,Millenium Celebration Album,,Official,,English,Latin,1
rec-554424-dup-0,id-850273,rec-185490-dup-1,Phykogenesis,,Official,,English,Latin,1
rec-687326-dup-0,rec-631334-dup-0,id-41543,Master Série Volume 3,731455862829,Official,Jewel Case,French,Latin,1
id-1318163,id-978734,id-839916,Alice Nine Complete Collection 20062009,,Official,None,Multiple languages,Multiple scripts,1
rec-1429841-dup-0,id-1012116,id-365078,Escspe the Fate,602527531038,Official,Jewel Case,English,Latin,1
rec-687326-dup-1,rec-631334-dup-0,id-41543,Master Sér'le Volume 3,731455862829,Official,Jewel Case,French,Latin,1
id-494729,id-801761,id-592428,Home 20032006,844667004540,Official,,English,Latin,1
id-749828,id-1001377,id-1,Glitched Witched  Zipped Volume 3,,Official,,English,Latin,1
rec-988120-dup-0,rec-449116-dup-0,id-295268,The Hiref Hand,759333005014,Official,,English,Latin,1
rec-963469-dup-0,id-414139,rec-20688-dup-1,Straigh5 Life,025218647526,Official,Jewel Case,English,Latin,1
rec-955184-dup-1,id-82260,id-9125,Stomp 342,4988002366484,Official,Jewel Case,English,Latin,1
id-2358192,id-2115578,id-2373545,Mother Tongue One,,Official,None,English,Latin,1
id-711716,id-971482,id-1,Rumos Brasil da música 005,7898060833149,Official,,Portuguese,Latin,1
rec-308534-dup-0,id-561819,rec-298885-dup-0,Mindcrimws,5099751627722,Official,,English,Latin,1
rec-2642573-dup-0,rec-2338058-dup-0,rec-2650747-dup-1,Way Low,3615933877864,Official,None,English,Latin,1
rec-2642573-dup-1,id-2338058,rec-2650747-dup-0,Way L0w,3615933877864,Official,None,English,Latin,1
rec-71526-dup-0,rec-428506-dup-0,id-302017,Everywhwre Is a Strange Part of Somewhere,,Official,,English,Latin,1
rec-71526-dup-1,rec-428506-dup-0,id-302017,Everywhere Is a Strange Part og Somewhere,,Official,,English,Latin,1
id-937392,id-340324,id-180143,Customs,,Official,,English,Latin,1
rec-343041-dup-0,id-602129,id-1,Bored Teensgers Volume 3,5032733000991,Official,,English,Latin,1
id-997466,id-338220,id-287087,Gorelics,,Official,,English,Latin,1
id-862687,id-347649,id-3356,Presenting Harry James,5022508206949,Official,Jewel Case,English,Latin,1
id-3354583,id-763175,id-184088,Heretic,,Official,,English,Latin,1
rec-895887-dup-1,id-687957,id-22420,Driftkng Sideways EP,,Official,,English,Latin,1
id-2643503,id-2338781,id-2535045,Upgrade IV,,Official,,,,1
id-753876,id-1004742,id-8692,Live in Nancy 1975 Vol2,,Official,,English,Latin,1
rec-357-dup-0,rec-49316-dup-0,id-2103,Kwy Lime Pie,077778612728,Official,,English,Latin,1
rec-357-dup-1,rec-49316-dup-0,id-2103,Key Lirne Pie,077778612728,Official,,English,Latin,1
id-1970408,id-1809303,id-2005099,BLKBMBR Baby Thats No Hero,,Official,None,English,Latin,1
rec-364074-dup-0,id-693800,id-299526,Apprpx Twelve,880918070421,Official,,English,Latin,1
id-1155108,id-1160118,id-1,Passport to India,,Official,,English,Latin,1
id-1266881,id-1250314,id-70341,Meeeaux,,Official,Other,English,Latin,1
id-1470410,id-1410557,id-84146,一人ぼっちの二人,,Official,,,,1
id-761277,id-1010785,id-435499,Renouncement,5065001015007,Official,,English,Latin,1
id-338625,id-108708,id-73379,Suburban Light,5024545136227,Official,Jewel Case,English,Latin,1
id-417130,id-737294,id-541645,National Anthems disc 1,,Official,,English,Latin,1
rec-747554-dup-0,rec-999311-dup-1,id-1,Promo Only Mairistream Radio October 2010,,Promotion,,English,Latin,1
id-785402,id-1029702,id-775640,Street Takes,,Official,,English,Latin,1
rec-1460921-dup-0,rec-1403040-dup-0,rec-538460-dup-0,Kleiner Eisbär  Lars hilf mir fliegen  Lars rettet die Rentiere,9783837306286,Official,Jewel Case,German,Latin,1
id-785400,id-1029700,id-1,Zeitgeschichte Das Beste von und für Annette Humpe,602527560168,Official,,German,Latin,1
rec-1147747-dup-0,id-1154420,id-1,Negro Spiritual5 The Concert Tradition 19091948,3448960216821,Official,Jewel Case,English,Latin,1
id-1609214,id-1527477,id-1479180,Magnolia,,Official,None,English,Latin,1
id-2841586,id-2495106,id-89,Madonna Tokyo 1987,,Bootleg,,English,Latin,1
id-143392,id-511304,id-350834,Cold Day,687480040124,Official,,English,Latin,1
id-444885,id-760374,id-560570,Love  Lies,,Official,,English,Latin,1
id-1079331,id-1098988,id-791589,Impeccable Micro,,Official,None,English,Latin,1
id-230887,id-583123,id-1,Evolution The New Breed of Electronic Pop,628740638224,Official,,English,Latin,1
id-1303780,id-1279506,id-190172,あきれた男たち,,Official,,Japanese,Japanese,1
rec-1119329-dup-1,rec-1131307-dup-0,id-172464,Armastus1aulud,4743154000064,Official,,Estonian,Latin,1
rec-1112344-dup-0,rec-1125461-dup-0,rec-73249-dup-1,13 Jaar Terreur De Megamix,8713290501011,Official,Jewel Case,Dutch,Latin,1
rec-958109-dup-1,id-404479,rec-284787-dup-0,Ar1<,,Official,,English,Latin,1
id-611857,id-894521,id-41239,Natural Science,,Official,,English,Latin,1
rec-1230829-dup-0,id-1220979,id-1,The Netvvork,,Promotion,,English,Latin,1
rec-419187-dup-0,id-220678,id-43810,Live in Muemster 2003,,Official,,English,Latin,1
id-687471,id-499541,id-11684,Beethoven,008811059323,Official,,English,Latin,1
rec-931450-dup-1,rec-537886-dup-1,rec-153687-dup-0,Year of the Monkey,,Official,,English,Latin,1
id-344749,id-678474,id-53264,E Pluribus MOTO,,Official,,English,Latin,1
id-159797,id-523678,id-141153,Wide Open,669890201623,Official,,English,Latin,1
id-1258297,id-1243443,id-786776,The Bivouac,884860069120,Official,Jewel Case,English,Latin,1
rec-759157-dup-0,id-1002995,rec-224913-dup-0,Down Tbere,,Official,,English,Latin,1
id-963561,id-415760,id-34560,Bilder einer Ausstellung Pictures at an Exhibition,,,,German,Latin,1
rec-843168-dup-0,id-985863,rec-739618-dup-0,Monument to Thieyes,,Official,,English,Latin,1
rec-1222530-dup-0,rec-1214184-dup-0,id-1,Natu5al Selection,,Official,None,English,Latin,1
rec-1222530-dup-1,rec-1214184-dup-0,id-1,Natural Selectjon,,Official,None,English,Latin,1
id-920667,id-246677,id-1,GString,054645219921,Official,Jewel Case,English,Latin,1
rec-83283-dup-1,id-144992,id-103234,Shivering King and Others,744861056621,Official,Jewel Case,English,Latin,1
id-793092,id-1176377,id-1,Milestones 30 Years of Chandos,095115003022,Official,Other,English,Latin,1
rec-1024813-dup-0,id-733326,id-542277,2001w002,,,,German,Latin,1
id-883486,id-251026,id-178932,Ruined in Repetition,,Official,,English,Latin,1
id-69936,id-325592,id-8551,The Stones of Wisdom,,Official,,English,Latin,1
id-746738,id-998704,id-481611,The Chronological Classics Wingy Manone and His Orchestra 19401944,3307517109125,Official,Jewel Case,English,Latin,1
id-463410,id-261119,id-185828,The Nat King Cole Collection,792755510926,Official,,English,Latin,1
id-490115,id-797846,id-250079,Exceptionnel,,Official,,English,Latin,1
id-748563,id-1000210,id-888610,Les Dudek  Rick Serattes Mondo Sports,,Official,,English,Latin,1
id-883726,id-502616,id-84353,Greatest Hits Volume 1,,,,English,Latin,1
id-696510,id-468243,id-21116,Abrete Sésamo,5099746438326,Official,Jewel Case,Portuguese,Latin,1
