release_group,name,artist_credit,type
id-1022824,I Am the Wee Falorie Man Folk Songs of Ireland,id-770333,1
id-1051556,19691107 Jazztage Berlin Philharmonie Berlin Germany,id-888118,1
rec-804019-dup-1,The Best of the BBC Recordings 1i992006,id-16196,1
rec-871191-dup-0,Schon e7re Zahl ist Frevel,id-642657,1
id-2337148,Lifecycles EPs of HTSOB,id-2490429,1
id-140877,The Voice of Music Volume II,id-1,1
id-693286,PROBABLY THE BEST,id-40924,1
id-482474,Occupied,id-336253,1
id-946657,Droplet,id-1,11
id-1215297,Zon zee zand zomer met Nijntje,id-380054,1
rec-293499-dup-0,Munter,id-206196,1
rec-415760-dup-1,Bilder einer Ausstellung Pictures at an Exhibition,id-34560,
rec-415760-dup-0,Bilder einer Aus5tellung Pictures at an Exhibition,id-34560,
id-1242649,Cara,id-325434,1
rec-932829-dup-0,Top Hits USA T12e,id-1,1
id-599836,Mensa Dance Squad,id-103922,3
id-166972,Clubs Gs Suvs,id-127268,1
id-695163,4Voice,id-122166,3
id-210121,Opussy VI,id-122543,1
id-771917,Un ángel llora,id-569503,1
id-347649,Presenting Harry James,id-3356,1
id-942441,Brilliant The Global Dance Music Experience Volume 6,id-1,1
rec-1256625-dup-0,Best ofWeihnachten,rec-400312-dup-0,1
id-1049052,Turn It On,id-790727,1
rec-928755-dup-0,Τ αηδόνια της ανατολής,rec-362868-dup-0,1
id-673372,Offret om att älska,id-491605,1
rec-1212628-dup-0,Kimagure Orange☆Road Singing Heart² sweet memories,id-1,1
rec-1969277-dup-1,Lancl of Mine,id-2215074,1
id-901278,Pets and Vets,id-666809,11
id-213112,Lepaca Kliffoth,id-4825,1
id-578359,Een sinister schouwspel,id-234102,11
rec-2216120-dup-0,19750312 Lon9 Beach Arena Long Beach CA,id-388,1
id-712861,Bijna Boven 9,id-1,1
id-858629,Metal Future,id-595981,1
rec-2897095-dup-0,Das Kantatenwerk Sacred Cantatas Vol 1 BWV 114 16q9,id-1556221,1
rec-998704-dup-0,The Chronological Classics Wingy Manone and His Orchestra 19401944,id-481611,1
id-800391,Deep House 1 The Sound of the UK Underground,id-1,1
id-198697,Filtered Through Friends,id-92289,1
id-2115442,Ljuva Nostalgi  The American Songbook,id-1,1
id-1175691,Driving You Insane,id-128208,1
id-860200,String Quartets op 55 No 1  No 2 Razor  No 3,id-1027698,1
id-1004742,Live in Nancy 1975 Vol2,id-8692,1
id-1036229,俺の妹がこんなに可愛いわけがない オリジナルサウンドトラック,id-360482,1
id-579518,Descargas at Villagegate Live,id-413655,1
rec-1581211-dup-0,RamDam 2,id-1,1
rec-566539-dup-1,Volum3n 3,id-404057,1
id-79293,Westing by Musket and Sextant,id-25,1
rec-1632212-dup-0,50 beste kinderliedjes Deel 2,rec-1622468-dup-1,1
rec-822840-dup-1,twelve message,rec-553379-dup-1,1
id-1109473,20070604 Halle Tony Garnier Lyon France,id-187,1
id-191601,Too Fast for Love,id-36594,1
id-155183,Fantastic,id-2650,1
id-2048229,Schumann Edition,id-32513,1
id-2615809,Alive in America,id-2173,1
rec-443243-dup-0,Turn the Tide PK2001,rec-23845-dup-0,
id-883949,Smashes▲Trashes,id-1373,1
id-1352145,1977‐03‐25 Music Hall Boston MA USA,id-1488075,1
id-1258846,Well Meet Again,id-1,1
id-2116866,Colours Of The Planet Earth,id-67588,3
rec-2615515-dup-1,A la vie à la danse,rec-2426485-dup-1,2
id-86077,Live,id-34833,1
rec-836238-dup-0,Body  Piano  Machine,id-617011,1
rec-1203629-dup-0,A Hero Named Hppe,id-1067202,
rec-1251797-dup-0,「無限のリヴァイアス」 Sound Edition 2 「リヴァイアスのかけら」,rec-1139834-dup-0,1
id-804670,Dance Dance,id-86461,1
rec-676075-dup-0,In Holland 3,rec-32763-dup-1,1
rec-891625-dup-0,Kitsch Poo Remix,id-1,11
id-3071328,Pleasures of Conformity,id-2398764,1
id-1158960,圓生百席 16,id-874603,1
id-261929,20010512 Pie Party III Pittsburgh PA USA,id-40780,1
id-1005342,Rock,id-1,11
id-535072,Mobile Suit Gundam SEED Destiny Suit CD Volume 10 Kira Yamato × Strike Freedom Gundam,id-1,1
rec-212109-dup-1,Génératiln Bioman,id-153657,1
id-2335322,Arka Noego,id-148712,11
id-1121546,Romero  Juliet,id-907581,2
id-276535,Midnight Prayer  Illusion,id-2147162,1
id-2893772,IndieRock Playlist April 2015,id-1,11
id-186559,Oasis of Love,id-63196,1
rec-895504-dup-0,Voicing rhe Classic Part 3,id-1,11
id-1169920,Tasaday Box 19812007,id-755083,11
id-2975486,Js Juke,id-3302023,1
id-1302673,Balearic Beauty,id-837985,1
id-732228,Weekend World,id-8309,1
id-830403,Distant Fields,id-94745,1
id-898785,Suddenly,id-33256,3
id-888772,Angels Landing,id-20848,2
rec-1240454-dup-0,全曲集,id-892042,1
rec-2742393-dup-1,Best of Disco 3,rec-1319221-dup-0,1
id-125200,So What,id-1663,1
rec-2336802-dup-0,K|assikot,id-148462,
id-1001377,Glitched Witched  Zipped Volume 3,id-1,11
rec-905494-dup-0,Sounds of Isha,rec-670719-dup-0,1
id-14751,Up,id-7834,1
rec-729743-dup-1,Po5t Apocalyptic Love,id-535738,1
id-1528881,Monique Kessous,id-576463,1
rec-1190835-dup-0,Meanwhi1e in Afghanistan,id-138921,1
id-731226,El Rancho Spastiko,id-536958,3
id-450717,Las clásicas de la cumbia,id-1,1
id-2664431,ActionThriller 3  Film Trailer Music,id-2776081,1
id-1246449,Ashentide,id-1134179,3
id-1125444,Quechua Music,id-116044,1
id-494729,The Archive Collection ColosSaal Aschaffenburg Germany 16th February 2002,id-39892,1
id-1531399,Arriving on Stros Mkai,id-1484149,1
id-2269197,Rookies  King Vol 2,id-1,1
id-993373,On aime on aide,id-50680,2
id-565451,20010908 Flughafen Westerland Germany,id-10204,1
id-2495106,Madonna Tokyo 1987,id-89,1
id-866146,Mambo of the Times,id-381176,1
rec-597894-dup-1,Mishirei Shakom Hanoch,id-432495,1
id-1005727,Techno,id-887906,11
id-215301,Rare Surf Volume 2 South Bay Bands,id-1,1
id-881761,Folksongs of the Louisiana Acadians,id-1,1
rec-1336357-dup-1,Oldschool Influemza EP,id-1261806,3
id-1053114,Its Swing Time,id-1,1
rec-2495033-dup-0,No Moor Bad Days,id-2550641,1
id-134704,Faces Forms and Illusions,id-2236,1
rec-123215-dup-1,Keyboard Sonatas,id-1337439,1
rec-947297-dup-0,恋華大乱,id-23874,2
id-1094084,Toppers In Concert 2006,id-54410,1
id-276841,A New Day Yesterday,id-89817,1
id-409297,Grieg Holberg Suite  Grieg 2 Elegiac Melodies  Tchaikovsky Serenade,id-1854005,1
rec-732653-dup-0,20080614 Download Festival 2008 Donington Park UK,rec-296923-dup-0,1
rec-62811-dup-0,Statememt,id-32566,1
id-764352,Frå Setervoll Til Dansargolv,id-563674,1
rec-400288-dup-0,A Different Kind of Pain,rec-11203-dup-0,1
rec-732653-dup-1,20080614 Downioad Festival 2008 Donington Park UK,id-296923,1
rec-958397-dup-1,Rdggae,id-1,11
id-54969,K,id-3144,1
id-53295,Introducing Nitin Sawhney,id-15177,1
id-962787,Balls of Fury,id-11684,1
rec-905735-dup-1,Los Gvardianes EP,id-531788,3
id-1062764,From Which No Light Escapes,id-546970,1
id-983547,Caron  Ecay  Lockwood,id-811672,1
id-1183346,Tangled Tales,id-1030463,11
id-1224740,Sterbegesänge,id-1001914,
rec-905735-dup-0,Los Guardianes EP,rec-531788-dup-0,3
id-484460,The Live Box 19651968,id-1135,1
rec-1964636-dup-0,Frozen ib Time,id-2208417,1
rec-2617983-dup-0,The Collection,rec-244-dup-1,1
rec-186522-dup-1,Personal P0wer II,id-30179,11
id-2491695,Le roi bâtard,id-2818317,1
id-13365,and No One Else Wanted to Play,id-4991,1
id-91644,A Link in the Chain,id-4538,1
id-1094471,Fcking Hardcore 5,id-1,1
id-686780,Den Fynske Samurai,id-503520,3
rec-293515-dup-1,Tonefiom,id-206208,1
id-860991,Endgame,id-1104,1
id-768316,Greensleeves Rhythm Album 17 HerbalistEnergy,id-1,1
rec-2334416-dup-0,Mind The Step,rec-1497997-dup-0,1
rec-642104-dup-0,Giderim Buralardan,rec-462877-dup-0,1
id-1263088,Čágo belo šílenci 4,id-1,1
rec-88880-dup-0,Strange Bird,id-50192,1
id-6566,Love at Psychedelic Velocity,id-61506,1
id-2612898,ポポロクロイス～月の掟の冒険～ オリジナル・サウンドトラック,id-491611,1
id-523678,Wide Open,id-141153,1
id-894033,Pianos Solo,id-1,11
rec-2612900-dup-1,The Best Of Boh Berg On Denon,id-5345,1
rec-1298616-dup-0,Suomirockin kultainen 80luku,id-1,1
id-683562,FUNFAIR,id-135422,1
id-1176636,Cello Concerto in B minor  Rondo  Silent Woods,id-1015560,1
id-435963,Sherri Jackson,id-125917,1
id-1271741,Between the Sheets,id-1170816,3
rec-426412-dup-0,Revientan los parlante5,id-300592,1
id-1151049,The Singles Collection 1978–1981,id-885277,1
rec-508015-dup-1,Introcluction,id-59312,1
rec-508015-dup-0,Introduction,rec-59312-dup-0,1
id-1099853,On trace la route  Le Live,id-431651,1
id-812091,Another World,id-584529,1
id-471856,You Know All About Drags EP,id-326501,3
id-1141197,Våra älskade dansbandsfavoriter,id-1,
rec-1176462-dup-0,Last t0 Speak,id-934614,1
rec-962995-dup-0,Festivalbar 89,id-1,1
rec-1235511-dup-0,Teufelskicker  29 MädchenAlarm,rec-526299-dup-1,11
id-205771,Living Eyes,id-991,1
id-310703,Kissing and Dancing,id-217953,1
rec-1377511-dup-0,19920424 The Everit Brighton UK,id-5040,1
rec-996445-dup-0,The Playlisg Volume 1,id-1,11
id-38823,Dust,id-2394,1
id-1296530,Music for Great Films of the Silent Era,id-1213693,1
id-2120579,Pussy Lounge Part 3,id-1,1
id-614468,The Triple Platinum EP,id-54,3
rec-891756-dup-1,Eatilo 4K,id-553560,1
rec-1075250-dup-1,Silver  Gold,id-242693,2
id-1043931,Lounge Anthology The Cool Session,id-1,1
rec-453130-dup-0,Youmgel,id-66398,3
id-344238,Celtic Meditation Music,id-307,1
id-420832,Doxology,id-188064,1
id-1178072,Kontor Top of the Clubs Volume 55,id-1,1
id-1178669,Mathias Stubø,id-856840,1
rec-232963-dup-0,Blues du jour,rec-168175-dup-0,1
id-817089,Wasted,id-152048,1
id-491738,Nisht azoy,id-145491,1
id-139602,Red Dragon,id-204,1
rec-1967334-dup-0,Pherom0ne,id-399622,1
id-251026,Ruined in Repetition,id-178932,3
id-787487,Grobschnitt Live Osnabrück 1981 Part 1,id-14530,1
rec-405794-dup-0,Deatb Trap,id-270619,11
id-300062,Chemistry,id-37938,1
rec-1121320-dup-0,Eje excéntrico del ritmo rspañol o el nacimiento de la música sincro,id-907110,1
id-300060,II The Final Option,id-4906,1
rec-1135056-dup-0,together,id-529997,1
rec-601847-dup-1,Mort aux vaches Being Nice Is Funny,id-227237,1
id-536008,Everything You Wish You Were,id-376292,1
id-1104067,Vaknållt in Di,id-872534,1
rec-391849-dup-0,la grand3 roue,id-275556,1
rec-391849-dup-1,la grande roue,id-275556,1
id-72376,PlugIn,id-44520,1
id-185319,Near Life Experience,id-112128,1
rec-1810058-dup-1,Doucje Eyes,id-921180,1
id-2894104,Quei Disperati Che Puzzano Di Sudore E Di Morte Original Soundtrack In Mono And Full Stereo,id-193117,1
id-341824,Hed Kandi Twisted Disco 0205,id-1,1
id-1017056,At Welding Bridge,id-36472,1
id-807974,Recycled Broadcasts EP,id-596961,3
rec-680536-dup-1,Inna cle Yard,id-3815,1
id-489355,Collection,id-65586,1
id-1126659,Θα είμαι εδώ,id-930960,1
id-1122312,Odyssé,id-908693,1
id-593798,Messiah,id-1221965,1
id-499259,Organic Dance Didjeridu,id-121642,1
id-1019075,Transmission,id-469590,1
rec-1534436-dup-0,Music for Fllm,id-825199,1
rec-450717-dup-0,Las clá5icas de la cumbia,id-1,1
id-356544,High Society,id-233769,1
id-511338,6D,id-114202,1
id-1186248,Migajas de rock maravilla,id-1,1
id-61704,Benny Goodman,id-39293,
id-533536,Angel Baby,id-1,1
id-1256845,Into the Light,id-1148277,2
id-954083,More Sugar Minott,id-5882,1
rec-1207867-dup-1,Songs For Alah Turing,id-278820,
id-507287,Night Spinner,id-868655,1
id-622127,20060206 The Dame Lexington KY USA,id-9681,1
id-540365,Magic Voices,id-131633,1
id-1132486,Sassy Wisdom,id-652385,1
id-2895348,American Vista,id-853346,1
id-950720,scattered harvest ep,id-35999,3
id-833955,Thats Whats Up,id-22458,1
rec-1176462-dup-1,Last to Sprak,id-934614,1
id-508015,Introduction,id-59312,1
id-78948,Porch Life,id-47697,1
id-878755,Yeah You,id-142903,2
rec-974286-dup-0,El cartel,rec-119241-dup-0,1
id-950323,The Beat Factory Volume 2,id-806808,11
id-981623,La Raison de lautre,id-112783,1
rec-786318-dup-0,Gold C0llection 28 Great Reggae Hits Volume 3,id-1,1
id-958815,Rock Pop  Tweens,id-1,11
id-824356,Orfeón Universitario y El Cuarteto,id-609056,1
rec-137948-dup-0,Loye Beach,id-3515,1
id-612423,ConGRADulations Class of 2007  Just Watch Me Now,id-1,1
rec-974559-dup-1,You ARE Specisl,id-730562,1
id-2617311,The 1930s Recordings Remastered And In Chronological Order,id-31535,1
id-336405,Rum  Rodeo,id-54108,
id-507914,Black Coffee Chapter 2 Potpourri Fusique,id-821840,1
id-350072,The Razor,id-149983,1
id-1254429,Left to Burn,id-584584,1
id-672349,Red Room,id-820141,1
rec-432345-dup-1,The Velvet Voice of Nat King Cole,id-14410,1
id-558725,Au Théâtre des ChampsÉlysées,id-9617,1
id-2340526,Forecast Chaser,id-2490460,1
id-625216,IOU,id-2201287,2
id-853433,The Chronological Classics Gene Krupa and His Orchestra 19491951,id-69635,1
id-579639,Rock the SAT,id-413717,1
id-1182228,Production Music Series Volume 08 HipHop  Middle Eastern,id-768460,11
id-875058,My Life,id-2569553,11
rec-1033836-dup-0,Come On Lets Go The Very Best of Tornmy Steele,id-77277,1
id-2614561,INTENSE  MELLOW,id-238387,1
rec-215301-dup-0,Rare Surf Volums 2 South Bay Bands,id-1,1
id-2491283,Rose Vintage,id-2817828,3
id-447211,19910427 late show Washington DC USA,id-3154673,1
rec-291570-dup-1,Triângulo sem beriiiudas,id-1,11
id-2162870,SODA POP FANCLUB 2,id-2060126,1
rec-1309377-dup-0,Calling Ras5afari,id-31453,1
id-1248463,Betrayal of Hearts,id-1136302,1
id-145627,Sweatin 3 Skatin Satan and Katon,id-64631,1
rec-698962-dup-0,TheMooNDriveNDark,rec-501909-dup-1,1
rec-257937-dup-0,We G0t By,id-10356,1
rec-2895348-dup-0,American Vizta,id-853346,1
rec-2895348-dup-1,Anerican Vista,id-853346,1
rec-239570-dup-0,Plunge Into Oblivion,rec-8431-dup-1,1
rec-239570-dup-1,Plunge Into Oblivion,rec-8431-dup-0,1
rec-699983-dup-0,Love in the Time of Cholera O4iginal Motion Picture Soundtrack,id-3215488,1
id-685510,Idyllic Life,id-440728,1
id-1227894,Lovesongs for the Dead,id-1106930,1
rec-699983-dup-1,Love in the Time of Cholera Original Motion Picture Soundtrack,id-3215488,1
id-1125094,In the Shroud of Legendry  Hellenic Myths of Gods and Heroes,id-922443,1
rec-1335556-dup-0,The Lesley Garrett G:ft Collection,id-109878,1
id-1271669,疾風乱舞 EPISODE II,id-85961,1
id-9310,100 Hardcore Punk,id-1,1
id-1529677,Disaster,id-1457217,1
id-723666,Bessere Zeiten,id-2207574,1
rec-450359-dup-0,Dreaming Guitars,id-1,1
rec-879178-dup-0,200 Original Mega Jukebox Hit5 Hot Dogs Hits  Happy Days,id-1,1
id-1226238,Nihilistic Misanthropy  Force Fed Life,id-1103942,1
id-658522,Poets Heart,id-89955,1
id-362215,Stratosphere Breakdown,id-131920,1
id-214937,Gently Insane,id-66158,1
id-982491,Oldie Juke Box,id-1,1
id-508834,To Mum Love Motown,id-1,1
id-893422,TripHop Metropolis,id-1,11
id-893932,In Bluegate Fields Live at Wiltons Music Hall,id-34990,1
id-881458,聖闘士星矢 音楽集Ⅴ 真紅の少年伝説,id-39233,1
id-1272448,From The Womb To The Tomb,id-1171813,11
id-237982,Karma,id-35877,1
rec-631758-dup-1,untirled,id-75525,3
rec-711569-dup-1,Machine Part5 4,id-5633,3
rec-1247570-dup-0,Ashes of Mv Paradise,id-452165,1
rec-722978-dup-0,The Crystaj Cat,id-433619,2
rec-209932-dup-0,Back to the Blues,id-15667,1
id-1810859,Wenn der weiße Flieder wieder blüht,id-1,1
id-1027953,El dolçainer,id-774364,1
id-1227967,Die schönsten Bläserkonzerte  The Most Beautiful Wind Concertos,id-1,1
id-1806992,Hayati حياتي,id-2001679,1
id-871191,Schon eure Zahl ist Frevel,id-642657,1
id-1019091,渡辺貞夫,id-38905,1
rec-894501-dup-0,The Sure Th'lng,id-817102,11
id-1060057,OxCompilation 95,id-1,1
rec-224812-dup-0,Signifying Blue5,id-6595,1
id-2337383,Unlock the Doors  Eristetyt,id-2650021,3
id-695159,Polonaises 19,id-1320000,1
id-2219122,Kune Kune,id-2097598,2
rec-1035720-dup-0,Stravinsky Conducts  The Fireb9rd Suite  Petrushka Ballet Suite,id-23395,1
id-607086,On Tour,id-433936,1
id-437889,Bossa Nova Guitarra Jubileu,id-36327,1
id-776020,Kiss the Stars,id-572130,1
rec-958464-dup-0,Dafy Funk,id-1,11
id-1238568,Philosophy and Religion in the West,id-1123468,11
id-1810677,Rave the City 2 Back to the Roman Empire,id-1,1
id-656102,Terrific Seasons,id-474636,1
id-2215062,For Whom the Bell Tolls,id-93,1
rec-2684096-dup-1,Tributo a Adoniran  Noei 180 Anos de Samba Cantando,id-3005937,
rec-334841-dup-0,Promi5es,id-253,2
id-253572,Vlaanderen klinkt Radio 1,id-1,1
id-505194,Mystic Places,id-348910,1
rec-1103074-dup-0,20 éxitos inmortales volimen 1,id-59059,1
rec-237572-dup-0,Through the Looking Glass Indie Pop Plays the Monkees,id-1,1
id-209670,Chill Out,id-1,1
id-699937,Méandres,id-2249356,1
rec-996926-dup-0,The Chronologlcal Classics Billie Holiday 19451948,id-3416,1
id-171079,Endless Summer Donna Summers Greatest Hits,id-792,1
id-722408,Old Loves Die Hard,id-50776,1
id-876571,19961020 Brownies New York NY USA,id-7999,1
id-95513,From Paris With Love,id-6999,1
rec-1403040-dup-0,Kleiner Eisbär  Lars hilf mir fliegen  Lars rettet die Rentiere,rec-538460-dup-0,11
rec-579639-dup-0,Roclc the SAT,id-413717,1
rec-872809-dup-0,Trew,id-1092213,1
id-957061,Aint Misbehavin,id-199734,1
rec-54040-dup-0,Advantage,rec-22008-dup-0,1
rec-1018163-dup-0,Margins,rec-269353-dup-0,1
id-456363,Lark,id-158830,1
id-2612244,Learn as you play saxophone,id-2934791,
rec-860991-dup-1,Endgame,rec-1104-dup-0,1
id-505515,Skyward,id-351790,1
rec-7263-dup-0,Terrestrial Broadcast v2,id-3990,
id-446147,The Pulse to Passion,id-918,1
id-763649,The Jasmine Flower,id-1097,1
id-1099444,Songs to Shiva,id-864111,1
id-558983,Blues You Can Use,id-22492,1
id-2115654,Feeet,id-430245,1
id-1190545,Neonowe obietnice,id-1043913,1
rec-177015-dup-0,Musiques de t4anse,id-102489,1
rec-954114-dup-0,ID,id-1,11
id-725835,Królowie życia,id-155775,1
id-1057391,Your Highness,id-244460,1
id-1275232,La La Lu and the Lazy Moon,id-1176407,1
rec-392023-dup-1,Ambient Chjllout Mix 1,id-271595,1
rec-2896852-dup-0,Les Voix de Noël,rec-3223421-dup-0,1
id-399095,Imagery of Ecstacy,id-188882,2
id-30954,Found a Place,id-16061,1
id-597894,Mishirei Shalom Hanoch,id-432495,1
id-921953,Willi wills wissen Folge 9 Bei den Pfadfindern  Abenteuer Schnitzeljagd,id-684275,
id-372947,Musica Negra in the Americas,id-1,1
id-642522,雨季,id-242193,1
rec-1302402-dup-1,Zoopprra,id-1218359,1
id-1049176,Hell This Is Country,id-1,11
rec-448196-dup-0,Livr,id-12333,1
id-259434,Détournement de son,id-97192,1
id-1020099,Laynerkast,id-766834,1
id-829880,The Swing Era 1940  1941,id-1,1
rec-372610-dup-0,Resident Evil Apocalypse,id-818983,1
rec-196718-dup-0,Mes vacancrs à Rio,id-15855,2
id-492292,The Guards Themselves,id-56916,1
rec-1245384-dup-0,Planetary Dvst,id-505638,1
rec-742406-dup-1,Modrobjues,id-440851,1
id-242273,Sweet Home Chicago,id-823341,1
id-761939,Repercussions,id-427385,1
id-229422,No One Can,id-2546,2
id-238458,Best Sunday Heart,id-54524,1
id-959408,Real Country,id-1,11
rec-747867-dup-1,83  93 d4uga płyta,id-339983,1
id-733326,20012002,id-542277,1
id-303599,Dividing Asunder,id-74151,1
id-288732,Step Off,id-231417,1
