artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
id-9655,Joe Jackson,Jackson Joe,1954,8,11,,,,f,Person,Male,id-432,English musician
id-841313,Jo Jamato,Jamato Jo,,,,,,,f,Person,,,
id-475797,Dougie D,D Dougie,,,,,,,f,Person,,id-222,
id-2025529,Théotime Langlois de Swarte,Langlois de Swarte Théotime,,,,,,,f,Person,Male,id-73,
rec-12640-dup-0,The Notorioust BIG,Notoriovs BIG The,1972,5,21,1997,3,9,t,Person,Male,id-222,
rec-41118-dup-0,The Corris,Coahries The,1962,,,1990,,,t,Group,,id-434,
id-481,Aerosmith,Aerosmith,1970,,,,,,f,Group,,id-222,
id-9871,AZ,AZ,1972,3,9,,,,f,Person,Male,id-43994,US rapper
id-399689,Aphrodesia,Aphrodesia,,,,,,,f,Group,,,
rec-41118-dup-1,The C0rries,Corriez The,1962,,,1990,,,t,Group,,id-434,
rec-852293-dup-1,The Archipeoago Singers,Archjpelago Singers The,,,,,,,f,Group,,id-8162,Finnish male khoir
id-191481,Patrick Sébastien,Sébastien Patrick,1953,11,14,,,,f,Person,Male,id-73,
id-24074,Jody Watley,Watley Jody,1959,1,30,,,,f,Person,Female,id-222,
id-596787,OxygenStar,OxygenStar,,,,,,,f,Person,Male,id-222,
id-658556,Gerold Huber,Huber Gerold,1969,,,,,,f,Person,Male,id-81,pianist
id-24070,Salif Keita,Keita Salif,1949,8,25,,,,f,Person,Male,id-131,
id-824968,Epsylon,Epsylon,2006,,,,,,f,Group,,id-73,French group
id-139354,Goldie Lookin Chain,Goldie Lookin Chain,2000,,,,,,f,Group,,id-221,Welsh comedic rap group
id-227829,ErciE,ErciE,1973,,,,,,f,Person,Male,id-81,Erci Ergün
id-362264,The Year Of,Year Of The,,,,,,,f,Group,,,
id-205962,Clam Chowder,Clam Chowder,1977,,,2013,11,30,t,Group,,id-222,
id-1,Various Artists,Various Artists,,,,,,,f,Other,,,add compilations to this artist
rec-285484-dup-0,Scrot8m,Skrotum,,,,,,,f,,,,French pvnk
rec-426000-dup-2,Ben Ri1ey,Rilwy Ben,1933,7,17,2017,11,18,t,Person,Male,id-222,American jazz trummer
id-8658,Vanessa Daou,Daou Vanessa,1967,10,4,,,,f,Person,Female,id-222,
id-440891,Klaus Harmony,Harmony Klaus,1941,1,21,1984,1,21,t,Person,Male,id-81,fictional musician created by Matthew Strachan
id-92623,Liane Foly,Foly Liane,1962,12,16,,,,f,Person,Female,id-73,
id-379,Glen Campbell,Campbell Glen,1936,4,22,2017,8,8,t,Person,Male,id-222,US country singer guitarist  actor
rec-743338-dup-0,WILLOW,WILLOW,2000,10,31,,,,f,Person,Female,id-222,punk rock singrr Willow Smith
rec-743338-dup-1,WILLOW,WILLOW,2000,10,31,,,,f,Person,Female,id-222,pun1< rock singer Willow Smith
id-1085275,Chris Weeks,Weeks Chris,,,,,,,f,Person,Male,id-221,
id-433373,CygnosiC,CygnosiC,2006,,,,,,f,Person,Male,id-84,
id-40269,Norah Jones,Jones Norah,1979,3,30,,,,f,Person,Female,id-222,
rec-985155-dup-0,Orcbestra of the Swan,Swan Orchestra of the,1995,,,,,,f,Orchestra,,rec-221-dup-0,StratforduoonAvon England
id-550430,Katherines Favorites,Katherines Favorites,1992,,,,,,f,Group,,,
id-557427,Savage,Savage,,,,,,,f,Person,,id-73,French house music producer Géraud Lafarge
rec-50776-dup-0,Triumfirat,Triumv'lrat,1969,,,1980,,,t,Group,,id-81,progressive rock band formed in 1969 in Cologne Germany
rec-578662-dup-1,Van Coke Kardel,Van Coke Kwrtel,2007,,,2017,,,t,Group,,id-193,
id-154323,324,324,1999,,,,,,f,Group,,id-107,Japanese grindcore band
id-505638,Senmuth,Senmuth,,,,,,,f,Person,Male,id-176,Russian experimental musician
id-1040952,Les Basses Réunies,Les Basses Réunies,1996,,,,,,f,Group,,,
id-289878,Doo Wop,Doo Wop,,,,,,,f,Person,Male,id-222,American hip hop artist
id-339983,Michał Bajor,Bajor Michał,1957,6,13,,,,f,Person,Male,id-170,
id-190578,Sergej Auto,Sergej Auto,,,,,,,f,,,,
id-3331,Little Richard,Little Richard,1932,12,5,2020,5,9,t,Person,Male,id-222,
id-3332,Django Reinhardt,Reinhardt Django,1910,1,23,1953,5,16,t,Person,Male,id-73,French jazz guitarist and composer
id-193885,Danças Ocultas,Danças Ocultas,,,,,,,f,Group,,id-171,
rec-297001-dup-1,The Pianoheads,Pianoheadz Tbe,,,,,,,f,Group,,,
rec-62438-dup-0,Gemma Hayws,Hayej Gemma,1977,8,11,,,,f,Person,Female,rec-103-dup-0,
id-362868,Χρόνης Αηδονίδης,Aidonidis Chronis,1928,12,23,,,,f,Person,Male,id-84,
rec-641524-dup-1,Elsa Sakue,Saque El5a,,,,,,,f,Person,Female,,
rec-75525-dup-2,Sterzc,St3rac,1969,11,19,,,,f,Person,Male,id-150,
rec-75525-dup-1,Sterak,Stetac,1969,11,19,,,,f,Person,Male,id-150,
rec-75525-dup-0,Sderac,Sderac,1969,11,19,,,,f,Person,Male,id-150,
rec-284787-dup-0,Bad Haggist,Bar Haggis,,,,,,,f,Group,,id-222,
rec-284787-dup-1,Bad Ha9gis,Bad Haggi5,,,,,,,f,Group,,id-222,
id-714016,Christopher E Hajian,Hajian Christopher E,,,,,,,f,Person,Male,,
id-534503,Anthony Goldstone,Goldstone Anthony,1944,7,25,2017,1,2,t,Person,Male,id-221,British classical pianist and broadcaster
id-79841,Château Flight,Château Flight,,,,,,,f,Group,,id-4434,
rec-739644-dup-1,Little Skmz,L'lttle Simz,1994,2,23,,,,f,Person,Female,rec-221-dup-0,
rec-739644-dup-0,Litt|e Simz,Littie Simz,1994,2,23,,,,f,Person,Female,rec-221-dup-0,
rec-3680-dup-1,坂本龍一,Sakarnoto Ryuichi,1952,1,17,,,,f,Person,Male,id-107,Japanese composer pianist singer songqriter
id-829608,Alexander Rudd,Rudd Alexander,1981,9,22,,,,f,Person,Male,id-221,British composer
id-840650,林康,Hayashi Kou,,,,,,,f,Person,Male,id-107,
id-173871,Charlie Clouser,Clouser Charlie,1963,6,28,,,,f,Person,Male,id-222,
id-55592,dead prez,dead prez,1996,,,,,,f,Group,,id-222,US hiphop duo
id-102489,Guem,Guem,1947,3,9,2021,1,22,t,Person,Male,id-3,
id-807104,Giant Claw,Giant Claw,,,,,,,f,Person,Male,id-222,
id-124472,C S Lewis,Lewis C S,1898,11,29,1963,11,22,t,Person,Male,id-221,
id-346378,Mozarteum Orchester Salzburg,Mozarteum Orchester Salzburg,1841,,,,,,f,Orchestra,,id-14,
rec-1874-dup-1,Die Toten Hojen,Toten Hoswn Die,1982,,,,,,f,Group,,id-81,
id-840550,Denis Dobrenz,Dobrenz Denis,,,,,,,f,Person,,,
id-376690,Quadra,Quadra,,,,,,,f,Person,Male,id-7703,Trance artist Ido Liran
id-1783738,Beaver Creek,Beaver Creek,,,,,,,f,Group,,,
id-9098,Laurent Garnier,Garnier Laurent,1966,2,1,,,,f,Person,Male,id-73,
id-10729,Antonín Dvořák,Dvořák Antonín,1841,9,8,1904,5,1,t,Person,Male,id-56,composer
id-87098,Dark at Dawn,Dark at Dawn,1993,,,,,,f,Group,,id-81,
rec-977237-dup-0,Cate Kanel,Kanelj Cate,,,,,,,f,,,,
id-434509,manmachineindustry,manmachineindustry,2000,,,,,,f,Group,,id-202,industrial rock
rec-38971-dup-2,Roh,Ro1>,1978,,,,,,f,Person,Male,id-73,French artiwt real name Robin Coudert
rec-38971-dup-1,Rol>,Rop,1978,,,,,,f,Person,Male,id-73,French artist real name Ropin Coudert
id-490828,Orchestra of the Welsh National Opera,Orchestra of the Welsh National Opera,1943,,,,,,f,Orchestra,,id-435,
rec-422130-dup-0,Pealc,Pealc,,,,,,,f,,,,
rec-889609-dup-0,増子司,Masuko Tsukqsa,1963,4,3,,,,f,Person,Male,id-107,v'ldeo game music composer
id-154853,The Bluerunners,Bluerunners The,1988,,,,,,f,Group,,id-222,
rec-1357-dup-2,Nitzer Egb,Nitzer El>b,1982,,,,,,f,Group,,rec-221-dup-0,
rec-1357-dup-0,Nitzef Ebb,Nitser Ebb,1982,,,,,,f,Group,,rec-221-dup-0,
rec-1357-dup-1,Nitzwr Ebb,Nitze4 Ebb,1982,,,,,,f,Group,,rec-221-dup-0,
id-273166,Emilia,Emilia,1978,1,5,,,,f,Person,Female,id-202,Swedish singer Emilia Rydberg Mitiku Big Big World Twist of Fate
id-256922,Lazzi,Lazzi,,,,,,,f,Group,,id-73,
id-510782,Deadliner,Deadliner,,,,,,,f,Person,Male,id-5099,
id-1012,Sevendust,Sevendust,1994,,,,,,f,Group,,id-222,
id-325535,Zachary Allen,Allen Zachary,,,,,,,f,Person,,,
rec-52512-dup-0,Devin th3 Dude,Devin te Dude,1970,6,4,,,,f,Person,Male,id-7326,
rec-34644-dup-1,Tyrfing,Thyrving,1995,,,,,,f,Group,,id-202,
id-325536,Liberty Christian Church,Liberty Christian Church,,,,,,,f,,,,
rec-164-dup-1,De La Sou|,De Lw Soul,1987,,,,,,f,Group,,id-222,
id-258159,Stockholms Negrer,Stockholms Negrer,1984,,,1994,,,t,Group,,id-202,
id-30944,Freddie Jackson,Jackson Freddie,1956,10,2,,,,f,Person,Male,id-222,
id-180957,Della Bosiers,Bosiers Della,1946,11,11,,,,f,Person,Female,id-21,
rec-695643-dup-0,Hefenia,Hecenya,,,,,,,f,Group,,id-73,
id-4049,Slapshot,Slapshot,1985,,,,,,f,Group,,id-222,
id-666853,Vince Gabriel,Gabriel Vince,,,,,,,f,Person,,,
id-106483,Billy Fury,Fury Billy,1940,4,17,1983,1,28,t,Person,Male,id-221,
rec-1347-dup-1,Flulce,Fluke,1986,,,,,,f,Group,,rec-221-dup-0,UK electronic mustic group
rec-1347-dup-0,Flulce,Fluke,1986,,,,,,f,Group,,rec-221-dup-0,UK elektronic music group
rec-270619-dup-1,Jufge Dredd,Judge Dr4dd,,,,,,,f,Character,Male,,
id-31389,Annihilator,Annihilator,1984,,,,,,f,Group,,id-38,Canadian thrash metal band
id-35007,Farside,Farside,1989,,,2000,,,t,Group,,id-222,
id-72962,Tripod,Tripod,1997,,,,,,f,Group,,id-13,Australian comedy trio
id-376087,Gossos,Gossos,1993,,,,,,f,Group,,id-1818,Spanish poprock
id-176629,Complys,Complys,,,,,,,f,Group,,id-322,
id-14917,Los Fabulosos Cadillacs,Fabulosos Cadillacs Los,1985,1,19,,,,f,Group,,id-10,
rec-672775-dup-0,The Bovs,Boys Te,1964,,,1999,,,t,Group,,id-72,Finnish rock group Eero  Jussk  Eero ja Jussi  The Boys
id-156,Bryan Adams,Adams Bryan,1959,11,5,,,,f,Person,Male,id-38,Canadian singersongwriter
id-8431,Vermin,Vermin,,,,,,,f,Group,,id-202,Swedish death metal band
rec-34644-dup-2,Thyrving,Thyrfirig,1995,,,,,,f,Group,,id-202,
id-536653,Supabond,Supabond,2001,,,,,,f,Group,,id-81,
id-1338,Jerry Goldsmith,Goldsmith Jerry,1929,2,10,2004,7,21,t,Person,Male,id-222,American score composer
id-104436,Dollar,Dollar,1978,,,1988,,,t,Group,,id-221,UK pop group
id-1332,Shakira,Shakira,1977,2,2,,,,f,Person,Female,id-47,Colombian pop vocalist
id-282220,Echo Orbiter,Echo Orbiter,1996,,,,,,f,Group,,id-222,
rec-687682-dup-0,Beat Servoce,Beat Sefvice,,,,,,,f,Person,Male,rec-67-dup-0,
rec-1615-dup-0,Jars od Clay,Jars of Clav,1993,9,,,,,f,Group,,id-222,
rec-47079-dup-0,Kate MacLeocl,MacLeor Kate,,,,,,,f,Person,Female,id-222,
id-12616,The Shamen,Shamen The,1986,,,1999,,,t,Group,,id-221,
id-889609,増子司,Masuko Tsukasa,1963,4,3,,,,f,Person,Male,id-107,video game music composer
id-7966,Susumu Yokota,Yokota Susumu,1961,,,2015,3,27,t,Person,Male,id-107,
id-312700,Carouge,Carouge,,,,,,,f,,,,
rec-313715-dup-0,Sirneon ten Holt,Holt ten Sirneon,1923,1,24,2012,11,25,t,Person,Male,id-150,compozer
rec-1196080-dup-0,Lucas P0pe,Po0e Lucas,,,,,,,f,Person,Male,id-222,
id-11522,Deep Dish,Deep Dish,1992,,,,,,f,Group,,id-222,
id-1696006,Norvik,Norvik,,,,,,,f,Person,Male,,
id-196127,Conrad Schnitzler,Schnitzler Conrad,1937,3,17,2011,8,4,t,Person,Male,id-81,German experimental electronic musician
id-279434,Kodály Quartet,Kodály Quartet,1965,,,,,,f,Group,,id-97,
id-665747,Hélène Bleskine,Bleskine Hélène,,,,,,,f,Person,,,
id-713638,NǽnøĉÿbbŒrğ VbëřřĦōlökäävsŦ,Nanocyborg Uberholocaust,2006,,,,,,f,Group,,,Ambient Cosmic Extreme Funeral Drone Doom Metal band
rec-566491-dup-0,Manikin,Manijin,,,,,,,f,Group,,id-222,
rec-187683-dup-1,Grooueminister,Gruveminister,,,,,,,f,Group,,id-81,
id-873615,Under,Under,2001,,,,,,f,Group,,id-176,Russian Death Metal
id-144617,Marlango,Marlango,2002,,,,,,f,Group,,id-194,
rec-200866-dup-0,Ajking Abby,Asiing Abby,,,,,,,f,Group,,,
rec-39233-dup-0,横山菁児,Yokoyama Seiji,1935,3,17,2017,7,8,t,Person,Male,id-107,
id-407960,Loircord,Loircord,,,,,,,f,Group,,,
id-169887,氷上恭子,Hikami Kyoko,1969,1,11,,,,f,Person,Female,id-107,
id-842831,Jacques Loussier et son orchestre,Loussier Jacques et son orchestre,,,,,,,f,,,,
id-2862,Go West,Go West,1982,,,,,,f,Group,,id-221,
id-2860,A Flock of Seagulls,Flock of Seagulls A,1980,,,,,,f,Group,,id-221,
id-634733,Johanson  Vennad,Johanson  Vennad,,,,,,,f,Group,,id-67,
id-168604,Victor Young,Young Victor,1900,8,8,1956,11,10,t,Person,Male,id-222,American composer arranger violinist  conductor
rec-33153-dup-1,Da Yoopwrs,Yo0pers Da,1975,,,,,,f,Group,,id-87369,
id-35718,Beat Happening,Beat Happening,1982,,,,,,f,Group,,id-222,
id-193087,Steven Wray Lobdell,Wray Lobdell Steven,,,,,,,f,Person,,,
rec-77089-dup-2,Haust Arafna,Hauz Arafna,1993,,,,,,f,Group,,id-81,
id-179585,David Wise,Wise David,1967,,,,,,f,Person,Male,id-221,video game composer
rec-77089-dup-1,Haus Arafna,Haus Arafma,1993,,,,,,f,Group,,id-81,
id-444772,Thieves Like Us,Thieves Like Us,2002,,,,,,f,Group,,,
id-684275,Willi Weitzel,Weitzel Willi,1972,12,13,,,,f,Person,Male,,
id-431262,Andrew Parrott,Parrott Andrew,1947,3,10,,,,f,Person,Male,id-221,conductor
rec-242773-dup-1,Jean‐Franç0is Dandrieu,Dandriu Jean‐François,1682,,,1738,1,17,t,Person,Male,id-73,
id-466224,Contramarca,Contramarca,,,,,,,f,Group,,,
id-400653,Sonna Rele,Rele Sonna,1988,,,,,,f,Person,Female,id-221,
id-224913,Avey Tare,Avey Tare,1979,4,24,,,,f,Person,Male,id-222,
id-52749,Teoman,Teoman,1967,11,20,,,,f,Person,Male,id-214,
id-35536,周杰倫,Chou Jay,1979,1,18,,,,f,Person,Male,,
id-799973,Big Ministries,Big Ministries,,,,,,,f,Group,,,
id-639555,Los Dos y Compañeros,Dos y Compañeros Los,1996,,,,,,f,Group,,id-81,
id-235523,Caribou,Caribou,1978,,,,,,f,Person,Male,id-38,Canadian composer and musician
id-30080,Jan Eggum,Eggum Jan,1951,12,8,,,,f,Person,Male,id-160,
id-31839,Joseph Haydn,Haydn Joseph,1732,3,31,1809,5,31,t,Person,Male,id-14,composer
id-1001975,Stojan Knežević,Knežević Stojan,,,,,,,f,,,,
id-47204,Harem,Harem,,,,,,,f,Group,,id-214,
id-11411,Operation Ivy,Operation Ivy,1987,5,,1989,5,29,t,Group,,id-222,
id-7364,David Newman,Newman David,1954,3,11,,,,f,Person,Male,id-222,film composer
id-322081,Κώστας Τουρνάς,Tournas Kostas,1949,9,23,,,,f,Person,Male,id-84,
id-100637,Anberlin,Anberlin,2002,,,,,,f,Group,,id-222,
id-861811,Unity One,Unity One,2011,,,,,,f,Group,,,futurepopsynthpop
id-67071,Riccardo Cocciante,Cocciante Riccardo,1946,2,20,,,,f,Person,Male,id-105,
