place,gid,name,place_type,address,area,coordinates,ended
47035,31da4f0039e1450780f4915857ad77a4,Winchesters,Venue,85 Front St E Toronto ON M5E 1B8,5076,4364878579372342,t
52981,93f08e9201964edaa20549d2e72bf22f,Vortn Vis,Venue,Kiekenmarkt 7 8900 Ieper,101373,50849462884307,f
3949,38f738f769c148e3b00b21748a8bafc9,Apex Studios,Studio,,7020,,f
7107,c23004edcd3f42e0b75fef39fcaffa88,A Secret Location,Studio,Christmas Street Melbourne 3000,5121,,f
41462,6b314ace8644430abb79db5f8dab72e5,ファニスペース原宿,Venue,〒1500001 東京都渋谷区神宮前32515 5F,116702,35671639139708194,f
9736,3f977f5c9476466e9e68ec85bbd0bad0,Artheater,Venue,Ehrenfeldgürtel 127 50825 Köln,7954,509531486918527,f
17375,7ea8d3cba841402db49cdbe579c90794,Ocean Center Arena,Indoor arena,101 N Atlantic Ave Daytona Beach FL 321184203,22844,292287810106,f
1225,ecef7b1c785b4639a90d54f47b5ce66e,KAUE,Venue,Wilhelminenstraße 176 45881 Gelsenkirchen,23737,515175397068581,f
30712,09bbfe134f1e45d0bad87bed52cab46f,HiBPM Studio,,,,,f
55817,56a4b812f08541d3b4f30cb8879d1ab0,Penny Studios,Studio,,7952,,f
2759,8959a1e3fedc4917ab5074394fdcac8e,Scumbag College,Studio,,31090,,f
45971,5b4161216bd142f3b59d54f5ccbfdfcf,Capella,Venue,Лиговский пр дом 50 корпус 16,2450,599355333036554,f
45553,e82981f629bf4334b252da12309a68b4,dada,Venue,Московский проспект 1093 СанктПетербург,2450,598901130317271,f
34404,0b4cf1d8cd1e4f858153a542cb8fb5e2,Threshold Recordings,Studio,,5782,,f
43637,377eb8fbe00e4101b8d503eff660cae9,Theatre Royal,Venue,,30897,50823301396,f
17332,5645ce6c36b44a19b22d1f3d8e8c5fcc,Sugarfoot Mastering,Studio,,5152,,f
46450,6a6a1201604f4be790f2e977ae3fa413,Caledonien Hall,Venue,Radisson Blu Caledonien Hotel Vestre Strandgate 7 4611 Kristiansand Norway,12389,,f
51386,67b64fc30eab40a7bc5b227b6d7e5b0f,Expo Center Norte,Venue,Rua José Bernardo Pinto 333  Vila Guilherme São Paulo  SP 02055000 Brazil,80664,2351142246612606,f
29495,0baf8cecb2fc432c8bf923428a287d54,Akins Ford Arena at The Classic Center,Indoor arena,,31088,,f
21552,d1dedbd3b8a543a59d241b831411cff3,Abels Crib,Other,325 Bay Street Toronto Ontario M5H 4G3,5076,4364972279380278,f
39290,d8c7c37b6d914ddfa49b466dafbe5aee,Studio B Hayes Middlesex,Studio,,88668,,f
56845,e698aa9b5656416aa36e8a8f37e4c419,Kulturcafé der Uni Mainz,Venue,JohannJoachimBecherWeg 5 55128 Mainz Germany,8854,499941868245289,f
26055,fcffec1c9acb49b3888bf4b00af9e400,Kendall Hall,Venue,,118012,,f
11925,6adaacffb6fb42dc82565ce043b35fa0,Killion Sound,Studio,,39882,,f
2714,df0ad79003ca46bd9572d9bb3de89e66,Barrowland Ballroom,Venue,244 Gallowgate Glasgow Scotland,3855,558550614236807,f
8829,c990761c3ee24fc09bad6d5d85d28945,Schlosskirche,Religious building,,8966,509803113322,t
9574,9d9b35aa13664f4eaeb6eff6bb7bc892,Music Hall Center for the Performing Arts,Venue,350 Madison Street Detroit MI 48226 United States,5179,4233722283046111,f
17937,bdc1b010d6bb4d61bce0e1eb9d73b6e6,Pork Pie Studios,Studio,,5076,,f
19767,dc90dd0901754cd09c2db4571a3da422,Jugendhaus Mitte,Venue,,7708,,f
18377,e03188865b8d452d8cf876ed3782198a,横浜産貿ホール,Venue,〒2310023 神奈川県横浜市中区山下町2,11811,35446944139646111,f
34486,89b13679075c4ea3b446804886881557,Cowboy Arms Hotel and Recording Spa,Studio,,5213,,f
3253,cb71b62ca296424d8212357fa9a04146,La Chapelle des Lombards,Venue,14 rue des Lombards 75004 Paris France,4434,488591962349734,t
43899,7b2701d3edf2423ba2aa793f7c96f14b,Greatsounds Studio,Studio,,,,f
50494,fcd643f69d0147bdbcd18ac93704daad,Huntington City Beach,Other,,22328,33650994117995996,f
18809,aa143c914b91403f9a40d0792c5d7d79,Diigrep,Studio,,7703,,f
45224,21940817199349ad8711bf5b19dd03bc,The Big Easy,Venue,919 W Sprague Ave Spokane WA 99201,21777,,t
12023,c3adaa6aa37941b4bdd02c6582eec95e,Pier 2,Venue,Gröpelinger Fährweg 6 28237 Bremen,23698,531080268751029,f
45821,a6084cc2778c47e7807918559f0bcffc,Somis Recording,Studio,,115167,,f
13966,e7692c559cf14969ac3452f3551c230a,Studio Fast Forward,Studio,,7279,,f
35860,b9e11fe0cb7b43078a468942a31751fb,CBGB,Venue,,7296,,f
57356,252aff0b6a214a78b79765c82a5b388f,REI Studios,Studio,,3822,,f
14039,6645a264247a4d728a80a3449bf64549,Revolution Bar  Music Hall,Venue,140 Merrick Rd Amityville NY 11701,87946,4067126173419026,t
1380,b7313aee71af45c0b53bb994aedc0c5e,Johanneskirche,Religious building,Kirchstraße 9 31832 Springe,69946,522158579625313,f
33496,c10661338d5f4e3aa5fa9de075632527,Embeat,Studio,,81,,f
27573,513a9b05051744dfb17fb342bc9b99e4,Studio Jardim Magnético,Studio,Itaipava,116591,,f
44052,b73a09a25e4d403f8b6c2fa481122c6f,Princeton Abbey,Religious building,,44467,,f
37207,2f6d8219bb77457385d16214838eb805,Post Logic Studios,Studio,,39882,,f
36327,4a898ef15d0347f4af4d24108d3ed1b1,Microphonic Mastering,Studio,77 13th Ave NE Minneapolis MN 55413,5239,4500088193254967,f
36666,d5a8ddfa1c3143ab8d0cb43429fbbb88,Laura Secord Secondary School,Educational institution,,23204,,f
20775,ae2dfe79ea1b48e8b45c78172417ed21,Born to Boogie Studios,Studio,,,,f
25526,734945ab83844deeab15cfd2cc716740,下北沢屋根裏,Venue,〒1550031 東京都世田谷区北沢265 ルイビル3F,118129,35661401139666851,t
13756,1f267f9b4f3c4696af47a67013a8e44d,Mix Masters Miami,Studio,,12314,,f
4759,206411c5300d43c5a69e440b6776b0c0,Vilnius Recording Studio,Studio,,13235,,f
13365,adef40122cf941818ce2171b942c1f89,Hz,Venue,Charlottenstraße 12 88045 Friedrichshafen,69082,476541819477319,t
46360,3ff2301b7d33426bae3d0b5c3dd1e3c5,Garage,Studio,,7324,,f
26236,8998d03f8245498e9eb70ebcf3196fbd,Amazing Grace Night Club,Venue,,5757,,f
25336,f066ff0dbfe64756b2fad5a277e9626c,새터산 사운드,Studio,,113,,f
7166,8e81d084a6a446bbb0870f20c5e79bc7,Bla,Venue,Bornheimerstraße 2022 53111 Bonn,7023,507364057093592,f
16567,00587c00c21d4cfc969a13f0b69a0349,Neverland Studio,Studio,,105,,f
18458,536893380e0047e4b27fb4f890a2d75f,Judys Velvet Lounge,Venue,777 River City Casino Blvd St Louis MO 63125,7952,385308902645,f
33866,5ae01d69e7224c0a96d8fd6af4313397,Click,Venue,,7707,,f
1801,f9701063c9dd4adb9c2bfb922941749b,Pacific Multimedia,Studio,2419 Woodley Avenue Granada Hills,7703,3428231184849,f
31048,580ab2b0b588426583931b1b41a01108,Sound Ranger Studio,Studio,Schleebrüggenkamp 8,69541,,f
1157,1e14f2c5e5254645a90e8ca6c9afa08f,Örebro Konserthus,Venue,Fabriksgatan 2 701 20 Örebro Sweden,12899,592723911520839,f
30495,21ecc01df3cc47b0862c256ed4607fb3,The Water Tower,Studio,,116223,,f
43242,19e7ddb6fdb34966955a34bab0778f52,Gold Coast Parklands,Other,,88313,,t
9206,944850c4e91d49dd9af8e676593fa9a3,CorbNation Studios,Studio,,,,f
46174,a902eab4dbf04d95811ffe7b03c5218c,Stagges Hotel,Venue,,69685,,f
33489,a05daaa1f3c644ee9f8479337fde05f3,One Drop Studio,Studio,,13463,,f
29492,cb1057d1b2484ea4aa7691b0999747ae,The Classic Center,Other,300 N Thomas Street Athens GA 30601,31088,3396047183375293,f
2170,efaa0cf11ff644aa8d838da7bdb56519,Town Pump,Venue,66 Water Street Vancouver,5212,49283634123105775,t
18402,e17a1af6cfbc48bc8ed5573d3ab90490,Société nationale de musique,Other,184 rue du FaubourgSaintDenis 75010 Paris,4434,488807235795,t
26977,7b2530a48c1f42d786ca55751475e66c,LudgerDuvernay Theatre,Venue,1182 SaintLawrence Boulevard Montreal Quebec Canada H2X 2S5,118350,4550897773562341,f
21521,9086c85e87464684ac5532d7f4926358,ATP Tonstudio,Studio,,30672,,f
12167,b516aeedd4cb400da6fc1200fb6228bd,Paste Studio,Studio,,,,f
15921,af1b0ef7bbeb4f418c357d1613373191,FUTURA Studio,Studio,,105,,f
42548,9146c819006e4ddc944752a32fb28722,The Croxton Bandroom,Venue,607 High St Thornbury VIC 3071,119009,37762366144999594,f
42148,7885eac9d8ac48c3bb0f3c2ccd3eab55,Working Mans Productions,Studio,,7795,,f
19267,8bedccdbe82a4b9a99287b830d570dde,Nikos Nido,Studio,,,,f
3575,dca2464368984f6a9f3723a409421f54,Le Réservoir,Venue,16 rue de la Forge Royale 75011 Paris France,4434,488514472380528,f
22998,b7e54c05858a4fb5adfbe7ac26d3ab7e,Lounge Ax,Venue,2438 N Lincoln Avenue Chicago IL 60614,5099,,t
27960,b5cf97d6cded412db43faa5b18f397d0,Roser,,,,,f
8276,4d7bf658c49e41e5b560471ccb62b94f,St Jean Baptiste,Religious building,,47778,,f
24096,0c78b2e88d034dba9e199b3a24bcf94a,ThürmerSaal,Venue,,7717,514708337225278,f
42288,715ebf3c1a934f8ca5b60cefc888bcfd,Woodbrook Elementary School,Educational institution,15 Robin Road Edison New Jersey 08820 United States,119019,4055772974377814,f
25691,787288c960c842ba8f14f32f3c48c367,St Marys Hall Auditorium Theatre,Venue,,118016,,f
21915,0f1279156a33465cb2360a6b3094cb5e,Eglise Protestante Lutherienne SaintJean,Religious building,147 Rue de Grenelle 75007,4434,488575230802,f
11670,a8039e97f3db4f7f9fe565c1eca6fcd3,Smoothie King Center,Indoor arena,1501 Girod Street New Orleans LA 70113,116607,2994888990081944,f
47052,c417544b05a149949d42dd43a8e1c507,The Firehouse,Venue,1015 N 1st St Phoenix AZ 85004,7731,33458065112072556,t
16464,899ad09e9537479fb60c993559c581f1,Peace Music,Studio,,397,,f
47983,e4610e61af894a9e95bb73c4733f283d,VERO,,,113,,f
17033,2831744ecf234af4a6aea556b260a52e,LPG Studio,Studio,,7020,,f
38476,aaf9624024384e318b8345414029a1e7,Château de La Brède,Other,,49835,446791670544361,f
15159,2929cf183922493fbbc90fae64469205,WFMU,Studio,,66426,407886742556,f
54314,b76dfc46b47940f89263814d8db7727e,Подвал приёмной комиссии МГИМО,Studio,Москва НиколоЩаповский переулок,2429,,f
32627,d3300914c7ce4173ae2f4cb7e24cd1a2,Bobtale Studio,Studio,,68706,,f
49365,498b0f15a3b146b1869f6c0074341545,Zepp Haneda TOKYO,Venue,〒1440041 東京都大田区羽田空港114 HANEDA INNOVATION CIT,8396,,f
56227,14d67ec3b8fe4f8abe2056e5d09fa833,The Venue,Venue,,3924,,f
23599,cb87ab78efeb4d7cbf529d7944616a7f,Division HiFi,Studio,,7022,,f
51832,15a2e0b9d42f46ba969a9fc059937a77,Moagem,Venue,,98428,,f
18833,fba585c4f1744a29907c0c179c5a9ab2,Scott Reithermans house,,,,,f
40475,fa6aa293182a4fed9f1ff00081585d0d,Mixroom Studios,Studio,,9413,,f
2662,53b3629904ca4dc089d47af31ad42a9e,DNA Music Labs,Studio,2057 Winnebago St Madison WI 53704 United States,5287,4309346189353908,f
33696,f0de5f4285ad4fdc977b8b4d327b7a45,Studio KOLKHOLZ,Studio,,,,f
43310,9e20a8c0398a4d1ab123c1e6ef0507bb,Kirishima International Concert Hall,Venue,,8000,31881308057,f
9800,6b09c407225740f4a510f42e6009e049,Mercer Arena,Indoor arena,Mercer Street  4th Avenue North Seattle WA 98109,9655,47623889122349444,t
43857,1d3afdb1553e44de8bf6939a7b83809f,Sahara Studio,Studio,,205,,f
56583,5b4819b0d7cd409c92475ba6a664195e,Mjölby folketspark,Park,,101137,,f
50860,0ff619868b694b6893c0b2d093c3aa2f,Mankes,Venue,Mankhauser Str 13 42699 Solingen Germany,23745,5116043701046,t
14983,de2e3d564fd1456caafb2fdfda37dfe2,Cass Technical High School,Educational institution,2501 Second Avenue Detroit Michigan 48201,5179,4233883783060383,f
5127,c738b65849b64a99bf42e79d2837fae1,Klangewalt,Studio,,,,f
47687,0a38da371e1749cca1f3b557b81104f1,MaxEmanuelBrauerei,Venue,,7710,,f
13666,710bdf66cacb4d66b09bde0467ec94cd,Maison de la culture dAmiens,Venue,2 Place Léon Gontier CS 60631 80006 Amiens cedex 1,68614,4989409229168,f
25871,122fe5b952324db4a27f6e7c7d44b21a,ミュージックタウン音市場,Venue,Japan 〒9040031 Okinawa Prefecture Okinawa Uechi 1−1−1 コザ・ミュージックタウン3F,10667,263349912779945,f
35794,e55353db8f1c4cc982b71c54e02f943e,MOXE,Studio,,5213,,f
31475,c28d207b43a34196a465c2304634fdcd,La Marée,Venue,,7281,,t
48005,297e36107cd244e8a089efec0ee2d88f,Blue Note,Venue,Kościuszki 79 61892 Poznań Poland,5071,5240819116919436,f
46482,a2971425e3204e0c8a0420a4b25c2049,Analog Sweden,Studio,,60639,,f
11563,6028b2777f4b4a4786a60a00b1f1ba27,Grünspan,Venue,Große Freiheit 58 22767 Hamburg Germany,331,535518269958052,f
50465,4a6171036d64438790efeb67055c9145,Artfarm Studio,Studio,,70156,,f
39725,d05ba64475c44edcb917102329d6bd25,Ocean,Venue,270 Mare Street Hackney London E8 1HE England,3885,,f
8717,f19cbec14bff4fc989e94342fc1027e6,愛媛県民文化会館,Venue,愛媛県松山市道後町2丁目5番1号,5535,33848471132779727,f
45485,e8b80abf98e84bada69d4f30dcb58ba0,Wetroom Studio,Studio,,5114,,f
47456,2d7e97152824446687e596b7a0b31329,Ballyhoo Studio,Studio,,7705,,f
14995,6278653bedf44d649b8f0744c646ecbc,NHQ Sardinia,,,16488,,f
51762,35811e1506574120904767eaf027a995,Opéra de Lausanne,Venue,,23037,46517966369,f
12933,2430efd41d22473097083e0ae8512013,Hoxton Bar  Kitchen,Venue,24 Hoxton Square London N1 6NU,62242,515274560081724,f
38815,75bdc22a3ec044df989ecf2cadf7b917,Studio Brasan,Studio,,,,f
19254,4d633a1901204e21a18e662aa029f3aa,Ornäs Church,Religious building,,,,f
52210,9f620ca1aa7142289595bf71ff4dcd32,The Porter,Venue,15A George St Bath England United Kingdom,15556,,f
30969,e7754cd079bd4f038438ad6772b8c3af,Stardust II,Studio,,9,,f
44183,36f298d681c542cc88a827671ec0b0aa,Savesound Studio,Studio,,,,f
18164,56c1027a54b946e6ab8385952cbbb0bf,Sahara Tent,Venue,,82326,,f
18960,02cdf89804d440f4aeb5beee3ae3d16c,Mihos Pad,,,,,f
31946,4cb52ed5f1bc411d9dc4342adbde5d92,Pevnost Josefov,Other,,118133,5033927815930222,f
33590,e74eb91bea034facaf72f7c84c730920,New Alliance Audio,Studio,,5075,,t
22190,4972d0205e8c4763b9ff426669c29393,WOR Studios Broadway,Studio,38 t6h Street New York City,,,f
48198,645b2c6fe00343d48812c9d3e01124c6,Rotund Rascal,Studio,,115610,,t
54317,3933a7b556364fd2bbd8a011e5762d6d,New Langton Arts,Venue,1246 Folsom St San Francisco CA 94103 United States,7022,377746122410999,t
4778,d2c4aafe5c9148ba81dacacd289d8ea5,BD Club,Venue,MaxPlanckRing 18 98693 Ilmenau,69287,5068081410933965,f
9096,2be545471ae6494aa68cc1f7c3ab158f,The Funkmosphere Lab,Studio,,7703,,f
19244,ff3466d97ce94080b0718198b9cb74bd,House of Culture Vltavská,Venue,,1805,,f
871,c8334f61fafe4519882153bb3327d05f,梅田CLUB QUATTRO,Venue,〒5300051 大阪府大阪市北区太融寺町817 プラザ梅田10F,118630,34701773135502286,f
5244,0d27994550d6468dbf108814c852119b,Squawkbox Studios,Studio,Silverlake,7703,,f
48738,941ea3c926b347f1af839fd1fe178f91,Kingside Studio,Studio,Hedetorp Bergstugan 1 64693 Gnesta Sweden,12873,,f
4844,66b323ef56e34994a1aa96cb6949fa61,Nemo Studios,Studio,,1178,,t
37300,78ff2ed527d44d68ab99e4d381331781,Old Renaissance Faire Grounds,Other,,82790,,f
10659,d4d374decfb04f97a3b7964033a48ad5,Toadhouse Recording Studio,Studio,,5147,,f
41316,1d19d1ca426146e0a7155db13bf117b8,WPRB,Studio,WPRB PO Box 388 Princeton NJ 08542 USA,44467,,f
6530,70e8ac3c82ae41208d68dbcc80aad02f,Mann Center for the Performing Arts,Venue,5201 Parkside Avenue Fairmount Park Philadelphia PA 19131,7707,399831752228,f
30217,97ddeab4bf5846c1b7128f47b1ba4e85,Moonee Ponds Studio,Studio,,7800,,f
10702,324e754d386c4aae8cba8c87527be351,Folkets Café,,Stengade 50 st 2200 København,7712,5568721512554248,f
43291,845eb694208a46f8a3400a4bbe8c378d,Nurmijärven musiikkiopisto,Educational institution,Keskustie 6 FI01900 Nurmijärvi Finland,12047,,f
43545,e12fe077366943d49d3d094d79f82e47,Rear Window Recording,Studio,,7488,,f
35560,81658dd22928471983f398a155e9e9ff,Cultuurcentrum Muze,Venue,Dekenstraat 40 3550 HeusdenZolder,39881,510265285323639,f
26568,66e35e5da10b45e8b2d95ee241723b55,DAVE Audio,Studio,,5076,,f
44181,c391fa48556449e1a2170a6dd3b5730a,Linkin Park Studio,Studio,,222,,f
29157,068e297fd9ad4666a1dbe1f1ffec1114,Hamilton High School,Educational institution,327 Fairgrounds Rd Hamilton MT 59840,5876,46245114161944,f
1905,702829819f5b493093f2ac083f60dd89,Electro Shit Studio,Studio,,4434,,f
41223,190dd2b4defd4b7bbe0572a14ee938fc,Tropen institute,Educational institution,Mauritskade 63 Amsterdam The Netherlands,7706,523626924922517,f
25094,8c4db0ebea6646f784739140fb7107d4,Long Beach City College,Educational institution,,7324,33834167118135556,f
20516,669b1accc3d241e4ba3fab8b8a754820,Hansaplatz Studio,Studio,,326,,f
10145,480f37b72ac44c8892b3d19b6b5ce388,The Lighthouse Theatre,Venue,247 Main St,88625,4278604680203093,f
46413,4b3f70db8b484127bdda4058188f5cab,VL Studios,,,22375,,f
56727,f8f456d3fa6e49d1b041c0bb8f2c2383,Eglise SaintLouis de SaintEtienne,Religious building,4 Rue Léon Nautin,67466,,f
25187,048fcce71ef3481fbbdc73aff935c443,Dartmouth College,Educational institution,Hanover NH 03755 USA,23229,4370333372288333,f
13353,415fecc1fafe4b958b23dcbed8639c4b,石川県産業展示館,Venue,〒9200361 金沢市袋畠町南193番地,10651,36575275136603001,f
36507,0720c470c36541d9b52a1869f3163829,Inouïe,,,4434,,f
56879,f4935a99966e4b13af65b871bdc048d6,Kodak Hall at Eastman Theatre,Venue,26 Gibbs St Rochester NY 14604,5303,4315805277601142,f
55612,c6a84639683c44c2b5b88cd4a7e3260f,Irving Convention Center,,500 W Las Colinas Boulevard Irving Texas 75039,85169,3287827896943171,f
7214,fb7384796a2341b69d8205b364ddddb2,Soundsurfer Studios,Studio,,4000,,f
26692,b52410d6d5674d1ca5375a919431da8f,anns sound,Studio,東京都渋谷区渋谷2丁目3番11号ラ・ネージュ青山3F,116896,356588913970851,t
40241,21ed3b8c3cf6466cb017e1f15ba86a37,The House of Arts,Studio,,23609,,f
48842,51f0f93ab4f64df78591646784224ffe,Ryemuse Sound,Studio,64 S Molton St,119072,515133530146862,f
9801,fae265b207b44faa92ffe26596e49e05,주예당 Studio,Studio,,113,,f
16513,69b70013edd74a559ed0a87946be1482,KCE東京Aスタジオ,Studio,,397,,f
53995,87d27a545cc94060a9c7e65916cdc45c,Playback Recording Studio,Studio,400 E Gutierrez St,7503,34419952119689189,f
53492,33b5ad5f3da44b02831853b5db1bb454,The Jungle,Studio,,160,,f
21555,5b8e6c6bfc0f4578aaed71004358d72f,Pura Dalem,,,4555,,f
22456,d224360015954ec2afee85d5ee1546da,Titanic Studios,Studio,Hollywood Green,1178,,f
52873,629352eeb1a34d79b2e7b9838521115c,Chmury,Venue,11 Listopada 22 03436 Warszawa,5056,522593421036836,f
48918,fcab91d6618446bb83b98b7368e90e65,Pacific Spirit United Church,Religious building,2195 W 45th Avenue Vancouver BC V6M 2J2,5212,,f
18435,b68fb6da414b45ae9d0bbc75f0495688,The Pit,Studio,,30644,,f
38358,ecca7b03afb34b99b64659d30d18064c,The Half Moon,Venue,93 Lower Richmond Rd Putney London SW15 1EU,55341,5146802022257,f
51280,69c29cf6835d4950b189a11f29df8182,Bat Sound Studio,Studio,,,,f
54747,ebb97ee0a26d4e9a9017711571e24af1,ДК Сибтекстильмаш,Venue,630071 ул Забалуева 47,5082,5498722282813611,f
12453,1d892bdbae6c482ea6e5d66d8fd85ae6,Palácio das Artes,Venue,,5274,,f
9338,5e2b8f4ae0ac402e97cbf2fecae6c22c,Wardour Chapel,Religious building,,4015,5103782094,f
42924,64721d0e2dea4589b5fc99a4387191c6,Mountview Academy of Theatre Arts,Educational institution,120 Peckham Hill St Peckham London SE15 5JT,88222,51594301133,f
36189,86d4884d83574c7ab0a75b8dd1ec4351,Toronto Sound Studios,Studio,14 Overlea Boulevard Toronto,5076,4370374379351802,f
20433,8a0d5221340e459d9013cd837a1ae5b8,212 Studios,Studio,,,,f
27326,36190cffd0414343b1585601394771e4,Théâtre du Vaudeville,Venue,,4434,48871252333611,t
4711,6f2c2e3bc1a74bc6966bfba4051169c4,Bass Performance Hall,Venue,525 Commerce St Fort Worth TX 76102 United States,22163,32754929733001,f
49452,b521b5a7fd6b4b34aef2708668864282,Furuheim,,,12336,,f
28865,c49ef0c143bd4003b82834bf8d8f0d24,The Cut,Venue,8 New Cut Halesworth Suffolk IP19 8B England UK,99789,523460131503978,f
24457,399fe8dc7da24f53b6f296b56ea7d8bc,Studio D Small Queens Hall,Studio,,,,f
34980,22b9b56900da4e9695a045bb2d5bad44,Studiozwei,Studio,,81,,f
47851,696d6b7dc02c47279aa144458bb3fd79,Thoshiba EMI Mixdown Room,Studio,,,,f
19458,79fe133a882f44f199ddad4c0b9a3173,Mountain Winery,Other,14831 Pierce Rd Saratoga CA 95070,23910,37260372122064936,f
21270,9fe76a64e23d49e1a23c969d9c2eb36b,Uneven Studio,Studio,,5197,,f
39071,befb05c4d6904d4e980750230314fc66,Ninth World Studios,Studio,,12988,,f
53422,b91311ccdf254704933c7b8171fd229b,CStudio,Studio,,,,f
39819,d474ebed991b4eaba049ef4dc1a4aadd,Svetlanov Concert Hall,Venue,,2429,5573325137646075,f
5687,d5239f8b5a3d4f74ab2fcd9c2dc5ade8,Spock Studio,Studio,,,,f
24963,df06f97d31394f8ba09d789528244c5d,Page Auditorium,Venue,402 Chapel Dr Durham NC 27708 USA,5298,,f
36807,632f35abe429490bbc08dce9281e78d5,Klosterkirche Maihingen,Religious building,,76376,489284104915,f
43787,69e38d0216b44bee81fb172dd059496a,笠懸野文化ホール,Venue,,10703,36390613929,f
36529,4e85f5954a464832aa9e8012c9bddcbb,Kidderminster Town Hall,,7 Vicar St Kidderminster DY10 1DE,29533,523867122248666,f
13077,562d8bbb6327482da90ab9e9c0f3ec43,Studio dAuteuil,Studio,,4434,,f
53274,8bc5a45d416f4317a74222e407bae379,Ardingly Studio,Studio,,3848,,f
21171,7ae609f089c54c05aa99b59390d2a20f,Fat as Funk,Studio,,221,,f
33327,fd4d42a377d54833b6cc55bdffff7524,Blue Note Studio,Studio,,653,,f
49896,2b3345954c33404a8f5b879592c55986,Kleine Beethovenhalle,Venue,,7023,50672671583,f
