release_group,gid,name,artist_credit,type
259208,149edcc684b23462b02c9b4b168d28ed,When Dracula Thinks Look At Me,184627,1
12722,da087bb9a5c336ef95a7c8b1d04c7c77,Jérusalem,1207775,1
1248673,ea59ed0d01fe4d1ba4d774ffe00dfcc1,Wheelhouse,30600,1
237572,0df50c60a62a3fd39e5e4568b562130c,Through the Looking Glass Indie Pop Plays the Monkees,1,1
859438,1955f6d2d8eb414c832a4d8b2b20b3a1,「ハヤテのごとく」 2nd season オリジナル・サウンドトラック,224851,1
1530540,c018b484cfc74ef6b952e80696e10a8a,Sorceress of Darshiva Unabridged,1484515,1
306007,fda7dc444e493a9298ef381924adf81a,Postage  The Best Of,60465,1
651578,0407ee27b31339148d4dc4b1cebc7a20,33 svenska klassiker 19951999,1,1
535977,b753ab9c8a8e3d9f9e7d808b78777b0c,Özgün Jazz Denemeleri 1970  1987,340959,1
813252,0e0b0da483ec3d2d8a14c1a97c3d6c99,Klezmer and Yiddish Music,1,1
1134612,697bfff7c11a42ffb23622a07565cc4a,Millal Sind näen,663679,1
205884,3997ab88ab363d62a2dbac0bc5cc4045,Loveland,32368,1
1189508,7d5a2148685d4c30a1c137b5ce9dbe81,Youngblood Hawke,1038835,3
246764,7eafd79c2a5d37e8acee71c775bd1415,Electronic Evocations A Tribute to the Silver Apples,1,1
892636,672e3bc4f60247368a575602389c13b2,The Fountainhead,470716,11
697602,5925fa94a3e63de9837bc888b5a5b263,Castle Masters Collection Jon Lord,122373,1
640670,4809953a638039a3a311859bac856f86,Kanivo,349617,1
336433,60066a4a7b113dbbb90b67d072d4d0dc,Alter Alma,109937,1
681339,d8518b101d233b44a78c9a5b2ef8585c,Worlds,436983,1
2120707,c9de4af69d8b4ca7bb611ed1a6990c45,Persona II Innocent Sin  The Errors of Their Youth,1,1
1120078,b176187cc4874dd08db94eac72bd1b05,Indies Happy Trails,84818,1
370248,ad1fbc2853d43e7caebc0174233080f2,Red Alert,22684,1
1134784,73a5d90a91b04915aafb5f33013ac150,BBC Sound Effects Library Volume 37 Horses I,97546,11
1281218,4967a39d8d5d4f3d9f3f467723bc8978,Welcome to the Lions Den,1187344,
2898082,5080a7794e914dbba858677efedd61e2,Jing Chi,225142,1
110257,f35784174c903891a2cfd1eab06cc084,Os Mutantes,10536,1
475272,0c9609e3c24b30c195acb1e2a7048b48,Diamonds and Demons,230435,1
262570,dce0f908477233d7a3f9ada911af2e45,Windzeit,140140,1
805624,bf6ce7cff12f339db6ff9e59b0aed198,Folksingers Fire,595336,1
2898275,0d8a4ca600b1411db23241657e181a99,Hits from 1955,1,1
1255962,81d524a27b824214a2541545fbea8797,What If,1147025,1
1193890,a82bb149a79441b1b9e53c1e74a44588,20021010 Peel Session Maida Vale London UK,123306,
542935,6e71fd677e2e35a1a6798735b92395a1,Promise,382961,1
197016,1945d8fce91c3686a9cdec4e39ebc4ce,Passenger,67631,1
17125,a23e0cfcbd093d17a1b8bd2e8012a025,The Definitive Lynyrd Skynyrd Collection,824,1
215101,6edc8d381102370593c703f95fabb551,Level II,102761,1
39269,99e18d803b0e3e84bc43b43dfad94b7e,It Was All a Dream,14157,1
631603,5f245b83f6c43c7f813d9ce19aed5a30,Homeless Musics II,381514,1
174118,c9d7e5129a9c36dc9ac92bb2da922bc3,Now Thats What I Call Music 1986 The Millennium Series,1,1
963649,ab9e6b8de76441418c7e2a8841dac9a2,Historical Series Vol2,2630132,11
873693,47fe216ae2644b30b982dab2da107df7,Pesme koje večno ostaju 2,503035,1
1074773,3578c3634b0d4a1cbdc3bd9d05d316d3,Welcome To,307888,1
942075,643745a6312541f78eba077a99ba40e9,The Trailer Collection Volume 1,682511,11
600534,7f070c7a5d193d8aa1f78126a277cf50,Shy,429254,1
401555,58ae129408e23cd495abc37fe092c967,Song Fight Its Invisible,1,11
747105,1f49905d25943a6880d72d2bfa1976ba,One Night Stand,186026,1
2492941,c9c09289c9d1485a8901db3441fef831,Bal Habour EP,1052522,3
1244856,e918a7ffe3d64d9e8fd9db6bab87a9dc,Untamed Beast,849227,1
1002779,f8da0417c8bc49e3939f9e4f94e1c103,A Edelweiß für di,752066,1
1110589,c3249e00bf4b4d07bc563c3cc98dc394,Young Pops Teen Sound From the USA Early 60s,1,1
1075250,5b0763a4399140d9b63a2330180830c6,Silver  Gold,242693,2
805008,f7d24603d38c36e8a281803074a653e8,For Lester and Billie,815863,1
21285,c28843ed623336e1b98f3ff0bbc62ecf,Anthology The Sounds of Science,9606,1
1533421,64d5acb5af5544878b5a8bd51a212976,Borgarbragur Gunnars Þórðarsonar,1484098,1
96291,e3c6b6fb2e9b30a09b0fcd71c33a0778,Bump Ahead,11551,1
114050,f352614706023cff8ab75dcce222b020,By the Light of the Moon,9579,1
1901699,91fa9bac48a949e3bd8e54aa40ce7402,Hanns Eisler Edition,134453,1
930223,3cd37efa47684fb186adacc5e2d94cc3,Losing All,197865,1
1144941,72771d3e9be841749189f233f9aa9ba9,Forever,1017379,1
893325,46d70d9052d04c55bc372c340561e941,Techno Elements 1,660076,11
137376,3a0a4da8504f3cdeb4918f11b07faa30,Stan Freberg Presents The United States of America Volume 1  2 The Early Years  The Middle Years,33140,1
151757,d3fda1a884ec3f4fa59eea81515ccc85,The Boy and the Tree,7966,1
746044,a3a2615b187332fb8de6c2f07aeb2ea4,Moving Into Light,307350,
1144140,1787dfc29ddf404f9db0ae516f78efd6,Radio Rebel,1,1
552275,a04434626a093a11943403091e9a8fc2,Club Scene Volume 2,1,1
694609,e2e9e3624a0236beabd18b9dd43313a0,20040625 Glastonbury Festival Glastonbury UK,9766,1
220173,a8a9cc4f2cab33f59ae90edfa2e90877,Tenors in the Grand Tradition,1,1
529188,489b3ba4303534d2b4ed31438fe49402,Rhodes Ahead  11201,1489001,2
253740,5165b737b2fe3113be4fcab8d7319ed9,Disco Till You Die,1,1
473500,03d9d459d6033d44a0b9179a7205422b,Lady in Red,98617,1
656067,23b2e6a80f723ad0afdf6ae7e2b59ffe,Southern Fried Soul,1,1
2684139,2ed73665cc70436d89a5d154d2d2843d,Wer die Nachtigall stört,3005979,11
958296,2be0d2de846b4fcaaff842ddd56b79ad,Catwalk,1,11
1212628,35ccf440d5194068be0736cea191755c,Kimagure Orange☆Road Singing Heart² sweet memories,1,1
543228,1aee3b32d3cc3462bbf61423a26440a1,The Journeys and the Experiences of Death,152692,1
138142,3f09411dc46038c9b242f0c7537a9111,Cry Holy,24387,1
1846306,e1aad84581ef49749fdc6d0b498c725f,PUPPY LOVE UNDER A RAINBOW,1992144,1
167203,4418e01a599e3c7598c72d79b0b6aa3f,The Wild One,1,1
1529351,43c2e1877cd94f50a32fd452c5d6a4c5,Cirius,1482641,1
572238,b4b12ee205f2382bb25ae02146eee54a,Beginnings,408178,3
1033889,d824e967a415422f84584471e21d1ccf,Cycles of Remembrance,442273,1
771970,9df2d49cbabf3ee199ee59a9149e21d9,Time of Adventure,2997,1
165218,51d5a93921d931c48be80f531c76b45e,Bioenergetic Psychotropic Music,126224,
1073244,e12758f39be440baaa8a3fd4e38168ae,Unfold,803646,1
584572,5696ff368ea837dfb8c0557946dc22a5,VII You Are the One,30502,1
2615387,159c2fc27687429bb6bb10352917d139,Southern Born And Raised,1739989,1
706892,c03c2afa63f13681aac78cc37a3e36ab,The Works,1,
1118825,4fe389d4c4ab4666be165857188d1995,Shadow and Light,47584,1
835368,6a790af6a26038e39f5bbbc8d7222e4a,Shut Up and Drive,154545,2
2894985,5131270b14234175821ba77bf71c8fab,Cheer Up,3221725,3
122305,388a21eda74f30fcac07519bc8385191,celebrate ,87711,
958791,35d396364cc84e268f6a74fd4a557565,Dance Daze Volume 1,1,11
632034,4a3a4e4578ad3c088a31dcc44d926eb7,Nhạc tình,454132,
847461,c397a0837de54dd08ffc1043cb0e4567,Nous sommes tous reliés,624250,1
609332,0cc3ca0c30873b0199d6ed4ed35323fd,Retrospective EP,85060,1
2117400,a9ba1c6186b642faa288283477b1e323,New Day,672056,1
1269998,5710c9fb485a4a3a8383cf33c35a2286,20 Years Of Frank Zappa,2101,1
1527765,a178217e5e844eb2bb963dd70874cff8,System,1479605,3
522034,be9fbddaa7f83133b3595901bcf20e5d,CD Baby Compilation Smooooove,1,1
543804,e620ed3227d738e19530478544d7f32d,Den Tapre Landsoldat  I krig og kærlighed,366942,1
128816,ba89040982d13145867d964903c421b2,Scenes,95910,1
37697,2e41c8e389283db0a1c28a4f37dec3f9,The Best of Swing 1998,1,1
311350,c63f3dab9b883a04839a4782a6c85b3a,Swing 2 Harmony,211643,2
3071328,7cb7ba6d1403434bb220154b330d7feb,Pleasures of Conformity,2398764,1
2895348,312f74cebe394772a24630bcf6a6244b,American Vista,853346,1
468337,5beef515cdda3f46915603001d011190,Mo Mod Jazz,1,1
374331,1abbb5cd8d75359d8f0121160f1a616f,Die Rückkehr der Mensch‐Maschine Return of the Man‐Machine,407,1
560743,1550da03c6d53700b57ec70eef363f57,G,347594,1
2743482,488ffac87b3c4fd18a66b9de52ca3f3f,A Little Life,3072653,11
317065,0b4016de4f603ad699fd5750336c682e,1996,45242,1
891163,cfa11917bffc4f2bbaf0efcf77961a17,Versatile Strings,23965,
342102,8967f2dc2f743f11b4cc50b4b49b66d5,ANOTHER STORY,33225,1
873613,480ec084ed114421803927c26beb72cc,The Very Best of 1970s,1,1
902489,50ebc78d525e46c6854d7a58e571d64a,Painfully Mainstream,596325,1
120930,92d410cfd4ae3c02a4ad32041c4a88a8,Something Old Something New Something Borrowedand some Blues,125,1
602006,73d6f8863e763dcc95c2a4a56a8d31df,Norwegian Classical Favorites,1029169,1
666221,2ddc5da5455a3e9197d04fd22e5264da,Romancing Sa･Ga 3 Windy Tale,65890,1
1108585,fa45b72fbefc4fcea6277ed871970155,Philly Streets,880189,3
161246,9df73a4e1713375abb8c78dd78338fbf,De Lyckliga Kompisarna,66411,1
434187,ce37b29da9063807a992876e2e9183b0,Libertino,87930,1
1222340,3756ac0409b64d67be675d59098fd21b,20080802 40 Watt Club Athens GA USA,1098019,
2684484,1e8a32fac8f847718e4b354c8c54e94a,Impulse Records Music Message and the Moment,1,1
1057721,ab74ecd845034e1cb647d595e34598ef,My Frolosophy,30205,1
1186097,d31cf1095b344604900c668b0903e68a,Special Party Hits,1,1
1261215,87bd856a97654b37ae44b552c480ac5e,In the Darkest Corners of Human Nature,1154208,1
859778,f51f514a0f2f4cffb7f48be68f81602f,Stages,514631,1
500816,0595362b5d3431fd82da064bfcb9baf0,Fresh Duck for Rotting Accordionists,290313,1
1212468,662d9589331544c6b2b0bc1def8dbe9d,幽遊白書 ミュージックバトル編,1,1
946407,4c0c7e83639c4d57ab733ea745879e12,Commercial Cuts Volume 1,1,11
707697,c8e748ff50913045a1213605a875a7f5,Quixotic,519589,1
625571,20bdc1e331353f7595a2fbd09d609f98,Domain,448108,1
812845,3f39ce06f2a83495809e8cc5eeacf9d8,Real Love,24074,2
2217844,5d4382e8252c4ababfe3b4df918720ab,Nadi,1551173,1
1119264,ebbf7d96097f4807a41570e9203be34b,Mystic Bud,105384,1
727130,ade64cf4b1e632a1946a61604cac8608,Máramaros The Lost Jewish Music of Transylvania,81982,1
199768,0813c3b73c81326d97acab6ca09a6460,Kimagure Orange☆Road Loving Heart,1,1
697993,54506d244d3932a6a59fe24cf30581c7,This Is Alice Music 9,1,1
561340,0e0bb2ca9eca3774853dfae522d26c80,I Love Being Here With You,193629,1
583098,07d5be3c96743edd9046e221bd6d5d69,Frikyiwa Collection 2,1,1
223483,866ef9a9a56e323c8ec48ba74989353d,Lemuria,4825,1
732228,c1cae40c07863cef88338f69b12eb04d,Weekend World,8309,1
364007,403151c2d3a038ca9519db73758f704b,Nil FM,113466,1
1115905,a945d8eff77e420499a9c91deeb20ca8,This Silence Kills,894565,1
2895086,55e908e0f3d5450ca0c99a5913d3367e,African Rare Grooves,1,1
199358,e150c97fb5833906ab20bf655b4df381,Flowers for the Gathering,44245,1
295833,63cb6e52d6373df4b1efdf5cca4f46de,Snakey,12078,1
53929,ae45989da7f93dd2b2d4f51546bd55b9,Crunch,35726,1
926529,afddadecf0824b53bb5a0a7bc3da58c9,Musta romanssi,687367,1
1133089,5b9033ffda4d417688c6a351a699f6ee,Face It,643572,2
