release,gid,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
1108167,0129728da1244aa0a827af122b960fcf,1122055,908393,Nicht ganz Dichtung,4025083603227,Official,,German,Latin,1
129735,f651ccddfe8e42f3b9c8957d6e339b37,500414,99559,All About Carole,,Official,,English,Latin,1
709437,679bbc3b571c4ef7becc540b7d5d7629,969947,541527,My Place in the Dust,619061179121,Official,Digipak,English,Latin,1
71317,6c4e20a24d6b40a39ff8d7a4374163e7,428319,735675,Hydroplane,,Official,,English,Latin,1
726334,dfd9baf3abdf403584a3eccfade96c26,982298,736940,Stop Thinking,,Official,,English,Latin,1
879445,81dff78c56924e568eb03c0707e9bdf6,86190,67853,The Silent Majority,075992699624,Official,Jewel Case,English,Latin,1
1009837,c5233b5953644102b93b66730bb4be91,650169,469760,The Opposite of Sex 20041024 San Francisco cast,,Bootleg,,English,Latin,1
1101980,b203f3cc37244d99a5727cb5a62d1138,1117146,896914,Creation Science Evangelism,,Official,None,English,Latin,1
1609910,25c8bedd126d4bf28535fd3217167004,203391,147855,Patrick Fiori,5099750878651,Official,,French,Latin,1
36567,f7ba8c01ea0d4475baf5381b11b760ea,343662,240374,Продвинутые Сказки,,Official,,Russian,Cyrillic,1
1161429,e055b7e73c13405ea83748e7b1122150,1164914,349073,Hollow,9324690072750,Official,Digipak,English,Latin,1
2205246,d091e753e01140f0ad58e530d72b8254,1995628,1,Stax Funk  Get Up and Get Down,029667082020,Official,,English,Latin,1
3155935,249950d386e14d1c9f59ed32758dfb70,2743544,2770416,Chouchouna,,Official,CardboardPaper Sleeve,Lingala,Latin,1
624160,9a0130fa60c2497d93035371d853d7a9,903820,185249,Hit the Ground Running,634479560620,Official,,English,Latin,1
611205,511d69e647b448f9a6dd58e2bfd7f020,893954,383315,Early Music 11501700,,Official,,English,Latin,1
773694,cc4e5c51270a46a78b60aeea96a4c816,1020302,1,Sports Berry Punch,,Official,,English,Latin,1
1376714,57f6556eca7e45d6b2e2f6ec33dbeea2,1337325,1263052,Join the Ultimate Battle,,Official,,English,Latin,1
776813,e8bc073aca7f4ffcb3c6635450d85491,1022886,859330,The Complete Works,5099960898524,Official,,English,Latin,1
100274,83cc0252395a4c85aaea9e74c5e8ce7c,219832,104436,Shooting Stars The Dollar Collection,,Official,,English,Latin,1
1139401,19cf2f9cf8894350ba75b3949bac3e58,1147892,961045,123454321,,Official,Slim Jewel Case,English,Latin,1
697004,89accba6949c41c6bc7389465809e9fd,988475,31006,Bang Goes the Knighthood,5050954217325,Official,,English,Latin,1
9249,27f6218cdfd745c6990633ded3cd2f10,141714,22492,Kansas City 1972,,Official,,English,Latin,1
1976922,947c1953e47f4e65b58d30930ee78a65,1814391,2012556,Speciaal voor jou,,Official,,Dutch,Latin,1
593009,84a7648f4a7d4a71afa4e0ef26baa1b0,692351,11285,Complete Mozart Edition Volume 43 Die Zauberflöte,,Official,,German,Latin,1
904168,478a9e1675104b13af532513453ca2a3,448234,256891,The Collection,,Official,,English,Latin,1
808126,59bb586bc21f43afaf1181b8de17df2a,1047789,789722,Frost Bound Demo,,Promotion,,English,Latin,1
2833934,dd27b1c7b7c44bf78446d4744394b7a2,2489290,1043378,Froh zu sein,,Official,,German,Latin,1
225791,8d18b643b4c7493e99192db118d408a9,578417,1,LLC5,,,,English,Latin,1
1086885,0ffc1f2cc1f04f02adb6b3de18cf2e3c,817089,152048,Wasted,048612000124,Official,Jewel Case,English,Latin,1
1071653,45df0ea0a6344a658cfed8c343dfde14,1092494,512934,Interdimensional Laundry,,,,,Latin,1
768903,3e0c5e0ffd5b4c52bfc6cfe28951f1ba,1016542,130042,Liedjes van het Circus,8712705053916,Official,Jewel Case,Dutch,Latin,1
713369,f61cd4d7630a3f4aa3936ff4b33ce7c9,837420,185459,More After Were Gone,884501159838,Official,,English,Latin,1
1103052,81f9482e80eb41b5b1bcd5be9b093ef0,1117974,1,Gramschap 19781986,,Official,,Multiple languages,Latin,1
239831,7d38789f1d1349f3977d9b26c10c08c0,100683,35364,Valley of the Dolls,,Official,,English,Latin,1
967079,338c713fe17841d4a569d88758fd113b,425315,137835,Volume VI Collecting Rocks,751937197829,Official,Jewel Case,English,Latin,1
5319,1653a1a1583a4f939b88d5d38b853179,1107988,2228,Patchanka,077778692027,Official,,Multiple languages,Latin,1
865509,aca04cdae84e41f5aec78c91d07dab92,239631,171843,Comanchero,,Official,,,Latin,1
1191973,0bdf86f140fc417abad44d120f39f7ef,1189046,1041195,Fretless Bass,073999197112,Official,,English,Latin,1
890609,9e823a6a0f8a4e1e98eea3e5c1d3993d,154047,119323,De Parang Now Start,,,,,Latin,1
1373725,e0a37e4141ce4b0bb4deecb93e3d07e3,1334894,937285,The Best Kids Favourite Theme Tunes,,Official,Jewel Case,English,Latin,1
310001,8671f1d10d4c42fb9a54a0e5086115dd,649658,469343,Elizabeth,,Official,,English,Latin,1
1006029,fc48a9d781064a83b05620687843e344,612423,1,ConGRADulations Class of 2007  Just Watch Me Now,,Official,,English,Latin,1
471746,2f334b05f82240d3b689ad40298c4958,3495,2102,Millennium,5907785030015,Official,Digipak,English,Latin,1
673739,f50abeadf20c4655965b12665ad20db0,942441,1,Brilliant The Global Dance Music Experience Volume 6,724383384020,Official,,English,Latin,1
564007,6cc8945e1c114b478247c50868a41640,857583,1,House Zone 2008 In the VIP,4032989107599,Official,,English,Latin,1
639999,4b86551edd9d418580e8e1b8474b1fbf,915766,1,Napalm Rave Volume 5,4001617477229,Official,Digipak,English,Latin,1
912931,c042a7bc80504ac0a71b51fb53b9668b,252344,179905,Songs From,,,,,Latin,1
329170,d1a1cc51ac4945d9b92be2448082049a,665915,1216187,Lakes,,Official,,English,Latin,1
526120,636b166828104e188bf5a59a4ec12d5b,827222,1,Winterweihnacht mit Panflöte,9002986542940,Official,Jewel Case,Multiple languages,Latin,1
1049255,81b45072f1e54287b8f1a02f7bf40f32,1074591,627249,Earthly Powers,673795707920,Official,,English,Latin,1
42930,7d6dc9de37164f5a86b98c0df9c19f3c,42025,30080,Ekte Eggum,7033662041763,Official,,Norwegian,Latin,1
544700,0372f0c0e3614185abb837d167875fe2,842513,1329453,Goldberg Variations BWV 988,,Official,,English,Latin,1
27918,b12142631d924e77b24c18fe260d7a2d,58170,1766,The Heavyweight Champion The Complete Atlantic Recordings,081227198428,Official,CardboardPaper Sleeve,English,Latin,1
214084,bbf2d073082a465cafc7c30580b009af,567788,216221,Focus On,,Official,,English,Latin,1
1292370,2864b0a7158342e5bf4a112a035bfeee,1270662,1168817,Endless Rotation,,Official,Jewel Case,English,Latin,1
2839236,e35c9fc1b067400189b2aea706eebb9b,2493259,1,Simply Calypso,698458292322,Official,Box,English,Latin,1
2460396,aa385d1177b445ea93a28a9b2b74f84c,2197281,1,Tidenes Beste Julebarneplate 3,602537213757,Official,,Norwegian,Latin,1
1074439,f8d837d7f80541ceadee1e2cd362db6d,1094814,41733,Race Wars,,Official,,English,Latin,1
1434013,0a78999d26214b1d9a549adeda080061,558129,397379,The Dance of the Moon and the Sun,,Official,,English,Latin,1
1159499,8930362ba71548c2959d3ca2575118b6,1163428,678385,Donnerwetter,0602517969544,Official,Jewel Case,German,Latin,1
320017,b27da1e4d4164cb5a5f1058fac9476f3,658582,476760,Slip  Tiller,,Official,,English,Latin,1
103334,31021f2fca924450a106c35e17dd97b3,473090,113811,A toda esa gente,,Official,Jewel Case,Spanish,Latin,1
1155064,4da3c0470f9c414a8917bef92e8264df,1160081,981266,Dedicaçons,,Official,,Portuguese,Latin,1
1228973,93c73f1abc7440cbb858175d581578e5,1219471,1,Airport Lounge Destination Chillout Cafe Music from Miami to ibiza,,PseudoRelease,None,English,Latin,1
1112000,12b3a665c32c4fc298e70663a67b8f4c,1125173,358200,Schoßgebete,,Official,,German,Latin,1
51574,b583f1507ce74f93b9b435d67914c21a,227329,130086,Songs  Stories,,Official,,English,Latin,1
690011,591d8b024e0446d4b92cf3ef7c86e2b7,955014,24013,Yellowstone,0712187880527,Official,,English,Latin,1
342103,5f30fcc06ac143e68220b658a077719c,676359,249435,A csillagokkal táncoló Kojot,5991811434021,Official,,Hungarian,Latin,1
683153,0e9c0c3600a442a7bcbf43aea0325c4a,949860,1,Liftmusic Volume 13 Another Slice of Audio Pie,,Official,,English,Latin,1
1287210,7aa0d6dee67c437282bc252ba5fdb3f5,1266658,613603,The Silence  The Noise,4250137249186,Official,,English,Latin,1
431260,b9b13bfe4f244ecc980a31401965783d,748997,551009,Peace  Luf,9788875110574,Official,,Italian,Latin,1
334787,233576da4d974076920895825ffb9e83,480488,287538,Beautiful House,779903800108,Official,,English,Latin,1
1244264,5754a3858f0148108ead0edd0b7c926c,1231940,396950,Fearless,,,,,Latin,1
2358772,0583178664764e2e9640ec75bccf544e,732184,106905,In the Miller Mood,,Official,,English,Latin,1
496405,15cdc848c68a431b84ce6cd7b61591b8,803159,440614,Kosmickej vandr,,Official,,Czech,Latin,1
125128,1ee0352c26434e0497763643819cb73c,496113,171133,4つのL,4582114153323,Official,Jewel Case,Japanese,Japanese,1
2840805,708e32b083804a3e9d07965ebe74ec3a,2494492,1,Opus 85,,Official,,,,1
953459,af044b6e73474dababd40a5aafb738a6,381503,268451,The Gold Coast EP,,Official,,English,Latin,1
212514,025a9fd254ce40b4901ba8d8ff7bb011,237861,1590,The Complete Verve Master Takes,044006559728,Official,,English,Latin,1
3356542,923aff3b1c074b5bbd24dca861a78db5,2898671,3315216,『H☯MESTUCK VAP☯RWAVE 2016 RUHRUHRUHＲＥＭＩＸ』アンドレア・ヒューシー・グーグル翻訳,,Official,,,,1
219584,041c69e936414b48b674b57d194af183,378623,3992,Properties,5411867171263,Official,Digipak,English,Latin,1
622396,6ea949d31de73f1e84c1f7e4c02971b8,37319,21240,Apollo Atmospheres  Soundtracks,5012985305327,Official,,English,Latin,1
2837214,7e67a40c4f814c11bf54f32c11d65be7,2491695,2818317,Le roi bâtard,3663729133229,Official,None,English,Latin,1
603058,f12d057918624a72990dca7c5b5fac00,450548,315749,Jazzurekcja Addendum,5099960761422,Official,,Polish,Latin,1
1215366,7d849e80035b44ccaeefcc5ce6c47044,496536,2907,KÀ,602517080072,Official,Jewel Case,English,Latin,1
344332,7252cbd1c2964c7ab2b5f504a9c570c2,678153,441133,Destructive Forces,,Official,,English,Latin,1
393411,4185ed7029794662925c89e77a1fd2fa,663759,470993,Earthen,8016670354246,Official,,English,Latin,1
628212,018d9fff7fdf4cc1adc866e095e8871e,906729,1461318,Split Album,,Official,,Multiple languages,Latin,1
1135877,ac8e2635547042f99cc8d4e02a087622,1145080,936042,Ingel mu taevas,,Official,,Estonian,Latin,1
1226348,d40cd134ec0147cfa4fc898fba804914,1217294,1088214,You Raise Me Up,,Official,,,Latin,1
92573,046cc64c97134f65ae045ae68e0e72c3,415638,39182,Load error,,Official,,Norwegian,Latin,1
1048422,a518acfd1d0846439cab58f329269f50,1073883,448704,Hellboyz,,Official,,Spanish,Latin,1
2358037,20fe887f5f664d37a9d6c492aa7c21d6,2115447,2373904,Le Violon vagabond,,Official,None,French,Latin,1
1293230,d9c78216c461480b9f6bdaa876c4fd38,1211759,1122027,Roseaux,3596972615726,Official,Gatefold Cover,English,Latin,1
976159,79eb78f27cec451892f253723ab0f9f9,869909,641639,Bill Sims,,Official,,English,Latin,1
741151,227504956e1d3ac49b4ffc928be1f062,994198,92267,Charlie St Cloud,4005939703721,Official,,English,Latin,1
3079695,6b093280b28f4217bff7da246e1670be,2683540,3005240,Gunderssongs,,Official,None,English,Latin,1
955018,34054b7434cd4143a607d8881448d173,513050,1,Always Tomorrow,5021456122172,Official,,English,Latin,1
1124937,a77f44b2feb24c378fd1c3229d75c07c,1135927,52743,iTunes Live From Montreal,601091064058,Official,None,English,Latin,1
280997,ca40ed3c570d493cbc332b0ca8a1c50f,625264,1,Festival de Cannes 60th Anniversary,3298490016237,Official,,Multiple languages,Latin,1
310970,4579673a0b394d96b50644dd277dc42d,650626,470095,A Cure for Separation,,Official,,English,Latin,1
445892,c85aa0c5e86d443b808f2b9d18a169e0,761219,1,Romanțe,5948204340926,Official,,Romanian,Latin,1
444684,5239ffba484240d798527ad40ae915ab,760228,1,Осень,,Official,,Multiple languages,Latin,1
2096723,464322c3088248c2a5a51620c6ff9ad5,1909062,2140265,TofuMakoToro,,Official,CardboardPaper Sleeve,English,,1
751978,781f16866c2e4b36a08333e13db81024,1003212,1,Alcione duetos,,Official,,Portuguese,Latin,1
886292,cf3c0c24abd24b16a7c1df774e66d8e7,121282,86412,Demonstration,,Official,,English,Latin,1
2089982,b5dec8ddf83b49fea20189dc3c69c557,1903824,1374542,Le Modeste Album,,Official,,French,Latin,1
1293752,d65a4b53250c49a69d5e17bddff42030,1271741,1170816,Between the Sheets,,Official,,English,Latin,1
918571,09b121e7a693450cb189c0ab2e875e0f,254101,74886,Sevillanas Boleras Rocieras Y Solo Guitarra,,Official,,,Latin,1
918679,a2374562991b410b8d27a10d9ee5cdb0,259208,184627,When Dracula Thinks Look At Me,,Official,,English,Latin,1
470217,316f5841b0983dcf8a4bdae079eb65e1,12722,2560,Jérusalem,077774646420,Official,,French,Latin,1
1328990,f037a3cb26dd4d658d7fe6939c70b362,1248673,30600,Wheelhouse,888837055628,Official,CardboardPaper Sleeve,English,Latin,1
869862,70b55fcd6a714a05a86d2d47fd3fd4ef,237572,1,Through the Looking Glass Indie Pop Plays the Monkees,,Official,,English,Latin,1
566459,c0179a57b0074134ad5b93956c0c929d,859438,224851,「ハヤテのごとく」 2nd season オリジナル・サウンドトラック,4988102596521,Official,,Japanese,Japanese,1
1613063,cb148094243f474fba2c80f75afdcbe5,1530540,1484515,Sorceress of Darshiva Unabridged,,Official,,English,,1
920324,1d163e6eb32d410298d9dd24829ae3de,306007,60465,Postage  The Best Of,828765646420,Official,Jewel Case,English,Latin,1
312066,e92f58a0c567490aafc164b2825c46bb,651578,1,33 svenska klassiker 19951999,7320470009291,Official,Jewel Case,Swedish,Latin,1
175474,bba64bba7ab941da987814abd7ba5904,535977,340959,Özgün Jazz Denemeleri 1970  1987,,Official,,Turkish,Latin,1
1036592,9e8efad9abf8454c9c41e84b7574bb2a,813252,1,Klezmer and Yiddish Music,,Official,,Multiple languages,Latin,1
1123348,f12733ce7a1d401eb6fe241d1b6a857c,1134612,663679,Rahva lemmikud 1 Millal Sind näen,,Official,,Estonian,Latin,1
904161,b7eb510f98ba406699b374dc0fbe9d05,205884,32368,Loveland,786984994923,Official,,English,Latin,1
1273840,875076d47b8f411ebcda2003efd28d3b,1189508,1038835,Youngblood Hawke,602537158706,Official,,English,Latin,1
733408,3c18eb792ef34cb396cfbb83bd13ee91,246764,1,Electronic Evocations A Tribute to the Silver Apples,,Official,,English,Latin,1
859766,5a55f2e58d4049f2b1e57b0355722a8f,892636,2448418,The Fountainhead,9781433207044,Official,,English,Latin,1
368413,37525b698e1e40439472e74df3537411,697602,122373,Castle Masters Collection Jon Lord,4010946302027,Official,,English,Latin,1
302988,60413edb712845ccbe8f59ef571ad1b6,640670,349617,Kanivo,3700072806995,Official,,French,Latin,1
745534,46f5348445943d9a988f98df261a571f,336433,109937,Alter Alma,7798074680091,Official,,English,Latin,1
349437,8004074874b340498108c6668c2021ea,681339,436983,Worlds,,Official,,English,Latin,1
2364449,0ed3ea9515af4438bbc4e2af36d9ba0a,2120707,1,Persona II Innocent Sin  The Errors of Their Youth,,Official,,Multiple languages,Latin,1
1105751,415b521d3b394affbdaf3f2fa712c563,1120078,84818,Žalmy III Pozvedám své oči k horám,8595026655218,Official,Slim Jewel Case,Czech,Latin,1
433683,7a6be0d05dff4cc894f349cdfccc2752,370248,22684,Red Alert,649035309322,Official,,English,Latin,1
1123550,7114e4a5468c4994a75896ed00484246,1134784,97546,BBC Sound Effects Library Volume 37 Horses I,,Official,Jewel Case,English,Latin,1
1306034,b61fd209115941e289ff77aa875383d8,1281218,1187344,Welcome to the Lions Den,5060130361544,Official,,English,Latin,1
3355731,6364cf0f8a33477188f1b194625b2407,2898082,225142,Jing Chi,,Official,,,,1
737925,20a55a8529423444be5c3bf4eef707cf,110257,10536,Os Mutantes,042282949820,Official,,Portuguese,Latin,1
105281,a5db3c9fe20c4d0189d59e7e3e9a0bd7,475272,230435,Diamonds and Demons,,Official,,English,Latin,1
52562,0665257dc97343c3847e1360e14a4eef,262570,140140,Windzeit,,Official,Digipak,German,Latin,1
499342,5b4338e606ac4d288d2e03526fb4355f,805624,595336,Folksingers Fire,623667208147,Official,,English,Latin,1
3356012,d00d0b21bb244ecba06a3077f64be1bc,2898275,1,Hits from 1955,,Official,,English,,1
1273955,e27a7511c20a4c8c8864a5e22f635871,1255962,1147025,What If,8024391015322,Official,Jewel Case,English,Latin,1
1197889,6f68040f165744f899786fee43bdd6af,1193890,123306,20021010 Peel Session Maida Vale London UK,,Bootleg,,English,Latin,1
183953,de0dce1d0e2b4d2397d4dfcbaf0d8ec5,542935,382961,Promise,,Official,,English,Latin,1
35415,8bd7874bc9454e6281354c01951e29da,197016,67631,Passenger,7277017741520,Official,,English,Latin,1
13891,ba17c25ee34c45c1bedeb4023bca69f3,17125,824,The Definitive Lynyrd Skynyrd Collection,008811039028,Official,Other,English,Latin,1
906779,670f893afbb341bcbbd52e8376cb78df,215101,102761,Level II,5099748658227,Official,Jewel Case,English,Latin,1
18217,70c6f095488d44df86d3390c70bda554,39269,14157,It Was All a Dream,786127303728,Official,Jewel Case,English,Latin,1
289019,cf10fabbf45740d39ca87f1e797ee346,631603,381514,Homeless Musics II,,Official,,English,Latin,1
280075,edbbd54b54c84ccbbcae66367bbc5a7c,174118,1,Now Thats What I Call Music 1986,,Official,None,English,Latin,1
842406,fc4d445c3bab4649806f722677cd68e0,963649,2630132,Historical Series Vol2,,Official,,English,Latin,1
585273,eace3a83381e4e33b947afd8129adc19,873693,503035,Pesme koje večno ostaju 2,,Official,,Croatian,Latin,1
1049466,86ca2e3058f54bfe9aad85fa3f7ee11e,1074773,307888,Welcome To,,Official,,English,Latin,1
