label,name,label_type,area,ended
id-67257,Grotesque Records,,id-254,f
id-118467,Lavender Sky Music,Original Production,,f
id-250394,NatsumeAtari Inc,,id-107,f
id-94117,All The Cats Recordings,,id-221,f
id-101202,Alpha Brussels,Original Production,id-1793,f
id-173507,MRI,Imprint,id-222,f
id-185420,Blessed Music,,,f
id-85245,Corus Entertainment,,,f
id-69711,Crackpot Records,,,f
id-206121,Rocks Records,,,f
id-19234,petite sono,Original Production,id-38,f
id-66810,Timewave Records,,,f
id-150651,SDK Media,,id-81,f
id-5549,InAkustik GmbH,Distributor,id-74786,f
id-161882,The Arto Company,,id-88326,t
id-110293,Midnite Jazz  Blues,Reissue Production,,f
id-116195,Garelock Records,,,f
id-174667,Wrong Era,,id-326,f
id-116669,Total Recording Co Ltd,,,f
id-31715,Dirty Water Records,,,f
id-69546,Solitary Records,,,f
id-75329,エヌ・イー・ティー音楽出版,Publisher,id-107,t
id-184036,Fantasy by Selmerphone,,,f
id-106564,Tonodisc SA,,id-10,f
id-238694,Inarhyme Records,,,f
id-5432,Wallys Groove World,Original Production,id-21,f
id-186361,Jerk Records,,,f
id-43169,La Paloma,,,f
id-9089,Sabres of Paradise,Original Production,id-221,f
id-122407,Beardog Publishing Company,,,f
id-90863,Springalo Toones,Publisher,id-222,f
id-82291,Dark Light,Original Production,id-38,f
id-211356,Autrement dit,,id-73,f
id-201002,Mr Manatti Music,Publisher,id-7020,f
id-171165,Hess Street Songs,Publisher,id-5230,f
id-96041,Base Trip Records,,id-5075,f
id-96045,101 Noites  Criação de Produtos Culturais Lda,Publisher,id-171,f
id-56232,Wambo Productions,Production,id-52490,f
id-234354,Itspop Music Ltd,Holding,id-113,f
id-244882,Wild Rice Music,Publisher,,f
id-63700,Materie Records,,id-81,f
id-3492,Blue Moon Records,Bootleg Production,,f
id-86622,小学館集英社プロダクション,Publisher,id-107,f
id-177697,Misguided Records,,,f
id-249036,Preachja,Production,id-100,f
id-183301,Gray Castle Studios,Original Production,id-5099,f
id-73999,Baboon Records,,,f
id-231135,Roundabout 7 Music International,Publisher,id-222,f
id-122084,Saltwater Music,,,f
id-213321,Local Genius and Wizard,,,f
id-31444,Continental Garden,Original Production,id-13,f
id-241554,che,,,f
id-192693,Ricochet Dream,Publisher,,f
id-123205,Well Go USA,Distributor,id-222,f
id-161088,滾石國際音樂股份有限公司,Holding,id-205,f
id-104988,Black Gold Records,,id-7703,f
id-180538,Abstract Reality,,id-73,f
id-100622,Monogram,,id-222,f
id-236050,Spinnup,,,f
id-178571,SynGate Wave,,,f
id-123686,NEWTRAXX,,id-107,f
id-221628,Novica Music,Publisher,,f
id-123681,THC  DIY Records,,,f
id-206333,Old Familiar,,,f
id-117914,Domuz Records,Original Production,id-214,f
id-51441,Guardians of Metal,Original Production,id-171,f
id-127305,Made In England,,,f
id-178889,寺内音楽出版,Publisher,id-107,f
id-252894,Bullhead,,id-262,f
id-79599,Motley Music Limited,,id-221,f
id-126094,Patio Music,Original Production,id-222,f
id-84994,HMC  Helsinki Music Company Oy,,id-72,t
id-111080,Compact Disc Center,,,f
id-164159,MVI Music,,,f
id-222203,supporter records,,id-69835,f
id-38033,Green Door Record Company,,,f
id-88240,Greeninch Sound,,id-67890,f
id-90453,Vetnasj Records,,,f
id-136477,Other Int Universal,,,f
id-25654,Black Pumpkin Records,Publisher,id-222,f
id-210697,Daedo Records,,id-2531,f
id-178367,Plus 8 Music Europe,Publisher,id-241,f
id-93822,HTown Records,,,f
id-38459,Popjinx,Original Production,id-221,f
id-236593,Lemon Song,Bootleg Production,id-107,f
id-131156,Volksbank,Publisher,id-14,f
id-252427,Koze Songs,Publisher,,f
id-252425,Saturn Strip,Original Production,,f
id-33388,Creole Records,Original Production,id-221,f
id-81227,Angel Records,Original Production,id-5060,t
id-21825,Party People,,id-221,f
id-202598,BlueZ Records,Original Production,id-222,f
id-54194,Germ Recordings,Original Production,id-222,f
id-227110,New Ruins,,,f
id-21829,Bellwood Records,Imprint,id-107,f
id-16700,Blue Rose Records,,id-81,f
id-189350,you deserve hell,Imprint,,f
id-252393,WinStar Home Entertainment,Imprint,id-222,t
id-158250,Crab Key Records,,,f
id-166378,Ladytron Music,,,f
id-44921,Sleeping Giant Music,,id-38,f
id-168881,KRLF,,id-105,f
id-56041,New Tide Records,,,f
id-202000,That Was EZ,Publisher,,f
id-79915,Night Season,,,f
id-84746,SanCtuS Recordings,,,f
id-209481,Charlotte Lawrence Music Publishing,Publisher,id-222,f
id-124791,VZ recording company,,,f
id-20975,Aspirion Records,,id-222,f
id-61576,Woo Me,,,f
id-17652,Cr2 Records,Production,id-221,f
id-204980,Magyar Televízió,,id-97,f
id-21581,GSI Musique,Original Production,id-7279,f
id-251708,Loopdeville,,,f
id-122650,Face Maker Entertainment,Publisher,,f
id-60283,Big Kick Music,,,f
id-163012,Matapalo Music Group,Imprint,,f
id-195653,Marquee,,id-107,f
id-43173,J Albert  Son Pty Ltd,Publisher,id-13,f
id-43172,Emmtee Music,,id-222,f
id-218835,RK4L Music Group,,,f
id-47661,Eugene Records,Original Production,id-222,f
id-124371,Palto Flats,,id-222,f
id-217650,Stardust Records,,,f
id-152130,Little Hi Records,,,f
id-42190,Weekend World,Original Production,id-221,f
id-87506,It Books,Publisher,,f
id-31038,Streamline Records,,,f
id-239482,Eccentric Recordings,,,f
id-187688,Indecibels,,,f
id-245021,DJS Records,,id-150,f
id-70634,Concession Records,,,f
id-63718,Metal Throne Productions,Production,id-84,f
id-222982,Вадим Володин,,,f
id-124572,Grandpa Stan Ltd,,,f
id-14731,Class Kasetçilik,,id-214,f
id-43565,BamaJam Records,Original Production,id-222,f
id-63138,Pet Cemetery Records Inc,,id-221,f
id-201101,LV Music,Imprint,id-5213,f
id-27346,Syncro Music,,id-194,f
id-143664,Addison Ababa,,,f
id-43814,Blues Forever,Reissue Production,id-105,f
id-214473,Because London Records,,,f
id-18146,Befria Södern,Original Production,id-202,t
id-123742,Underground Sun,,id-115565,f
id-250158,La Vache Folle,,,f
id-4928,Vegas Tracks,Original Production,id-73,f
id-137394,Mind Bending Music,,,f
id-216696,Narvik Records,,id-13,f
id-88878,Spaghetti Records,Original Production,id-105,f
id-157781,Tiny Room Records,Original Production,id-150,f
id-200431,Relative Music Group,Publisher,id-222,f
id-32371,Premium Records,Original Production,id-107,f
id-58192,Brick Red Records,,,f
id-210755,FuzzTown Records,Original Production,,f
id-165378,Sheer Africa,,id-193,f
id-87791,Toy Plane Music,Publisher,id-222,f
id-126552,Punk Uprisings Records,,id-22328,f
id-247889,Miracle Records,Original Production,id-7703,f
id-49502,Vacilando 68 Recordings,Original Production,id-221,f
id-126089,Kind Songs GmbH  CoKG,Publisher,,f
id-188635,Twelve Notes,,,f
id-77507,Brassland,,,f
id-137972,Unknown House,Distributor,id-81,f
id-90440,LIGHT SHOXX,,,f
id-81108,Hitmix Music,,,f
id-82632,Black Saddle Entertainment,,,f
id-146709,Ikaros Records,,id-84,f
id-44751,Hub Productions,Original Production,id-72,f
id-131495,Imaginosis,,,f
id-55126,Abstract Dance,Original Production,id-221,f
id-246427,ELASTICA,,,f
id-25313,Purple Box Records,Original Production,id-222,f
id-182913,음악부,Production,id-113,f
id-32170,Dogma Records,Original Production,id-107,t
id-158642,Kunstkopf,Original Production,id-7709,f
id-247333,Dave Hamelin Publishing,Publisher,,f
id-105240,Roots and Wings Music,Original Production,id-5076,f
id-195288,MGill Hill,,id-7713,f
id-207459,Curci Germany GmbH,Publisher,id-81,f
id-66291,Mighty Perverts,,,f
id-145612,Festayre Activity,Original Production,id-60638,f
id-98556,Eminor Records,,id-331,f
id-210979,Big Dumb Music,,id-23652,f
id-97994,ALLOFUS Recordings,,,f
id-76195,Association Valentin Haüy,,,f
id-158267,Soundtable,,id-107,t
id-21964,2Fer records,,id-194,f
id-51665,King of Patio Records,Production,id-9274,f
id-213634,eltonjohncom,,,f
id-130058,Gotte Records,Imprint,id-222,f
id-164894,Bubblewrap,Imprint,id-96,f
id-65640,Omi Records,,,f
id-9249,Doxa Records,Original Production,id-81,f
id-153419,Del Mar Estudio,,,f
id-10399,Inevitable Recordings,Original Production,id-13,f
id-111988,Flying Lecords,,,f
id-30808,OtterSong Records,Original Production,id-222,f
id-198082,SUB tl,,,f
id-225340,Творческий центр Музыкальный Дом,Production,,f
id-726,Zomba Label Group,Original Production,id-221,t
id-157416,Gateway Records,,,f
id-116643,Berk Demir Muzik Yapim,Distributor,id-5065,f
id-14631,EVO Recordings,,,f
id-197350,Mau Tak Mau Records,,id-100,f
id-78331,Vegas Records,Original Production,id-79466,f
id-143599,真宗大谷派宗務所出版部,Publisher,id-107,f
id-93544,Serotonin Shift Music Publishing,Publisher,id-5215,f
id-80894,Aural Delight,Bootleg Production,,f
id-206869,Spelling Ventures Music,Publisher,id-222,f
id-235216,Uncle Joshs Song Emporium,Publisher,id-222,f
id-239306,Table Basse Records,,id-23037,f
id-133087,Oetstar Rekkers,,id-150,f
id-95891,Talisman Records,Original Production,,f
id-159231,Solar Management Ltd,Production,,f
id-146889,Hood Famous Publishing,Publisher,id-222,f
id-241796,Snooter Records,Original Production,id-222,f
id-151256,Shena Maydelah Publishing,Publisher,,f
id-198712,CR2 Compilations,,,f
id-62853,Shitsounds Co,,id-67,f
id-103081,Biamusik,Production,id-38,f
id-56679,Ball Park Music,,id-13,f
id-63580,Resident Advisor,,id-240,f
id-245471,Ruelas Publishing,,,f
id-224965,Нокс Мьюзик,,,f
id-224962,The Bluesharp Music Co,Publisher,,f
id-58050,Fastlane Productions,,,f
id-23186,Yacca,Production,id-107,f
id-14417,Monarch,Distributor,id-221,f
id-162579,Westernmost Records,Original Production,id-30644,f
id-168273,MoonDome Records,,,f
id-23522,Strictly Roots Recordings,,id-222,f
id-91971,Mundo Records,,id-10,f
id-222356,Gong Ear,Original Production,id-21,f
id-101485,Horn OCopia Recordings,Imprint,,f
id-78605,Weed,Original Production,id-222,f
id-91362,World Records,,,f
id-220643,Hate Prod,,id-170,f
id-195630,Pachira Records,,,f
id-177532,Siderian Records,Production,,f
id-104079,Blue Box Publishing Promotion Karin Wirthmann,Publisher,id-326,f
id-130189,Beggars Music,Publisher,id-221,f
id-79489,Posh Isolation,Original Production,id-7712,f
id-103728,Sleeping Village,,id-222,t
id-193704,Rocking Time Records,Production,,f
id-173209,Humildad Y Honestidad,,id-194,f
id-98892,Wizzard in Vinyl,Original Production,id-8393,f
id-168895,HRB Music Company,,,f
id-158495,Lonmel Publishing,Publisher,,f
id-88133,Autistic Records,,,f
id-165773,Blingnot Media,Publisher,id-299,f
id-202800,Media Vision,Manufacturer,id-88032,f
id-202371,SYLCO,Publisher,id-222,f
id-90548,Dolnośląskie Stowarzyszenie Artystyczne,,,f
id-1562,Traditional Crossroads,Production,id-222,f
id-21807,Talent Müzik,,id-214,f
id-114128,Loud Rage Music,Distributor,id-175,f
id-67353,UHT,,,f
id-126459,Woodstiff,Publisher,,f
id-246326,Mutant1000000,Publisher,id-1178,f
id-252578,Insidious,Imprint,id-240,f
id-158271,Takeout Records,,,f
id-158273,Fran Record Company,,,f
id-172311,May Sun Publishing,Publisher,,f
id-1629,Scaroline Records,Bootleg Production,id-222,f
id-37764,Cynic Lab,Original Production,id-105,f
id-162139,Shimmy 500,,,f
id-177314,Double J Music,Publisher,,f
id-25291,Krazy Kat,Original Production,id-221,f
id-21973,Pila Music,Production,id-81,f
id-9180,God Mountain,Original Production,id-107,f
id-186918,Checkmate Records,,,f
id-74171,The Konspiracy Group,,,f
id-164882,VM 2000,Production,id-105,f
id-207614,Black Hair Music Publishing,Publisher,,f
id-537,VSOP Records,Reissue Production,id-222,f
id-33837,4him2u,Original Production,id-14,f
id-245310,Bethlehem Music,Publisher,,f
id-85789,Levande Begravd Records,,,f
id-4266,Mellow Records,Original Production,id-105,f
id-113681,Grameophone music,Original Production,id-95884,f
id-218216,Schama Production,,,f
id-120921,madnet2000,,id-81,f
id-93537,Misprint Records,,id-5213,f
id-29828,株式会社ファースト・エイド・ネットワーク,,id-107,f
id-185868,Dogtree Records,,,f
id-213951,Alex Spencer Music,Distributor,,f
id-173030,African Echoes,,,f
id-225972,Acrobat Music Ltd,,,f
id-228493,TFC Music Group LLC,,,f
id-222540,SIMP Records,Original Production,id-116010,f
id-86490,3 on the B Records,,,f
id-144922,Fallwater Music,Publisher,,f
id-49875,Sethnefer Music,,,f
id-204419,Myelin Mason,Publisher,,f
id-196386,Kakelane Music,,,f
id-15402,My First Sonny Weissmuller Recordings,Production,id-150,f
id-156433,Harold Pierce Publishing,Publisher,,f
id-223748,Trans Continental Records,Imprint,id-222,f
id-136842,Nomad Music Group,,,f
id-170203,Stereo Enchained,,id-23035,f
id-91962,Mushroom Runner Records,Production,id-81,f
id-89075,Fantasy Memory,Reissue Production,id-222,f
id-128879,HArt Records,,id-7717,t
id-168514,Mister Tipsy,,,f
id-181596,Weather Factory,Distributor,id-221,f
id-98718,Power House Records,,id-222,f
id-59804,Tutti Intersong Éditions musicales,Publisher,id-73,f
id-177643,Vesterinen Yhtiöineen Oy,Publisher,,f
id-205730,Lazy Bones Recordings Inc,,,f
id-195629,Programmes KK  Co,,id-72,f
id-84945,Innercore Japan,Original Production,id-107,f
id-90422,Serotonin Productions,,id-88313,f
id-82650,Beyond Records,,id-295,f
id-216255,StrumaIodine,,id-653,f
id-2159,2062,Original Production,id-222,f
id-119194,LosTraxx Records,,,f
id-91143,Mutiny 2000 Record,,,f
id-76947,Ghetto Funk,Original Production,id-221,f
id-225608,Irma Records,,id-100,f
id-202365,STREET LOYALTY,,,f
id-90550,Nasty Habits Productions,Publisher,id-221,f
id-141740,CBSSony Songs,Publisher,,f
id-207270,Direct Holdings Holland BV,,,f
id-54658,Off the Shelf,Original Production,,f
id-5059,Tyrannosaurus,,id-221,f
id-127484,BBC Audiobooks Ltd,,,f
id-185000,Loaf Records,,,f
id-223916,Devel 16 Coterie ENT,Production,id-222,f
id-239970,Ramon Valdovinos,Distributor,,f
id-185008,Double Dose,,,f
id-246056,Quatermass Music Ltd,Publisher,,f
id-150052,Universal Music SA Greece,Holding,id-84,f
id-9193,Teeto Records,,id-170,f
id-230440,Sugar Factory Records,,,f
id-202039,Amidah,Original Production,id-221,f
id-191929,Kobalt Label Services America Inc,Holding,id-222,f
id-5614,Karaoke Kalk,Original Production,id-81,f
id-105010,DTCM Ave,Publisher,,f
id-39227,Fresco Records Spain,,id-194,f
id-154352,Shedio Records,Production,,f
id-30132,Bandleader,,id-221,f
id-104384,DBlock Records,,,f
id-17354,8ball Music,Original Production,id-150,f
id-181391,Night  Day,,id-221,f
id-243850,ตราหนูขาว,,,f
id-113166,OMG LLC,Imprint,id-82034,f
id-229602,Blueprint Australia,,,f
id-34233,Planet BEN Records,,,f
id-124335,YasQueenProductions,,,f
id-104358,Perso Records,,,f
id-135915,Megaлайнер Рекордз,,,f
id-20232,G  E Music,Original Production,id-222,f
id-142072,Jungle Voodoo Recordings,,id-7703,f
id-189815,Lost on Vacation Music,Publisher,id-222,f
id-17774,Roton,Production,id-175,f
id-237650,ZR Network,,,f
id-31080,All Other,Production,id-73,f
id-178337,GM Recordings,Original Production,id-221,f
id-249769,ReallyRichEmpire,,,f
id-27373,EPI,,id-222,f
id-198289,Hidle Music,Publisher,,f
id-213366,Silver Kamel Audio,,,f
id-108945,Lick the Star Music,Publisher,id-222,f
id-80658,Adn Nocif,,,f
id-14475,Bee Jazz,Original Production,id-73,f
id-67023,Super Uphon Sound,,,f
id-156441,Scorpios,,id-228,t
id-108495,Chaos Social,Original Production,,f
id-156930,Cronemeyer Edition,Publisher,id-23698,f
id-137071,Psycho V Records,,,f
id-113414,BFJ Clothing CO,,,f
id-123154,Estate of Richard Sohl Music,Publisher,,f
id-42249,Flyin Eye,,id-222,f
id-186431,Impulse,,,f
id-169399,SP Records,Publisher,id-156,f
id-178684,Undercontrol,,id-105,f
id-198862,Worlds Within Worlds,,id-5126,f
id-192636,Adam  Liza Music,,,f
id-247365,Facemelt Records,Publisher,,f
id-38417,Krijs Records,,id-150,f
id-126472,Songs of Universal,Publisher,id-222,f
id-233203,Makondo Entretenimiento,,id-1008,f
id-181425,Karma Chief Records,Imprint,id-9549,f
id-239969,Ossian USA,,,f
id-164890,KAIWARECORD,,id-107,f
id-5603,Kayax,Original Production,id-170,f
id-96926,Culvert Music,,id-38,f
id-225018,Holloway Tapes,,,f
id-149573,Emme Record Label,,id-105,f
id-2434,The Releasing Eskimo,Original Production,id-202,f
id-61530,Secretsundaze,,id-1178,f
id-181277,Delerecords,Original Production,id-103,f
id-74808,Full Circle Entertainment,,,f
id-243629,QFLM,Publisher,id-97166,f
id-227939,deja vu productions,,id-66419,f
id-106731,Sam Wha,,,f
id-51309,Music Shop,Original Production,id-73,f
id-4393,WordSound,Original Production,id-222,f
id-234254,Endemol France,,id-73,f
id-245665,Simsara,,,f
id-53935,Chateaurouge,,,f
id-2770,Basement Boys Records,Original Production,id-222,f
id-242484,Famous,,,f
id-197145,Lost in Ohio,,id-7953,f
id-24700,Cybertech,Original Production,id-81,f
id-68320,Potomac Records,Production,id-222,f
id-245064,Ferbaby Music,,,f
id-30071,Country Jubilee,Original Production,id-222,f
id-29808,Bold Soul Records,Original Production,id-222,f
id-207814,subskillz records,,id-113,f
id-90961,PPTStembogen,Original Production,id-73,f
id-165116,CoolNote,,,f
id-28358,Last Affair Records,Original Production,id-222,f
id-209151,Playahs Paradise Entertainment LLC,,,f
id-227719,Kitty Records,,,f
id-55849,Purple Trap,Original Production,id-107,f
id-242714,Power Entertainment Inc,,,f
id-31419,KTM,Original Production,id-81,f
id-248420,Universum Film GmbH,Distributor,id-81,t
id-35790,New Spirit,Original Production,id-72,f
id-71414,Red Snow Records,,id-221,f
id-219144,Landmark That,,,f
id-216651,UDC Recordings,Original Production,id-221,f
id-3557,267 lattajjaa,Production,id-72,f
id-204717,Leaf Songs Ltd,Publisher,id-221,t
id-43430,Tamarradio,Original Production,id-105,t
id-78385,New Media,,,f
id-89703,Syndicate Songs II,,,f
id-18985,Forged in Fire,Reissue Production,id-222,f
id-123637,All We Know Records,,,f
id-7254,Raucous Records,Original Production,id-221,f
id-210554,Tapes She Said,Original Production,id-5243,f
id-145500,Iron Maiden Ltd,Holding,id-221,f
id-200546,800 Wild,,,f
id-82516,SAMURAI ROCK,,id-107,f
id-211055,Alexis Korner Music,Publisher,,f
id-142533,MP3 Music Collection,,,f
id-247629,CD Kelly Productions,Production,,f
id-23604,AWB Productions,Original Production,id-222,f
id-137531,Disques JMS,Original Production,id-73,t
id-118552,Guest Records,,id-7744,f
id-88213,Därängdängdäng Records,,,f
id-155178,HNW Netlabel,Production,id-221,f
id-23864,Riot Squad,,id-222,f
id-201810,HAVELU Records,Publisher,,f
id-227093,Beat Dealer Records,,,f
id-171501,Hag Records,,,f
id-159116,Mankind Records,,,f
id-68792,Sugar Rush,,id-13,f
id-42870,Digital Cellars,Original Production,id-222,f
id-19334,Ganaarecordings,Original Production,id-222,f
id-59994,Lighten Up,,,f
id-233219,Bandore Entertainment,,,f
id-145892,The Airborne Toxic Eventpublishing,Publisher,,f
id-174809,Plopscotch Records,,,f
id-158224,Everything to Everyone Records,,,f
id-66890,TJM Records,Original Production,id-221,f
id-243059,Ghostown Thang Music,Publisher,,f
id-153984,NAHAL Recordings,Original Production,id-73,f
id-170679,Four Sixty,,,f
id-115131,Basspistol,Publisher,id-202,f
id-251932,Tiraquon Recordings,,,f
id-74127,Somethin Lite,Original Production,id-222,f
id-131302,Home Skillet Records,,,f
id-191251,Loaded Lick Recordings,,,f
id-191702,Cype Records,Original Production,id-69933,f
id-194779,Count Zero Records,Holding,id-1872,f
id-216863,Briss Dont Miss,,,f
id-176715,Freeformaniacs,,,f
id-174752,Nomy Production,,,f
id-92507,Amethyst,,,f
id-43386,Gaylo Records,,,f
id-20529,BitPhitz,,,f
id-187091,Mad King Production,,,f
id-251645,KLT Ekoizpenak,,,f
id-134978,Dream Entertainment Group SRL,Publisher,id-10,f
id-87991,In the City,Production,id-1178,f
id-185812,STAREX,,,f
id-111814,Salli Isaak Music Publishing,Publisher,id-222,f
id-218957,Soul From The Vaults,Production,,f
id-139852,National Society For The Decriminalization Of Microtones,,,f
id-199466,Ultra Heavy Records,Distributor,,f
id-26954,Tapestry Records,Bootleg Production,id-122,f
id-207809,櫻坂46,Imprint,id-107,f
id-181954,Ruff N Tuff Recordings,,,f
id-190100,Mangini Muzica,,,f
id-224036,WEBKOO,Imprint,id-107,f
id-134791,Rue Snider,,,f
id-186413,Sasquatch Cock,Original Production,id-153,f
id-162771,Mark D Music,Publisher,,f
id-232957,GuideTone Recordings,,,f
id-199517,Apparel Tronic,Imprint,id-7278,f
id-64209,Rampade Org,,,f
id-18358,The Red Flag Recording Co,Original Production,id-221,f
id-160519,Method Records,,id-221,f
id-103350,Self Serve Records,,,f
id-112126,Sound News Productions,,,f
id-122800,Emerald Eye Recordings,Distributor,id-221,f
id-239343,Hot Tub Records,Distributor,id-29447,f
id-161333,Wizz Records,,,f
id-148910,Gamma Island,Publisher,,f
id-76407,Warner Olive Music LLC,Publisher,id-222,f
id-211062,Spectra Management Inc,,,f
id-244096,DM SAT video production,Distributor,id-241,f
id-18190,לבנטיני,Production,id-104,f
id-23679,Tumi Music,,id-15556,f
id-123737,Together Recordings,,id-221,t
id-161151,Open Circuit,Original Production,id-150,f
id-69835,Flava of the Month,Original Production,,f
id-72654,Antena Portuguesa,,,f
id-197675,Retro Music Box,,,f
id-154402,Sonic Camera,Imprint,,f
id-32658,Jellyfish Factory Records,,id-73,f
id-132480,All The Time Records,,,f
id-67792,FMan Media,,,f
id-111770,Golden Triangle Records,,id-7020,f
id-115876,Deeman Music,,,f
id-212345,Musica Divina,Production,id-9279,f
id-19028,Zee Music Company,,id-99,f
id-59167,Blondell Productions,,id-81,f
id-246361,Flower Records,,,f
id-127381,Knekelhuis,,id-150,f
id-58343,Extreme Electronics,,,f
id-189534,Ni Entertainment,Imprint,id-229,f
id-158234,Music In The Deep Cosmos,,,f
id-96998,Endeavour Classics,,,f
id-40029,Royal Flyness Records,,id-222,f
id-2371,Jarrah Records,Original Production,id-13,f
id-155725,Sounds of Havana,,,f
id-211857,LHUA Music,,id-7731,f
id-45031,Throwdown Records,,,f
id-74132,LXR Records,,,f
id-246037,Columbia Records Pressing Plant Bridgeport,,id-12766,t
id-182385,Kai Matthiesen Music,,,f
id-83664,PRMD,Original Production,id-202,f
id-163318,Bavaria Media GmbH,Publisher,id-76043,f
id-103834,Tænia Solium,Original Production,id-68486,f
id-187712,The Teskey Brothers pty ltd,Holding,,f
id-5484,Very Friendly,Production,id-221,f
id-186625,Greasy Vinyl,,,f
id-42462,Insiduous Urban Records,Original Production,id-222,f
id-17964,BugInMyEarMusic Productions,,,f
id-69222,Washashore Records,,,f
id-245600,NEBLINA,Original Production,id-171,f
id-177130,No Love Entertainment,Imprint,,f
id-37959,Creepsville Entertainment,Original Production,id-222,f
id-217219,Life is Pain,,,f
id-50967,Manohar Records,Original Production,id-38,f
id-118974,Elektra Records,Holding,id-222,f
id-245973,Adub Records,,,f
id-70659,Afterlife,,,f
id-233471,Actionpop Records,Original Production,id-1178,f
id-65492,Outernational,,,f
id-103298,German Democratic Recordings,,,f
id-235847,Upward Spiral Music,Publisher,,f
id-106063,Dance Flavour,,,f
id-251780,Heron Pond Productions,,,f
id-111977,Pagan Music Ltd,,id-221,f
id-125443,Management Three Music,Publisher,id-222,f
id-125441,Get Dancing Records,Distributor,,f
id-14666,Dominant Fiction,Original Production,id-222,f
id-86562,Vistasboy Music bmi,,,f
id-229345,VOX MUSIC,Imprint,id-107,f
id-112845,Toxic Shock Records,Production,id-378,f
id-237594,Tchaikovsky  Bad Wolf Entertainment LLC,Publisher,,f
id-83058,Liquid Records,Production,,f
id-103349,Diplomat Records,,id-292,f
id-95939,South American House,Production,,f
id-71834,Luxel,,,f
id-176740,Pelex,,,f
id-1956,Basic Channel,Original Production,id-81,t
id-52618,Dynamic Reflection,,id-150,f
id-109460,Saints and Sinners,,,f
id-248245,MAW Words Publishing,Publisher,id-222,f
id-192977,artbyFORM,Distributor,id-222,f
id-166446,Ace Chillers Hey,,,f
id-175995,Juke Trax Online,Original Production,,f
id-183372,WAVERIDGE,,id-411,f
id-137229,Hinky Music,Publisher,id-5239,f
id-178473,Magdalena Melodies,Publisher,id-150,f
id-163435,Angelina Recordz,,id-107,f
id-91817,Oscillation Music,,id-81,f
id-52500,Sons Galiza,Publisher,id-194,f
id-89366,Mad Magazine,Publisher,,f
