medium,release,position,format,track_count
id-561714,id-561714,1,1,32
id-1014224,id-1014224,1,1,8
id-1254351,id-1226348,1,1,13
id-1540035,id-1474988,1,1,10
id-128539,id-128539,1,,12
id-817421,id-817421,1,1,16
rec-807492-dup-0,id-807492,1,1,14
id-995030,id-995030,1,,18
id-1218419,id-1194376,1,1,6
id-61148,id-61148,1,1,12
id-323364,id-323364,1,1,15
id-783279,id-783279,1,12,25
id-800760,id-800758,2,1,18
id-2556850,id-2360976,1,1,8
id-933952,id-933952,1,1,15
id-621050,id-621050,1,12,99
id-150011,id-150011,1,33,16
id-801360,id-801360,1,1,16
id-934283,id-934282,2,1,18
id-1209218,id-1186495,1,12,132
rec-1037148-dup-0,rec-1037148-dup-0,1,,10
id-953389,id-953389,1,1,9
rec-916420-dup-0,id-916420,1,,13
id-3330762,id-3059976,1,1,10
id-2868142,id-2641346,1,,10
id-2621201,id-2419132,1,1,11
rec-446713-dup-0,id-446713,1,1,11
id-536486,id-536473,18,1,15
id-827925,id-827925,1,12,7
id-688784,id-688784,1,31,8
id-2555523,id-2359735,1,1,6
id-1487948,id-1429841,1,1,14
id-2113999,id-1974543,5,1,22
id-704672,id-704477,4,1,22
rec-807509-dup-0,id-807509,1,1,11
id-1156355,id-1140846,1,1,16
rec-143392-dup-0,id-143392,1,1,6
id-3766167,id-3456375,1,1,12
id-576187,id-576187,1,1,4
id-217351,id-217351,1,,14
id-482449,id-482449,1,1,12
id-916420,id-916420,1,,13
rec-2455605-dup-0,id-2272477,20,1,43
id-1085042,id-1079331,1,12,10
id-1100779,id-1092471,1,12,11
rec-30128-dup-0,id-30128,1,,10
id-262355,id-262355,1,1,11
id-683741,id-683741,1,1,96
id-54934,id-54934,1,1,29
id-2428245,id-2248625,1,12,8
id-688890,id-688890,1,1,12
id-1014368,id-1014368,1,1,14
id-1249605,id-1222169,1,1,23
rec-445735-dup-0,id-445735,1,1,10
id-1697615,id-1613594,1,1,5
id-688564,id-688564,1,1,11
id-1065973,id-1062557,1,1,7
rec-1328772-dup-0,rec-1290614-dup-0,1,12,19
rec-612035-dup-0,id-612035,1,12,28
id-113652,id-113652,1,1,10
id-2695102,id-2487417,1,1,18
id-1693761,id-1610388,2,12,18
id-1044559,id-579041,3,1,18
id-3904405,id-3583622,1,12,15
id-1328562,id-1290419,1,1,15
id-1692621,id-1609407,1,12,7
id-1174902,id-1156861,1,1,4
id-287095,id-287092,2,1,9
id-823470,id-823470,1,1,23
id-124361,id-124361,1,1,8
rec-379079-dup-0,id-379079,1,12,40
id-620893,id-620893,1,12,45
id-664802,id-664802,1,1,13
id-695573,id-695573,1,12,84
id-706,id-706,1,,16
id-856585,id-856585,1,42,12
id-27164,id-27164,1,1,13
id-2692528,id-2485228,1,8,4
id-763313,id-763313,1,1,11
rec-1356807-dup-0,id-1315088,1,34,325
id-894817,id-894817,1,1,15
id-870800,id-870800,1,1,18
id-937097,id-989633,2,1,6
id-1008881,id-1008881,1,,18
rec-2517490-dup-0,id-2326314,1,12,13
id-890792,id-890792,1,1,63
id-350863,id-350863,1,,13
id-41893,id-41893,1,1,12
id-14296,id-14296,1,,14
id-1316833,id-1280200,1,1,24
id-873599,id-873599,1,,15
id-68375,id-68375,1,1,10
rec-1294573-dup-0,id-1260812,1,12,12
id-441686,id-441686,1,1,15
id-610932,id-610932,1,12,161
id-229426,id-229426,1,1,8
id-317078,id-317078,1,1,8
id-928050,id-928050,1,,30
id-705670,id-705670,1,1,4
id-2111170,id-1972086,1,1,26
id-1155036,id-1139732,1,1,36
id-604867,id-604867,1,1,6
rec-2562433-dup-0,id-2366072,1,12,11
id-1092477,id-1085625,1,12,10
id-579374,id-579374,1,1,12
id-1346725,id-1306307,1,8,9
id-982092,id-585831,1,1,13
id-908931,id-908931,1,1,16
id-11395,id-11395,1,,12
id-132953,id-132953,1,,24
id-967129,id-967129,1,1,15
id-180403,id-180403,1,,14
rec-372922-dup-0,id-372922,1,1,14
id-1702747,id-1618046,1,12,16
id-92197,id-92197,1,1,6
id-1167084,id-1150225,2,1,8
id-869894,id-869894,1,,9
id-2255759,id-2096268,1,31,14
id-734808,id-734808,1,1,5
id-780351,id-780351,1,1,11
id-7486,id-7486,1,1,14
rec-885420-dup-0,rec-885420-dup-0,1,1,13
id-702885,id-702885,1,1,22
rec-413247-dup-0,id-413247,1,1,19
id-3084519,id-2837485,1,8,6
rec-534700-dup-0,rec-534700-dup-0,1,1,15
id-979037,id-979037,1,,26
id-226074,id-226074,1,,11
id-555443,id-555443,1,1,24
id-1094090,id-1086885,1,1,15
id-312601,id-312601,1,1,12
id-1233052,id-1207264,1,31,9
id-928122,id-928122,1,1,18
rec-441292-dup-0,id-441292,1,31,4
id-958112,id-958112,1,1,67
id-897430,id-897430,1,,28
id-529505,id-529499,2,1,14
id-935811,id-935811,1,,13
id-268421,id-268421,1,,16
id-626489,id-626489,1,1,8
rec-509457-dup-0,rec-509457-dup-0,1,1,12
id-1696491,id-1612718,1,12,18
id-670493,id-670493,1,1,2
id-679328,id-679328,1,1,85
id-838602,id-838602,1,1,14
id-3650994,id-3350054,1,31,12
rec-2241987-dup-0,id-2084560,1,1,6
id-1218330,id-1194292,1,31,10
id-78530,id-78530,1,,16
id-288848,id-288848,1,12,11
id-102120,id-102120,1,31,3
id-334638,id-334638,1,1,20
id-108368,id-108368,1,1,13
id-491340,id-491340,1,7,12
id-148449,id-148449,1,,12
rec-1119596-dup-0,id-1108471,1,,22
id-344533,id-344533,1,1,12
id-410581,id-410581,1,,12
id-747615,id-747615,1,12,17
id-845650,id-845650,1,,17
id-809803,id-809803,1,12,143
rec-325727-dup-0,id-325727,1,1,36
rec-3254741-dup-0,id-2990456,4,1,25
rec-919862-dup-0,id-919862,1,1,19
rec-3089314-dup-0,id-2841955,1,12,2
id-1019412,id-1019412,1,,16
id-895566,id-895566,1,,13
rec-947458-dup-0,id-947458,1,,10
id-529348,id-529348,1,1,10
id-265344,id-265344,1,1,21
id-1699902,id-1615545,11,1,5
id-424614,id-424614,1,1,12
id-787278,id-787278,1,1,20
id-3435702,id-3154545,1,1,12
id-293231,id-293230,2,,20
id-1132929,id-1120204,1,,14
id-1360466,id-1318303,1,12,16
id-1137518,id-1124250,1,1,17
id-346916,id-346916,1,1,26
id-73694,id-73694,1,1,13
id-2106481,id-1968034,1,12,10
id-938807,id-938807,1,1,10
id-407157,id-407157,1,1,13
id-136077,id-136077,1,1,12
id-1102825,id-1094169,1,1,10
rec-964868-dup-0,id-964868,1,,6
id-1348020,id-1307415,2,1,19
id-747502,id-747502,1,1,12
id-1698333,id-1614192,1,,12
id-126329,id-126329,1,,14
id-907599,id-907599,1,1,27
id-2105289,id-1966997,1,1,13
id-145733,id-145733,1,,11
id-180437,id-180437,1,,10
rec-1346725-dup-0,id-1306307,1,8,9
id-1019525,id-1019525,1,1,28
rec-1700674-dup-0,rec-1616201-dup-0,1,12,18
id-1167518,id-1150605,1,12,22
id-1310980,id-1275045,1,12,3
rec-239496-dup-0,id-239496,1,1,12
id-270430,id-270430,1,1,8
id-2105775,id-1967420,1,1,9
id-1029419,id-1029419,1,1,18
id-118473,id-118473,1,,2
rec-713618-dup-0,rec-713618-dup-0,1,1,17
id-2946393,id-2712700,1,1,18
id-336272,id-336272,1,1,12
id-1175539,id-1157250,163,1,23
id-523385,id-523385,1,1,10
rec-608408-dup-0,id-608408,1,12,64
rec-1301580-dup-0,id-289374,2,1,15
id-154122,id-154122,1,1,14
id-580735,id-580735,1,,11
id-127438,id-127438,1,1,13
id-1165348,id-1148703,1,1,10
id-970240,id-970240,1,,8
id-33147,id-33147,1,1,16
id-1297921,id-1263764,1,1,31
rec-1344735-dup-0,id-1304584,1,1,11
id-1165343,id-1148698,1,8,10
id-1080881,id-1075609,1,1,15
id-601159,id-601159,1,7,12
id-304372,id-304372,1,1,11
id-210965,id-210965,1,1,9
id-1336682,id-1297475,1,34,2
id-338308,id-338308,1,1,14
id-1197783,id-1176375,1,1,5
id-694563,id-694563,1,12,76
id-168623,id-168623,1,1,25
rec-871186-dup-0,id-871186,1,,144
id-2113851,id-1974419,1,12,17
id-164930,id-164930,1,1,16
id-505979,id-505979,1,1,10
id-54457,id-54457,1,1,11
id-2240293,id-2083075,1,1,11
id-333687,id-333687,1,,10
id-408538,id-408539,2,1,10
rec-786896-dup-0,rec-786896-dup-1,1,1,14
rec-786896-dup-1,rec-786896-dup-0,1,1,14
id-301182,id-301182,1,,10
id-568539,id-568539,1,1,14
id-507900,id-507900,1,1,11
id-609946,id-609946,1,12,243
id-1252918,id-1225043,1,31,10
id-1125663,id-1113764,1,1,13
id-505722,id-505722,1,7,12
id-1286666,id-1253918,1,12,24
rec-3256463-dup-0,id-2991995,3,1,99
id-615103,id-615103,1,1,10
id-621043,id-621043,1,12,90
id-3088926,id-2841586,1,1,15
rec-518174-dup-0,id-518174,1,1,14
rec-2096935-dup-0,id-1959565,2,1,16
id-1064768,id-1061501,1,12,28
id-526120,id-526120,1,1,14
id-1384944,id-1339694,1,12,11
id-743953,id-743953,1,12,32
id-1112803,id-1102578,1,,12
id-561136,id-561136,1,1,10
id-939907,id-939907,1,,14
id-621263,id-621263,1,1,10
id-946073,id-946073,1,1,99
id-235115,id-235115,1,1,5
id-666453,id-666453,1,1,7
id-859461,id-859461,1,,13
rec-161587-dup-0,id-161587,1,1,14
id-1035425,id-1035425,1,,26
id-742900,id-742900,1,1,12
id-1369357,id-1326088,1,8,18
id-366019,id-366019,1,1,9
rec-663321-dup-0,id-663321,1,1,6
id-1134982,id-1122004,2,1,11
id-252086,id-252086,1,1,12
id-322992,id-322992,1,1,21
id-929399,id-929399,1,8,27
id-1185635,id-1166094,1,,16
id-1329377,id-1291138,1,1,11
id-526475,id-526475,1,1,16
id-263691,id-263691,1,1,16
id-3651906,id-3350897,1,2,10
id-979042,id-979042,1,,14
id-533578,id-533578,1,1,11
id-871186,id-871186,1,,144
id-379638,id-379638,1,1,4
rec-1040578-dup-0,id-904443,3,1,16
rec-14994-dup-0,rec-14994-dup-0,1,1,13
id-985287,id-985287,1,,6
id-1120927,id-1109661,1,1,2
id-1120921,id-1109655,1,31,10
id-1040578,id-904443,3,1,16
rec-939568-dup-0,id-939568,1,,17
rec-1076180-dup-0,id-1071481,2,1,8
rec-701126-dup-0,rec-701121-dup-1,2,1,11
id-1009171,id-1009171,1,,10
id-1233720,id-1207878,1,,15
id-673316,id-673316,1,12,105
id-456640,id-456640,1,1,13
id-202797,id-202797,1,33,3
id-689573,id-689573,1,,11
id-1171084,id-1153622,2,1,5
id-362440,id-362440,1,1,15
id-2617120,id-2415478,1,1,10
id-1275857,id-1244649,1,1,11
id-456486,id-456486,1,1,13
id-3355968,id-3083006,1,12,10
id-289675,id-289675,1,1,20
id-476780,id-476780,1,1,17
id-87694,id-87694,1,,11
id-450392,id-449753,2,1,20
id-870918,id-870918,1,,14
id-359215,id-359215,1,12,4
id-396224,id-396224,1,1,12
id-1339134,id-1299633,1,1,27
id-1138671,id-1125297,1,,20
id-913450,id-913450,1,1,12
id-181123,id-181123,1,,15
rec-712142-dup-0,rec-712142-dup-0,1,,24
id-654215,id-654215,1,1,11
id-87051,id-87051,1,,14
rec-1034962-dup-0,rec-1034962-dup-0,1,,10
id-1138073,id-1124771,2,1,12
id-996437,id-996437,1,1,17
id-485594,id-485594,1,1,5
id-2336293,id-2166663,1,1,7
id-1188611,id-1168695,1,1,12
id-412853,id-412853,1,1,13
rec-1428601-dup-0,id-1378148,1,1,20
id-349630,id-349630,1,1,15
id-111867,id-111867,1,1,21
id-1486339,id-1428402,2,33,12
id-695783,id-695783,1,12,134
rec-883819-dup-0,id-883819,1,1,24
id-228699,id-228699,1,,27
id-1611047,id-1538772,1,12,4
id-2255822,id-2096330,1,12,11
id-652296,id-652296,1,1,11
id-519868,id-519868,1,1,14
id-1005383,id-1005383,1,,18
id-1024547,id-1024547,1,1,17
id-785558,id-785558,1,1,1008
rec-1182148-dup-0,id-1163052,1,12,9
id-3660172,id-3358583,1,30,8
rec-3355688-dup-0,id-3082742,1,12,11
id-1088883,id-1082549,1,1,15
id-1332404,id-1293732,5,1,7
id-530146,id-530146,1,1,10
id-307060,id-307060,1,7,12
id-1014424,id-1014424,1,,12
id-955347,id-955347,1,,10
id-178364,id-178364,1,1,13
id-556538,id-556538,1,29,8
id-915024,id-915024,1,,14
id-771128,id-771128,1,1,14
id-827039,id-826974,9,1,13
id-2106101,id-1967713,3,43,86
id-385937,id-385937,1,1,13
id-71456,id-71456,1,,21
id-550871,id-550871,1,,27
id-193047,id-193042,3,1,15
id-70454,id-70454,1,1,11
rec-1102825-dup-0,id-1094169,1,1,10
rec-1266303-dup-0,id-1236819,1,1,13
id-734669,id-734669,1,1,9
id-1268793,id-1238869,1,1,12
id-241149,id-241149,1,,6
id-926423,id-926423,1,,12
id-1368008,id-1324972,1,31,9
id-401013,id-401013,1,1,9
id-974824,id-974824,1,,12
id-2256432,id-2096846,1,1,16
id-843490,id-843490,1,,77
id-37464,id-37464,1,1,42
id-1098252,id-1090478,1,12,210
id-975806,id-975806,1,,5
id-463982,id-531712,2,1,16
id-1489724,id-1431418,1,1,10
id-877108,id-877108,1,,13
id-660060,id-660060,1,1,12
id-601978,id-601978,1,12,13
rec-807737-dup-0,id-807737,1,1,23
id-1193559,id-1172661,1,12,10
id-1702311,id-1617648,1,1,13
id-747762,id-747762,1,7,6
id-347307,id-347307,1,1,10
rec-937480-dup-0,rec-937480-dup-1,1,,13
id-728872,id-728872,1,1,17
id-647918,id-647918,1,1,14
id-2108140,id-1969532,1,12,19
id-215652,id-215652,1,1,12
id-288502,id-288497,2,1,11
rec-551393-dup-0,id-551393,1,12,15
id-718934,id-718935,2,1,20
id-123320,id-123320,1,1,7
id-363954,id-363954,1,1,11
id-163520,id-163520,1,1,4
rec-325097-dup-0,id-325097,1,1,13
rec-1348020-dup-0,rec-1307415-dup-0,2,1,19
id-1264477,id-1235246,1,8,11
id-687326,id-687326,1,1,16
id-491405,id-491405,1,1,12
id-380991,id-380991,1,1,9
id-413289,id-413289,1,1,11
id-707208,id-707208,1,,17
id-1119596,id-1108471,1,,22
id-1278589,id-1246803,1,31,2
id-400291,id-400291,1,1,13
id-2555028,id-2359294,1,1,13
id-445796,id-445796,1,1,14
id-1695632,id-1611988,1,,10
id-710611,id-710611,1,31,2
id-1251108,id-1220644,5,1,43
id-894018,id-894018,1,1,14
id-103422,id-103422,1,1,3
rec-183560-dup-0,id-183560,1,,12
id-2556877,id-2361002,1,1,13
id-573281,id-573281,1,12,5
id-1692046,id-1608921,1,12,13
id-931450,id-931450,1,,15
id-1287527,id-1254698,1,31,16
id-78614,id-78614,1,,7
id-906852,id-906852,1,,10
id-22208,id-22208,1,,2
id-676117,id-676117,1,1,10
id-119668,id-119668,1,,9
id-816795,id-816795,1,1,22
id-1280800,id-1248687,1,1,10
id-3260781,id-2995902,1,12,10
id-240216,id-240216,2,1,20
id-1255352,id-1227230,1,,9
id-184881,id-184881,1,1,12
id-378572,id-378572,1,1,57
id-1319341,id-1282402,1,,11
id-484071,id-484071,1,1,16
id-1128856,id-1116561,1,33,12
id-526717,id-526717,1,1,18
id-1277218,id-1245838,3,1,12
id-858891,id-858891,1,,20
id-3353815,id-3081034,1,12,10
id-853185,id-853185,1,,23
id-1032587,id-1032587,1,1,10
id-171787,id-171787,1,1,17
id-821256,id-821256,1,1,24
rec-976709-dup-0,id-976709,1,1,13
id-3900410,id-3579974,1,12,10
id-733408,id-733408,1,1,11
id-66630,id-66630,1,,18
id-3653352,id-3352217,1,12,4
id-904148,id-904148,1,1,7
id-3082921,id-2836016,1,1,10
id-690897,id-690897,1,12,30
id-182343,id-182343,1,,11
id-129690,id-129690,1,,22
id-407763,id-407763,1,12,8
id-683377,id-683377,1,12,57
id-1147787,id-1133236,1,12,9
id-465907,id-465907,1,1,17
id-2556057,id-2360226,1,1,30
id-566142,id-566142,1,1,26
id-295278,id-295278,1,1,23
rec-3650702-dup-0,id-3349792,1,8,5
rec-54934-dup-0,id-54934,1,1,29
id-120485,id-120485,1,1,12
id-1204436,id-1182281,1,1,13
id-2105447,id-1967134,2,43,104
id-1307015,id-1271678,1,31,30
id-1100576,id-1092285,1,12,17
id-1118558,id-1107548,1,12,2
id-185685,id-185685,1,1,16
id-770387,id-770387,1,1,17
id-828328,id-828328,1,1,14
id-36415,id-36415,1,1,18
id-1137187,id-1123951,1,1,25
id-267847,id-267847,1,1,21
id-427679,id-427679,1,1,18
id-777772,id-777772,1,1,20
rec-673316-dup-0,id-673316,1,12,105
rec-688866-dup-0,id-688866,1,1,3
id-682936,id-682936,1,1,59
id-1266567,id-1237039,1,8,7
id-649082,id-649082,1,8,10
id-98550,id-98550,1,1,4
