artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
id-44783,Black Tape for a Blue Girl,Black Tape for a Blue Girl,1986,,,,,,f,Group,,id-222,
id-35917,Jim Reeves,Reeves Jim,1923,8,20,1964,7,31,t,Person,Male,id-222,US country  pop singer
id-183473,Vomitous,Vomitous,2001,,,,,,f,Group,,id-202,
id-1500972,Six of Swords,Six of Swords,2013,,,,,,f,Group,,id-5076,death metal
id-66398,Son Kite,Son Kite,1996,,,,,,f,Group,,id-57,
id-504144,Tetine,Tetine,,,,,,,f,Group,,id-30,
id-24329,King Adora,King Adora,1998,,,2005,,,t,Group,,id-221,
rec-179418-dup-0,The Noght Heron Consort,Night Heron Consort Ths,,,,,,,f,,,,
rec-281719-dup-0,LeRoi Moire,Moore LeRoy,1961,9,7,2008,8,19,t,Person,Male,id-222,
id-686331,若原一郎,Wakahara Ichirou,1931,8,1,1990,7,16,t,Person,Male,id-107,
rec-842831-dup-0,Jacques Lous5ier et son orchestre,Loussier Jacques et son otchestre,,,,,,,f,,,,
id-452165,Kelly Sweet,Sweet Kelly,1988,3,29,,,,f,Person,Female,id-222,
id-136311,Roudoudou,Roudoudou,1963,,,,,,f,Person,Male,id-73,
id-609850,Arsenik,Arsenik,1989,9,24,,,,f,Person,,,Born in the 80s Product of the 90s
id-676239,Tapes,Tapes,,,,,,,f,Person,Male,id-221,Jackson Bailey
rec-831310-dup-1,GG,GG,,,,,,,f,Group,,id-81,Sven Gruhnwald  Sebsstian Göckede
id-157138,Hot Chip,Hot Chip,2000,,,,,,f,Group,,id-221,
rec-805941-dup-0,French'le,Frenchi,,,,,,,f,Person,Male,id-73,Reggae producer Fabfice Allègre
id-337880,Concentus Musicus Wien,Concentus Musicus Wien,1953,,,,,,f,Orchestra,,id-14,
id-938186,ThermalBear,ThermalBear,,,,,,,f,,,,
id-2049850,FREEATLAST,FREEATLAST,,,,,,,f,,,id-3925,Synthwave and Dubstep
rec-1040535-dup-0,Alpek Duo,Albej Duo,,,,,,,f,Group,,,
id-41158,Corvus Corax,Corvus Corax,1989,12,,,,,f,Group,,id-81,German band playing medieval music
id-99187,Jet,Jet,2001,,,,,,f,Group,,id-13,Australian garage rock band
id-44434,Sharon Lois  Bram,Sharon Lois  Bram,1978,,,,,,f,Group,,id-38,
id-117497,Johann Bley,Bley Johann,,,,,,,f,Person,Male,id-81,psychedelic trance artist
id-84353,Marcia Hines,Hines Marcia,1953,7,20,,,,f,Person,Female,id-13,
id-150137,iNTROSPEKT,iNTROSPEKT,,,,,,,f,,,,
rec-842831-dup-1,Jacquest Loussier et son orchestre,Loussier Jacques et son 0rchestre,,,,,,,f,,,,
id-120323,Stendal Blast,Stendal Blast,1989,,,,,,f,Group,,id-81,
id-1528,Grateful Dead,Grateful Dead,1965,,,1995,,,t,Group,,id-222,
rec-365078-dup-1,Escape tbe Fate,Escaoe the Fate,2004,,,,,,f,Group,,id-222,
rec-365078-dup-0,Escape the Fats,Estcape the Fate,2004,,,,,,f,Group,,id-222,
id-40154,Phil Ranelin,Ranelin Phil,1939,5,25,,,,f,Person,Male,id-222,
id-256352,Needle,Needle,,,,,,,f,Group,,,
id-1030,Nusrat Fateh Ali Khan,Fateh Ali Khan Nusrat,1948,10,13,1997,8,16,t,Person,Male,id-162,
id-188064,xDisciplex AD,xDisciplex AD,1995,,,2004,,,t,Group,,id-222,
id-130808,Philharmonia Orchestra,Philharmonia Orchestra,1945,10,,,,,f,Orchestra,,id-1178,London orchestra known as New Philharmonia Orchestra from 19641976
id-235823,Jenny Wilson,Wilson Jenny,1975,10,20,,,,f,Person,Female,id-202,Swedish singer
id-155692,The Revelairs,Revelairs The,,,,,,,f,,,,
rec-32513-dup-1,Robert Schumann,Schumanj Robert,1810,6,8,1856,7,29,t,Person,Male,id-81,German classical comp9ser
id-966919,Drunk Vision,Drunk Vision,,,,,,,f,,,,
id-77045,John Valby,Valby John,1945,,,,,,f,Person,Male,id-222,
id-608321,Posession,Posession,1997,,,,,,f,Group,,id-111634,
id-81933,Sister Nancy,Sister Nancy,1962,1,2,,,,f,Person,Female,id-106,
id-304175,UGK,UGK,1987,,,2007,12,4,t,Group,,id-222,
id-308861,Dominic Glynn,Glynn Dominic,1960,9,27,,,,f,Person,Male,id-221,
id-560570,Alexandra Kelly,Kelly Alexandra,2006,7,1,2008,,,t,,,,
id-833521,ぼたん,Botan,,,,,,,f,Character,,,Anime Yu Yu Hakusho character
id-833522,雪菜,Yukina,,,,,,,f,Character,,,Anime Yu Yu Hakusho character
id-833523,コエンマ,Koenma,,,,,,,f,Character,Male,id-107,Anime Yu Yu Hakusho character
id-141474,Persiana Jones,Persiana Jones,1988,2,,,,,f,Group,,id-105,
id-164913,Bob Evans,Evans Bob,1976,10,1,,,,f,Person,Male,id-13,Australian singersongwriter AKA Kevin Mitchell
id-486172,Relevant Few,Relevant Few,2000,,,,,,f,Group,,,
rec-81239-dup-1,Ivan L'lns,Linj Ivan,1945,6,16,,,,f,Person,Male,id-30,
id-718330,Jesse Rhodes,Rhodes Jesse,,,,,,,f,Person,Male,id-7503,Songwriter Production Composer
id-69442,Piero Piccioni,Piccioni Piero,1921,12,6,2004,7,23,t,Person,Male,id-105,
rec-3751-dup-0,Johm Fred  His Playboy Band,Fred John  Hiz Playboy Band,1956,5,8,1969,4,14,t,Group,,id-222,
id-299749,Marianne  Michael,Marianne  Michael,1973,,,,,,f,Group,,id-81,
id-239239,Richard M Sherman,Sherman Richard M,1928,6,12,,,,f,Person,Male,id-222,
rec-750834-dup-0,A Warcla,Wards A,,,,,,,f,Person,,,Productiom music composer
id-60953,Franz Krommer,Krommer Franz,1759,11,27,1831,1,8,t,Person,Male,id-56,composer
id-513040,Ellen Dijkhuizen,Dijkhuizen Ellen,,,,,,,f,Person,Female,id-150,
id-152519,Shandon,Shandon,1994,,,2006,2,13,t,Group,,id-105,Italian punk rock band
id-275537,BeeBee,BeeBee,1997,,,,,,f,Group,,id-72,90s Finnish allfemale pop rock band
rec-50617-dup-0,Conzonant,Consonant,2001,,,,,,f,Group,,id-222,indie rok
rec-718358-dup-0,Kai Reuder,Reuter Kay,,,,,,,f,Person,,,Production nusic composer
id-1663,Joe Walsh,Walsh Joe,1947,11,20,,,,f,Person,Male,id-222,EaglesJames Gang
id-5170,Admiral D,Admiral D,,,,,,,f,,,,
rec-44109-dup-0,Columbia Symphony Orchestra,Columbya Symphony Orchestra,,,,,,,f,Orchestra,,id-222,
id-331264,Hollywood Studio Symphony,Hollywood Studio Symphony,,,,,,,f,Orchestra,,id-222,
id-5174,Hatebreed,Hatebreed,1995,,,,,,f,Group,,id-222,
id-383729,Justeeri,Justeeri,1916,4,5,1983,4,8,t,Person,Male,id-72,
id-9152,Duane Eddy,Eddy Duane,1938,4,26,,,,f,Person,Male,id-222,
id-933437,Kevin J Colver,Colver Kevin J,,,,,,,f,Person,Male,,
id-2914,Autechre,Autechre,1991,,,,,,f,Group,,id-432,electronic music duo
rec-567769-dup-0,H Kanin0,Kanijo H,1980,10,8,,,,f,Person,Male,id-194,
id-373350,Nash Ensemble,Nash Ensemble,1964,,,,,,f,Group,,id-221,
id-271306,Samson François,François Samson,1924,5,18,1970,10,22,t,Person,Male,id-73,pianist
id-789072,James Joseph Kalamasz,Kalamasz James Joseph,,,,,,,f,Person,Male,id-222,
id-392074,LAST ALLIANCE,LAST ALLIANCE,2002,,,,,,f,Group,,id-107,
id-9655,Joe Jackson,Jackson Joe,1954,8,11,,,,f,Person,Male,id-432,English musician
id-841313,Jo Jamato,Jamato Jo,,,,,,,f,Person,,,
id-475797,Dougie D,D Dougie,,,,,,,f,Person,,id-222,
id-2025529,Théotime Langlois de Swarte,Langlois de Swarte Théotime,,,,,,,f,Person,Male,id-73,
rec-12640-dup-0,The Notori0us BIG,Notorioys BIG The,1972,5,21,1997,3,9,t,Person,Male,id-222,
rec-12640-dup-1,The Notorious BIG,Notorios BIG The,1972,5,21,1997,3,9,t,Person,Male,id-222,
rec-8718-dup-0,Mariw Muldaur,Muldaur Matia,1943,9,12,,,,f,Person,Female,id-222,
id-481,Aerosmith,Aerosmith,1970,,,,,,f,Group,,id-222,
id-9871,AZ,AZ,1972,3,9,,,,f,Person,Male,id-43994,US rapper
id-399689,Aphrodesia,Aphrodesia,,,,,,,f,Group,,,
rec-41118-dup-1,The Corriej,Corrie5 The,1962,,,1990,,,t,Group,,id-434,
id-191481,Patrick Sébastien,Sébastien Patrick,1953,11,14,,,,f,Person,Male,id-73,
id-24074,Jody Watley,Watley Jody,1959,1,30,,,,f,Person,Female,id-222,
id-596787,OxygenStar,OxygenStar,,,,,,,f,Person,Male,id-222,
id-658556,Gerold Huber,Huber Gerold,1969,,,,,,f,Person,Male,id-81,pianist
id-24070,Salif Keita,Keita Salif,1949,8,25,,,,f,Person,Male,id-131,
id-824968,Epsylon,Epsylon,2006,,,,,,f,Group,,id-73,French group
id-139354,Goldie Lookin Chain,Goldie Lookin Chain,2000,,,,,,f,Group,,id-221,Welsh comedic rap group
id-227829,ErciE,ErciE,1973,,,,,,f,Person,Male,id-81,Erci Ergün
id-362264,The Year Of,Year Of The,,,,,,,f,Group,,,
id-205962,Clam Chowder,Clam Chowder,1977,,,2013,11,30,t,Group,,id-222,
id-1,Various Artists,Various Artists,,,,,,,f,Other,,,add compilations to this artist
rec-50390-dup-0,Sally Baahker,Barker Salli,1959,9,19,,,,f,Person,Female,rec-221-dup-0,
id-8658,Vanessa Daou,Daou Vanessa,1967,10,4,,,,f,Person,Female,id-222,
id-440891,Klaus Harmony,Harmony Klaus,1941,1,21,1984,1,21,t,Person,Male,id-81,fictional musician created by Matthew Strachan
id-92623,Liane Foly,Foly Liane,1962,12,16,,,,f,Person,Female,id-73,
id-379,Glen Campbell,Campbell Glen,1936,4,22,2017,8,8,t,Person,Male,id-222,US country singer guitarist  actor
rec-50390-dup-1,Saliy Barker,Baahker Sally,1959,9,19,,,,f,Person,Female,rec-221-dup-0,
id-1085275,Chris Weeks,Weeks Chris,,,,,,,f,Person,Male,id-221,
id-433373,CygnosiC,CygnosiC,2006,,,,,,f,Person,Male,id-84,
id-40269,Norah Jones,Jones Norah,1979,3,30,,,,f,Person,Female,id-222,
rec-553560-dup-0,Pacamama Crew,Pakhamama Crew,,,,,,,f,Group,,id-194,
id-550430,Katherines Favorites,Katherines Favorites,1992,,,,,,f,Group,,,
id-557427,Savage,Savage,,,,,,,f,Person,,id-73,French house music producer Géraud Lafarge
id-154323,324,324,1999,,,,,,f,Group,,id-107,Japanese grindcore band
id-505638,Senmuth,Senmuth,,,,,,,f,Person,Male,id-176,Russian experimental musician
id-1040952,Les Basses Réunies,Les Basses Réunies,1996,,,,,,f,Group,,,
id-289878,Doo Wop,Doo Wop,,,,,,,f,Person,Male,id-222,American hip hop artist
id-339983,Michał Bajor,Bajor Michał,1957,6,13,,,,f,Person,Male,id-170,
id-190578,Sergej Auto,Sergej Auto,,,,,,,f,,,,
id-3331,Little Richard,Little Richard,1932,12,5,2020,5,9,t,Person,Male,id-222,
id-3332,Django Reinhardt,Reinhardt Django,1910,1,23,1953,5,16,t,Person,Male,id-73,French jazz guitarist and composer
id-193885,Danças Ocultas,Danças Ocultas,,,,,,,f,Group,,id-171,
id-362868,Χρόνης Αηδονίδης,Aidonidis Chronis,1928,12,23,,,,f,Person,Male,id-84,
rec-965720-dup-0,Gacharic Spin,Gacharic S0in,2009,,,,,,f,Group,,id-107,
rec-799062-dup-1,La magnifica cpmunità,La magnifika comunità,1990,,,,,,f,Group,,id-105,
rec-799062-dup-0,La magnifuca comunità,La magniflca comunità,1990,,,,,,f,Group,,id-105,
id-714016,Christopher E Hajian,Hajian Christopher E,,,,,,,f,Person,Male,,
id-534503,Anthony Goldstone,Goldstone Anthony,1944,7,25,2017,1,2,t,Person,Male,id-221,British classical pianist and broadcaster
id-79841,Château Flight,Château Flight,,,,,,,f,Group,,id-4434,
id-829608,Alexander Rudd,Rudd Alexander,1981,9,22,,,,f,Person,Male,id-221,British composer
id-840650,林康,Hayashi Kou,,,,,,,f,Person,Male,id-107,
id-173871,Charlie Clouser,Clouser Charlie,1963,6,28,,,,f,Person,Male,id-222,
id-55592,dead prez,dead prez,1996,,,,,,f,Group,,id-222,US hiphop duo
id-102489,Guem,Guem,1947,3,9,2021,1,22,t,Person,Male,id-3,
id-807104,Giant Claw,Giant Claw,,,,,,,f,Person,Male,id-222,
id-124472,C S Lewis,Lewis C S,1898,11,29,1963,11,22,t,Person,Male,id-221,
id-346378,Mozarteum Orchester Salzburg,Mozarteum Orchester Salzburg,1841,,,,,,f,Orchestra,,id-14,
rec-67962-dup-0,高木正勝,Takagi Mastakatsu,1979,10,3,,,,f,Person,Male,id-107,
rec-105384-dup-1,Blue Orchuds,Blue Orchidz,1979,,,,,,f,Group,,rec-221-dup-0,
rec-678280-dup-0,Xokotl,Xolorl,2007,,,,,,f,Group,,id-222,USA Blacck Metal
rec-711620-dup-1,David Mio,Miou Davit,,,,,,,f,Person,,,
id-840550,Denis Dobrenz,Dobrenz Denis,,,,,,,f,Person,,,
id-376690,Quadra,Quadra,,,,,,,f,Person,Male,id-7703,Trance artist Ido Liran
id-1783738,Beaver Creek,Beaver Creek,,,,,,,f,Group,,,
id-9098,Laurent Garnier,Garnier Laurent,1966,2,1,,,,f,Person,Male,id-73,
id-10729,Antonín Dvořák,Dvořák Antonín,1841,9,8,1904,5,1,t,Person,Male,id-56,composer
id-87098,Dark at Dawn,Dark at Dawn,1993,,,,,,f,Group,,id-81,
rec-685649-dup-0,Andreas Fröblich,Fröhlich Abdreas,1965,7,11,,,,f,Person,Male,id-81,German vokce actor and reciter
id-434509,manmachineindustry,manmachineindustry,2000,,,,,,f,Group,,id-202,industrial rock
rec-115851-dup-0,Juan de Arauzo,Arauso Juan de,1646,,,1712,,,t,Person,Male,id-194,
id-490828,Orchestra of the Welsh National Opera,Orchestra of the Welsh National Opera,1943,,,,,,f,Orchestra,,id-435,
rec-22153-dup-0,The Fovr Freshmen,Four Freshmen The,1948,,,,,,f,Group,,id-222,
rec-22153-dup-1,The Four Fre5hmen,Four Frejhmen The,1948,,,,,,f,Group,,id-222,
id-154853,The Bluerunners,Bluerunners The,1988,,,,,,f,Group,,id-222,
rec-105384-dup-0,Blue Orch:ds,Blue Otchids,1979,,,,,,f,Group,,rec-221-dup-0,
id-273166,Emilia,Emilia,1978,1,5,,,,f,Person,Female,id-202,Swedish singer Emilia Rydberg Mitiku Big Big World Twist of Fate
id-256922,Lazzi,Lazzi,,,,,,,f,Group,,id-73,
id-510782,Deadliner,Deadliner,,,,,,,f,Person,Male,id-5099,
id-1012,Sevendust,Sevendust,1994,,,,,,f,Group,,id-222,
id-325535,Zachary Allen,Allen Zachary,,,,,,,f,Person,,,
id-325536,Liberty Christian Church,Liberty Christian Church,,,,,,,f,,,,
rec-831310-dup-0,GG,GG,,,,,,,f,Group,,id-81,Sven Gruhnwald  Sebaztian Göckede
id-258159,Stockholms Negrer,Stockholms Negrer,1984,,,1994,,,t,Group,,id-202,
id-30944,Freddie Jackson,Jackson Freddie,1956,10,2,,,,f,Person,Male,id-222,
id-180957,Della Bosiers,Bosiers Della,1946,11,11,,,,f,Person,Female,id-21,
rec-862693-dup-0,Chris Sewfried,Seefried Chr'ls,1966,10,20,,,,f,Person,Male,id-222,
id-4049,Slapshot,Slapshot,1985,,,,,,f,Group,,id-222,
id-666853,Vince Gabriel,Gabriel Vince,,,,,,,f,Person,,,
rec-711388-dup-0,Chunky Nelson,Nelzon Chunky,,,,,,,f,Person,,,
id-106483,Billy Fury,Fury Billy,1940,4,17,1983,1,28,t,Person,Male,id-221,
id-31389,Annihilator,Annihilator,1984,,,,,,f,Group,,id-38,Canadian thrash metal band
id-35007,Farside,Farside,1989,,,2000,,,t,Group,,id-222,
id-72962,Tripod,Tripod,1997,,,,,,f,Group,,id-13,Australian comedy trio
id-376087,Gossos,Gossos,1993,,,,,,f,Group,,id-1818,Spanish poprock
id-176629,Complys,Complys,,,,,,,f,Group,,id-322,
id-14917,Los Fabulosos Cadillacs,Fabulosos Cadillacs Los,1985,1,19,,,,f,Group,,id-10,
id-156,Bryan Adams,Adams Bryan,1959,11,5,,,,f,Person,Male,id-38,Canadian singersongwriter
id-8431,Vermin,Vermin,,,,,,,f,Group,,id-202,Swedish death metal band
id-536653,Supabond,Supabond,2001,,,,,,f,Group,,id-81,
id-1338,Jerry Goldsmith,Goldsmith Jerry,1929,2,10,2004,7,21,t,Person,Male,id-222,American score composer
rec-652448-dup-0,Mot Con,Moe Con,,,,,,,f,Group,,,
id-104436,Dollar,Dollar,1978,,,1988,,,t,Group,,id-221,UK pop group
id-1332,Shakira,Shakira,1977,2,2,,,,f,Person,Female,id-47,Colombian pop vocalist
id-282220,Echo Orbiter,Echo Orbiter,1996,,,,,,f,Group,,id-222,
rec-74007-dup-0,A|ex North,Nortb Alex,1910,12,4,1991,9,8,t,Person,Male,id-222,US cimposer
id-12616,The Shamen,Shamen The,1986,,,1999,,,t,Group,,id-221,
id-889609,増子司,Masuko Tsukasa,1963,4,3,,,,f,Person,Male,id-107,video game music composer
id-7966,Susumu Yokota,Yokota Susumu,1961,,,2015,3,27,t,Person,Male,id-107,
id-312700,Carouge,Carouge,,,,,,,f,,,,
id-11522,Deep Dish,Deep Dish,1992,,,,,,f,Group,,id-222,
id-1696006,Norvik,Norvik,,,,,,,f,Person,Male,,
id-196127,Conrad Schnitzler,Schnitzler Conrad,1937,3,17,2011,8,4,t,Person,Male,id-81,German experimental electronic musician
rec-342774-dup-1,Eine Oliver Twi5t Kooperation,Eine Olkver Twist Kooperation,,,,,,,f,Group,,,
rec-107702-dup-1,Big Ray,Big Rai,1991,,,,,,f,Group,,rec-221-dup-0,UK classic poprock bancl formerly known as Sink
rec-107702-dup-0,Big Rai,Big Ray,1991,,,,,,f,Group,,rec-221-dup-0,UK classic poprock band fornerly known as Sink
id-279434,Kodály Quartet,Kodály Quartet,1965,,,,,,f,Group,,id-97,
id-665747,Hélène Bleskine,Bleskine Hélène,,,,,,,f,Person,,,
id-713638,NǽnøĉÿbbŒrğ VbëřřĦōlökäävsŦ,Nanocyborg Uberholocaust,2006,,,,,,f,Group,,,Ambient Cosmic Extreme Funeral Drone Doom Metal band
id-873615,Under,Under,2001,,,,,,f,Group,,id-176,Russian Death Metal
id-144617,Marlango,Marlango,2002,,,,,,f,Group,,id-194,
id-407960,Loircord,Loircord,,,,,,,f,Group,,,
id-169887,氷上恭子,Hikami Kyoko,1969,1,11,,,,f,Person,Female,id-107,
id-842831,Jacques Loussier et son orchestre,Loussier Jacques et son orchestre,,,,,,,f,,,,
id-2862,Go West,Go West,1982,,,,,,f,Group,,id-221,
id-2860,A Flock of Seagulls,Flock of Seagulls A,1980,,,,,,f,Group,,id-221,
id-634733,Johanson  Vennad,Johanson  Vennad,,,,,,,f,Group,,id-67,
id-168604,Victor Young,Young Victor,1900,8,8,1956,11,10,t,Person,Male,id-222,American composer arranger violinist  conductor
rec-14616-dup-0,鷺巣詩郎,Sagizu Shirō,1957,8,29,,,,f,Person,Male,id-107,anime  vilm music composer
id-35718,Beat Happening,Beat Happening,1982,,,,,,f,Group,,id-222,
id-193087,Steven Wray Lobdell,Wray Lobdell Steven,,,,,,,f,Person,,,
rec-196032-dup-0,ADX,ADX,1982,,,,,,f,Group,,id-73,
id-179585,David Wise,Wise David,1967,,,,,,f,Person,Male,id-221,video game composer
id-444772,Thieves Like Us,Thieves Like Us,2002,,,,,,f,Group,,,
id-684275,Willi Weitzel,Weitzel Willi,1972,12,13,,,,f,Person,Male,,
id-431262,Andrew Parrott,Parrott Andrew,1947,3,10,,,,f,Person,Male,id-221,conductor
id-466224,Contramarca,Contramarca,,,,,,,f,Group,,,
id-400653,Sonna Rele,Rele Sonna,1988,,,,,,f,Person,Female,id-221,
id-224913,Avey Tare,Avey Tare,1979,4,24,,,,f,Person,Male,id-222,
id-52749,Teoman,Teoman,1967,11,20,,,,f,Person,Male,id-214,
id-35536,周杰倫,Chou Jay,1979,1,18,,,,f,Person,Male,,
id-799973,Big Ministries,Big Ministries,,,,,,,f,Group,,,
id-639555,Los Dos y Compañeros,Dos y Compañeros Los,1996,,,,,,f,Group,,id-81,
id-235523,Caribou,Caribou,1978,,,,,,f,Person,Male,id-38,Canadian composer and musician
id-30080,Jan Eggum,Eggum Jan,1951,12,8,,,,f,Person,Male,id-160,
rec-416934-dup-0,Phobya,Phopia,,,,,,,f,Person,Male,rec-221-dup-0,Drumnbass DJ  Producer hailing from Newcastle UK
id-31839,Joseph Haydn,Haydn Joseph,1732,3,31,1809,5,31,t,Person,Male,id-14,composer
id-1001975,Stojan Knežević,Knežević Stojan,,,,,,,f,,,,
id-47204,Harem,Harem,,,,,,,f,Group,,id-214,
id-11411,Operation Ivy,Operation Ivy,1987,5,,1989,5,29,t,Group,,id-222,
id-7364,David Newman,Newman David,1954,3,11,,,,f,Person,Male,id-222,film composer
id-322081,Κώστας Τουρνάς,Tournas Kostas,1949,9,23,,,,f,Person,Male,id-84,
id-100637,Anberlin,Anberlin,2002,,,,,,f,Group,,id-222,
id-861811,Unity One,Unity One,2011,,,,,,f,Group,,,futurepopsynthpop
id-67071,Riccardo Cocciante,Cocciante Riccardo,1946,2,20,,,,f,Person,Male,id-105,
rec-1132718-dup-0,Harry Gvmp,Harry Gvmp,,,,,,,f,Person,Male,rec-7710-dup-0,
id-129490,Rainer,Rainer,1951,6,7,1997,11,12,t,Person,Male,id-81,
id-306627,Lowell Sly Dunbar,Dunbar Lowell Sly,1952,5,10,,,,f,Person,Male,id-106,
rec-222936-dup-1,Jorma Kääriäonen,Kääahiäinen Jorma,1961,4,29,,,,f,Person,Male,id-72,
id-768460,Young Mozart,Young Mozart,,,,,,,f,Person,,,
id-132237,Rosannas Raiders,Rosannas Raiders,,,,,,,f,,,,
id-528777,The Bakers,Bakers The,,,,,,,f,Group,,,
id-68359,Marian Anderson,Anderson Marian,1897,2,27,1993,4,8,t,Person,Female,id-222,classical contralto singer
id-299526,Le Rok,Le Rok,,,,,,,f,Person,,,
rec-260042-dup-0,Alexandsr Klaws,Klaws Aoexander,1983,9,3,,,,f,Person,Male,id-81,
id-131766,Fred LonbergHolm,LonbergHolm Fred,1962,,,,,,f,Person,Male,id-222,
id-630380,Mr Long,Long Mr,1978,3,19,,,,f,Person,Male,id-81,
id-53507,Jean‐Philippe Rameau,Rameau Jean‐Philippe,1683,9,25,1764,9,12,t,Person,Male,id-73,French composer of the Baroque era
id-565127,Stephen Janetzko,Janetzko Stephen,1966,,,,,,f,Person,Male,,
id-56133,Musical Youth,Musical Youth,1979,,,,,,f,Group,,id-221,
id-1567492,Justin Taylor,Taylor Justin,1992,6,16,,,,f,Person,Male,id-73,harpsichordist
id-233295,Andreas Scholl,Scholl Andreas,1967,11,10,,,,f,Person,Male,id-81,countertenor
id-105915,Andre Perry,Perry Andre,,,,,,,f,Person,,,
id-2289835,Jørn Stenzel,Jørn Stenzel,,,,,,,f,,,,
id-128831,Les Reines Prochaines,Reines Prochaines Les,1987,,,,,,f,Group,,id-203,
id-59059,Marisela,Marisela,1966,4,24,,,,f,Person,Female,id-138,
id-34840,Annie MG Schmidt,Schmidt Annie MG,1911,5,20,1995,5,21,t,Person,Female,id-150,
id-503520,Bazar,Bazar,,,,,,,f,Person,,id-57,Danish rapper
rec-99287-dup-0,Sal Salvaclor,Salfador Sal,1925,11,21,1999,9,22,t,Person,Male,id-222,
id-45799,Al Jolson,Jolson Al,1886,5,26,1950,10,23,t,Person,Male,id-222,
rec-248245-dup-0,Bullet Treatmwnt,Bulet Treatment,1998,,,,,,f,Group,,id-222,
id-223167,Sex Love  Money,Sex Love  Money,,,,,,,f,,,,
id-244460,Steve Jablonsky,Jablonsky Steve,1970,10,9,,,,f,Person,Male,id-222,American score composer
rec-142472-dup-0,Miklóz Rózsa,Rózsa Miklós,1907,4,18,1995,7,27,t,Person,Male,rec-97-dup-0,composet
rec-457907-dup-0,Szldi Tobias,Tobias Ssidi,1967,5,28,,,,f,Person,Female,id-189,
id-746736,Marina Albero,Albero Marina,,,,,,,f,Person,,,
id-834982,Fondo Flamenco,Fondo Flamenco,,,,,,,f,Group,,id-194,
id-126774,Ee,Ee,1999,,,,,,f,Group,,,
rec-80034-dup-0,七瀬光,Nanase Hikafu,,5,21,,,,f,Person,Female,id-107,
rec-454535-dup-0,雪村螢子,Yuckimura Keiko,,,,,,,f,Character,,,Anime Yu Yu Hakusho characder
id-278722,Sir Thomas Allen,Allen Thomas Sir,1944,9,10,,,,f,Person,Male,id-221,baritone
id-732457,Društvo mrtvih pesnikov,Društvo mrtvih pesnikov,1990,,,,,,f,Group,,id-190,
rec-360482-dup-0,神前暁,Kōsaki Sadoru,1974,9,16,,,,f,Person,Male,id-107,
id-812091,Stu Larsen,Larsen Stu,,,,,,,f,Person,Male,id-13,
id-169464,Michelle Wilson,Wilson Michelle,,,,,,,f,Person,,,
