label,name,label_type,area,ended
id-245887,Foursome Music LLC,Publisher,,f
id-217296,Nova Lark Music,Publisher,id-10861,f
rec-219825-dup-0,Sackville Recordingj,,,f
rec-159231-dup-0,Solaah Management Ltd,Production,,f
id-194779,Count Zero Records,Holding,id-1872,f
id-222356,Gong Ear,Original Production,id-21,f
id-215036,Ape Gang Ent,,,f
id-101485,Horn OCopia Recordings,Imprint,,f
id-241500,Funky Child Records,,,f
rec-199334-dup-1,Warfear Collectlve,,rec-116443-dup-0,t
rec-199334-dup-0,Warfear Collektive,,rec-116443-dup-0,t
id-180538,Abstract Reality,,id-73,f
id-27670,Flagg Records,Original Production,id-222,f
id-133874,Lampshade Media,Production,,f
id-206547,Irving Caesar Inc,Publisher,,f
id-96989,Kalifornia Dreamin Entertainment,,id-222,f
id-210601,Funnybone Records,,id-38,f
id-96984,Magic Disc Records,Original Production,id-7703,f
rec-38459-dup-1,Popjin,Original Production,rec-221-dup-0,f
id-198168,Mon Mothma Recordings,,,f
id-244594,Paper Platoon,,,f
rec-127381-dup-0,Knekelhvis,,id-150,f
id-137229,Hinky Music,Publisher,id-5239,f
rec-247263-dup-0,Mini Mac Musuc,,,f
id-154474,High Wind Production,Original Production,id-107,f
id-17652,Cr2 Records,Production,id-221,f
id-81774,AxIxAxC,,id-129,f
id-81777,TakeFour Collective,Original Production,id-7310,f
id-161882,The Arto Company,,id-88326,t
id-43386,Gaylo Records,,,f
id-144432,Latin Dreams Music,Production,id-47,f
id-22198,Universal Dance,Production,id-13,f
id-78761,Agressor Records,,,f
id-58282,3BP,,,f
rec-186841-dup-0,Howlirighorse Music,Publisher,,f
id-187802,Perfect Prescriptions,,id-221,f
rec-76195-dup-0,Assosiation Valentin Haüy,,,f
id-20529,BitPhitz,,,f
rec-176912-dup-0,Limited Run Gqmes,Distributor,id-222,f
id-39382,Unichappell Music Inc,Publisher,id-222,f
rec-145599-dup-1,Chikken Skin Records,Original Production,id-107,f
rec-251780-dup-1,Heron Pond Productionj,,,f
id-88818,Oh Music,,,f
id-220643,Hate Prod,,id-170,f
rec-192636-dup-0,Adam  Lixa Music,,,f
id-94445,Stereofreeze,Distributor,,t
id-118352,Metro Sound,,,f
id-200652,OneFitMusic Record Label,Original Production,id-809,f
id-187091,Mad King Production,,,f
id-251645,KLT Ekoizpenak,,,f
id-134978,Dream Entertainment Group SRL,Publisher,id-10,f
id-26415,Soundmalfunction Recordings,,id-13,f
id-195630,Pachira Records,,,f
id-91129,Devouter Records,,id-3834,f
rec-59471-dup-1,Keevwy Music,,,f
rec-59471-dup-0,Keevav Music,,,f
id-242881,PRVTC,,,f
rec-48697-dup-0,Disques Apaxhe,Original Production,rec-73-dup-0,f
id-177532,Siderian Records,Production,,f
id-14631,EVO Recordings,,,f
id-113395,Tentcrest Ltd,Holding,id-221,t
id-185812,STAREX,,,f
id-111814,Salli Isaak Music Publishing,Publisher,id-222,f
rec-125441-dup-1,Get Dancirig Records,Distributor,,f
id-43158,101 South Records,,,f
rec-247365-dup-0,Facemelt Recordst,Publisher,,f
id-85789,Levande Begravd Records,,,f
id-104079,Blue Box Publishing Promotion Karin Wirthmann,Publisher,id-326,f
id-104384,DBlock Records,,,f
id-140436,ACT Music  Vision GmbH  Co KG,,id-81,f
id-103728,Sleeping Village,,id-222,t
id-250799,Edition Cézame,Publisher,,f
id-193704,Rocking Time Records,Production,,f
id-139852,National Society For The Decriminalization Of Microtones,,,f
id-87092,Jessica Musikverlag,Publisher,id-81,f
id-237869,Eva Magical Music Sounds,Distributor,,f
id-136842,Nomad Music Group,,,f
id-26954,Tapestry Records,Bootleg Production,id-122,f
id-173209,Humildad Y Honestidad,,id-194,f
rec-173413-dup-1,Pemaco Rd Recirds,,,f
rec-163645-dup-0,First Celtix Masters,,,f
id-117942,giraffe boy,,id-282,f
rec-91848-dup-0,Sandefil Music,Publisher,,f
id-98892,Wizzard in Vinyl,Original Production,id-8393,f
id-123681,THC  DIY Records,,,f
id-174752,Nomy Production,,,f
id-181954,Ruff N Tuff Recordings,,,f
rec-30132-dup-0,Bandlezder,,rec-221-dup-0,f
rec-30132-dup-1,Bandjeader,,rec-221-dup-0,f
id-136225,Gymnote Mission,,,f
rec-61530-dup-0,Secretsunfaze,,id-1178,f
id-163645,First Celtic Masters,,,f
rec-98718-dup-1,Power House Rekords,,id-222,f
rec-68950-dup-0,Mus'lca Celestia,Original Production,rec-30-dup-0,f
id-81363,Early Learning Centre,Distributor,id-89433,f
id-203880,Orlando Music,Publisher,id-222,f
id-157074,Laputamusic,,,f
id-139087,La Industria Inc,Production,,f
id-64985,Kindred Recordings,,id-73,f
rec-143694-dup-0,Clan Alba Product9ons,Original Production,id-3822,f
id-158495,Lonmel Publishing,Publisher,,f
id-52618,Dynamic Reflection,,id-150,f
id-88133,Autistic Records,,,f
id-184820,Colectivo Casa Amarela,,id-5062,f
id-224036,WEBKOO,Imprint,id-107,f
id-180560,TONIKAKU RECORDS,Original Production,id-107,f
id-235216,Uncle Joshs Song Emporium,Publisher,id-222,f
id-36813,Bullshit Recordz,Original Production,id-202,f
id-202371,SYLCO,Publisher,id-222,f
rec-245600-dup-0,NEBLINA,Original Production,id-171,f
rec-39701-dup-0,Kaio Music,Original Production,id-72,f
id-219144,Landmark That,,,f
id-1562,Traditional Crossroads,Production,id-222,f
id-21807,Talent Müzik,,id-214,f
rec-116195-dup-0,Garelocl< Records,,,f
id-186413,Sasquatch Cock,Original Production,id-153,f
id-89921,Feast Music Group,Publisher,,f
id-41341,The Master Recording Company,Original Production,id-221,f
rec-74808-dup-0,Full Circle Entertainmsnt,,,f
id-78831,Loupgarous Productions,,,f
id-114128,Loud Rage Music,Distributor,id-175,f
id-34064,Hong Kong Recordings,Original Production,id-81,f
id-67353,UHT,,,f
id-72447,Doxology Records,,,f
id-126459,Woodstiff,Publisher,,f
id-199517,Apparel Tronic,Imprint,id-7278,f
id-246326,Mutant1000000,Publisher,id-1178,f
rec-9249-dup-1,Doxa Rrcords,Original Production,id-81,f
id-64209,Rampade Org,,,f
rec-152130-dup-0,Little Hi Rec0rds,,,f
rec-133087-dup-0,Oetstar Rskkers,,id-150,f
rec-231656-dup-0,Strutj  Frets,,,f
id-18358,The Red Flag Recording Co,Original Production,id-221,f
id-239333,IAFDSFBD Songs,Production,id-5213,f
rec-133087-dup-1,Oerstar Rekkers,,id-150,f
rec-168019-dup-1,Dollar Mu5ic Gang,Production,id-29637,f
id-7783,MIS Records,Original Production,id-57,f
id-218865,Kapvt Mvndi,,id-1178,f
id-178184,Kärringa Jonson Records,,,f
id-158271,Takeout Records,,,f
id-158273,Fran Record Company,,,f
id-172311,May Sun Publishing,Publisher,,f
id-82597,Wolpfack Entertainment,,,f
rec-140331-dup-0,Digidal Entertainment,,,f
id-1629,Scaroline Records,Bootleg Production,id-222,f
id-160519,Method Records,,id-221,f
id-35914,Megaplomb,Original Production,id-105,f
id-197746,劇伴俱楽部,,,f
id-243653,CWPT,,,f
rec-119194-dup-0,LostTraxx Records,,,f
rec-152130-dup-1,Little Hi Recorcls,,,f
id-162139,Shimmy 500,,,f
id-205156,Rush Hour Store Jams,,,f
id-189350,you deserve hell,Imprint,,f
id-85730,Downtown Music Publishing International Inc,Publisher,id-222,f
id-177314,Double J Music,Publisher,,f
id-153704,Extralineare Musik,,,f
id-133087,Oetstar Rekkers,,id-150,f
rec-199517-dup-0,Apparel Tronid,Imprint,rec-7278-dup-0,f
id-176936,Repulsive Evil Productions,,,f
id-103350,Self Serve Records,,,f
id-112126,Sound News Productions,,,f
id-25291,Krazy Kat,Original Production,id-221,f
id-21973,Pila Music,Production,id-81,f
id-79915,Night Season,,,f
rec-203528-dup-0,Chocolate Rec0rds,Original Production,rec-434-dup-0,f
id-122800,Emerald Eye Recordings,Distributor,id-221,f
rec-45031-dup-1,Thahowdown Records,,,f
id-120921,madnet2000,,id-81,f
id-239343,Hot Tub Records,Distributor,id-29447,f
rec-81393-dup-1,Lateral Mgmt L0ndon Stockholm AB,Publisher,,f
rec-81393-dup-0,Lateral Mgmt London St0ckholm AB,Publisher,,f
id-23315,Dollar Record Records,,id-222,f
id-194004,Numarec Music,,,f
id-134915,Spider Invasion,,,f
rec-183301-dup-0,Gray Castle Stuclios,Original Production,id-5099,f
id-93652,B Lucky Music,,,f
rec-225340-dup-0,Творческий центр Музыкальный Дом,Production,,f
id-89366,Mad Magazine,Publisher,,f
rec-39227-dup-0,F4esco Records Spain,,rec-194-dup-0,f
id-89101,Analogic Uberleben,Bootleg Production,,f
id-223017,Kame House Records,Publisher,id-81,f
id-43173,J Albert  Son Pty Ltd,Publisher,id-13,f
id-186918,Checkmate Records,,,f
id-166517,Nille Records,Production,id-81,f
id-161333,Wizz Records,,,f
rec-103349-dup-0,Dipllmat Records,,rec-292-dup-0,f
rec-103349-dup-1,Diplomat R4cords,,rec-292-dup-0,f
id-192046,Jimmy Classic,,,f
rec-20529-dup-0,BitPhits,,,f
id-74171,The Konspiracy Group,,,f
rec-197145-dup-0,Lojt in Ohio,,rec-7953-dup-0,f
rec-19334-dup-0,Ganaarecord9ngs,Original Production,id-222,f
rec-82650-dup-0,Beyomd Records,,id-295,f
rec-82650-dup-1,Beyond Rec9rds,,id-295,f
rec-242881-dup-0,PRVTC,,,f
id-164882,VM 2000,Production,id-105,f
id-114974,Digital Dialect,,,f
id-537,VSOP Records,Reissue Production,id-222,f
rec-203655-dup-0,Araize Recort,,,f
id-148910,Gamma Island,Publisher,,f
rec-248420-dup-1,Universum Film GrnbH,Distributor,id-81,t
id-76407,Warner Olive Music LLC,Publisher,id-222,f
id-178504,Refs Music LLC,,,f
id-211062,Spectra Management Inc,,,f
id-244096,DM SAT video production,Distributor,id-241,f
rec-118974-dup-1,Elektra Recordj,Holding,id-222,f
id-78526,こんがりおんがく,,,f
id-18190,לבנטיני,Production,id-104,f
id-153015,Electric MVM,Production,id-3813,f
id-23679,Tumi Music,,id-15556,f
id-137604,Alma Criolla Records,,,f
id-123737,Together Recordings,,id-221,t
rec-234354-dup-0,Itzpop Music Ltd,Holding,id-113,f
id-168514,Mister Tipsy,,,f
id-106456,Orange Moldova,Holding,id-140,f
id-194647,shoeup,,,f
id-153232,Eccofilm,,,f
id-33837,4him2u,Original Production,id-14,f
id-49180,Wonderful Sound,,,f
rec-122267-dup-0,H9t,,,f
rec-182813-dup-0,Dark Site MGMT,,,f
rec-90453-dup-1,Vetnasj Recordd,,,f
id-119393,RTV Braća Karić Telecom,,,f
id-161151,Open Circuit,Original Production,id-150,f
id-69835,Flava of the Month,Original Production,,f
rec-18111-dup-0,Guided Mkssile,Original Production,rec-221-dup-0,f
rec-41590-dup-0,Enormovs Tunes,,id-203,f
rec-81227-dup-1,Angel Record5,Original Production,id-5060,t
id-206576,Gaijin Entertainment,Production,id-241,f
id-173939,He Shall Be Peace,,,f
rec-47661-dup-1,Eugene Rrcords,Original Production,id-222,f
rec-45031-dup-0,Throwdown Recordj,,,f
id-226906,NRL Records,Distributor,,t
id-113501,Chukka Promo Records,Publisher,id-81,f
id-113166,OMG LLC,Imprint,id-82034,f
id-245310,Bethlehem Music,Publisher,,f
id-106962,Warfuck Records,Production,id-47,f
id-144296,Amadeo Österreichische Schallplatten Aktiengesellschaft,Holding,id-653,t
id-223497,Namtaru Records,,id-47,f
id-197675,Retro Music Box,,,f
id-235618,Tasty,,,f
rec-167915-dup-0,Blamk Code,,id-5179,f
rec-177130-dup-1,No Love Entertalnment,Imprint,,f
id-154402,Sonic Camera,Imprint,,f
rec-140331-dup-1,Digital Entwrtainment,,,f
id-237040,Grotesque DRK,,,f
id-32658,Jellyfish Factory Records,,id-73,f
rec-198082-dup-0,SUB to,,,f
id-20909,Tradition Records,Original Production,id-222,t
id-132480,All The Time Records,,,f
id-124211,Sette Ottavi,,,f
id-4266,Mellow Records,Original Production,id-105,f
id-104080,Fax Record Company,,id-7295,f
id-229596,29 Global Public,,,f
id-76476,Jean‐Michel Franck Rivat,Publisher,id-73,f
rec-134915-dup-0,Spider Invazion,,,f
rec-3681-dup-0,Kalinkalanc Records,Production,id-81,f
id-113681,Grameophone music,Original Production,id-95884,f
id-218216,Schama Production,,,f
rec-144296-dup-0,Amateo Österreichische Schallplatten Aktiengesellschaft,Holding,rec-653-dup-0,t
id-67792,FMan Media,,,f
id-111770,Golden Triangle Records,,id-7020,f
id-8400,Ill Boogie Records,,id-222,f
rec-132732-dup-0,Babbeo Recorts,Original Production,,f
id-126794,Discos Arpón,,,f
id-159432,Selection Records,,id-378,f
rec-38459-dup-0,Pophinx,Original Production,rec-221-dup-0,f
id-190929,Eonity,,,f
id-115876,Deeman Music,,,f
id-165773,Blingnot Media,Publisher,id-299,f
id-247263,Mini Mac Music,,,f
id-148079,Progressive Music Publishing Company Inc,Publisher,id-222,f
id-199466,Ultra Heavy Records,Distributor,,f
rec-9193-dup-0,Teet0 Records,,rec-170-dup-0,f
id-93436,Pyknotic Records,Original Production,id-5194,f
rec-200652-dup-1,OneFitMysic Record Label,Original Production,id-809,f
id-3696,3 Acre Floor,Original Production,id-222,f
id-212345,Musica Divina,Production,id-9279,f
rec-122800-dup-0,Emeahald Eye Recordings,Distributor,rec-221-dup-0,f
id-168010,Sound  Vision,Distributor,id-84,f
id-29828,株式会社ファースト・エイド・ネットワーク,,id-107,f
id-19028,Zee Music Company,,id-99,f
id-168019,Dollar Music Gang,Production,id-29637,f
id-34233,Planet BEN Records,,,f
rec-66594-dup-1,Soul Gorilla M0nopoly,,,f
id-38145,Original Selection Records,Reissue Production,id-221,f
rec-14731-dup-1,Class Kasetçililc,,id-214,f
id-59167,Blondell Productions,,id-81,f
id-162532,Atlantic Rhythms,,,f
id-246361,Flower Records,,,f
id-215,Leaf Recordings,Original Production,id-38,f
id-127381,Knekelhuis,,id-150,f
id-67257,Grotesque Records,,id-254,f
id-118467,Lavender Sky Music,Original Production,,f
rec-167366-dup-1,Family Gro0ves,,id-53,f
id-250394,NatsumeAtari Inc,,id-107,f
id-51391,Bassex Records,Original Production,id-222,f
id-189534,Ni Entertainment,Imprint,id-229,f
rec-20232-dup-1,G  E Mus'lc,Original Production,id-222,f
id-225972,Acrobat Music Ltd,,,f
id-228493,TFC Music Group LLC,,,f
rec-132187-dup-1,Queens Lito,,,f
rec-235618-dup-0,Tastv,,,f
id-36361,David Media AB,Publisher,id-202,f
id-218440,CMSD,Original Production,id-73,f
rec-180560-dup-0,TONIKAKU RECORDS,Original Production,id-107,f
id-94117,All The Cats Recordings,,id-221,f
id-86490,3 on the B Records,,,f
rec-129773-dup-1,Jacret,,,f
rec-129773-dup-0,Jakred,,,f
id-173507,MRI,Imprint,id-222,f
id-185420,Blessed Music,,,f
id-251708,Loopdeville,,,f
id-153984,NAHAL Recordings,Original Production,id-73,f
id-85245,Corus Entertainment,,,f
rec-147216-dup-0,saZon Rec0rds,Original Production,id-222,f
id-9180,God Mountain,Original Production,id-107,f
id-69711,Crackpot Records,,,f
rec-183301-dup-1,Gray Casle Studios,Original Production,id-5099,f
id-105240,Roots and Wings Music,Original Production,id-5076,f
id-206121,Rocks Records,,,f
id-19234,petite sono,Original Production,id-38,f
id-52445,Full Light Records,,id-222,f
id-40029,Royal Flyness Records,,id-222,f
rec-53935-dup-0,Chateaur0uge,,,f
rec-53935-dup-1,Chateaurou9e,,,f
id-2371,Jarrah Records,Original Production,id-13,f
rec-241796-dup-1,Snooter Rec0rds,Original Production,id-222,f
id-155725,Sounds of Havana,,,f
rec-66291-dup-0,Mibhty Perverts,,,f
rec-239276-dup-0,Fezihavs,,,f
rec-1075-dup-1,Out of Orblt Recordings,Original Production,id-57,f
id-168162,Inside Orion Minimal Muzik,,,f
id-166511,Minner Bucket,,,f
rec-67792-dup-0,FMan Medla,,,f
rec-67792-dup-1,FMan M3dia,,,f
rec-112926-dup-0,Sup Records,,id-7703,f
id-45031,Throwdown Records,,,f
rec-248420-dup-0,Univerzum Film GmbH,Distributor,id-81,t
id-196386,Kakelane Music,,,f
rec-182813-dup-1,Dark S9de MGMT,,,f
id-150651,SDK Media,,id-81,f
id-44751,Hub Productions,Original Production,id-72,f
id-56776,Redd Klay  GhetOVision,,id-222,f
id-164460,Refugees Of Rap,,,f
id-5549,InAkustik GmbH,Distributor,id-74786,f
id-92507,Amethyst,,,f
id-230921,Spirit Vision Records,,,f
id-108781,World of WIls,,,f
id-74132,LXR Records,,,f
id-189311,Last Resort Records,,id-57,f
id-3236,Long Distance,,id-73,f
id-156433,Harold Pierce Publishing,Publisher,,f
id-182385,Kai Matthiesen Music,,,f
id-223748,Trans Continental Records,Imprint,id-222,f
id-42190,Weekend World,Original Production,id-221,f
id-91848,Sandevil Music,Publisher,,f
rec-244096-dup-0,DM SAT vicleo production,Distributor,id-241,f
id-142585,Atmos Games,,,f
id-83664,PRMD,Original Production,id-202,f
id-32907,Catalyst Records,Original Production,id-222,f
id-170203,Stereo Enchained,,id-23035,f
id-163318,Bavaria Media GmbH,Publisher,id-76043,f
id-207614,Black Hair Music Publishing,Publisher,,f
id-110293,Midnite Jazz  Blues,Reissue Production,,f
id-143694,Clan Alba Productions,Original Production,id-3822,f
id-91962,Mushroom Runner Records,Production,id-81,f
rec-20232-dup-0,G  E Misic,Original Production,id-222,f
id-132993,Agrofin Praha sro,,,f
id-89075,Fantasy Memory,Reissue Production,id-222,f
rec-211062-dup-0,Spectra Management Inc,,,f
id-239276,Fezihaus,,,f
rec-96984-dup-0,Magic Disc Recorda,Original Production,id-7703,f
id-15402,My First Sonny Weissmuller Recordings,Production,id-150,f
id-103834,Tænia Solium,Original Production,id-68486,f
rec-96041-dup-1,Baze Trip Records,,id-5075,f
rec-249987-dup-0,UK Bubblerx,Original Production,rec-221-dup-0,f
id-187712,The Teskey Brothers pty ltd,Holding,,f
id-116195,Garelock Records,,,f
id-128879,HArt Records,,id-7717,t
rec-81227-dup-0,Angel Revords,Original Production,id-5060,t
id-5484,Very Friendly,Production,id-221,f
id-147216,saZon Records,Original Production,id-222,f
id-174667,Wrong Era,,id-326,f
id-116669,Total Recording Co Ltd,,,f
id-186625,Greasy Vinyl,,,f
id-42462,Insiduous Urban Records,Original Production,id-222,f
id-217951,Memorex,Manufacturer,id-222,f
id-25313,Purple Box Records,Original Production,id-222,f
id-235364,Bum Rap Music Inc,Publisher,id-222,f
id-17964,BugInMyEarMusic Productions,,,f
id-31715,Dirty Water Records,,,f
id-69222,Washashore Records,,,f
id-140331,Digital Entertainment,,,f
id-245600,NEBLINA,Original Production,id-171,f
id-177130,No Love Entertainment,Imprint,,f
id-200481,Young 2K,,,f
id-37959,Creepsville Entertainment,Original Production,id-222,f
id-59804,Tutti Intersong Éditions musicales,Publisher,id-73,f
id-217219,Life is Pain,,,f
id-177643,Vesterinen Yhtiöineen Oy,Publisher,,f
id-181425,Karma Chief Records,Imprint,id-9549,f
id-137345,Henson Universal Music,,,f
id-76947,Ghetto Funk,Original Production,id-221,f
id-75329,エヌ・イー・ティー音楽出版,Publisher,id-107,t
id-50967,Manohar Records,Original Production,id-38,f
id-112709,Vulkania,,id-30,f
rec-231656-dup-1,Strutd  Frets,,,f
id-194247,Alternative Radio,Original Production,id-222,f
id-205730,Lazy Bones Recordings Inc,,,f
id-53717,GenXtasy Records,,id-222,f
id-219825,Sackville Recordings,,,f
id-184036,Fantasy by Selmerphone,,,f
rec-78831-dup-0,Loupgarous Produktions,,,f
id-195629,Programmes KK  Co,,id-72,f
id-106564,Tonodisc SA,,id-10,f
rec-24027-dup-0,Blesp,Distributor,rec-221-dup-0,f
id-26533,Stumble Records,Original Production,id-221,f
rec-51309-dup-1,Mu5ic Shop,Original Production,rec-73-dup-0,f
id-238694,Inarhyme Records,,,f
id-146642,Circle WANTAN,,,f
rec-241796-dup-0,Sno0ter Records,Original Production,id-222,f
rec-71226-dup-0,Premiere Music Didtributors,,,f
id-138459,Gak Attack Records,,id-240,f
id-84945,Innercore Japan,Original Production,id-107,f
id-206372,AB Records,Original Production,id-160,f
id-118974,Elektra Records,Holding,id-222,f
id-219819,Perfect Pitch Music Marketing,Distributor,,f
id-199956,Classicaloca Genius Recrods,,,f
id-90422,Serotonin Productions,,id-88313,f
id-204774,Mark A Mancina Music,Publisher,,f
id-216255,StrumaIodine,,id-653,f
rec-222540-dup-0,SIMP Records,Original Production,id-116010,f
rec-24027-dup-1,Blerp,Distributor,rec-221-dup-0,f
id-74912,Pretty Boy Floyd Records,,,f
rec-171741-dup-0,Tem0lo,,,f
id-158756,Cody Jinks LLC,Holding,,f
id-70659,Afterlife,,,f
rec-176936-dup-0,Repulzive Evil Productions,,,f
id-233471,Actionpop Records,Original Production,id-1178,f
id-2159,2062,Original Production,id-222,f
id-98556,Eminor Records,,id-331,f
id-221201,KANECITY RECORDS,,,f
id-72027,Tete San Ko Publishing Inc,Publisher,id-222,f
id-145599,Chicken Skin Records,Original Production,id-107,f
id-65640,Omi Records,,,f
id-65492,Outernational,,,f
id-9089,Sabres of Paradise,Original Production,id-221,f
id-137589,Origen Music,Production,id-5197,f
id-119194,LosTraxx Records,,,f
rec-74097-dup-0,Genera6ions Global,,,f
rec-236817-dup-1,Tribal Kidchen,,,f
rec-236817-dup-0,Trobal Kitchen,,,f
id-122407,Beardog Publishing Company,,,f
rec-120574-dup-0,Gritty Citv Records,Imprint,,f
id-224995,Les Productions La Table Ronde,Original Production,id-322,f
id-188043,Mercury Records,Holding,id-222,f
id-103298,German Democratic Recordings,,,f
rec-172270-dup-0,Three Boy5 Music Inc,Publisher,id-222,f
id-130593,Carl Fischer Inc,Publisher,id-7020,f
id-233203,Makondo Entretenimiento,,id-1008,f
id-178684,Undercontrol,,id-105,f
id-90863,Springalo Toones,Publisher,id-222,f
id-82291,Dark Light,Original Production,id-38,f
id-91143,Mutiny 2000 Record,,,f
id-118725,Massive Sox,Publisher,id-29483,f
id-225608,Irma Records,,id-100,f
id-207592,Speak  Spell Records,,id-7307,f
id-115943,MGraveyard,Original Production,id-107,f
id-211356,Autrement dit,,id-73,f
id-106063,Dance Flavour,,,f
id-237159,DefinitionMusic,Original Production,id-7704,f
id-132732,Babbeo Records,Original Production,,f
id-185868,Dogtree Records,,,f
rec-61530-dup-1,Swcretsundaze,,id-1178,f
rec-114175-dup-0,Castbah Kidd,Publisher,id-222,f
id-171165,Hess Street Songs,Publisher,id-5230,f
id-202365,STREET LOYALTY,,,f
id-105304,Take Off Your Shoes Records,,id-72,f
id-90550,Nasty Habits Productions,Publisher,id-221,f
rec-64209-dup-0,Rampacle Org,,,f
id-41590,Enormous Tunes,,id-203,f
id-251780,Heron Pond Productions,,,f
id-111977,Pagan Music Ltd,,id-221,f
id-125443,Management Three Music,Publisher,id-222,f
id-207270,Direct Holdings Holland BV,,,f
id-125441,Get Dancing Records,Distributor,,f
id-134137,Hollywood Boulevard Music,Publisher,,f
