release,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
id-1194379,id-1190971,id-675263,Musical Fish,,Official,,English,Latin,1
id-1026693,id-746862,id-549297,The Happy Masochist,,Official,,English,Latin,1
rec-1210397-dup-0,id-1203981,id-1068232,Strictly Dubplate / Acheron / Blrssed,,,,,Latin,1
id-792044,id-1034981,id-779590,Demo,,Pseudo-Release,,English,Latin,1
id-465310,id-776880,id-447350,Arabica,,Official,,English,Latin,1
id-1288250,id-1267479,id-1163838,Díselo,,Official,None,Spanish,Latin,1
id-943217,id-343019,id-239786,The Moral Imperative,,Bootleg,,,Latin,1
id-759654,id-1009519,id-753044,Italian Airs / Gloria Waltz,,Official,,English,Latin,1
id-783269,id-1028020,id-405142,When,,Official,,English,Latin,1
id-1340649,id-1308473,id-120889,Fjord EP,4017866230089,Official,,English,Latin,1
id-82596,id-444446,id-311914,蜘蛛の筵,,Official,,Japanese,Japanese,1
id-1577669,id-1502914,id-1387594,Revelation of Suffering,,Official,,,,1
id-953871,id-384389,id-270357,Demo,,Official,,English,Latin,1
id-604252,id-888240,id-70531,Paste EP,,Official,,English,Latin,1
rec-259751-dup-1,rec-607894-dup-0,id-161981,Unk-V,,Official,,English,Latin,1
id-941238,id-571212,id-407402,Free Myself,,Official,,English,Latin,1
id-737112,id-990900,id-307417,Love in Stereo,,Official,,English,Latin,1
id-1051078,id-1076063,id-832505,Racing the Sun,,Official,,English,Latin,1
id-2359797,id-2116921,id-1782788,Mainframe,,Official,,English,Latin,1
rec-946180-dup-0,id-353072,id-247140,Sh0rt,,Official,,English,Latin,1
id-500062,id-806246,id-557551,White Knuckle Terror,,Official,,English,Latin,1
id-1968426,id-1807762,id-1390088,Music for Programming 46 Jo Johnson,,Official,None,English,Latin,1
id-1968428,id-1807764,id-1372838,Music for Programming 47 Abe Mangger,,Official,None,English,Latin,1
id-2361373,id-2118252,id-2376305,Its All Here If You Want It,859730448169,Official,None,English,,1
id-746016,id-998096,id-748088,Fictive Agriculture,,Official,,English,Latin,1
id-2355238,id-2113052,id-2370995,Se descontrola,840090552887,,None,,,1
id-855371,id-1032470,id-777717,Shock,691062032629,Official,Jewel Case,English,Latin,1
id-396942,id-720765,id-528305,Hypnotisamus Reworks,,Official,,English,Latin,1
id-558089,id-853139,id-628537,Love  Passion,,Official,,English,Latin,1
id-1086464,id-1104692,id-873632,The Kettlefish EP,,Official,Other,English,Latin,1
id-497376,id-803929,id-594079,Lory F. Band,,Official,,,Latin,1
id-2997940,id-2618372,id-2940574,Wave,,Official,,English,Latin,1
id-273908,id-389471,id-274056,Solis E.P.,,Official,,English,Latin,1
id-1973153,id-1811394,id-2008090,Omniverse,,Official,,,,1
id-1102565,id-1117601,id-657137,Alles in Allem,,Promotion,,German,Latin,1
id-2839954,id-2493824,id-2820576,Take Care,,,,,,1
id-1333833,id-1303291,id-550039,The End / Version,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-952176,id-376527,id-50257,Masala,743218368424,Official,,English,Latin,1
id-433372,id-750786,id-552483,More Beautiful Than Ever / Willow Weep for Me,,Official,,English,Latin,1
id-243372,id-594809,id-425481,Stephanie Borowy,,Official,,English,Latin,1
id-654355,id-927145,id-650672,Sweets,,Official,,Japanese,Japanese,1
id-37398,id-345155,id-241710,EP,,Official,,English,Latin,1
id-933384,id-737662,id-2347125,Freedom,,Official,,English,Latin,1
id-1429499,id-1378403,id-1315753,Weerzien,,Official,,English,Latin,1
id-1338445,id-1306760,id-438136,Its a Shame,888174024813,Official,,English,Latin,1
id-555280,id-462648,id-322907,Brain Food for the Braindead,,Official,,English,Latin,1
id-390163,id-715406,id-524953,Lorna,,Official,,English,Latin,1
id-1332403,id-1302252,id-1188001,10cm,,Official,,,Latin,1
id-187158,id-545371,id-385580,Swurve,,Promotion,Cardboard/Paper Sleeve,English,Latin,1
id-272363,id-618094,id-441761,Miami Beach,,Promotion,,English,Latin,1
rec-891723-dup-0,id-190385,id-140800,Celtkc Mass,,Official,,English,Latin,1
id-592127,id-879101,id-643057,The Explorers,,Official,,English,Latin,1
id-1318543,id-1291337,id-989487,Palindrome,,Official,None,English,Latin,1
id-1249636,id-1236291,id-613351,The Mineral Victim,,Official,,English,Latin,1
id-855110,id-934574,id-694125,thecenter EP,,Official,,English,Latin,1
id-433195,id-750624,id-552353,West Station EP,,Official,,English,Latin,1
id-433197,id-750627,id-250185,Project,,Official,,English,Latin,1
id-925199,id-285758,id-200679,Live in the Echo Chamber,,Official,,English,Latin,1
id-952398,id-380331,id-267646,Walking in My Sleep,,,,English,Latin,1
rec-371826-dup-0,id-700387,id-77605,Powerdrill,74640529719,Official,,English,Latin,1
id-633717,id-911060,id-358736,Vinyl II,607515102429,Official,,English,Latin,1
id-3582848,id-3073731,id-3396041,Blinding Lights,8445162054003,Official,None,English,Latin,1
id-853995,id-932602,id-692467,Tiffany Rose,,Official,,English,Latin,1
rec-236844-dup-0,id-208396,id-151067,Neurotica,,Official,,English,Latin,1
id-1118350,id-1130495,id-937396,8 Mile Road EP,,Official,,English,Latin,1
id-1264872,id-1248667,id-1136538,Chávez Corazón del Pueblo,,Official,None,Spanish,Latin,1
id-1059295,id-1082614,id-841869,New York Boy,,Official,,English,Latin,1
id-180891,id-540239,id-291319,Variations,,Official,,English,Latin,1
id-847791,id-847300,id-624177,Jubilees a Comin / Ive Got a Date to Meet an Angel,,Official,,English,Latin,1
id-973583,id-663621,id-481874,Stick It In,,,,English,Latin,1
id-2420104,id-2166009,id-2153439,King of the Jungle,190295695378,Official,None,Multiple languages,Latin,1
id-180894,id-540241,id-380590,Home Again,94922532619,Official,,English,Latin,1
id-569815,id-830528,id-613374,MMVIII,,Official,Digipak,English,Latin,1
id-1127838,id-1138427,id-948944,Just Glue Some Gears On It And Call It Steampunk,,Official,,English,Latin,1
id-804477,id-1044697,id-787935,Stand By Me Whatcha See Is Whatcha Get,,Official,,English,Latin,1
id-60777,id-406290,id-286149,Seduction and Doffing,,Promotion,,English,Latin,1
id-1114483,id-1127240,id-932393,Eat Yr Make-Up,,Official,,English,Latin,1
id-1240017,id-1228539,id-1108069,Skin,,Official,,English,Latin,1
id-867095,id-58799,id-37909,Squash,,Official,,,Latin,1
id-867096,id-78103,id-47176,Sri Lalita Sahasranamam,,Official,,,Latin,1
id-352508,id-684909,id-502050,Living,93624995548,Official,,English,Latin,1
id-1124333,id-1135432,id-944481,Times End Part Two,,Official,None,English,Latin,1
id-234183,id-586127,id-136401,Living for the Night,5024414445184,Official,Cardboard/Paper Sleeve,English,Latin,1
id-632377,id-909995,id-674187,love culture,,Promotion,,English,Latin,1
id-407893,id-729873,id-535817,Música Para Cuarteto De Cuerda Y Cuadro Flamenco,,Official,,Spanish,Latin,1
id-3154055,id-2741956,id-526571,Le Bonne,193483086378,Official,None,English,Latin,1
id-1321584,id-1293829,id-1207806,Waiting For You,,Official,None,English,Latin,1
id-379791,id-706991,id-1198795,Éxito,7798078740173,Official,Cardboard/Paper Sleeve,Spanish,Latin,1
id-1185972,id-1184210,id-679634,Rock Art,,Official,,English,Latin,1
id-458557,id-771486,id-569159,Tenille,,Official,,English,Latin,1
id-1607931,id-1526389,id-3000983,Funky Flay,,Official,None,English,Latin,1
id-212510,id-408681,id-287963,The Spine Overshadowed by the Rope,,Official,,English,Latin,1
id-1607934,id-1526392,id-1573064,In The Beginning E.P.,,Official,None,English,,1
id-241058,id-592679,id-305990,Ageless Day,,Official,,English,Latin,1
id-2841270,id-2494851,id-2822025,Mehr Als Nur Ein Like,,Official,,German,,1
id-600801,id-885392,id-651976,Anam Cara,837101106351,Official,,Multiple languages,Latin,1
id-2841901,id-2495355,id-2822532,Look What You Made Me Do,,Official,None,English,,1
id-1058657,id-1082056,id-651377,Show Em How It Works,,Official,,English,Latin,1
id-829871,id-1063930,id-801671,Doin Your Mom,,,,English,Latin,1
rec-1242381-dup-1,id-1230427,id-252506,Choo Choi,,Official,,English,Latin,1
id-1150605,id-1156671,id-223042,Bien acompañado edición de lujo,,Official,None,Spanish,Latin,1
id-1092467,id-1109610,id-1307440,Eternal Light Music of Inner Peace,28947109020,Official,Jewel Case,English,Latin,1
id-323979,id-661810,id-465447,Interdependance Dance,,Official,,English,Latin,1
id-791355,id-1034400,id-779053,Slap Da Bass Up,5039238062929,Official,,English,Latin,1
id-634928,id-911954,id-675817,Moody Man / Change Your Mind,5060193561639,Official,,English,Latin,1
id-574263,id-865227,id-637976,Lazarus Thane,,Official,,English,Latin,1
id-1049007,id-1074380,id-829582,I Cant Find You,,Promotion,,English,Latin,1
id-972183,id-449251,id-243437,Live,,Promotion,,English,Latin,1
id-976153,id-463621,id-260579,Australia Rhythms from the Outer Core,785965111427,Official,,Multiple languages,Latin,1
id-976400,id-468389,id-2144970,30 Inolvidables,,,,Spanish,Latin,1
id-1084388,id-1103051,id-870695,The Sacred Project,,Official,,English,Latin,1
id-1580033,id-1504809,id-1449127,Condor,,Official,Jewel Case,,,1
id-547232,id-844508,id-1085016,one gleam after the shadow,,Official,,English,Latin,1
id-1145341,id-1152509,id-968978,I,,Official,None,English,Latin,1
id-866143,id-122708,id-87912,Prime Sinister,5024545236828,Official,Jewel Case,English,Latin,1
id-584712,id-873231,id-644186,1/2 Sieben / Kriegstrauma,,Official,,German,Latin,1
id-2171980,id-1968841,id-1376529,Conflicted,3614976218795,Official,,English,,1
id-1460688,id-1402854,id-1347115,The Path of Black Sun,,Official,,Multiple languages,Latin,1
id-876181,id-545525,id-385736,Demo,,Official,,English,Latin,1
id-2643275,id-2338596,id-2193977,Sorrow,,Official,None,English,Latin,1
id-1163086,id-1166168,id-566756,Love by Design,5055274007427,Official,None,English,Latin,1
id-3549483,id-3048280,id-3372557,Solstice,7434007959987,Official,None,English,Latin,1
id-270852,id-616962,id-440805,ttttttttttttttttttttt,,Official,,English,Latin,1
id-924374,id-288548,id-202745,Le Seaside,,Promotion,,English,Latin,1
rec-417390-dup-0,id-737482,id-354239,Duded,,Official,,English,Latin,1
id-965489,id-621102,id-372189,KC After Dark,731453732223,Official,Jewel Case,English,Latin,1
id-449515,id-764250,id-124880,Fiction / Why Not Jazz remixed,8712705015099,Official,,English,Latin,1
id-868986,id-432057,id-304554,,,,,English,Latin,1
id-1440173,id-1386692,id-1326478,Si nos fueramos venio,,Official,None,Spanish,Latin,1
rec-1183517-dup-1,id-1182224,id-51522,The Prelude,884501773423,Official,Jewel Case,English,Latin,1
id-206515,id-561155,id-260195,3am,,Official,,English,Latin,1
id-1093759,id-1110635,id-168427,Turning Into Straight Lines,,Official,,English,Latin,1
id-192040,id-549036,id-388633,Kneel Before the Throne and Drink the Blood of Your Own,,Official,,English,Latin,1
id-1325643,id-1296893,id-1211919,Calls from the Creeper Volume 6,,Official,,English,Latin,1
id-498299,id-804703,id-101045,Little Darlin / Guitar Rhumbo,,Official,,English,Latin,1
id-399278,id-722752,id-529904,The Woodchuck EP,,Official,,English,Latin,1
id-626928,id-905830,id-863764,Vision / I Ching,,Official,,English,Latin,1
id-750410,id-1001866,id-751377,Rockit Fuel,,Promotion,,English,Latin,1
id-465830,id-777348,id-184879,Comae,,Official,,English,Latin,1
id-159199,id-1289935,id-365275,Texas,,Bootleg,,English,Latin,1
id-308260,id-506622,id-352490,On Marx/Mosp,,Official,,,Latin,1
id-1532776,id-1466998,id-1108338,EICV7 No. 39,,Official,None,English,Latin,1
id-534092,id-833962,id-615535,Dance Allnite,742891107214,Official,,English,Latin,1
id-1224843,id-1216009,id-798548,Youre No Good Remixes,,Promotion,,English,Latin,1
id-763813,id-1012646,id-759925,Complete Rage,,Official,,English,Latin,1
id-403636,id-726499,id-532816,Renaissance A Decade of Dance,,Promotion,,English,Latin,1
id-1163881,id-1166820,id-996018,An Acoustic Tribute to Florence + the Machine,666496940628,Official,Jewel Case,English,Latin,1
id-146280,id-513548,id-357896,Sacrifices,,Official,,English,Latin,1
id-1046348,id-1072121,id-747975,Abyssal Plain,,Official,,English,Latin,1
id-474921,id-785068,id-578196,Oxymoron №2 EP,,Official,,English,Latin,1
id-1320239,id-736299,id-540742,バイオニック コマンドー：マスターD復活計画 THE SOUNDTRACK,,Promotion,,Japanese,Japanese,1
id-823097,id-1058796,id-797724,All My Love,,Official,,English,Latin,1
id-401383,id-724564,id-116528,They Milk Horses Dont They,,Official,,English,Latin,1
id-1211876,id-1205240,id-1071109,Harapan,,Official,None,,Latin,1
id-1265459,id-1249172,id-1137436,Chase the Night,,Official,None,English,Latin,1
id-670502,id-939901,id-698574,The Rest Is Ancient History...,,,,English,Latin,1
id-297616,id-638635,id-294397,One Step Ahead of Hell,,Official,,English,Latin,1
id-1003022,id-618952,id-442625,Abolengo,,Official,,English,Latin,1
id-297618,id-638637,id-459881,Them,,Official,,English,Latin,1
id-1159385,id-1163338,id-987183,Lifter in Clouds / Kudryavka / Aurora Gagarin,,Official,None,Multiple languages,Latin,1
id-2838275,id-2492467,id-2819165,Montre,,Official,None,French,,1
id-3353905,id-2896734,id-3223304,Move Your Body,190296407376,Official,None,English,Latin,1
id-2537411,id-2256657,id-2536711,Black Helicopters,,Official,,,,1
id-3353903,id-2896732,id-3223300,Sahara,196292887945,Official,None,English,Latin,1
id-1024785,id-223431,id-77814,Impetuous,,Official,,English,Latin,1
rec-2086060-dup-1,id-1900650,id-2129673,Untitled 3,,Official,None,English,Latin,1
id-340450,id-674983,id-493267,Hard Life / Thats When Your Heartaches Begin,,Official,,English,Latin,1
rec-652722-dup-0,id-925795,rec-326123-dup-1,Controo Issues EP,,Official,,English,Latin,1
id-495181,id-802140,id-68589,SCHP,,Official,,English,Latin,1
id-1575105,id-1500820,id-1444107,The Purge,,Official,None,English,Latin,1
id-3355762,id-2898107,id-3224750,All Night Long,,Official,None,English,Latin,1
id-573069,id-864266,id-637215,Johnny  Marina Macarena,8712705028983,Official,,Dutch,Latin,1
id-365258,id-694925,id-509737,Invocation of the Sleeper,,Official,,English,Latin,1
id-3583544,id-3074275,id-3396536,College Girl,,Official,,,,1
id-1497361,id-1437982,id-633292,Ready To Love,4544163510410,Official,,Japanese,Japanese,1
id-680153,id-947597,id-704811,Onaraはずかしくないよ/ピラメキたいそう,,Official,,Japanese,Japanese,1
id-566900,id-859739,id-305375,Johnny the Fox,,Official,,English,Latin,1
id-143061,id-511071,id-328993,So Hot Right Now Promo,,Promotion,,English,Latin,1
id-2360632,id-2117656,id-1726977,Æther  Héméra,602577109911,Official,,French,Latin,1
id-1200467,id-1196037,id-1014399,Mermaid,700261822549,Official,Digipak,English,Latin,1
id-1169458,id-1171084,id-1003322,Musique Provocateur 12,,Official,,English,Latin,1
id-3583549,id-3074280,id-2957726,The Bluegrass Stage,198004305679,,,,,1
id-832426,id-1065557,id-802833,Cry,,Official,,English,Latin,1
rec-985117-dup-0,id-522051,id-269557,Casdette,,Official,,English,Latin,1
id-550877,id-847340,id-624198,Musique pour diner à Rio,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-1145832,id-1152938,id-353671,Birthday Girl,,Official,,English,Latin,1
id-3580084,id-3071670,id-2594512,彩虹的微笑,,,,Chinese,,1
id-1265233,id-1248974,id-1136917,French Hardcore Century,,,,English,Latin,1
id-455093,id-768821,id-201191,Floyd as Dub,,Official,,English,Latin,1
rec-2538188-dup-0,id-2257222,id-2494916,Darlc,,Official,,English,Latin,1
id-372434,id-700919,id-514319,Stone Witness / Summer Evening,,Official,,English,Latin,1
id-601039,id-885540,id-221831,Elements,,Official,,English,Latin,1
id-1331487,id-1301511,id-1217328,Find My Way,,Official,,English,Latin,1
id-1203513,id-1198425,id-1057442,Free  Equal,,,,English,Latin,1
id-730325,id-985386,id-398245,Dancin Me to Ecstasy,,Official,,English,Latin,1
id-360576,id-690990,id-2570132,Jawanian,,Official,,Punjabi,Latin,1
id-420834,id-740309,id-209804,Act One Sacrifice,6418661000224,Official,,English,Latin,1
id-1038357,id-822315,id-607449,Out of the Void,,,,English,Latin,1
id-1278515,id-1259618,id-292571,Manic E.P.,,Official,,English,Latin,1
id-1002951,id-609553,id-435674,Bottoms Up,,Official,,English,Latin,1
id-1002950,id-127190,id-1612116,The Chicago Blues Tapes 1991,,Official,,English,Latin,1
id-746828,id-998790,id-748574,Fireballs/Remix,,Official,,English,Latin,1
id-2672192,id-2362180,id-2678371,LAlcool CEst de lEau,,Official,,French,Latin,1
id-1208432,id-1202357,id-255002,Hard to Find,,Official,,English,Latin,1
rec-389786-dup-0,id-715042,id-524810,Believe Me If All Those Endeanng Young Charms,,Official,,English,Latin,1
id-592668,id-879491,id-331191,Sunny Trumpets,,Official,,English,Latin,1
id-529737,id-830090,id-613095,The Thing Remixes,,Official,,English,Latin,1
id-485834,id-794210,id-564433,Conquistador,,Official,,English,Latin,1
id-752696,id-1003863,id-298121,Darkness Is Back,,Official,,English,Latin,1
id-1200795,id-1196295,id-1052626,Ghetto Blast,,Official,,English,Latin,1
rec-546415-dup-0,id-843915,id-133423,Progressive Sojl EP,,Official,,English,Latin,1
id-402861,id-725887,id-142839,Remixes,,Official,,English,Latin,1
id-1026204,id-743371,id-546404,Telling On Trixie,,Official,,English,Latin,1
id-629139,id-907470,id-456645,Morning of the Murder,,Official,,English,Latin,1
id-455678,id-769299,id-567623,Möbius,,Official,,Spanish,Latin,1
id-73191,id-430467,id-303448,Fresh Meat,,Official,,English,Latin,1
rec-2360850-dup-0,id-2117841,id-2375843,Beat Saber Original Game Sounstrack Vol. II,,Official,None,,,1
rec-336635-dup-0,id-671884,id-267208,Between Earth  Sky,,Official,,English,Latin,1
rec-336635-dup-1,id-671884,id-267208,Betweeri Earth  Sky,,Official,,English,Latin,1
id-907051,id-210695,id-152589,Much More Volume 2,,Official,,,Latin,1
id-1146875,id-1153761,id-970598,Light Stakeout Parts 1  2,,Promotion,,English,Latin,1
id-1280378,id-1261129,id-1154135,Never Let Me Go The Voice 2013 Performance,,Official,None,English,Latin,1
id-995324,id-560623,id-399551,Tragedy Parade,,,,English,Latin,1
id-1321342,id-1293626,id-1207533,Coconut Flavoured Songs.,,Official,Jewel Case,English,Latin,1
id-1220534,id-1212546,id-1081274,The Grand Portal,,Official,,English,Latin,1
id-845537,id-883044,id-650302,Freddys Coming for You,,Official,,English,Latin,1
id-716718,id-975382,id-731283,Fractured Forms,884501323154,Official,,English,Latin,1
rec-677499-dup-0,id-945478,id-1464119,Bl00dsuck1ng Fr3qk vs. N0123,,Official,,English,Latin,1
id-1316240,id-1289471,id-1202036,The Kids All Suck,,Official,,English,Latin,1
id-854769,id-1003761,id-752795,Real Recognize Real Mixtape,,Promotion,,English,Latin,1
id-824568,id-1060027,id-798534,Another Song,,Official,,English,Latin,1
rec-3550611-dup-0,id-3049160,id-2755720,Show Md,,Official,None,English,Latin,1
id-1277341,id-1258661,id-3206112,See My Love,,Official,,English,Latin,1
id-991954,id-1484932,id-383786,Cloned Slaves for Slaves,,Official,,English,Latin,1
id-843742,id-1014334,id-761683,Playing With Fire,,Official,,English,Latin,1
id-672907,id-941787,id-186795,Opaque,,Official,,English,Latin,1
id-1052588,id-1077239,id-575513,From Winter Real World Sessions,,Official,None,English,Latin,1
id-3251476,id-10889,id-5786,Fall Of My Dreams,720616701121,Official,Jewel Case,English,Latin,1
id-1237722,id-1226776,id-354953,Shottas Soundtrack,,,,English,Latin,1
id-696558,id-960013,id-418050,My Funny Valentine / Saturday Night Is the Loneliest Night in the Week,,Official,,English,Latin,1
id-1061410,id-1084310,id-843792,Zillatron,,Official,,English,Latin,1
id-1312009,id-1286048,id-906314,Nothing,,Official,,English,Latin,1
id-671741,id-940918,id-167326,Firestorm,,Official,,English,Latin,1
id-747995,id-999690,id-749314,Silence Bleeds Demo Sampler,,Promotion,,English,Latin,1
id-478454,id-787980,id-581485,Gesundheit Von K,,Official,,Multiple languages,Latin,1
id-663813,id-934792,id-690927,Out There,,Official,,English,Latin,1
id-1010245,id-639886,id-264605,Beyond Reality,,Official,,English,Latin,1
id-663811,id-934790,id-331224,Revenger / Buzza,,Official,,English,Latin,1
id-3582835,id-3073721,id-3396037,Blinding Lights,196051674502,Official,None,English,Latin,1
id-3353019,id-2896026,id-3222689,Oasis,5054286384106,Official,None,English,Latin,1
id-3582831,id-3073718,id-3396034,Blinding Lights,196167230517,Official,None,English,Latin,1
rec-852593-dup-0,id-999465,id-335497,Money Can Buy Anytbing,,Official,,English,Latin,1
id-507915,id-812813,id-600297,Geen bier maar karnemelk,,Official,,Dutch,Latin,1
id-615735,id-897394,id-663574,Money Talks,,Official,,English,Latin,1
id-3458197,id-2978292,id-3276189,FLY ALONE,,Official,,English,,1
id-793501,id-1036130,id-780481,Rehearsal Tape,,Official,,Portuguese,Latin,1
id-518042,id-278127,id-175726,The Opera Band,828765588225,Official,,English,Latin,1
id-1185115,id-1183489,id-1030731,Ferrum EP,,Official,None,English,Latin,1
id-868728,id-394054,id-277134,Weisse noch ...,,Official,,German,Latin,1
id-733672,id-988063,id-741084,Reborn in Action,,Official,,English,Latin,1
id-928086,id-290702,id-204208,Source Unknown,,Official,,English,Latin,1
id-1232935,id-1222804,id-1098535,2012-11-28 399 Meigs St. Athens GA USA,,Bootleg,,English,Latin,1
rec-542530-dup-0,id-840915,id-49643,Pollenfever,724355053503,Official,,English,Latin,1
id-118281,id-490670,id-341467,Still Alive,6419922000991,Official,,English,Latin,1
id-323368,id-661270,id-479632,Analysis,,Official,,English,Latin,1
id-2538040,id-2257107,id-2537330,2 C-B,4058765327173,,None,,,1
id-1540587,id-1473388,id-422921,Архитектура,,Official,Digipak,Russian,Cyrillic,1
id-171833,id-532841,id-373299,The Axis E.P.,,Official,,English,Latin,1
id-1081160,id-1100502,id-345965,Raver I,,Official,,English,Latin,1
id-171836,id-532842,id-249250,Beats  Basslines,,Official,,English,Latin,1
id-2418423,id-2164639,id-2424585,His Love,,,None,English,Latin,1
id-171838,id-532843,id-373300,Famous,,Official,,English,Latin,1
id-921731,id-270805,id-182472,Le retour du bleu métallique,,,,,Latin,1
