label,name,label_type,area,ended
id-143415,C.R. Records,,,f
id-167006,Heel.zone,Production,,f
rec-3433-dup-0,Jet Recordz,Original Production,,f
id-126208,Lago Film GmbH,,,f
id-56154,Urban Umpires Unlimited,,,f
id-245356,Twenty Something,,,f
id-238264,DK Eentertainment,,,f
id-170994,Archivio Letterario,,,f
id-135271,SOMICO,,,f
id-170999,Ladmo,,,f
id-135272,Deep Web Music,,,f
rec-143781-dup-0,Drean,,,f
id-237732,1AD,,,f
rec-136995-dup-0,Prima5y Wave Publishing,Publisher,,f
rec-189995-dup-0,Turbobandit Recoeds Ltd,,,f
id-160296,Self-Destruction,,,f
id-235594,blickwinkel,,,f
id-235596,Orange Sound,,,f
id-194502,Сириус-Медиа,,,f
id-240835,Apollo Music S.A.,Original Production,,f
id-183470,Groovyville,Original Production,,f
rec-194914-dup-0,Smiley Fingerw,,,f
id-210234,Joca records,Original Production,,f
id-171112,Tpass,,,f
id-151511,Blue Suit,,,f
id-67308,Distance Lights Studios,,,f
id-70320,Promotion des Cultures du Monde,,,f
id-219896,Handmade Music,,,f
id-64471,Gemlike Records,,,f
id-239116,Do Nothing Records,,,f
id-128017,Giddy Swells,Publisher,,f
rec-191089-dup-0,Blue Angel Filmst,,,f
rec-70625-dup-0,clicckity-clack,,,f
id-252845,dimamedia,,,f
rec-56523-dup-0,Oroon Home Video,,,f
rec-101642-dup-0,Saliya,,,f
id-63150,Great Big Mouth Records,,,f
id-143085,Edition Fuhuru,Publisher,,f
id-58882,Momentum Records,,,f
id-86619,Token Productions,Original Production,,f
id-144612,Live on Vinyl,Bootleg Production,,f
id-155213,Kratagus,,,f
id-163495,RBM Special Editions,,,f
id-176933,Stench of Carnage Tapes,,,f
id-142731,BITWAVE,,,f
id-112539,Rasetsu Records,Original Production,,f
id-244332,1229 Publishing,Publisher,,f
id-215276,DGN 660,,,f
id-192862,Dream Beach Records,,,f
id-247682,CAIN MUZIK,,,f
id-50250,Gallery Music Publ.,Publisher,,f
id-250376,Dödstil,,,f
id-97116,Elite Base,,,f
id-192047,Modified Suede Recordings,,,f
id-218101,Lucifer Productions,Original Production,,f
id-145961,Arbors Records Inc.,,,f
id-193536,Wyer Sound,Production,,f
id-67077,Zonophone,Original Production,,t
rec-144904-dup-0,Chriztopher Mellor Ltd.,,,f
id-143394,Legend,,,f
id-136738,Speaker House,,,f
rec-238784-dup-0,Jae Faive Music Publisying,Publisher,,f
id-159357,Adversity Records,,,f
id-215180,MAC MAID RECORDS,,,f
rec-66850-dup-0,EMI Sdudio DRM,Imprint,,f
id-165081,NOWMerryXmas3,Imprint,,f
id-244481,Kal Records,,,f
rec-180999-dup-0,Sub FM,,,f
id-112750,Solid Waste Music,Publisher,,f
id-148859,Evita Music Ltd.,Publisher,,f
id-247463,Spirit Nashville One Crescendo,Publisher,,f
id-180061,Acid Sonic Research,Original Production,,f
id-165631,SciFi Music Play,,,f
id-252626,Watchtower Collective,,,f
id-195480,Akashic Envoy Records,,,f
id-192599,Twenty One Eighty Two Recording Company,,,f
id-101691,DLG Digital,,,f
id-72463,Universal Twang Records,,,f
id-235616,Perseverance Media Group,,,f
id-67673,Editori per lItalia,Publisher,,f
id-88291,Southern Hospitality,,,f
rec-55904-dup-0,Futuredfe Music,,,f
id-169463,Limitless Audio,,,f
id-132520,Fuck All Record Companies,,,f
id-188305,Swemix Productions,,,f
id-157036,Onbones Collective,,,f
id-188650,Lim Lum Music Productions,,,f
id-153902,Rabben Records,Production,,f
id-207328,Bodach,,,f
id-61634,Inner Knot,,,f
id-139606,Fracture,Original Production,,f
id-73170,S-Rock Music Production,,,f
id-231916,Xtacy Records,Imprint,,f
id-82619,Cinematic Records,,,f
id-59590,Hatfish Music Ltd,,,f
id-117955,EUN Records,Production,,f
id-210823,Euro Solution,Imprint,,f
id-98111,iLL-Legit Records,,,f
rec-250333-dup-0,Mae Mvsic,,,f
id-174081,Right  Exact Records,,,f
id-96608,SoulbSoul,,,f
rec-149262-dup-0,Second Spring Music Publishing,,,f
id-216174,New Line Music,,,f
rec-75048-dup-0,A Terr,,,f
id-157103,Gallerie Dessford Vogel,,,f
id-173056,Here Music,,,f
rec-97116-dup-0,Elite Bsse,,,f
id-198502,Splanga Records,,,f
id-237299,Polo G,,,f
id-207438,Dark Habits,Imprint,,f
id-66035,1st Take Music Inc.,,,f
id-184790,Song Garden Music Group,,,f
id-24952,M McGoldrick,,,f
id-141704,Snowy Shaw Productions,Original Production,,f
id-236839,Ostring Records,Production,,f
id-166486,T1,,,f
id-130632,Mazedude Music,,,f
id-251849,Bowling Records,,,f
id-185049,Body Of Armed Men Distribution,,,f
id-229157,Hip Code Records,,,f
id-138399,Lupine Music,Publisher,,f
id-225495,Purodium Rekords,Distributor,,f
id-158242,Oasys Virtual Entertainment Productions,Production,,f
id-125818,Zrní s.r.o.,,,f
rec-229809-dup-0,NethhrNet,,,f
id-101117,AGR Television Records,,,f
id-101114,Kraddylab,,,f
id-149659,Fact Of Being,,,f
id-146543,Damask Music,Publisher,,f
id-191363,Editions Auzou,,,f
id-120023,ChaCha Records,,,f
id-170410,Thousand Thunders,Publisher,,f
rec-185792-dup-0,JMR Jazz Metal Reco5dings,Original Production,,f
rec-178357-dup-0,ÖppåHåppa Rekords,,,f
id-191109,Musicity,,,f
id-186143,LDE Records,,,f
id-31719,Intaglio,,,f
id-222975,Владимир Высоцкий,,,f
id-207882,Candlelight Records USA,Bootleg Production,,f
rec-224702-dup-0,Emy Protuction,Original Production,rec-95814-dup-0,t
id-175592,Juke Bounce Werk,Original Production,,f
id-141809,Flyhi Productions,Publisher,,f
id-141806,N4300 W8752,,,f
id-201475,Mean Bugle Productions,,,f
id-141803,Caprice Records Sweden,,,f
id-90132,Cathedral Sonics,,,f
id-232752,Wandalia Records,,,f
rec-152033-dup-0,Match Musjc,,id-54410,f
id-153472,Digi Classics,Publisher,,f
id-153471,Pollination Records,,,f
id-152252,Best Buddies Canada,Original Production,,f
id-55904,Futuredge Music,,,f
id-106566,The White Label B.V.,,,f
id-142126,Blackmarket,,,f
id-244928,Levels Entertainment,Publisher,,f
id-133600,Anelia Prod,Original Production,,f
id-242899,EMI His Masters Voice DRM,,,f
id-173862,Lenfant terrible,,,f
id-143461,goodnight berlin,,,f
id-175041,Ciné Nada Music,Publisher,,f
id-92765,Gasparo,,,f
id-43162,Spontaneous Records,,,f
id-156167,Bato Discos S.A.,Imprint,,f
id-135269,Bro Safari Music,Distributor,,f
id-238210,Vocem Interiorem Manifestations,,,f
rec-246721-dup-0,Girl Brothers Mysic,Publisher,,f
id-233578,Cube Studio,Distributor,,f
id-63017,Gemini Audio,,,f
id-160755,Sub Society,Imprint,,f
id-151528,Fury Records,,,f
id-244814,Mosaic,,,f
id-157598,Spectrum of Mana,,,f
id-246986,Heroinface Records,,,f
id-91738,Buddy Dower Publishing,Publisher,,f
rec-243824-dup-0,Spoon Musik,Publisher,,f
id-241043,Bron G. Incorporated,,,f
id-228441,Blackout Discos,,id-99530,f
rec-67673-dup-0,Editori per lIta|ia,Publisher,,f
id-158532,loyalcode,Distributor,,f
id-206847,Porno Sound Studio,,,f
id-229427,Soma Quality Recordings,,,f
id-213039,BMITIC PRODUCCIONES S.L.,,,f
id-108742,Ice Records,,,f
id-167837,Vindauga Music Ltd.,,,f
id-237611,Far Horizon Records,,,f
id-218026,Future Past,,,f
id-237617,East Asia Music,,,f
id-68419,NewSong Recordings,,,f
rec-239935-dup-0,Sports Rec0rds,,,f
id-205164,Ignitor,,,f
id-76311,Family Communications,,,f
id-191094,Soulyrical Publishing,,,f
id-57052,Arbitors,Original Production,,f
id-209106,Ark Productions Inc.,Production,,f
id-198241,Production Grand Samurai,Production,,f
id-207857,Maxwell  Carter Global Publishing,Publisher,,f
id-118856,Get Right Entertainment,,,f
rec-240835-dup-0,Apollo Mustic S.A.,Original Production,,f
id-222576,EXHALE,,,f
id-224904,Uno Entertainment,,,f
id-123203,Payday Recordings,,,f
id-89116,Waterdog Records,,,f
id-251595,Silent Songs,,,f
rec-164912-dup-0,Twim Bros Music,Publisher,,f
id-88468,Trackmasters Entertainment,Production,,f
id-178089,BCW Music,Publisher,,f
id-248497,Royal Records,,,f
id-237504,Creosote Records,,,f
id-68700,Philips-West African-Records,,,f
rec-227933-dup-0,Idyloic Noise,,,f
id-63237,Cultural Foundation,,,f
rec-241568-dup-0,Soft-World Kaobsiung Music Production Center,,,f
id-200205,Dharshini,,,f
id-62017,So Much Dada,,,f
id-227487,Big Joints Ltd,Holding,,f
id-179375,Essex Musikförlaget,Publisher,,f
id-155652,Digital Experience,,,f
id-247413,Marco Music Ltd.,Publisher,,f
rec-116174-dup-0,Fuchsteufelswiod Records,,,f
id-208213,Keyed Up,,,f
id-171684,These Mortals Music,Publisher,,f
id-181758,Best Brehodi,,,f
id-247893,Museum Boijmans Van Beuningen,,,f
rec-66121-dup-0,Demo1ition Publishing,Publisher,,f
id-110840,We the Kings,,,f
id-232119,MAN WITH A MISSION,Imprint,,f
id-140267,Elan Records,,id-105408,f
id-169475,375 PS,,,f
id-164151,NSG Entertainment,Original Production,,f
rec-212548-dup-0,Infinitt,,,f
id-137706,Outrageous Records Inc.,,,f
id-200739,Melodious Din Records,Original Production,,f
rec-118884-dup-0,Kine Manieren Produktion,Production,,f
id-38851,Despotic Records,,,f
id-149005,Irma CasaDiPrimordine,,,f
id-167494,InKindMusic,,,f
id-118278,Panarecord S.p.A.,,,f
rec-170312-dup-0,101 Latono,,,f
id-141028,WeRNeon,,,f
id-105876,Broadway Video Music Publishing,Publisher,,f
id-110595,Sharp Axe Records,,,f
id-103984,Boocoo Music,,,f
id-66629,Lucky 7 Records,,,f
id-205174,Dead Elvis,,,f
id-238855,Firm Roots,Original Production,,f
id-67712,F - Spot Records,,,f
id-183457,Secret Of The Empty Room,,,f
id-170827,4 EYES,,,f
rec-190814-dup-0,Hitz Onlv Sound,,,f
rec-64418-dup-0,Sasquatsch Was Enterprises,,,f
id-185435,Sunny Day Records,,,f
id-67934,Planet Acetate,,,f
id-158324,AlYf Recordings,,,f
id-234756,Ali Producers,,,f
rec-215788-dup-0,Get Nicw,,,f
id-234751,PLTNM SKOOL,Production,id-90654,f
id-115672,Gavin Harrison Sounds,Original Production,,f
id-219409,Science  Mélodie,Publisher,,f
rec-105385-dup-0,Indie Rebe1s,Publisher,,f
rec-146587-dup-0,Highcrogt Records,,,f
id-162068,antidot,,,f
id-170552,Ancient Meadow,,id-25576,f
id-152269,White Rabbit,,,f
rec-204082-dup-0,Amiable Huntred,,,f
id-82934,King Penda,,,f
id-197297,Coexistence Obscure,,id-60648,f
id-202599,Roger Woodhead Productions Ltd.,,,f
id-202591,LTF,Publisher,,f
id-131551,RaveWave,,,f
rec-182643-dup-0,AGON,,,f
id-212662,Atgebam Alugn,,,f
id-233749,Thunder Records,Bootleg Production,,f
id-233747,Mconvene,,,f
id-118107,Onze Heures Onze,Original Production,id-50374,f
id-149620,Revoke,,,f
id-138546,Laneway Music,,,f
rec-143806-dup-0,YAOP,,,f
id-188881,Postpost,,,f
rec-233181-dup-0,Morphvsic,Distributor,,f
id-61400,Blackdoor Records,,,f
id-91080,eDiets.com Inc.,,,f
id-153685,Anahata.co,,,f
id-21957,Holophonic Records,,,f
rec-207851-dup-0,Hardcore 4Dcraft,Original Production,,f
id-210031,Childrens Bright Horizons - Kinder in Not,,,f
id-186974,Mammuth Music,,,f
rec-168812-dup-0,Europhon Redord,,,f
id-191974,ArtBeat Records,,,f
id-209240,Chalkmark,,,f
id-164629,Burton Avenue Music,,,f
id-99708,RCA/Ariola,Distributor,,t
id-86389,Chuffing Hell Records,,,f
id-220863,Spade Tight Entertainment,,,f
id-102720,Polar Bears Toe Nails,Publisher,,f
id-201465,Tak Records,Publisher,,f
id-61570,Impressive Records,,,f
id-153464,St. Chika,,,f
id-121302,Vulva Productions,,,f
id-121309,Siyal,,,f
rec-213039-dup-0,BMITIC PRODUCCIONES S.L.,,,f
id-76941,WiAB Records,,,f
id-71320,PRRP,Bootleg Production,,f
id-173853,TRO-Cheshire Music Inc.,Publisher,,f
rec-79123-dup-0,Hicklo Muzic,,,f
id-135259,Gee Tree Creative,Production,,f
id-61883,Posiversum Records,,,f
id-252374,Quad Hustle Inc,Publisher,,f
id-196215,Blue Pie Publishing USA,Holding,,f
rec-171459-dup-0,Contijental Maple-Leaf Records,,,f
id-197346,아라니아,Manufacturer,id-99257,f
id-101815,Milk Shake Records,,,f
id-209067,NewFound Road Publishing,Publisher,,f
id-91727,Richie Dagger Music,Publisher,,f
id-224110,Written Entertainment LLC,Holding,,f
id-68361,Perreo Digital,,,f
id-233418,DJM Records,Bootleg Production,,f
id-207851,Hardcore 3Dcraft,Original Production,,f
id-105646,WOLV,Production,,f
id-153113,Slumpd Records,Distributor,,f
id-30032,Hubbub Records,,,f
id-105641,February Twenty Second Music,Publisher,,f
id-218908,Bladed Black Records,Imprint,,f
id-248003,Studio Edith Records,Publisher,,f
rec-218403-dup-0,Cinderblock Recordz,,,f
rec-21727-dup-0,Cantorist,Production,,f
id-208440,Freeky Disc,,,f
id-239313,Wild Moose,,,f
id-237660,The Plug Records,,,f
id-155948,T. Wilbury Limited,Holding,,f
id-100503,Trust No One Records,,,f
id-231125,Angle Tone Records,,,f
id-79123,Hicklo Music,,,f
id-82335,FRW-Records,,,f
id-170312,101 Latino,,,f
id-210367,House of Helder Records,Original Production,,f
id-169719,Paperview,Production,,f
id-250033,Hogwasche Music,,,f
id-133142,Bacanos Inc,,,f
rec-188881-dup-0,Poztpost,,,f
id-125424,Black Butterfly,Publisher,,f
id-163638,Paniros Publishing,Publisher,,f
rec-163495-dup-0,RBM Speciao Editions,,,f
id-215256,BSM 13 Publishing,Publisher,,f
rec-105641-dup-0,February Twenty Secont Music,Publisher,,f
id-80665,Audiolab,,,f
rec-121302-dup-0,Vulva Productionj,,,f
id-154947,AlphaVersion Records,,,f
id-208192,Aargauer Kuratorium,,,f
id-249151,Pura Sangre Music,,,f
id-136860,Studio TLive Records,Original Production,,f
id-251450,Sokah Experience,,,f
id-82243,St. Vitus Records,,,f
rec-196215-dup-0,Blue Poe Publishing USA,Holding,,f
id-215899,Montagne Records,,,f
id-208047,House of Greed Entertainment,,,f
id-96636,SWOON records,,,f
id-240780,Atrum Toringi,Distributor,,f
id-244681,More Music Musikverlag GmbH,Publisher,,f
id-206326,Delicious Deluxe Records,,,f
rec-210527-dup-0,ALLES WIRD HOOD,,,f
id-201927,Elp Frankfurt,Publisher,,f
id-197481,Mastercharge Records,,,f
id-199925,Larchiviste Records,,,f
rec-115697-dup-0,Attack-Attack-Muaic,Publisher,,f
id-128812,Grandad Records,,,f
id-123107,Libafras Records,Distributor,,f
id-180641,Gang Bang,,,t
id-216521,Nitro Enterprise,,,f
rec-83292-dup-0,U.cndrl,Original Production,,f
id-97003,Zulu Records,,,f
id-252882,Hitman Entertainment Inc.,Publisher,,f
id-220473,Off the Record Music,Publisher,,f
id-241568,Soft-World Kaohsiung Music Production Center,,,f
id-137716,Dbelltime,,,f
id-79335,Jack the World,,,f
id-38931,Royal Jazz,Bootleg Production,,f
id-48907,Good Form Club,,,f
id-59276,Discos DCO,,,f
id-84597,ntrmusic,,,f
id-58444,Beatism,,,f
id-247246,Bison Creek Records,,,f
id-247537,cartierchain,,,f
id-111696,Flomar Music,Publisher,,f
id-222740,LR Records,Original Production,,f
id-222210,Emalou Music Co.,Publisher,,f
id-56523,Orion Home Video,,,f
rec-118107-dup-0,Onze Heure5 Onze,Original Production,rec-50374-dup-0,f
id-222219,Veylers Music,Publisher,,f
id-232223,Soul City Digital,,,f
rec-60414-dup-0,Windlng Road Records,,,f
id-148384,Onamazu,,,f
id-212205,Stateless Entertainment,Publisher,,f
id-113669,MCK Multimidia,,,f
id-251287,Venkow,Original Production,,t
id-72352,Jesters Shoes,,,f
id-25642,D. J. World,,,f
id-171549,Coastline Music,,,f
id-182643,AGON,,,f
id-158646,Thats Pop,,,f
id-59007,Ski Records,,,f
id-127591,Lackshamps Records,,,f
rec-148384-dup-0,Onwmazu,,,f
rec-239208-dup-0,Unbe1<nown To Us,,,f
id-206946,Disco Boom,Imprint,,f
id-149704,Chilled Romantic,,,f
id-140669,Undercover Artists,Publisher,,t
id-132612,Indian Casino Records,,,f
id-243148,Sea Level Sounds,,,f
rec-172995-dup-0,Rdd Brick Chimney,,,f
id-162017,Prolog Records,,,f
id-233668,Time Is Out,,,f
id-202346,Sound x3,,,f
id-128676,White In Records,,,f
rec-120323-dup-0,PH w03,Distributor,,f
id-59951,Macina,,,f
id-149387,Montclare Music,Publisher,,f
rec-199604-dup-0,Egipxian Cotton,,,f
id-220908,Vansinnes Kassetter,,,f
rec-138980-dup-0,Global Heacl Records,Production,,f
id-223970,First Artists Music Co.,Publisher,,f
id-172499,Zondervan Recordings,,,f
rec-248534-dup-0,Juletd,,,f
id-118130,SceneSat,,,f
id-213559,Timeless Moment,,,f
id-195969,Brantunes Music Publishing,Publisher,,f
id-158799,Asp  Lycke,,,f
id-195138,Tous Salopards,,,f
id-82810,Ketchum Arts,,,f
id-251995,上海韶愔音乐娱乐有限公司,,,f
rec-211678-dup-0,Flex N Fl0w Music,,,f
id-127065,Registor Records,,,f
id-250555,Geza Records,,,f
rec-219053-dup-0,Nuah Original,,,f
rec-123948-dup-0,Filmodeka Narodowa,,,f
id-100973,Understand,,,f
id-227877,Franchise,,,f
id-74361,Royal Records,,,f
id-209471,mpc head,,,f
rec-190520-dup-0,SoMo LLC,,,f
id-199604,Egiptian Cotton,,,f
id-138443,Common Records,,,f
id-232777,Inkognito,,,f
id-196956,Bats and Crows,Publisher,,f
rec-76355-dup-0,Chunklet Mqgazine,,,f
id-171969,High Trash Media,Original Production,,f
id-183849,two four six Records,,,f
id-153419,Del Mar Estudio,,,f
id-75342,Black Divine,,,f
rec-109202-dup-0,Winte5 Palace Records,,,f
id-47291,Groovy Records,,,f
rec-222298-dup-0,Black Rosd Music Inc.,Publisher,,f
id-191632,Sonic Elixir,,,f
id-75165,Local Talk,,,f
id-5986,Morpheus Records,,,f
id-113107,B.M Music,,,f
id-234207,K4L Records,,,f
id-245304,Midnight Boy Songs,Publisher,,f
rec-238305-dup-0,XL ENTERTAINMENT,Original Production,,f
id-209589,The Muse Entertainment,,,f
id-242125,TBG / President,,,f
id-166818,Trendsetter4Life,Distributor,,f
id-199739,Logic Records Inc.,,,f
rec-62914-dup-0,Dongey Show Records,,,f
id-97827,BebopVox Productions,Production,,f
rec-146716-dup-0,Classical Colkection,,,f
id-71268,OneFive,,,f
id-244876,New Dayglow Music,Publisher,,f
id-120917,Anatole,Publisher,,f
id-241027,INE Records,,,f
id-151781,Montag,,,f
id-70625,clickity-clack,,,f
id-238305,XL ENTERTAINMENT,Original Production,,f
id-87193,Blue Obsession Music,Publisher,,f
id-212548,Infinity,,,f
id-147285,Rockpalast,Imprint,,f
id-62451,Wright Recordings,,,f
id-218590,The Martyrwell Music Co.,,,f
id-112989,Exitos de Provincia,,,f
id-147282,Mat Films,,,f
rec-174518-dup-0,Studio les Tr0is Becs,Original Production,id-64835,f
id-237672,Gallery ART Of Music,Publisher,id-69737,f
id-167859,Mercury Switch Lab,,,f
id-155958,ista,,,f
rec-38931-dup-0,Royal Jwzz,Bootleg Production,,f
id-197779,H.M.R.Records,Production,,f
id-251517,Popos Bistro,,,f
rec-177568-dup-0,TM Sounds Lagel,Publisher,,f
id-249784,Cinematix Music,,,f
id-132975,International Sun-Earth Explorer,,,f
rec-195654-dup-0,Spyglasts Entertainment Group LLC,Holding,,f
id-92176,Future Furniture Music,Publisher,,f
id-75168,Aniar Records,,,f
id-204405,NecroCave Recordings,,,f
rec-218729-dup-0,Silent S9ngs,,,f
id-108961,Groovy Garden,,,f
id-71663,Musikpiraten e.V.,,id-25431,f
id-58102,Chromatic Records,,,f
id-213307,Superspin,,,f
id-71668,True Score Theory,,,f
id-58050,Fastlane Productions,,,f
id-62670,Lumin,,,f
id-35508,Acid Strings Records,,,f
rec-20023-dup-0,Pismo Recorcls,,,f
id-179796,SixthWorldMusic,,,f
id-208455,Red Ted Entertainment,Original Production,,f
id-218177,Poor Boy Records,,,f
id-236078,Sevro Records,,,f
rec-203375-dup-0,Stamps Bsxter Music  Printing Co.,Publisher,,f
id-196006,Keyrozen,,,f
id-236073,Twaino Records,,,f
id-249166,Red Pajamas Music,Publisher,,f
id-249165,DC Ult Music Publishing,Publisher,,f
id-236074,Colde,,,f
id-230850,Sub Religion,,,f
id-133684,Guitar Art Festival,,,f
id-109961,Coroner Records Inc,,,f
id-115697,Attack-Attack-Music,Publisher,,f
id-142473,Dryden Street Ltd.,,,f
rec-244928-dup-0,Lefels Entertainment,Publisher,,f
rec-197481-dup-0,Masdercharge Records,,,f
rec-104657-dup-0,Ty Epps Mvsic,Publisher,,f
id-101489,RPM USA,,,f
id-132110,Издательский Дом Техно Мир,,,f
id-184525,PM Entertainment,,,f
id-168503,Сайгон Records,,,f
id-62071,Edition Sunwater Music,Publisher,,f
id-88157,Kristofferson Kristofferson,,,f
id-132283,Honua Records,,,f
id-143292,Parental Guidance,,,f
id-200084,sad grbage,,,f
id-250234,Checumbia Producciones,,,f
id-178426,NESS Records,,,f
id-225531,Viñedo Music,Production,,f
id-179958,Happiest Place Records,,,f
rec-72082-dup-0,Shadooby Recordst,,,f
id-95872,Quid Ergo,Original Production,,f
id-142503,Jam2 Productions,Production,,f
id-244050,Useless Youth,,,f
rec-82894-dup-0,Do9 Daze Tapes,,,f
id-77533,Electro-Lyte Records,,,f
id-94726,Waldfrieden Records,Original Production,id-72277,f
id-146716,Classical Collection,,,f
id-76842,Majestic Studio,,,f
id-219228,PornoStar Comps,,,f
id-33981,IMAGE QUALITY,Bootleg Production,,f
id-226236,Pure Pain Records,,,f
rec-179388-dup-0,Phonogram Recirds Pty. Limited,Distributor,,f
id-97702,Lava Church Records,,,f
id-124903,Dakota Records,,,f
id-82482,Arte De Occulta,,,f
rec-187110-dup-0,Satin Doll Productionst,,,f
id-227042,Double Virgo Music,Publisher,,f
id-80418,Philomel,,,f
rec-99275-dup-0,KmmPros,,,f
rec-203234-dup-0,Towa Recorts,,,f
id-63253,TAKE Records,,,f
id-188248,Tap Records,Bootleg Production,,f
id-172551,Luv Records Ltd.,,,f
id-145268,Edition Macht  Rebell,Publisher,,f
id-54028,Leaders of the New School,,,f
id-158657,ISR Records,Original Production,,t
id-83684,Sonic Asylum Records,,,f
id-158301,Blackjaw Records,,,f
id-158302,Botanic Minds,,,f
id-173027,N Recordz,,,f
rec-197440-dup-0,Street Rat5 Records,,,f
id-67339,Money Mack Songs,Publisher,,f
id-105253,Merregnon Studios,,,f
id-207440,Le Bask Records,,,f
id-86201,SS Rec,,,f
id-145664,Sexy Units,,,f
id-59943,TRIPLE VISION entertainment,,,f
rec-194548-dup-0,Afficia|s,,,f
id-49465,Eerie Productions,,,f
id-130533,Disaster Records,,,f
id-73255,Pippo Avenue Records,,,f
id-102638,Ill-Seme Records,,,f
id-2148,Heart Attack Records,,,f
rec-158995-dup-0,Red Tent Rekords,Publisher,,f
rec-141868-dup-0,Club Scene Muzic,Imprint,,f
id-61171,5¢ Music,,,f
id-216036,Verano Records,,,f
rec-247413-dup-0,Marco Mujic Ltd.,Publisher,,f
id-243087,Ryan Music Ltd.,Publisher,,f
id-243084,Planetary-Nom,Publisher,,f
id-203375,Stamps Baxter Music  Printing Co.,Publisher,,f
id-145066,Kaparte Promotions,,,f
rec-181521-dup-0,Tallext Tree Music,Publisher,,f
id-174652,POCS,,,f
id-75718,Brethren of War Records,,,f
id-183984,Emma Musique,Publisher,,f
id-84763,Forlaget Arena,,,f
id-130265,SK editions,,,f
id-130267,Blues de Nuit,,,f
id-152932,Villalon Creativo,,,f
id-120294,Street Kingz Ent,,,f
id-142279,Flowering Night,,,f
id-241978,SHARP PRACTICE PRODUCTIONS LLC,,,f
id-120298,Fnord,,,f
id-217324,Rich Music Inc,,,f
id-243885,Documentary Arts,,,f
id-141838,Gramavision Records Inc.,,,f
id-142270,Honey Records,Original Production,,t
id-150689,Metronome Music,,,f
rec-191109-dup-0,Musicigy,,,f
rec-110840-dup-0,We the Kingst,,,f
rec-240780-dup-0,Atrum Torinki,Distributor,,f
rec-80204-dup-0,Музыкальная индустрия,,,f
id-116097,Mr. McQueen Records,Publisher,,f
id-176262,We Are Not A Label Recordings,,,f
id-20023,Pismo Records,,,f
id-210161,Track Records Ltd.,Holding,,f
id-194723,Kerser n Nebs Records,,,f
id-194094,Ineffable Records,,,f
id-27746,Terrascape,,,f
id-70298,Light River Records,,,f
id-206479,Sony/ATV Smash Hits Publishing,Publisher,,f
id-173833,Mix-Down Production,Original Production,,f
