id,gid,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
723686,f099a57045c64f66ac1bdd6e4d998da8,id-980305,id-53607,Etudes for Voice  Snackmaster,,Official,None,English,Latin,1
531365,6f62bf5f2c9e4fedb5b8f9152de137a3,id-831423,id-613918,The Past Prelude,6430033630013,Official,Super Jewel Box,English,Latin,1
2166663,afd4ee28791e456381f95dee2d38c623,id-1964636,id-2208417,Frozen in Time,,Official,,English,Latin,1
1190377,3331b60a41ea42768a7411ba8808e1ee,id-594067,id-106599,Obligations to the Odd,,Official,,English,Latin,1
1014424,141840dcd82f437cb3b26254c9d8b98e,id-381246,id-290579,Ligo Akoma,,Official,,Multiple languages,Latin,1
644686,0ba819457b664c838f6498b7c43da72d,id-919332,id-663106,Death Metal,,Official,,English,Latin,1
121070,e18ed670b6244611a92df6eb589d275c,id-492813,id-43631,The Very Best of Rosanne Cash,,Official,,English,Latin,1
453737,d07861ccc2a0469fa4af2321ef9bab4a,id-767758,id-2180785,Purcell Dido and Aeneas  Galliard Pan and Syrinx,5028421924649,Official,,English,Latin,1
2641657,9c372036b9e54c908c10fdc997e2700d,id-2337301,id-2578700,How To Break A Fall,,Official,None,English,Latin,1
112786,de9034c767404be79c857ad73cd15b60,id-484460,id-1135,The Live Box 19651968,5419980430458,Official,,English,Latin,1
792104,ef204ee9c71a4bd9b87314b5ec1d5b3c,id-1035032,id-1,Japan,,Official,,English,Latin,1
815519,10fa78ac7b3b4fbbbb3cb7fff5294f12,id-1053114,id-1,Its Swing Time,,Official,,English,Latin,1
1372885,5e97632410604885ad0d0a0bf51b57d7,id-1334191,id-322081,Ντουέτα,,Official,Jewel Case,Greek,Greek,1
938276,6d8ddaa20cd84e36ae8323692aa218f4,id-607086,id-433936,On Tour,,Official,,English,Latin,1
748086,5f31b5f092c2427b8a92a791c02450a9,id-2664431,id-1,ActionThriller 3,5055312870051,Official,,English,Latin,1
417184,20f900bfabf74ce09f90cf0735534da9,id-737363,id-1,Berlin macht Schule 3,5033197182629,Official,,English,Latin,1
972212,ad3577de42dd48f5ad38e842d7ff584d,id-390746,id-1,Themes  Dreams,5029243001129,Official,,English,Latin,1
179426,c46c542f27ab4ef084ac055a5ce1121e,id-539086,id-42990,Stigmata of Change,,Official,,English,Latin,1
199685,9d0c9aa42f564769b0435ad935b943a1,id-555510,id-584601,Ten Days in Magic Land,,PseudoRelease,,English,Latin,1
3349724,68c95f288bf44731bfa32c1561421fe2,id-2893489,id-1399941,Mine  A Minecraft Parody,,Official,None,English,,1
1270929,148e481f32264806ad94bc0c91f1d9f1,id-826058,id-9617,Léo chante Aragon,042284127127,Official,CardboardPaper Sleeve,French,Latin,1
317183,c25072293e2b46aeb49c6b3bf72fe3e2,id-656210,id-5907,Nekrolog 43,4047179043021,Official,,English,Latin,1
1015896,cf85dced55e9402e85400f34e6e30744,id-263902,id-58431,Mine damer og herrer,,Official,,Norwegian,Latin,1
1105751,415b521d3b394affbdaf3f2fa712c563,id-1120078,id-84818,Žalmy III Pozvedám své oči k horám,8595026655218,Official,Slim Jewel Case,Czech,Latin,1
523385,8001fcd2a1df453d980811fbcc13005c,id-335953,id-376747,The World in Your Eyes,724596115527,Official,,English,Latin,1
1035425,8f37a8da618e490398aa8da0032b4dcb,id-285354,id-79575,Golden Classics,,,,English,Latin,1
757394,bf8177c951124cb6a73a13612c3a3b2d,id-1007711,id-152446,Aftypiclipse For Jazzfinger,,Official,,English,Latin,1
456640,e0e9286d09ae49b5924b88a69cfa2560,id-769956,id-394308,¡YA,5051442902723,Official,Jewel Case,Spanish,Latin,1
1254516,d3e096f59aaf42449fff59ab9eafd4ea,id-1240454,id-892042,全曲集,4988003250126,Official,Jewel Case,Japanese,Japanese,1
1052385,86c4281802474ff28a537c38b910a8e5,id-593798,id-1221965,Messiah,724356133020,Official,Jewel Case,English,Latin,1
86760,d6541fa79cd141788c6feb69578a0e11,id-450461,id-1958,Skinned,,Official,,English,Latin,1
3353248,3739765248534a7b96008fa9b7ed2408,id-2896219,id-3222846,Petrichor,193483764429,Official,None,English,Latin,1
1239711,5b48a581a43d49f59d40f21af858006c,id-1228288,id-1,Mega Trance 2,3596971836429,Official,Jewel Case,English,Latin,1
467096,c6f1e75e6ed24af7b056ca592a781b90,id-778417,id-569781,MJ Style,,Official,,Finnish,Latin,1
338625,d7cbcc5e775a4cbdabedc3574a210a89,id-108708,id-73379,Suburban Light,5024545136227,Official,Jewel Case,English,Latin,1
2841671,270915b9facb4cbea9d2b639d46c1de9,id-2495180,id-2822231,Funkenmord,9783844925050,,None,,,1
154122,f5f247848dc74a43b93571059df45b87,id-38177,id-12119,Fest Noz de Paname,731454919920,Official,Jewel Case,French,Latin,1
375336,7c9bfd8ce7d03b139721e84ed877ab90,id-114890,id-46624,The All European Hero,7393312007113,Official,,English,Latin,1
942196,9f0da15392ee4fe19bbd7fb538d782e7,id-576117,id-38345,The Art of Virgil Fox,,Official,,English,Latin,1
879104,e88abc273fe543d1b0e49845285f0867,id-874545,id-265397,Emotional Catastrophe,,Official,,English,Latin,1
649663,6ba754707bdc4b96b06effb861d0c70d,id-923297,id-685180,Dots And Lines,886975748525,Official,,English,Latin,1
2484858,849cbc9468fe4194a6abe776e57459cb,id-1774498,id-82973,Logan Complete Score,,,,,,1
98550,3e17cc7ef8c1410788cfc9365b8c9397,id-467919,id-326052,白線～スタートライン,4988002488803,Official,Jewel Case,Japanese,Japanese,1
120485,0218acb824a24c8680af0b3a0a72cbab,id-492292,id-56916,The Guards Themselves,9416339997279,Official,,English,Latin,1
621050,de2f291fd6614406a2e7cb84d3c785bf,id-901505,id-1,Rock Blues and Country,,Official,,English,Latin,1
1133236,695d105e694b40daad459f92e6562e7f,id-1142951,id-1,The Blueprints of Frank Zappa  The Original Recordings by the Original Artists,,Official,None,English,Latin,1
890609,9e823a6a0f8a4e1e98eea3e5c1d3993d,id-154047,id-119323,De Parang Now Start,,,,,Latin,1
1244511,901a529e90704712ae4f9641e29e38f0,id-1232131,id-1113812,Day After,,Official,,English,Latin,1
647918,660d982f446c4d7a85f4da5936f15c36,id-921953,id-684275,Willi wills wissen Folge 9 Bei den Pfadfindern  Abenteuer Schnitzeljagd,9783785736487,Official,,German,Latin,1
3350054,a343c19ef03d477b8f923998bf0b9e9e,id-2893744,id-3220286,Only The Best,,,,,,1
566459,c0179a57b0074134ad5b93956c0c929d,id-859438,id-224851,「ハヤテのごとく」 2nd season オリジナル・サウンドトラック,4988102596521,Official,,Japanese,Japanese,1
1375530,1c7622648c12494b8de7a6fd93db920e,id-1336357,id-1261806,Oldschool Influenza EP,8790001152229,Official,None,English,Latin,1
900488,910fe8e03b4e4bfeb42e33528ca2f525,id-192026,id-42333,Only Human,731453409620,Official,Jewel Case,English,Latin,1
915442,462338659b0f4924bd5222f79e695ab9,id-242453,id-61854,Fire Prayer,,,,,Latin,1
622396,6ea949d31de73f1e84c1f7e4c02971b8,id-37319,id-21240,Apollo Atmospheres  Soundtracks,5012985305327,Official,,English,Latin,1
591293,4d91a389c23140ecac0cf5b7e37a68e5,id-492868,id-23320,Al despertar,,Official,,Spanish,Latin,1
933259,eee31c1ddfd347039839623270d5a28c,id-171079,id-792,Greatest Hits,731452894328,Official,,English,Latin,1
3458353,1817d655278e445ea8179494c6a42542,id-2978415,id-784927,Potłuczone Aureole,,Official,,Polish,Latin,1
2095803,f8f5335e615a4641a7906924d89698d9,id-883949,id-1373,Smashes▲Trashes,4029758993323,Official,Jewel Case,English,Latin,1
1024547,ece6e4d146474506b2a13c2dca162276,id-127507,id-1,Fat Beats Compilation Volume 1,099923820321,Official,Jewel Case,English,Latin,1
1019525,fe0be43d4c4944ca9d0574ff04798fc5,id-706820,id-114060,All Time Novelty Hits,,Official,,English,Latin,1
446713,e4fc28b315b3480ea2a8b63d356336dd,id-620260,id-34283,The 25th Hour,,Official,,English,Latin,1
870543,c71e26013d5d42c0ace4e18ab1e5a518,id-291570,id-1,Triângulo sem bermudas,7897009004022,Official,Jewel Case,Portuguese,Latin,1
736612,5d44d312db523c11a03a39fab7885681,id-190799,id-141082,Pied orange,5099746758615,Official,,French,Latin,1
715622,0fff187bee014ab3b4028d71b350118e,id-974559,id-730562,You ARE Special,,Official,,English,Latin,1
197168,99372f0107594a6489e007356c8b0b58,id-68925,id-42560,Singles,724352170029,Official,Jewel Case,English,Latin,1
758042,b4063243d7a037e5b4f53b78170eb9cf,id-121278,id-40294,QNTAL I,4015698949322,Official,,Latin,Latin,1
1327856,d0dc413cb6f0459fb2f9b4cb55925a65,id-1298616,id-1,Suomirockin kultainen 80luku,5099945548925,Official,Other,Finnish,Latin,1
1396220,a6bb493b0eea437f9ba3de81d180fd85,id-231704,id-129143,The Servant,,Promotion,CardboardPaper Sleeve,English,Latin,1
914616,85884d58766e41229585a0038bd03abb,id-573042,id-4292,New Words,,Official,,English,Latin,1
2997533,b59a96129b1343e38b251b76dbe4c1b7,id-2618032,id-2940180,Уваскрашэнне герояў,,Official,Jewel Case,Belarusian,Cyrillic,1
997466,3f52b7f9be6a4fbc839996792ec395e7,id-338220,id-287087,Gorelics,,Official,,English,Latin,1
646413,e6f03c3241f63ffba099f32323bf3c8d,id-576356,id-1908719,Moon Sun  All Things Baroque Music from Latin America 2,034571575247,Official,,Multiple languages,Latin,1
1044200,7512a97bf6e840d2a0d2f1ed134fb3cf,id-1070327,id-627408,Spring is here,4540774602001,Official,,Japanese,Japanese,1
343843,c9d09a09510844af93d9153286a81359,id-677792,id-495829,Karekare,9421021461167,Official,,English,Latin,1
1092285,79a9e0f553a842cc84382fec7c202cf3,id-1109473,id-187,20070604 Halle Tony Garnier Lyon France,,Bootleg,,English,Latin,1
3355804,5a61d73caf744835bace6b590eb628c9,id-825929,id-2351885,Lisa Dal Bello,4988031402634,Official,Jewel Case,English,Latin,1
1272020,7d5f5e8d62c34308bbb25b7f8dbbbcf6,id-1254429,id-584584,Left to Burn,,Official,None,English,Latin,1
694717,65506b66e6194c3abd78f4ceea781bc5,id-958535,id-1,Promos 5 Kidz Stuff,,Official,,English,Latin,1
859148,e6d39276d1c54e10a74b043524d7f21e,id-944141,id-701974,Trouble for Me,,Official,,English,Latin,1
2358450,470dea312e3e4e2b80c4e55b14b86e0e,id-2115771,id-45908,Katia  Marielle Labèque,,Official,Fatbox,Multiple languages,Latin,1
790804,1a6c9f9bd3f14617b1b748461de32fe1,id-1034000,id-778657,Green Party,,Official,,English,Latin,1
740553,7c82e3b83daa4499814dc3466f3cd9b3,id-993731,id-518844,Vigil,,Official,,English,Latin,1
859461,51a00ebf9d62469fa372446af6325073,id-1042070,id-785736,Featuring Carlo Brunner  Gäste,,Official,,German Swiss,Latin,1
2487025,9c0810487e9841b082dd03c2ba3e5223,id-2217525,id-317583,Jerry Bey,,,,Dutch,Latin,1
473268,7d6c63864d6347bc89443521daf1fbca,id-783668,id-107434,Eu e o Samba,7891430116422,Official,,Portuguese,Latin,1
2834111,2838747144644e1db70e1abcbf31d3ea,id-2489421,id-2815966,Scenes from Henry V  Richard III and Henry V Suites  Spitfire Prelude and Fugue,,Official,,English,Latin,1
1611812,9f4d5692a48e4e8585f447625cf6f05b,id-1529541,id-1483051,Баллигоулан,,Official,,Russian,Cyrillic,1
1614409,1243bb5f56944ff7aefc49096e852606,id-1258814,id-218697,Like Crazy,854727002485,Official,CardboardPaper Sleeve,English,Latin,1
1003679,d64896bb706949eca430459152c94fb3,id-238927,id-14423,20001120 Thank You for Loving Us Chicago Chicago IL USA,,Bootleg,,English,Latin,1
1110656,e0582c88b94a49c0ab3dbde37b14fa58,id-1124094,id-308397,Libre Como Mi Alma,,Official,,Spanish,Latin,1
1139800,0287b31ab8dc4ed8b27936e9ec1e7490,id-1148208,id-961885,Picture Perfect,,Official,,English,Latin,1
610314,9ccf44eb955b488c89200b9e8b13f667,id-893189,id-1,Twin Cities Electropunk Volume 5,,Official,,English,Latin,1
888924,686532564e3845c7b146ede2a7ad0870,id-300810,id-34677,19981231 New Years Eve at the 40 Watt Athens GA USA,,Bootleg,,English,Latin,1
1470410,dff77c056c2941d09c923b4610632a9d,id-1410557,id-84146,一人ぼっちの二人,,Official,,,,1
424668,23eb0f4be057443ca1cf5d67bf7dbfcb,id-743634,id-546609,Euhedral,,Official,,English,Latin,1
640280,7f99daf8bb3a4f8c9402313b1d0cc139,id-916012,id-1,Freedom Rhythm  Sound Revolutionary Jazz  The Civil Rights Movement 196382,5026328302195,Official,Digipak,English,Latin,1
1427855,2cf3a97d8ab9434fa9ce1484e798541f,id-1377053,id-1,This Is Raj And This Is Ska,,Official,,English,Latin,1
961846,b70ba28bc78547d4a27a71bdcf91772a,id-413814,id-16178,The Best of The Tremeloes,081227052829,Official,,English,Latin,1
2991832,807ab7440ea24ee2a9924e5552cf91ba,id-2613359,id-2936280,Novotnik 44,4025083205612,Official,,English,Latin,1
790582,c0ce296e907f456380e1ba166ec045f7,id-1033836,id-77277,Come On Lets Go The Very Best of Tommy Steele,600753266687,Official,,English,Latin,1
424614,97527e5e256f4a9389205202873d5c42,id-743585,id-190212,Tűréshatáron túl,,Official,,Hungarian,Latin,1
423169,73321d3654e74105a43677d4112c6415,id-742406,id-440851,Šamorínske verše  Modroblues,,Official,,Slovak,Latin,1
3157682,00caafef89094a618884ad585565d969,id-1671927,id-648247,prismatic infinity caratii,4582325373725,Official,,Japanese,Japanese,1
2357047,d45434d1a5f944c288cd967fdb06100b,id-2114605,id-78361,Everlasting The Best Of Carl Carlton,,Official,Jewel Case,,,1
1079452,a1139244156d4a20a136ca7f17f3dba9,id-1090191,id-863419,Radioactive,825646646838,Official,None,English,Latin,1
923510,6b72e875175d46bbb088da3d4257ecfa,id-278640,id-179257,The Radio Dances,,Official,,English,Latin,1
1114843,7f8e994e873e4540a483b613e60aabca,id-1127546,id-878172,Mit K,0602527784144,Official,Jewel Case,German,Latin,1
344887,de3450d81aef4d15a2488a9ac0a55cc8,id-678578,id-31074,The Honey Wind Blows,,Official,,English,Latin,1
347307,0bd697e4e06b42f39e45d12c25900a88,id-680536,id-3815,Inna de Yard,,Official,,English,Latin,1
526120,636b166828104e188bf5a59a4ec12d5b,id-827222,id-1,Winterweihnacht mit Panflöte,9002986542940,Official,Jewel Case,Multiple languages,Latin,1
508714,7dec85527f8b4a76b6ff834a92911cb9,id-258264,id-1330881,Complete Keyboard Works,022924530920,Official,,English,Latin,1
2841955,f407172dba88494ab3b99dc7b66490f7,id-2495401,id-40073,Take Me Down,093716004370,Official,None,English,Latin,1
484549,5a64f78dcf57409387dbebef6fe39c70,id-106943,id-9580,Heut ist mein Tag,4009880446959,Official,,German,Latin,1
509457,e961d6d7ed67454b85e7426b2a6104c2,id-814101,id-5907,if,4047179261920,Official,,English,Latin,1
675360,eaf28d7db43346c4938a1de53407aee8,id-943787,id-701679,2 Public Use,,Official,,Polish,Latin,1
1017057,37d3e251068e44feb005952f82a128ae,id-687645,id-34797,20080204 Workplay Birmingham AL USA,,Bootleg,,English,Latin,1
489628,94df786c8683487daa8843d05657c390,id-797442,id-278377,Sport  Couture,794881872923,Official,Digipak,Multiple languages,Latin,1
701121,2daad8bc9c4c4f939af0d0893b0e69df,id-963480,id-721700,The First Men in the Moon,,Official,Jewel Case,English,Latin,1
764949,99e931715f9d4d0e9fb57c5b665d6910,id-1013512,id-1,ElectroReAnimation3,,Official,,English,Latin,1
476780,a5d49cc82f8c44bfa0b7a86e28df5621,id-786607,id-1,Classicos Do Funk,7891430074623,Official,,Portuguese,Latin,1
13998,d42e613bf8f34bf0ae1399570417dfa0,id-209715,id-23121,King Puck,5018766100327,Official,Jewel Case,English,Latin,1
334380,fc4779e0917034759d50822f9b1e5b22,id-79293,id-25,Westing by Musket and Sextant,619688043324,Official,,English,Latin,1
1324972,712b791a65b44c84b2d2a54269ea7433,id-101786,id-65368,Live,,Official,CardboardPaper Sleeve,English,Latin,1
116965,41b999c0853547a9a99058ba9a9da1a9,id-435437,id-306650,Gen Helwegs Grund,,Official,Jewel Case,German,Latin,1
232253,81d1c1aea4fc4f329777eb265144013e,id-124326,id-69581,Gun Hill Road,5021392017822,Official,,English,Latin,1
113652,b3ffe0530e814edda2d09167b4c8ac2d,id-298214,id-113439,In Pectra,,Official,Digipak,English,Latin,1
622523,b6503d5df1943fe2b4f61214c4ceb864,id-53295,id-15177,Introducing Nitin Sawhney,5030688001032,Official,,English,Latin,1
1228973,93c73f1abc7440cbb858175d581578e5,id-1219471,id-1,Airport Lounge Destination Chillout Cafe Music from Miami to ibiza,,PseudoRelease,None,English,Latin,1
2835974,a7c0f82c5ec94fbeb625fe0f90e2ebe6,id-2490775,id-65069,The Ultimate Skitzmix Collectors Edition,9342161028242,Official,None,English,Latin,1
603818,604dd1da9f184e08bc3710f84a6cfbb4,id-887845,id-388226,Drama Action Beds,,Official,,English,Latin,1
286036,508c6f79c7204cb7a79c0b1edbf257a8,id-322908,id-1,Greensleeves Rhythm Album 55 Blue Steel,601811175521,Official,,English,Latin,1
568943,d6a284e7d2c2450b81d3535f98029a4c,id-861230,id-634900,The Album,,Official,,Multiple languages,Latin,1
1175220,db10720b7f8240a99ceb13686c90bb14,id-1175691,id-128208,Driving You Insane,,Official,,English,Latin,1
1225043,092cbb50d8a84dec98ba0271b0a09beb,id-1216178,id-61965,A to Z,,Official,,English,Latin,1
308534,2a0bb65b8456345cb195d3118841658c,id-561819,id-298885,Mindcrimes,5099751627722,Official,,English,Latin,1
624447,9cdb8a72bbeb448e90f3c7da5e6217de,id-904041,id-1,Jazz in Paris Harlem Piano in Montmartre,044001844720,Official,,English,Latin,1
283841,3ca37803a5c14b539ab5344b4f7837b0,id-627697,id-450416,Dellimpero delle tenebre,8012622749320,Official,,Italian,Latin,1
977277,17233add9a15485596fc3153fe205cb1,id-363699,id-99,The Chronological Bing Crosby Volume 7 192930,,Official,,English,Latin,1
2836016,fe5eec86eea94fc7b84c93c5d320ac82,id-2490805,id-955512,Run the Sun Is Burning All Your Hopes,7502238600708,Official,,English,Latin,1
695061,ecdaef21c21d47a5ad1d3209a4af1f19,id-548652,id-388370,Looking Backward into the Future,,Official,,English,Latin,1
126329,0193916cf556403f906a4aceb0dc7c87,id-497145,id-1,Humpty Dumptinshite Fencezine Volume 2  1,,Official,,English,Latin,1
568078,5ccb4545048146cb9b45e8172345898d,id-860614,id-634481,Imis Avernis,,Official,,Multiple languages,Latin,1
432479,a27ef7e17281443b9e674c052c948121,id-749961,id-421477,71,,Official,,Czech,Latin,1
711716,cd0fd03b70414838abab93f6bbabb035,id-971482,id-1,Rumos Brasil da música 005,7898060833149,Official,,Portuguese,Latin,1
777097,cc8c8c541d034be58e87370a64a5f3df,id-1022824,id-770333,I Am the Wee Falorie Man Folk Songs of Ireland,,Official,,English,Latin,1
678874,99e8d04c13f14805892cf0bdfa8e0578,id-946657,id-1,Droplet,,Official,,English,Latin,1
1309850,a11265c663ab4a95a453a781d992226d,id-1284287,id-17,John Wesley Harding  Nashville Skyline,,Official,Fatbox,English,Latin,1
747502,214dd0f0b29a407bab77382f56957ce7,id-999276,id-163583,Entrada de Emergência,,Official,,Portuguese,Latin,1
1259527,b38e2f3083ab41498b4d3e3c893b8184,id-1244384,id-1,20 Rock  Roll Classics Part 1,,,,English,Latin,1
800429,c46e0f70ffb54d4dbe82bab71860aa57,id-1041615,id-12616,Progeny,,Official,,English,Latin,1
961616,668a7356c9fd4dc69fb87d09c60315cd,id-408217,id-287561,Romantic Wealth,700161302424,Official,Jewel Case,English,Latin,1
614902,2c31d8d3c9f94b15ae7a0788b04a18f9,id-896848,id-871679,Comedy Classics,,Official,,English,Latin,1
1073574,7fbdfb3bb707479fac11917b4c1c1811,id-1094084,id-54410,Toppers In Concert 2006,,Official,,,Latin,1
1140432,9a5777f9fa9743ccb4ffae565305b194,id-1058979,id-787882,Source Code,,Bootleg,,English,Latin,1
706566,e9bb2a81a7a7411f9a31eabe93f266cd,id-967725,id-118286,Tastbaar,,Official,,Dutch,Latin,1
2833525,debe4018e9364d4a890aee09756e3e29,id-2488959,id-2815207,Savana,,Official,,English,Latin,1
384788,cbb433499c484633a68ad1a08e69fbf2,id-259001,id-34681,34th  8th,,Official,,English,Latin,1
482449,f593bf6217734383813de6bb379b1f50,id-317473,id-66983,I grandi successi originali,0743217511524,Official,,Italian,Latin,1
252257,ffce2cf09436489abbe64dcca4422822,id-538874,id-42534,Blazing Horns  Tenor in Roots,783564004423,Official,,English,Latin,1
193042,7fde4c08fb5b4287bd90f60e1c65e9fb,id-549882,id-1,The No1 Trance Classics Album,5026535517924,Official,Jewel Case,English,Latin,1
1282787,d31261c295ff422babfecd81caf61490,id-1263088,id-1,Čágo belo šílenci 4,8596985410528,Official,Jewel Case,Multiple languages,Latin,1
2170981,f4a5dac10a38477f8c761ddf3456d57a,id-129289,id-9262,For the Boys Music From the Motion Picture,075678232923,Official,,English,Latin,1
2997475,7700013a032347338042b51e76342c14,id-2617983,id-244,The Collection,093624954262,Official,Box,English,Latin,1
1038390,527d6bcfb3d54c968bfe8da3b98bf342,id-272607,id-1517,Such Unlikely Covers,,Bootleg,,English,Latin,1
1971282,ee37ce14a83f41389b2ba5dbad9737f5,id-1807305,id-2006110,新月航程,889854445928,Official,,Chinese,Han Traditional variant,1
723097,9781912db44c4e5087739d84a0293158,id-979901,id-1,KXLU 889 FM Los Angeles Live Volume 2,,Official,,English,Latin,1
842552,3b3005c67f494cea9c0f740fb588850c,id-879382,id-1816516,To Kill a Mockingbird,,Official,,English,Latin,1
218983,408a43544b3843bebee2aec79d20b7e9,id-572140,id-56502,Ambiguous,,Official,,English,Latin,1
83618,bf75dd26cd2b4dde836e681ff54dad4d,id-445860,id-312700,Sleepwalking Daydreaming,,Official,,English,Latin,1
1325157,cf0a2cb0a4554c87bf3e8bec9c211132,id-1296530,id-1213693,Music for Great Films of the Silent Era,747313256778,Official,Jewel Case,English,Latin,1
486466,432e46cb0a6646a8851c4818c8326662,id-794722,id-586504,End of the Eden,,Official,,English,Latin,1
672196,c04f873ac29a34c1a95980c80931fcc7,id-941273,id-192540,Helena v Lucerně Největší hity 1,,Official,,Czech,Latin,1
540674,214ca11c0bd5457180247174bd73b92d,id-414245,id-71452,100 Chansons dor,724357126922,Official,,French,Latin,1
1259980,b8eafff867ac46e387d00769695d6024,id-1244723,id-1,Mega Dance 1999 Volume 2,5099749404021,Official,Jewel Case,English,Latin,1
3455902,7c2cadc60f4f4e7486b14c66706f446b,id-2976461,id-3303233,How Fecund the Void,,Official,None,English,Latin,1
2996604,77060b61667c4c3087a9b0f20f8ac2f6,id-2617291,id-261245,Mustermesse Basel 1956 Part 1,725095021920,Official,,,,1
939752,75ac331397b640579fadf83be990c78d,id-405506,id-1,Punk Rawk Explosion Volume 8,,Promotion,,English,Latin,1
581001,d9c8aa283f633f738ba44f93c19b9e10,id-585086,id-60661,MK II,7898181123686,Official,,English,Latin,1
409511,3f465945ef3e410c9ff9a0775ef05315,id-731226,id-536958,El Rancho Spastiko,,Official,,English,Latin,1
86859,c03f057d88a8476aa0da71143dc1bd61,id-163327,id-81955,Lightning Bolt,,Official,,English,Latin,1
1332596,667697cfe16c44c8a56171af8f042b03,id-1302402,id-1218359,Zooppera,,Official,,Finnish,Latin,1
844680,a492f060529d4406b5bf471caedd82f1,id-987788,id-197,19850601 St Jakobs Stadion Basel Switzerland,,Bootleg,,English,Latin,1
3081180,0b8226986ba1470e8eea97158919dbad,id-2490143,id-1689130,Savage Mode II,194398186320,Official,,English,Latin,1
1237039,a1cdc06481f84da4b6af79fcff69a358,id-1226238,id-1103942,Nihilistic Misanthropy  Force Fed Life,,Official,,English,Latin,1
2839772,edf779da3faa45b3b436b298f8587c0e,id-2493667,id-2820346,Ornate Culmination,634479875106,Official,None,English,Latin,1
1021166,72a801407a534744bdcddfcb80d95ed6,id-393528,id-88515,Génération fabulette,,Official,,French,Latin,1
1213830,229e308d13db4ee6a5c43967617177e7,id-1206885,id-1, And in the Darkness Bind Them,,Official,,English,Latin,1
436416,a7927bf55d7546339bbd881288fb4aa1,id-720524,id-1137,Variety,5060107720978,Official,,English,Latin,1
