label,name,label_type,area,ended
id-123737,Together Recordings,,id-221,t
id-168514,Mister Tipsy,,,f
id-106456,Orange Moldova,Holding,id-140,f
id-194647,shoeup,,,f
id-153232,Eccofilm,,,f
id-33837,4him2u,Original Production,id-14,f
rec-115876-dup-0,Deemah Music,,,f
id-49180,Wonderful Sound,,,f
rec-31101-dup-0,Red Fraje,Original Production,id-221,f
rec-239969-dup-0,Ossiari USA,,,f
id-119393,RTV Braća Karić Telecom,,,f
id-161151,Open Circuit,Original Production,id-150,f
id-69835,Flava of the Month,Original Production,,f
id-206576,Gaijin Entertainment,Production,id-241,f
id-173939,He Shall Be Peace,,,f
id-226906,NRL Records,Distributor,,t
id-113501,Chukka Promo Records,Publisher,id-81,f
id-113166,OMG LLC,Imprint,id-82034,f
id-245310,Bethlehem Music,Publisher,,f
id-106962,Warfuck Records,Production,id-47,f
id-144296,Amadeo Österreichische Schallplatten Aktiengesellschaft,Holding,id-653,t
id-223497,Namtaru Records,,id-47,f
id-197675,Retro Music Box,,,f
id-235618,Tasty,,,f
rec-167915-dup-0,Blank Cod,,id-5179,f
id-154402,Sonic Camera,Imprint,,f
id-237040,Grotesque DRK,,,f
id-32658,Jellyfish Factory Records,,id-73,f
id-20909,Tradition Records,Original Production,id-222,t
id-132480,All The Time Records,,,f
id-124211,Sette Ottavi,,,f
id-4266,Mellow Records,Original Production,id-105,f
id-104080,Fax Record Company,,id-7295,f
id-229596,29 Global Public,,,f
id-76476,Jean‐Michel Franck Rivat,Publisher,id-73,f
id-113681,Grameophone music,Original Production,id-95884,f
id-218216,Schama Production,,,f
id-67792,FMan Media,,,f
id-111770,Golden Triangle Records,,id-7020,f
id-8400,Ill Boogie Records,,id-222,f
id-126794,Discos Arpón,,,f
id-159432,Selection Records,,id-378,f
id-190929,Eonity,,,f
id-115876,Deeman Music,,,f
id-165773,Blingnot Media,Publisher,id-299,f
id-247263,Mini Mac Music,,,f
id-148079,Progressive Music Publishing Company Inc,Publisher,id-222,f
id-199466,Ultra Heavy Records,Distributor,,f
rec-238694-dup-0,Inathyme Records,,,f
id-93436,Pyknotic Records,Original Production,id-5194,f
id-3696,3 Acre Floor,Original Production,id-222,f
id-212345,Musica Divina,Production,id-9279,f
id-168010,Sound  Vision,Distributor,id-84,f
id-29828,株式会社ファースト・エイド・ネットワーク,,id-107,f
id-19028,Zee Music Company,,id-99,f
id-168019,Dollar Music Gang,Production,id-29637,f
id-34233,Planet BEN Records,,,f
id-38145,Original Selection Records,Reissue Production,id-221,f
id-59167,Blondell Productions,,id-81,f
id-162532,Atlantic Rhythms,,,f
id-246361,Flower Records,,,f
id-215,Leaf Recordings,Original Production,id-38,f
id-127381,Knekelhuis,,id-150,f
id-67257,Grotesque Records,,id-254,f
id-118467,Lavender Sky Music,Original Production,,f
rec-126578-dup-0,Feed 2 Da Concrete Entertainment,,,f
rec-20232-dup-0,G  E Mvsic,Original Production,id-222,f
id-250394,NatsumeAtari Inc,,id-107,f
id-51391,Bassex Records,Original Production,id-222,f
id-189534,Ni Entertainment,Imprint,id-229,f
id-225972,Acrobat Music Ltd,,,f
id-228493,TFC Music Group LLC,,,f
rec-235618-dup-0,Tastu,,,f
id-36361,David Media AB,Publisher,id-202,f
id-218440,CMSD,Original Production,id-73,f
id-94117,All The Cats Recordings,,id-221,f
id-86490,3 on the B Records,,,f
id-173507,MRI,Imprint,id-222,f
id-185420,Blessed Music,,,f
id-251708,Loopdeville,,,f
id-153984,NAHAL Recordings,Original Production,id-73,f
id-85245,Corus Entertainment,,,f
id-9180,God Mountain,Original Production,id-107,f
id-69711,Crackpot Records,,,f
rec-114974-dup-0,Digitao Dialect,,,f
id-105240,Roots and Wings Music,Original Production,id-5076,f
rec-34233-dup-0,Planet BEN Recordj,,,f
id-206121,Rocks Records,,,f
id-19234,petite sono,Original Production,id-38,f
id-52445,Full Light Records,,id-222,f
id-40029,Royal Flyness Records,,id-222,f
id-2371,Jarrah Records,Original Production,id-13,f
id-155725,Sounds of Havana,,,f
id-168162,Inside Orion Minimal Muzik,,,f
id-166511,Minner Bucket,,,f
rec-227093-dup-0,Beat Deaker Records,,,f
rec-208912-dup-0,House of Gaka Publishing LCC,Publisher,id-222,f
id-45031,Throwdown Records,,,f
id-196386,Kakelane Music,,,f
id-150651,SDK Media,,id-81,f
id-44751,Hub Productions,Original Production,id-72,f
id-56776,Redd Klay  GhetOVision,,id-222,f
id-164460,Refugees Of Rap,,,f
id-5549,InAkustik GmbH,Distributor,id-74786,f
id-92507,Amethyst,,,f
id-230921,Spirit Vision Records,,,f
id-108781,World of WIls,,,f
id-74132,LXR Records,,,f
id-189311,Last Resort Records,,id-57,f
id-3236,Long Distance,,id-73,f
id-156433,Harold Pierce Publishing,Publisher,,f
id-182385,Kai Matthiesen Music,,,f
id-223748,Trans Continental Records,Imprint,id-222,f
id-42190,Weekend World,Original Production,id-221,f
id-91848,Sandevil Music,Publisher,,f
id-142585,Atmos Games,,,f
id-83664,PRMD,Original Production,id-202,f
id-32907,Catalyst Records,Original Production,id-222,f
id-170203,Stereo Enchained,,id-23035,f
id-163318,Bavaria Media GmbH,Publisher,id-76043,f
id-207614,Black Hair Music Publishing,Publisher,,f
id-110293,Midnite Jazz  Blues,Reissue Production,,f
id-143694,Clan Alba Productions,Original Production,id-3822,f
id-91962,Mushroom Runner Records,Production,id-81,f
id-132993,Agrofin Praha sro,,,f
id-89075,Fantasy Memory,Reissue Production,id-222,f
id-239276,Fezihaus,,,f
id-15402,My First Sonny Weissmuller Recordings,Production,id-150,f
id-103834,Tænia Solium,Original Production,id-68486,f
id-187712,The Teskey Brothers pty ltd,Holding,,f
id-116195,Garelock Records,,,f
id-128879,HArt Records,,id-7717,t
id-5484,Very Friendly,Production,id-221,f
id-147216,saZon Records,Original Production,id-222,f
id-174667,Wrong Era,,id-326,f
rec-198997-dup-0,Plain Dizguise,,,f
id-116669,Total Recording Co Ltd,,,f
id-186625,Greasy Vinyl,,,f
id-42462,Insiduous Urban Records,Original Production,id-222,f
id-217951,Memorex,Manufacturer,id-222,f
id-25313,Purple Box Records,Original Production,id-222,f
id-235364,Bum Rap Music Inc,Publisher,id-222,f
id-17964,BugInMyEarMusic Productions,,,f
id-31715,Dirty Water Records,,,f
id-69222,Washashore Records,,,f
id-140331,Digital Entertainment,,,f
id-245600,NEBLINA,Original Production,id-171,f
rec-88878-dup-0,Spakhetti Records,Original Production,id-105,f
id-177130,No Love Entertainment,Imprint,,f
id-200481,Young 2K,,,f
id-37959,Creepsville Entertainment,Original Production,id-222,f
id-59804,Tutti Intersong Éditions musicales,Publisher,id-73,f
id-217219,Life is Pain,,,f
id-177643,Vesterinen Yhtiöineen Oy,Publisher,,f
id-181425,Karma Chief Records,Imprint,id-9549,f
rec-247333-dup-0,Dave Hzmelin Publishing,Publisher,,f
id-137345,Henson Universal Music,,,f
id-76947,Ghetto Funk,Original Production,id-221,f
id-75329,エヌ・イー・ティー音楽出版,Publisher,id-107,t
id-50967,Manohar Records,Original Production,id-38,f
id-112709,Vulkania,,id-30,f
id-194247,Alternative Radio,Original Production,id-222,f
id-205730,Lazy Bones Recordings Inc,,,f
id-53717,GenXtasy Records,,id-222,f
id-219825,Sackville Recordings,,,f
id-184036,Fantasy by Selmerphone,,,f
id-195629,Programmes KK  Co,,id-72,f
id-106564,Tonodisc SA,,id-10,f
rec-206333-dup-0,Old Famoliar,,,f
id-26533,Stumble Records,Original Production,id-221,f
id-238694,Inarhyme Records,,,f
id-146642,Circle WANTAN,,,f
rec-197675-dup-0,Ret4o Music Box,,,f
id-138459,Gak Attack Records,,id-240,f
id-84945,Innercore Japan,Original Production,id-107,f
id-206372,AB Records,Original Production,id-160,f
id-118974,Elektra Records,Holding,id-222,f
rec-122650-dup-0,Face Ma1<er Entertainment,Publisher,,f
id-219819,Perfect Pitch Music Marketing,Distributor,,f
id-199956,Classicaloca Genius Recrods,,,f
id-90422,Serotonin Productions,,id-88313,f
id-204774,Mark A Mancina Music,Publisher,,f
id-216255,StrumaIodine,,id-653,f
id-74912,Pretty Boy Floyd Records,,,f
id-158756,Cody Jinks LLC,Holding,,f
id-70659,Afterlife,,,f
id-233471,Actionpop Records,Original Production,id-1178,f
id-2159,2062,Original Production,id-222,f
id-98556,Eminor Records,,id-331,f
id-221201,KANECITY RECORDS,,,f
id-72027,Tete San Ko Publishing Inc,Publisher,id-222,f
id-145599,Chicken Skin Records,Original Production,id-107,f
id-65640,Omi Records,,,f
id-65492,Outernational,,,f
id-9089,Sabres of Paradise,Original Production,id-221,f
id-137589,Origen Music,Production,id-5197,f
id-119194,LosTraxx Records,,,f
id-122407,Beardog Publishing Company,,,f
id-224995,Les Productions La Table Ronde,Original Production,id-322,f
rec-25291-dup-0,Krasy Kat,Original Production,id-221,f
id-188043,Mercury Records,Holding,id-222,f
id-103298,German Democratic Recordings,,,f
id-130593,Carl Fischer Inc,Publisher,id-7020,f
id-233203,Makondo Entretenimiento,,id-1008,f
id-178684,Undercontrol,,id-105,f
id-90863,Springalo Toones,Publisher,id-222,f
id-82291,Dark Light,Original Production,id-38,f
rec-173125-dup-0,MIKE Pus Studio,,,f
id-91143,Mutiny 2000 Record,,,f
id-118725,Massive Sox,Publisher,id-29483,f
id-225608,Irma Records,,id-100,f
id-207592,Speak  Spell Records,,id-7307,f
id-115943,MGraveyard,Original Production,id-107,f
id-211356,Autrement dit,,id-73,f
id-106063,Dance Flavour,,,f
id-237159,DefinitionMusic,Original Production,id-7704,f
id-132732,Babbeo Records,Original Production,,f
id-185868,Dogtree Records,,,f
id-171165,Hess Street Songs,Publisher,id-5230,f
id-202365,STREET LOYALTY,,,f
id-105304,Take Off Your Shoes Records,,id-72,f
id-90550,Nasty Habits Productions,Publisher,id-221,f
id-41590,Enormous Tunes,,id-203,f
id-251780,Heron Pond Productions,,,f
id-111977,Pagan Music Ltd,,id-221,f
id-125443,Management Three Music,Publisher,id-222,f
id-207270,Direct Holdings Holland BV,,,f
id-125441,Get Dancing Records,Distributor,,f
id-134137,Hollywood Boulevard Music,Publisher,,f
id-96045,101 Noites  Criação de Produtos Culturais Lda,Publisher,id-171,f
id-17774,Roton,Production,id-175,f
id-54658,Off the Shelf,Original Production,,f
id-56232,Wambo Productions,Production,id-52490,f
id-14666,Dominant Fiction,Original Production,id-222,f
id-234354,Itspop Music Ltd,Holding,id-113,f
id-145776,Gerhard Kaiser GmbH,Production,id-7714,f
id-145500,Iron Maiden Ltd,Holding,id-221,f
id-63700,Materie Records,,id-81,f
id-86562,Vistasboy Music bmi,,,f
id-3492,Blue Moon Records,Bootleg Production,,f
id-176715,Freeformaniacs,,,f
id-236954,World Sound,,,f
id-205998,Russian pirate label,,id-176,f
id-5059,Tyrannosaurus,,id-221,f
id-237594,Tchaikovsky  Bad Wolf Entertainment LLC,Publisher,,f
id-246074,Sonic One Powermastering,,,f
id-150590,Ste‐4 Musique,Imprint,id-7279,f
id-177697,Misguided Records,,,f
id-127484,BBC Audiobooks Ltd,,,f
id-222982,Вадим Володин,,,f
id-249036,Preachja,Production,id-100,f
id-185000,Loaf Records,,,f
id-39701,Kaiho Music,Original Production,id-72,f
id-173641,Nómada Records,,,f
id-223916,Devel 16 Coterie ENT,Production,id-222,f
id-73999,Baboon Records,,,f
id-231135,Roundabout 7 Music International,Publisher,id-222,f
id-239970,Ramon Valdovinos,Distributor,,f
id-185008,Double Dose,,,f
id-185164,SageQuinnJude Music,Publisher,id-222,f
id-177452,Madamelune,Production,id-73,f
id-216651,UDC Recordings,Original Production,id-221,f
id-122266,Importe12 Records,Original Production,id-7020,f
id-83058,Liquid Records,Production,,f
id-78605,Weed,Original Production,id-222,f
rec-130058-dup-0,Gotte Recprds,Imprint,id-222,f
rec-170203-dup-0,Stereo Enxhained,,id-23035,f
id-103349,Diplomat Records,,id-292,f
id-208912,House of Gaga Publishing LCC,Publisher,id-222,f
id-150052,Universal Music SA Greece,Holding,id-84,f
id-95939,South American House,Production,,f
id-71834,Luxel,,,f
id-5432,Wallys Groove World,Original Production,id-21,f
id-123637,All We Know Records,,,f
rec-56041-dup-0,New Tide Recordst,,,f
id-186361,Jerk Records,,,f
id-213321,Local Genius and Wizard,,,f
id-74043,Quantum,Original Production,,f
id-1956,Basic Channel,Original Production,id-81,t
id-186841,Howlinghorse Music,Publisher,,f
id-241554,che,,,f
id-143599,真宗大谷派宗務所出版部,Publisher,id-107,f
id-17929,hihat Records,,id-81,f
id-109460,Saints and Sinners,,,f
id-248245,MAW Words Publishing,Publisher,id-222,f
id-202039,Amidah,Original Production,id-221,f
id-191929,Kobalt Label Services America Inc,Holding,id-222,f
id-189312,Love OnLine Records,,,f
id-16459,Fire Museum,,id-222,f
id-192977,artbyFORM,Distributor,id-222,f
id-203655,Araize Record,,,f
id-198712,CR2 Compilations,,,f
id-200805,Jenyer Production,,id-113,f
id-161088,滾石國際音樂股份有限公司,Holding,id-205,f
id-170100,ABT Budapest,,id-721,f
id-159049,Sentana Filmproduktion GmbH,Production,id-7710,f
id-104988,Black Gold Records,,id-7703,f
id-172270,Three Boys Music Inc,Publisher,id-222,f
id-125826,Sarah McQuaid,,,f
id-5614,Karaoke Kalk,Original Production,id-81,f
id-105010,DTCM Ave,Publisher,,f
id-175995,Juke Trax Online,Original Production,,f
id-154290,Jahazi Media,Publisher,,f
id-183372,WAVERIDGE,,id-411,f
id-100622,Monogram,,id-222,f
id-236050,Spinnup,,,f
id-178473,Magdalena Melodies,Publisher,id-150,f
id-154352,Shedio Records,Production,,f
id-178571,SynGate Wave,,,f
id-30132,Bandleader,,id-221,f
rec-233995-dup-0,Chocolate Remux,,,f
id-130189,Beggars Music,Publisher,id-221,f
id-221628,Novica Music,Publisher,,f
id-77566,Evil Ink,,id-222,f
id-17354,8ball Music,Original Production,id-150,f
id-163435,Angelina Recordz,,id-107,f
id-91817,Oscillation Music,,id-81,f
id-81393,Lateral Mgmt London Stockholm AB,Publisher,,f
id-52500,Sons Galiza,Publisher,id-194,f
id-82650,Beyond Records,,id-295,f
id-190100,Mangini Muzica,,,f
id-206333,Old Familiar,,,f
id-117914,Domuz Records,Original Production,id-214,f
id-116638,Dio Drone,Original Production,id-15123,f
id-51441,Guardians of Metal,Original Production,id-171,f
id-243850,ตราหนูขาว,,,f
id-153419,Del Mar Estudio,,,f
id-201839,Caroline International Japan,Distributor,id-107,t
id-28866,Urban Camper Entertainment,Original Production,,t
id-198857,Murray Brothers Records,,,f
id-250505,Cavalier,,id-7022,f
id-83438,Skeletor Tapes,,id-72,f
id-102531,Only One Records,,,t
rec-90863-dup-0,Springalo Toon3s,Publisher,id-222,f
id-127305,Made In England,,,f
id-178889,寺内音楽出版,Publisher,id-107,f
id-201221,Half Pint Records,,,f
id-174003,Soulmade Productions,Production,,f
id-36153,Tocayos Music,Publisher,,f
id-229602,Blueprint Australia,,,f
id-252894,Bullhead,,id-262,f
id-79599,Motley Music Limited,,id-221,f
id-126094,Patio Music,Original Production,id-222,f
id-71226,Premiere Music Distributors,,,f
id-91362,World Records,,,f
id-84994,HMC  Helsinki Music Company Oy,,id-72,t
id-141587,Trance Gold Records,,,f
rec-85245-dup-0,Corus Entertalnment,,,f
id-91971,Mundo Records,,id-10,f
id-111080,Compact Disc Center,,,f
id-104358,Perso Records,,,f
id-164159,MVI Music,,,f
id-238401,ebirecords,,id-107,f
id-135915,Megaлайнер Рекордз,,,f
id-10454,Hank the Herald Angel Recordings,Original Production,id-222,f
id-198582,TopartMusic,Production,,f
id-222203,supporter records,,id-69835,f
id-20232,G  E Music,Original Production,id-222,f
id-243112,MUZA Records,,,f
id-38033,Green Door Record Company,,,f
id-112244,Attenshun Records,Distributor,id-30589,f
id-3681,Kalinkaland Records,Production,id-81,f
rec-77507-dup-0,Bras5land,,,f
id-88240,Greeninch Sound,,id-67890,f
id-106029,Avenue Beatz Music,Publisher,,f
id-103627,Stoney Burke,,,f
id-216863,Briss Dont Miss,,,f
id-142072,Jungle Voodoo Recordings,,id-7703,f
id-90453,Vetnasj Records,,,f
id-70765,Think For Yourself Records,,,f
id-31101,Red Frame,Original Production,id-221,f
rec-125441-dup-0,Get Dsncing Records,Distributor,,f
id-207238,Artist Publishing Global,Publisher,,f
id-189815,Lost on Vacation Music,Publisher,id-222,f
id-136477,Other Int Universal,,,f
id-178708,TBA Music,Production,id-57,f
id-67620,Culture Shock Music,,,f
id-25654,Black Pumpkin Records,Publisher,id-222,f
rec-215289-dup-0,milk voice recordst,Production,,f
id-210697,Daedo Records,,id-2531,f
