release_group,name,artist_credit,type
id-622127,20060206 The Dame Lexington KY USA,id-9681,1
id-540365,Magic Voices,id-131633,1
id-1132486,Sassy Wisdom,id-652385,1
id-2895348,American Vista,id-853346,1
id-950720,scattered harvest ep,id-35999,3
id-833955,Thats Whats Up,id-22458,1
id-508015,Introduction,id-59312,1
id-78948,Porch Life,id-47697,1
id-878755,Yeah You,id-142903,2
id-950323,The Beat Factory Volume 2,id-806808,11
id-981623,La Raison de lautre,id-112783,1
id-958815,Rock Pop  Tweens,id-1,11
rec-980025-dup-1,Get That Jive Au5tralian Pop of the 70s,id-1,1
id-824356,Orfeón Universitario y El Cuarteto,id-609056,1
id-612423,ConGRADulations Class of 2007  Just Watch Me Now,id-1,1
id-2617311,The 1930s Recordings Remastered And In Chronological Order,id-31535,1
id-336405,Rum  Rodeo,id-54108,
id-507914,Black Coffee Chapter 2 Potpourri Fusique,id-821840,1
id-350072,The Razor,id-149983,1
id-1254429,Left to Burn,id-584584,1
id-672349,Red Room,id-820141,1
id-558725,Au Théâtre des ChampsÉlysées,id-9617,1
id-2340526,Forecast Chaser,id-2490460,1
id-625216,IOU,id-2201287,2
id-853433,The Chronological Classics Gene Krupa and His Orchestra 19491951,id-69635,1
id-579639,Rock the SAT,id-413717,1
id-1182228,Production Music Series Volume 08 HipHop  Middle Eastern,id-768460,11
id-875058,My Life,id-2569553,11
rec-896464-dup-0,Mountain Firsta,id-1617244,1
id-2614561,INTENSE  MELLOW,id-238387,1
id-2491283,Rose Vintage,id-2817828,3
id-447211,19910427 late show Washington DC USA,id-3154673,1
id-2162870,SODA POP FANCLUB 2,id-2060126,1
id-1248463,Betrayal of Hearts,id-1136302,1
id-145627,Sweatin 3 Skatin Satan and Katon,id-64631,1
rec-896671-dup-1,Whirjpool,id-71148,1
rec-896671-dup-0,Whirlpool,id-71148,1
id-685510,Idyllic Life,id-440728,1
id-1227894,Lovesongs for the Dead,id-1106930,1
rec-217993-dup-0,The Hostate Situation,id-1,1
id-1125094,In the Shroud of Legendry  Hellenic Myths of Gods and Heroes,id-922443,1
id-1271669,疾風乱舞 EPISODE II,id-85961,1
id-9310,100 Hardcore Punk,id-1,1
id-1529677,Disaster,id-1457217,1
id-723666,Bessere Zeiten,id-2207574,1
id-1226238,Nihilistic Misanthropy  Force Fed Life,id-1103942,1
id-658522,Poets Heart,id-89955,1
id-362215,Stratosphere Breakdown,id-131920,1
id-214937,Gently Insane,id-66158,1
id-982491,Oldie Juke Box,id-1,1
id-508834,To Mum Love Motown,id-1,1
id-893422,TripHop Metropolis,id-1,11
id-893932,In Bluegate Fields Live at Wiltons Music Hall,id-34990,1
id-881458,聖闘士星矢 音楽集Ⅴ 真紅の少年伝説,id-39233,1
id-1272448,From The Womb To The Tomb,id-1171813,11
id-237982,Karma,id-35877,1
id-1810859,Wenn der weiße Flieder wieder blüht,id-1,1
id-1027953,El dolçainer,id-774364,1
id-1227967,Die schönsten Bläserkonzerte  The Most Beautiful Wind Concertos,id-1,1
id-1806992,Hayati حياتي,id-2001679,1
id-871191,Schon eure Zahl ist Frevel,id-642657,1
id-1019091,渡辺貞夫,id-38905,1
id-1060057,OxCompilation 95,id-1,1
id-2337383,Unlock the Doors  Eristetyt,id-2650021,3
id-695159,Polonaises 19,id-1320000,1
id-2219122,Kune Kune,id-2097598,2
id-607086,On Tour,id-433936,1
id-437889,Bossa Nova Guitarra Jubileu,id-36327,1
id-776020,Kiss the Stars,id-572130,1
id-1238568,Philosophy and Religion in the West,id-1123468,11
id-1810677,Rave the City 2 Back to the Roman Empire,id-1,1
id-656102,Terrific Seasons,id-474636,1
id-2215062,For Whom the Bell Tolls,id-93,1
id-253572,Vlaanderen klinkt Radio 1,id-1,1
id-505194,Mystic Places,id-348910,1
id-209670,Chill Out,id-1,1
id-699937,Méandres,id-2249356,1
rec-996926-dup-0,The Chronological Classics B'lllie Holiday 19451948,id-3416,1
id-171079,Endless Summer Donna Summers Greatest Hits,id-792,1
id-722408,Old Loves Die Hard,id-50776,1
id-876571,19961020 Brownies New York NY USA,id-7999,1
id-95513,From Paris With Love,id-6999,1
id-957061,Aint Misbehavin,id-199734,1
id-456363,Lark,id-158830,1
id-2612244,Learn as you play saxophone,id-2934791,
id-505515,Skyward,id-351790,1
id-446147,The Pulse to Passion,id-918,1
id-763649,The Jasmine Flower,id-1097,1
id-1099444,Songs to Shiva,id-864111,1
id-558983,Blues You Can Use,id-22492,1
id-2115654,Feeet,id-430245,1
id-1190545,Neonowe obietnice,id-1043913,1
id-725835,Królowie życia,id-155775,1
id-1057391,Your Highness,id-244460,1
id-1275232,La La Lu and the Lazy Moon,id-1176407,1
rec-392023-dup-1,Ambient Chillout Mid 1,id-271595,1
id-399095,Imagery of Ecstacy,id-188882,2
id-30954,Found a Place,id-16061,1
id-597894,Mishirei Shalom Hanoch,id-432495,1
id-921953,Willi wills wissen Folge 9 Bei den Pfadfindern  Abenteuer Schnitzeljagd,id-684275,
id-372947,Musica Negra in the Americas,id-1,1
id-642522,雨季,id-242193,1
id-1049176,Hell This Is Country,id-1,11
id-259434,Détournement de son,id-97192,1
id-1020099,Laynerkast,id-766834,1
id-829880,The Swing Era 1940  1941,id-1,1
rec-875058-dup-0,My Lice,id-2569553,11
id-492292,The Guards Themselves,id-56916,1
id-242273,Sweet Home Chicago,id-823341,1
id-761939,Repercussions,id-427385,1
id-229422,No One Can,id-2546,2
id-238458,Best Sunday Heart,id-54524,1
id-959408,Real Country,id-1,11
id-733326,20012002,id-542277,1
id-303599,Dividing Asunder,id-74151,1
id-288732,Step Off,id-231417,1
id-386837,Virus Volume 2,id-1,1
id-893754,Peaktime Television,id-1,11
id-1001368,Live Archive,id-2330772,1
id-922365,Majesty,id-40678,1
id-3075112,Playing the Piano 2013 in Yokohama,id-3680,1
id-193180,Junior High,id-35453,3
id-539119,A Case for Case A Tribute to the Songs of Peter Case,id-1,1
id-1084397,Thinking  Drinking,id-63091,1
id-1530679,As England Slips Away,id-1484915,3
id-1153544,The Complete Organ Music of Johann Sebastian Bach,id-970375,1
id-625225,Mosaic Select Johnny Mercer,id-4350,1
id-342377,The Best Of,id-239056,1
id-982768,Vietnam War Full Metal Jacket  Platoon,id-737349,1
id-2255194,Mmmm,id-453522,1
rec-112977-dup-0,Sings Neapoliyan Songs Volume 1,id-77021,1
id-575615,The Man Who Lives for Love,id-404126,1
id-209105,The Indispensable Coleman Hawkins Body and Soul 1927–1956,id-8818,1
id-1167082,Super Smash Bros Brawl,id-1,1
id-1291130,Lost Skeleton Returns,id-265870,1
id-123930,Förut,id-89655,1
id-790340,Red Letter Day A Synthpop Christmas,id-1,1
id-430183,Enfants de la lune,id-133560,1
id-693800,Approx Twelve,id-299526,1
id-514920,ライブFinal Attack at Budokan,id-141756,1
id-976091,Theres No Sky Oh My My,id-731040,1
id-1901030,II Saw Live Dopapod Evil Was II,id-1245090,1
id-699983,Love in the Time of Cholera Original Motion Picture Soundtrack,id-3215488,1
id-732124,Van Gogh,id-84597,1
id-1109268,19981027 Fox Theater St Louis MO USA,id-187,1
id-1194003,Preludes,id-1050411,1
id-448234,The Collection,id-256891,1
id-641167,Angels With Us,id-461864,1
id-261119,The Nat King Cole Collection,id-185828,1
id-478026,Friends,id-202138,1
id-565484,Beautiful Day,id-62373,1
id-326864,Waltz,id-227517,1
id-264044,Blue Cathedral,id-110322,1
id-1147878,Reef Diver,id-961429,1
id-1075250,Silver  Gold,id-242693,2
id-1212628,Kimagure Orange☆Road Singing Heart² sweet memories,id-1,1
id-573612,And Me You,id-685,1
id-2002235,Mind On The Run,id-888572,
id-245814,The Many Sides of Marty Robbins,id-1745,1
id-431062,San Francisco Jazz Festival CD Sampler 96 Volume 1,id-1,
id-110281,Bow to None,id-4876,1
id-976703,Neki rabm da te ne pozabm,id-732457,1
id-1256598,Young Love,id-1147959,1
id-812799,My Lost City,id-61915,1
id-610190,The 7th Dimension,id-436016,1
id-96291,Bump Ahead,id-11551,1
id-1530965,Shinkasta,id-1485398,3
id-1084246,The Singles Collection,id-829731,1
id-569243,ElectroAcoustic Tribute to Tool,id-407299,1
id-963222,Le Guignolo,id-179780,1
id-2048276,Natural Rebel,id-1960,1
id-3074424,Build a Little Home  No More Love,id-1420318,2
id-1201909,20120721 Summer Lounge Halle Germany,id-569117,1
id-996309,Kids Club 2,id-1,11
id-641760,Horrorous State of Anatomical Decomposition,id-462489,1
id-312282,The Surviving Elements From Soul Survivor II Sessions,id-34824,1
id-1464177,Container,id-196127,1
id-765761,Emergency Emergency,id-259771,1
id-497829,Serious Beats Vol 4,id-1,1
id-949694,Guitar Textures,id-1,11
id-994811,Bump Jump Jive Volume 2,id-1,1
rec-27175-dup-1,Bis zum l>itteren Ende,id-1874,1
id-337108,Starship Troopers 2 Hero of the Federation,id-1319915,1
id-237660,להיטי זהב,id-98202,1
id-544626,That Reason,id-223799,1
id-913821,Мегаполис,id-677359,1
id-400288,A Different Kind of Pain,id-11203,1
id-1057976,Temple of the Scorn,id-797091,1
id-108163,Persuasive Percussion,id-72941,1
id-884020,Other Valentines,id-131766,1
id-540198,Asbestos Lead Asbestos,id-2346,2
id-955722,Dance House,id-1,11
id-788805,Scheiße nicht schon wieder Bernstein,id-290640,3
id-178792,Gangrene Tambourines,id-14732,1
rec-966015-dup-0,King of Nevv Orleans Rock n Roll,id-3418,1
id-1080396,Paddy Noonan Irish Dew,id-171347,
id-203642,Radio IDs 1996,id-148129,
id-583338,All the Kings Horses,id-160210,1
rec-1410557-dup-0,一人ぼっちの二人,id-84146,2
id-831208,Blues From Hell,id-156524,1
id-532832,Ambitious 野心的でいいじゃん,id-41636,2
id-128461,More Than Meets the Eye,id-14557,1
id-591877,Storyteller 1,id-53275,1
id-1007711,Aftypiclipse For Jazzfinger,id-152446,1
id-611603,The Porter Street Tapes,id-436676,1
id-845432,Rise,id-490857,1
id-1003453,Lady Godiva  De profundis  Toman and the Wood Nymph,id-1107090,1
id-1204316,NewOrleans Revival 19401954,id-1,
rec-748135-dup-0,Ghosts and Es1<imos,id-544852,1
id-1148481,People Hold On,id-206463,1
id-298214,In Pectra,id-113439,1
id-630732,Dos maestros dos estilos,id-1,1
id-2117334,Action,id-2375442,1
id-570604,An Ode for St Cecilias Day  Cecilia volgi un sguargo,id-2157224,1
id-199358,Flowers for the Gathering,id-44245,1
id-1967334,Pheromone,id-399622,1
id-165408,Starmaker,id-53250,1
id-1304436,Screaming Again,id-1221059,3
id-1140124,David Jones,id-951300,1
rec-529256-dup-0,One Life foe the Family,id-111402,
id-561819,Mindcrimes,id-298885,1
id-667588,Holiday Sounds of the Manhattan Strings,id-5549,1
id-605019,Blues Story,id-1,1
id-96674,Street Lethal,id-16335,1
id-318453,Reggae Phenomenon,id-41711,1
id-568004,City of Mirrors,id-405195,1
id-1123300,Gekkyukekkaichi,id-118270,1
id-873632,The Early Years,id-101,1
id-294138,Return,id-206514,1
id-319454,The Best of English Folk,id-1,1
id-1148156,TA212 The Technology of Music Block 4,id-952594,11
id-901505,Rock Blues and Country,id-1,11
rec-557646-dup-0,Cojorblind,id-110974,1
id-507615,The Original Sound of Miss Music Music Music,id-81539,1
id-900055,White Elephant,id-281257,1
id-172026,Postpartum,id-61551,1
id-511304,Cold Day,id-350834,1
id-1148934,Waar,id-962997,1
id-408626,Allison Wonderland The Mose Allison Anthology,id-33040,1
id-920125,The Christmas Collection Volume 4,id-1,11
rec-298214-dup-0,In Pwctra,id-113439,1
id-202359,Επιτυχίες,id-98202,1
id-526014,Retrospective,id-99603,1
id-604303,Porous Orchestra,id-432147,1
id-339914,The Crossing,id-146382,1
id-393017,Mix Gently,id-31739,1
id-682765,Human Consumes Human,id-458181,1
id-873906,Live in Europe,id-644521,1
id-570961,Der Lyrikwürfel,id-407269,11
id-993793,Eskalation,id-744771,1
rec-233515-dup-1,Just a Place in the Svn,id-136311,1
rec-233515-dup-0,Just a Placd in the Sun,id-136311,1
id-1475959,De liedjes van De Club van Sinterklaas,id-766031,1
id-1189143,The End of All Worthless,id-1041328,1
rec-1058979-dup-0,Source C0de,id-787882,1
id-1010785,Renouncement,id-435499,1
id-1218060,Kingdom of Insanity,id-1089906,1
id-943787,2 Public Use,id-701679,1
id-794501,Recopilatorio SkaPunk Volume 2,id-1,1
id-2894718,Vision of Eden,id-3214048,1
id-332957,Eternal,id-207665,1
id-1000719,VISITED,id-1,11
id-880643,Saga,id-648742,3
id-615726,Der SWF3 Märchenonkel,id-439892,11
id-2895405,24hrs,id-3222138,3
id-729412,Telluride Bluegrass Festival Reflections Volume 1,id-1,1
id-795699,Well Matched The Best of Merl Saunders  Jerry Garcia,id-814531,1
id-643584,LEau  le Vent  le Feu  la Terre,id-464101,11
id-400832,Songs From Dawsons Creek Volume 2,id-1,1
id-810139,TIME Soundtrack,id-100968,1
rec-912382-dup-0,Hissing Theatricaos EP,id-676239,3
id-1240362,Feesten in Stijl,id-1125967,1
id-490911,Karjalan Sissit,id-145082,1
id-1284287,John Wesley Harding  Nashville Skyline,id-17,1
id-630559,Triangle,id-452943,3
id-783245,John Mayall,id-16332,1
id-1269261,Resistimos,id-567769,1
id-421969,Here We Go With,id-128608,1
id-1214376,Songs of Freedom,id-1084086,1
id-576356,Moon Sun  All Things Baroque Music from Latin America 2,id-1908719,1
id-295065,Les Pièces de Clavecin,id-53507,
id-100296,A Little Bit Special,id-63738,1
id-1125461,13 Jaar Terreur De Megamix,id-73249,1
id-273562,Angustia no no,id-192739,1
id-946074,hug,id-499983,1
id-1279033,Ses enregistrements 1930–1956,id-1182324,1
rec-1057976-dup-0,Templ4 of the Scorn,id-797091,1
id-837460,Latin American Music,id-1,1
id-1076937,Last Note Standing,id-628212,3
id-17817,Rattle and Hum,id-197,1
id-743868,Бездна,id-546755,1
id-901651,The Turquoise of Samarkand,id-667220,1
id-801004,Nightvision,id-178959,1
id-1462495,Red on Red,id-1390531,1
id-742900,Hardwar,id-1,1
id-2321228,FEAT Stato di Natura,id-940128,1
rec-1810677-dup-0,Rave the City w Back to the Roman Empire,id-1,1
id-984396,赤頭巾ちゃん御用心／カラフル☆DRIVE,id-738588,2
id-266926,The Worlds Most Beautiful Melodies,id-189182,
rec-1076761-dup-0,Catherine Sauvage chante le5 poètes,id-187887,1
id-1249037,El iniciado,id-1136972,1
id-2339120,Vuodet 20022017,id-275378,
