label,name,label_type,area,ended
rec-136995-dup-0,Primary Wave P8blishing,Publisher,,f
id-231614,Fantasy Records Inc.,,,f
id-160296,Self-Destruction,,,f
id-235594,blickwinkel,,,f
rec-219679-dup-0,Eclopsemusic,,,f
id-235596,Orange Sound,,,f
id-194502,Сириус-Медиа,,,f
rec-33499-dup-0,Sugo Rec0rding,,,f
id-240835,Apollo Music S.A.,Original Production,,f
id-183470,Groovyville,Original Production,,f
id-210234,Joca records,Original Production,,f
id-171112,Tpass,,,f
id-221975,Pannon Jazz,,,f
id-151720,EMI Catalogue Partnership,Publisher,,f
id-126266,setif,,,f
id-70320,Promotion des Cultures du Monde,,,f
rec-211244-dup-0,No5feratu,,,f
id-219896,Handmade Music,,,f
id-64475,Neo Records,,,f
id-64471,Gemlike Records,,,f
id-239116,Do Nothing Records,,,f
id-249260,Urban Dreams Entertainment LLC,,,f
rec-70625-dup-0,klickity-clack,,,f
id-252845,dimamedia,,,f
id-185049,Body Of Armed Men Distribution,,,f
id-26242,Green Flag Records,,,f
id-63150,Great Big Mouth Records,,,f
rec-75132-dup-0,Shac1< Shack Records,,,f
id-143085,Edition Fuhuru,Publisher,,f
id-58882,Momentum Records,,,f
rec-179490-dup-0,Origin Auclio,Imprint,,t
id-196128,mcs records,Imprint,,f
id-86619,Token Productions,Original Production,,f
id-144612,Live on Vinyl,Bootleg Production,,f
rec-75805-dup-0,Tastke Music,,,f
id-155213,Kratagus,,,f
id-163495,RBM Special Editions,,,f
id-176933,Stench of Carnage Tapes,,,f
id-62822,Rebell Records,,,f
id-142731,BITWAVE,,,f
id-112539,Rasetsu Records,Original Production,,f
rec-149327-dup-0,Rough Housr Rosie,,,f
id-244332,1229 Publishing,Publisher,,f
rec-167494-dup-0,IriKindMusic,,,f
id-88468,Trackmasters Entertainment,Production,,f
id-215276,DGN 660,,,f
id-192862,Dream Beach Records,,,f
id-247682,CAIN MUZIK,,,f
id-174063,Boneyard Records,,,f
id-250376,Dödstil,,,f
id-97116,Elite Base,,,f
id-145968,VBI Classic Recording,,,f
id-218106,The Doesya Grind Music Company 2021,,,f
id-149244,DUNNO Recordings,,id-501,f
id-218101,Lucifer Productions,Original Production,,f
id-145961,Arbors Records Inc.,,,f
id-193536,Wyer Sound,Production,,f
id-67077,Zonophone,Original Production,,t
id-143394,Legend,,,f
id-136738,Speaker House,,,f
id-174267,Tapfer Bleiben,,,f
id-159357,Adversity Records,,,f
id-215180,MAC MAID RECORDS,,,f
rec-66850-dup-0,EMI Stuclio DRM,Imprint,,f
id-187207,West In Dust,,,f
id-244481,Kal Records,,,f
rec-164770-dup-0,Curb  W0rd,Imprint,,f
id-112750,Solid Waste Music,Publisher,,f
id-148859,Evita Music Ltd.,Publisher,,f
rec-156525-dup-0,Reggae Conmection,,,f
id-247463,Spirit Nashville One Crescendo,Publisher,,f
rec-91727-dup-0,Richie Dagver Music,Publisher,,f
id-92925,Noisey,Distributor,,f
id-180061,Acid Sonic Research,Original Production,,f
id-165631,SciFi Music Play,,,f
id-67384,G5 Music,,,f
id-252626,Watchtower Collective,,,f
rec-246986-dup-0,Heroingace Records,,,f
id-195480,Akashic Envoy Records,,,f
id-192599,Twenty One Eighty Two Recording Company,,,f
rec-215570-dup-0,Grey And B|ue Recordings LTD,Production,,f
id-101691,DLG Digital,,,f
id-207097,Fossil Aerosol Mining Project,,,f
id-235616,Perseverance Media Group,,,f
id-124516,Raytone Recordings,Original Production,,f
id-67673,Editori per lItalia,Publisher,,f
rec-142270-dup-0,Honeu Records,Original Production,,t
rec-87494-dup-0,Etic Systtem,,,f
id-88291,Southern Hospitality,,,f
id-169463,Limitless Audio,,,f
id-132520,Fuck All Record Companies,,,f
rec-246529-dup-0,Linger Ori Records,,,f
rec-67174-dup-0,Lohe Wolf Records,,,f
id-188305,Swemix Productions,,,f
id-157036,Onbones Collective,,,f
id-188650,Lim Lum Music Productions,,,f
id-153902,Rabben Records,Production,,f
id-208848,Internal Revenue,Publisher,,f
id-61637,Green Horn Records,,,f
id-193656,Tempting Fate,,,f
id-139606,Fracture,Original Production,,f
id-73170,S-Rock Music Production,,,f
id-231916,Xtacy Records,Imprint,,f
rec-127787-dup-0,Esse|gy Records,,,f
id-82619,Cinematic Records,,,f
id-59590,Hatfish Music Ltd,,,f
id-117955,EUN Records,Production,,f
id-210823,Euro Solution,Imprint,,f
id-98111,iLL-Legit Records,,,f
id-136392,Séchoir Prod,,,f
id-174081,Right  Exact Records,,,f
id-96608,SoulbSoul,,,f
id-92433,Sony Music Entertainment Belgium NV/SA,,,f
rec-233668-dup-0,Time Iz Out,,,f
rec-149262-dup-0,Second Spring Music Publising,,,f
rec-60040-dup-0,Kamea Medoa,,,f
rec-250753-dup-0,Desi Sou| Records,,,f
rec-241027-dup-0,INE Rekords,,,f
id-216174,New Line Music,,,f
rec-204452-dup-0,ULTRATECHNIQUE,,,f
id-157103,Gallerie Dessford Vogel,,,f
id-131148,Infinite Universe Records,,,f
id-173056,Here Music,,,f
id-73723,Victim Records,,,f
id-243161,Yuika,,,f
id-198505,Beyond Records,,,f
id-198502,Splanga Records,,,f
id-237299,Polo G,,,f
id-207438,Dark Habits,Imprint,,f
id-66035,1st Take Music Inc.,,,f
id-184790,Song Garden Music Group,,,f
id-24952,M McGoldrick,,,f
id-141704,Snowy Shaw Productions,Original Production,,f
rec-208713-dup-0,Bugs oj Ballons,,,f
rec-43162-dup-0,Spondaneous Records,,,f
id-174883,Sir Music Plateselskap,,,f
id-173189,Gritos De Revolta Distro,,,f
rec-171459-dup-0,Continental Maole-Leaf Records,,,f
id-196132,Documentary Series,Imprint,,f
id-236839,Ostring Records,Production,,f
id-181760,Prom Disko,,,f
id-230716,Shae Haley Publishing Designee,Publisher,,f
id-130632,Mazedude Music,,,f
id-186034,Dvi Records,Original Production,,f
id-200875,Voice Masters,,,f
id-251849,Bowling Records,,,f
id-164927,Magic Key International Ltd.,Publisher,,f
id-229157,Hip Code Records,,,f
id-220920,REVENGE THRU BARZ ENT.,,,f
id-138399,Lupine Music,Publisher,,f
id-158242,Oasys Virtual Entertainment Productions,Production,,f
id-125818,Zrní s.r.o.,,,f
id-101117,AGR Television Records,,,f
id-101114,Kraddylab,,,f
id-212078,Stomp Yer Gonads Records,,,f
id-239935,Sports Records,,,f
id-123107,Libafras Records,Distributor,,f
id-191363,Editions Auzou,,,f
id-120023,ChaCha Records,,,f
id-170410,Thousand Thunders,Publisher,,f
id-68391,Random Disturbance Records,,,f
rec-133882-dup-0,Ed. Brause-Best,Publisher,,f
id-191109,Musicity,,,f
id-116198,Closet Freak Production,,,f
id-186143,LDE Records,,,f
id-31719,Intaglio,,,f
id-222975,Владимир Высоцкий,,,f
id-207882,Candlelight Records USA,Bootleg Production,,f
rec-183849-dup-0,two four six Rec0rds,,,f
id-175592,Juke Bounce Werk,Original Production,,f
id-141809,Flyhi Productions,Publisher,,f
id-251836,Grimey Limey,,,f
id-141806,N4300 W8752,,,f
id-201475,Mean Bugle Productions,,,f
id-75694,National DJ Event,,,f
id-152476,Future Taco,,,f
id-20129,The Alphabet Business Concern,Publisher,,f
id-90132,Cathedral Sonics,,,f
id-232752,Wandalia Records,,,f
id-116285,Toufou Production,,,f
rec-171609-dup-0,Gaheat Record Co.,,,f
rec-201475-dup-0,Mean Bygle Productions,,,f
id-153472,Digi Classics,Publisher,,f
id-153471,Pollination Records,,,f
id-106561,Secret Law Records,Distributor,,f
id-55904,Futuredge Music,,,f
id-190961,ZFK Records,,,f
rec-237136-dup-0,Jmatiin,,,f
id-91722,勢,Publisher,,f
rec-43064-dup-0,Gai Saper,,,f
id-210137,Hella Publishing,Publisher,,f
id-244928,Levels Entertainment,Publisher,,f
id-88415,Acid All Stars,,,f
id-133600,Anelia Prod,Original Production,,f
id-242899,EMI His Masters Voice DRM,,,f
id-173862,Lenfant terrible,,,f
id-143461,goodnight berlin,,,f
id-113654,Ediciones Cubicas,Publisher,,t
id-220218,Just Us Music LLC,,,f
id-149659,Fact Of Being,,,f
id-43162,Spontaneous Records,,,f
id-156167,Bato Discos S.A.,Imprint,,f
id-135269,Bro Safari Music,Distributor,,f
id-238210,Vocem Interiorem Manifestations,,,f
rec-242936-dup-0,Powfu Productions Iric.,,,f
id-233578,Cube Studio,Distributor,,f
id-196200,Nada Mas Records,Distributor,,f
id-217641,Very Good Beats Inc.,,,f
id-63017,Gemini Audio,,,f
id-160755,Sub Society,Imprint,,f
id-73255,Pippo Avenue Records,,,f
rec-235984-dup-0,Tech Auenue Records,,,f
id-151528,Fury Records,,,f
id-244814,Mosaic,,,f
id-91731,Honey Songs,Publisher,,f
id-157598,Spectrum of Mana,,,f
id-246986,Heroinface Records,,,f
id-91738,Buddy Dower Publishing,Publisher,,f
id-68371,Splatterhouse Records,,,f
id-90691,Benjammin Music,,,f
id-241043,Bron G. Incorporated,,,f
id-228441,Blackout Discos,,id-99530,f
rec-67673-dup-0,Editori per |Italia,Publisher,,f
id-141570,Aparataje Music Group,Production,,f
rec-129547-dup-0,Chatham Baroque,Imprint,,f
id-206847,Porno Sound Studio,,,f
id-213031,Flight Entertainment,,,f
id-84563,Hariharan Music,,,f
id-217002,Stratford Music,Publisher,,f
id-213039,BMITIC PRODUCCIONES S.L.,,,f
id-108742,Ice Records,,,f
id-167837,Vindauga Music Ltd.,,,f
id-237611,Far Horizon Records,,,f
id-218026,Future Past,,,f
id-237617,East Asia Music,,,f
rec-185825-dup-0,Glitc Records,,,f
rec-228236-dup-0,COUNTRYn.,,,f
rec-190288-dup-0,CNM LDN,,,f
id-68419,NewSong Recordings,,,f
id-205164,Ignitor,,,f
id-76311,Family Communications,,,f
id-179209,ICY,Original Production,,f
id-206727,Live Wire Entertainment,Production,,f
id-57052,Arbitors,Original Production,,f
id-209106,Ark Productions Inc.,Production,,f
id-215466,Rob Taylor World,,,f
id-198246,Unnecessary Surgery Records,,,f
id-198241,Production Grand Samurai,Production,,f
id-207857,Maxwell  Carter Global Publishing,Publisher,,f
id-118856,Get Right Entertainment,,,f
id-213321,Local Genius and Wizard,,,f
id-222576,EXHALE,,,f
id-222574,Kilowattz Recordings,Original Production,,f
id-224904,Uno Entertainment,,,f
id-123203,Payday Recordings,,,f
id-80610,Consentino,,,f
rec-235080-dup-0,InTeCityMusic,,,f
id-89116,Waterdog Records,,,f
id-251595,Silent Songs,,,f
id-219753,White Centipede Noise,Production,,f
id-154484,Propagande Records,,,f
id-178089,BCW Music,Publisher,,f
id-212082,Noice Station,,,f
id-248497,Royal Records,,,f
id-237504,Creosote Records,,,f
id-68700,Philips-West African-Records,,,f
id-63237,Cultural Foundation,,,f
id-90736,Union Square Production,,,f
id-200205,Dharshini,,,f
id-172802,Ga Barge Records,,,f
id-88869,Full Access,,,f
id-156970,21 Entertainment,,,f
id-179375,Essex Musikförlaget,Publisher,,f
rec-140101-dup-0,Counter Rhuthm Works,Production,,f
id-192904,Still Woozy Productions Inc.,,,f
id-155652,Digital Experience,,,f
id-222378,A Glam Rockers Diary,Reissue Production,,f
id-247413,Marco Music Ltd.,Publisher,,f
id-169071,Partially Hydrogenated Records,,,f
rec-235260-dup-0,Six Strinks Publ.,Publisher,,f
id-250980,Tacit Records,,,f
rec-196512-dup-0,Oranjy House Records,,,f
id-208213,Keyed Up,,,f
rec-221027-dup-0,Media-Aises Ltd.,Holding,,f
rec-222524-dup-0,BriMel Record5,,,f
id-219374,Left at London is Gay,,,f
id-171684,These Mortals Music,Publisher,,f
id-181758,Best Brehodi,,,f
id-247893,Museum Boijmans Van Beuningen,,,f
rec-66121-dup-0,Demolition Puvlishing,Publisher,,f
id-110840,We the Kings,,,f
rec-86201-dup-0,SS Rek,,,f
id-232119,MAN WITH A MISSION,Imprint,,f
id-140266,FMC Phonograph,Publisher,,f
id-140267,Elan Records,,id-105408,f
id-169475,375 PS,,,f
id-80548,Silenced Voices Recordings,,,f
rec-156874-dup-0,SBK Catalo9,Manufacturer,,f
rec-150876-dup-0,Splidrec,,,f
rec-54619-dup-0,Amygdala Mustic,Original Production,,f
id-137706,Outrageous Records Inc.,,,f
id-164159,MVI Music,,,f
id-200739,Melodious Din Records,Original Production,,f
rec-210234-dup-0,Joca recorts,Original Production,,f
rec-118884-dup-0,Keine Manieren Produltion,Production,,f
id-38851,Despotic Records,,,f
id-95921,MERZ,,,f
id-176106,Et Caetera Productions,,,f
id-149007,Oversky Records,,,f
id-118278,Panarecord S.p.A.,,,f
id-200734,Bob Dylan Music,Publisher,,f
id-94295,Disruptor,,,f
id-109164,Eat to the Beat,Bootleg Production,,f
id-141028,WeRNeon,,,f
id-105876,Broadway Video Music Publishing,Publisher,,f
id-110595,Sharp Axe Records,,,f
id-103984,Boocoo Music,,,f
id-208857,Rister Editions,Publisher,,f
rec-187207-dup-0,West Im Dust,,,f
id-66629,Lucky 7 Records,,,f
id-69896,RDX,,,f
id-205174,Dead Elvis,,,f
id-238855,Firm Roots,Original Production,,f
rec-218403-dup-0,Cinderbloclc Records,,,f
id-67712,F - Spot Records,,,f
id-183457,Secret Of The Empty Room,,,f
rec-64418-dup-0,Sasquatsch Wax Enterprises,,,f
id-250298,Kilauea,Publisher,,f
id-185435,Sunny Day Records,,,f
id-67934,Planet Acetate,,,f
id-158324,AlYf Recordings,,,f
id-234756,Ali Producers,,,f
rec-197023-dup-0,Warper Science,,,f
id-234751,PLTNM SKOOL,Production,id-90654,f
id-193282,Discos Estelaris,Publisher,,f
id-115672,Gavin Harrison Sounds,Original Production,,f
id-219409,Science  Mélodie,Publisher,,f
id-81226,Amazing Pony Records,,,f
id-84379,Alchemax Industries,,,f
id-162068,antidot,,,f
id-170552,Ancient Meadow,,id-25576,f
id-82934,King Penda,,,f
id-197297,Coexistence Obscure,,id-60648,f
id-202599,Roger Woodhead Productions Ltd.,,,f
id-72586,BMG Berlin Musik,Imprint,,f
id-202591,LTF,Publisher,,f
id-131551,RaveWave,,,f
rec-149299-dup-0,Coda Ediciomes Musicales,Publisher,,f
rec-201024-dup-0,Web Spirit Ink.,Original Production,,f
id-53999,Alsatian Records,,,f
id-143781,Dream,,,f
id-105113,Give Us a Chance,Original Production,,f
id-150286,Bad Monk Publishing,Publisher,,f
id-248958,Epidemic Electronic,Imprint,,f
id-212662,Atgebam Alugn,,,f
id-233749,Thunder Records,Bootleg Production,,f
id-233747,Mconvene,,,f
id-133142,Bacanos Inc,,,f
id-118107,Onze Heures Onze,Original Production,id-50374,f
id-99098,Round Wound Sound Inc.,Publisher,,f
rec-61804-dup-0,Y3K,,,f
id-149620,Revoke,,,f
id-138546,Laneway Music,,,f
id-215570,Grey And Blue Recordings LTD,Production,,f
rec-143806-dup-0,YAOP,,,f
id-188881,Postpost,,,f
rec-233181-dup-0,Moahphusic,Distributor,,f
id-233181,Morphusic,Distributor,,f
id-91080,eDiets.com Inc.,,,f
id-153685,Anahata.co,,,f
id-21957,Holophonic Records,,,f
id-153683,Jun-Jun Records,Imprint,,f
id-210031,Childrens Bright Horizons - Kinder in Not,,,f
id-186974,Mammuth Music,,,f
rec-208238-dup-0,Irwin Lrvine Music,Publisher,,f
id-182277,アスキー・メディアワークス,,,f
id-209240,Chalkmark,,,f
id-151878,Jinsoo Lim Music,Publisher,,f
id-182479,Marfix,,,f
id-98620,Screen Door Records,Original Production,,f
id-225144,Evil Records,,,f
rec-6651-dup-0,Throrie Records,Original Production,id-111604,f
id-164629,Burton Avenue Music,,,f
rec-201977-dup-0,Rapper Mesia Central,Production,,f
id-99708,RCA/Ariola,Distributor,,t
id-242605,Winnie Hunt Records,,,f
id-220863,Spade Tight Entertainment,,,f
id-124795,Class Act Publishing Limited,Publisher,,f
id-238663,onesevenfour,,,f
id-102720,Polar Bears Toe Nails,Publisher,,f
id-120275,Ergo Records,,,f
id-201465,Tak Records,Publisher,,f
id-61570,Impressive Records,,,f
id-153464,St. Chika,,,f
id-67339,Money Mack Songs,Publisher,,f
id-121302,Vulva Productions,,,f
id-153467,EA Music,Imprint,,f
id-121309,Siyal,,,f
id-76941,WiAB Records,,,f
id-58102,Chromatic Records,,,f
id-64896,Calembour Records,,,f
rec-98804-dup-0,Allmade Records,,,f
rec-222001-dup-0,Arrandem R4cords,,,f
id-238686,Day Release,Distributor,,f
id-71320,PRRP,Bootleg Production,,f
rec-218642-dup-0,418 Mustic,,,f
id-91430,Kimichi Records,,,f
rec-123203-dup-0,Payday Recordinks,,,f
id-173853,TRO-Cheshire Music Inc.,Publisher,,f
id-143473,Club 33 Music,Production,,f
id-135259,Gee Tree Creative,Production,,f
id-61883,Posiversum Records,,,f
rec-112240-dup-0,Meleci Records,,,f
id-252374,Quad Hustle Inc,Publisher,,f
id-196215,Blue Pie Publishing USA,Holding,,f
id-160729,Column Two Music,Publisher,,f
rec-85194-dup-0,Muslc Power,,,f
id-152130,Little Hi Records,,,f
id-197346,아라니아,Manufacturer,id-99257,f
id-101815,Milk Shake Records,,,f
id-179169,NF Real Music,Imprint,,f
rec-143415-dup-0,C.R. Recorrs,,,f
id-209067,NewFound Road Publishing,Publisher,,f
id-91727,Richie Dagger Music,Publisher,,f
id-224110,Written Entertainment LLC,Holding,,f
id-68361,Perreo Digital,,,f
id-194914,Smiley Fingers,,,f
id-245790,edbl recordings,Original Production,,f
id-233418,DJM Records,Bootleg Production,,f
rec-214992-dup-0,Out The Blue Recirds,,,f
id-86451,Sub Records,,,f
id-70189,Over-Drive,,,f
id-207851,Hardcore 3Dcraft,Original Production,,f
id-105646,WOLV,Production,,f
id-55242,Future Shock Records,,,f
id-153113,Slumpd Records,Distributor,,f
id-30032,Hubbub Records,,,f
id-105641,February Twenty Second Music,Publisher,,f
id-218908,Bladed Black Records,Imprint,,f
id-248003,Studio Edith Records,Publisher,,f
id-214277,Peradam Tapes,,,f
id-113914,Seydoni,Production,,f
id-62017,So Much Dada,,,f
rec-21727-dup-0,Cantoriz,Production,,f
id-208192,Aargauer Kuratorium,,,f
id-239313,Wild Moose,,,f
id-237660,The Plug Records,,,f
rec-228397-dup-0,Stray Notes Muslc,Publisher,,f
id-155948,T. Wilbury Limited,Holding,,f
id-100503,Trust No One Records,,,f
id-231125,Angle Tone Records,,,f
rec-73255-dup-0,Pippo Avenue Recorcls,,,f
id-79123,Hicklo Music,,,f
id-82335,FRW-Records,,,f
rec-75059-dup-0,Reel T'lme,,,f
id-170312,101 Latino,,,f
id-210367,House of Helder Records,Original Production,,f
id-210366,Edition Aquarium Blau,Publisher,,f
id-169719,Paperview,Production,,f
id-250033,Hogwasche Music,,,f
rec-201893-dup-0,Chrysalis Onw Songs,Publisher,,f
id-204435,The Stand,,,f
rec-101691-dup-0,DLG Divital,,,f
id-71691,III Entertainment,,,f
id-125424,Black Butterfly,Publisher,,f
id-163638,Paniros Publishing,Publisher,,f
id-215256,BSM 13 Publishing,Publisher,,f
id-80665,Audiolab,,,f
id-154947,AlphaVersion Records,,,f
id-223762,Chalice Hi-Power,,,f
id-208440,Freeky Disc,,,f
id-249151,Pura Sangre Music,,,f
id-72000,In the Fairway Music,Publisher,,f
id-136860,Studio TLive Records,Original Production,,f
rec-169071-dup-0,Partially Hydrogemated Records,,,f
id-171363,La Isla De La Tortuga Discos,,,f
id-96288,Art is One,,,f
id-251450,Sokah Experience,,,f
id-82243,St. Vitus Records,,,f
rec-196215-dup-0,Blue Pie Publising USA,Holding,,f
rec-108768-dup-0,Mo5her Goat,,,f
id-215899,Montagne Records,,,f
id-208047,House of Greed Entertainment,,,f
id-45852,Sister Ray,,,f
id-248798,Eldorado Music Co.,Publisher,,f
id-240780,Atrum Toringi,Distributor,,f
id-244681,More Music Musikverlag GmbH,Publisher,,f
id-137884,Fool Hearted Productions,,,f
id-206326,Delicious Deluxe Records,,,f
rec-248534-dup-0,Ju|edd,,,f
id-201927,Elp Frankfurt,Publisher,,f
rec-2148-dup-0,Heart Attafk Records,,,f
id-197481,Mastercharge Records,,,f
id-199925,Larchiviste Records,,,f
id-223107,Streetlife,,,f
id-128812,Grandad Records,,,f
id-161677,Alternativa Representa S.A. de C.V.,,,f
id-180641,Gang Bang,,,t
id-216521,Nitro Enterprise,,,f
rec-204321-dup-0,AntersonPonty LLC,,,f
id-79586,Home Brænd,,,f
id-252882,Hitman Entertainment Inc.,Publisher,,f
rec-209589-dup-0,Tbe Muse Entertainment,,,f
id-76298,Vegetable Records,,,f
id-220473,Off the Record Music,Publisher,,f
id-111073,Doorslammer Records,Distributor,,f
id-241568,Soft-World Kaohsiung Music Production Center,,,f
id-227580,Studio Morra,,,f
id-137716,Dbelltime,,,f
id-79335,Jack the World,,,f
id-38931,Royal Jazz,Bootleg Production,,f
id-48907,Good Form Club,,,f
id-59276,Discos DCO,,,f
id-142056,Mar-Lee Records,Original Production,id-117842,f
id-58444,Beatism,,,f
id-247246,Bison Creek Records,,,f
rec-107154-dup-0,Premium Seriest A.G.,,,f
id-247537,cartierchain,,,f
rec-77522-dup-0,2econd Sdreet,,,f
id-111696,Flomar Music,Publisher,,f
id-222740,LR Records,Original Production,,f
id-222210,Emalou Music Co.,Publisher,,f
id-142054,Turner Entertainment,Holding,,f
rec-118107-dup-0,Onze Heurest Onze,Original Production,id-50374,f
id-208534,Green Light Records,,,f
id-232223,Soul City Digital,,,f
id-148384,Onamazu,,,f
id-212205,Stateless Entertainment,Publisher,,f
rec-245298-dup-0,Clearcut Rec0rdings,Imprint,rec-103701-dup-0,f
rec-131263-dup-0,Inter0wners,,,f
id-113669,MCK Multimidia,,,f
id-251287,Venkow,Original Production,,t
id-117933,Audio Fallout Productions,,,f
id-72352,Jesters Shoes,,,f
id-25642,D. J. World,,,f
id-171549,Coastline Music,,,f
id-239208,Unbeknown To Us,,,f
id-182643,AGON,,,f
rec-117411-dup-0,ZeD Clastsics,Distributor,,f
rec-138901-dup-0,UnbelievableBeads.com,,,f
rec-106566-dup-0,The Whiye Label B.V.,,,f
id-158646,Thats Pop,,,f
id-59007,Ski Records,,,f
id-172030,Boot Recordings,,,f
id-206946,Disco Boom,Imprint,,f
id-149704,Chilled Romantic,,,f
id-173032,Sun Music Group,,,f
id-58539,Red Tracks,,,f
id-243148,Sea Level Sounds,,,f
rec-172995-dup-0,Red Bricck Chimney,,,f
rec-245998-dup-0,Dustyvlbez Music,,,f
id-249941,Obfuscate Perimeter Records,,,f
rec-175125-dup-0,K8ngston 11,,,f
id-162017,Prolog Records,,,f
id-195289,Backstage Production,Production,,f
rec-240233-dup-0,Shaome: Productions,,,f
id-202346,Sound x3,,,f
id-128676,White In Records,,,f
rec-148908-dup-0,Kin9dom of Dirt,Production,,f
id-177239,Sonet / Dansk Grammofon A/S,,,f
id-136280,Third Eye Entertainment,,,f
id-59951,Macina,,,f
id-66297,Nia Music Distribution,,,f
id-149387,Montclare Music,Publisher,,f
id-202581,Dark Horse Music,,,f
rec-140772-dup-0,traij,,,f
id-220908,Vansinnes Kassetter,,,f
rec-198505-dup-0,Beyond Rec0rds,,,f
id-69413,Rude Buttons Records,,,f
id-214879,XvL Ent.,,,f
id-223970,First Artists Music Co.,Publisher,,f
id-172499,Zondervan Recordings,,,f
id-104450,Refil Records,Publisher,,f
id-118130,SceneSat,,,f
id-213559,Timeless Moment,,,f
rec-92660-dup-0,Diktators Multimedia,,,f
rec-215434-dup-0,Ripp C8ty Ent.,,,f
id-191346,TGS Music Inc.,,,f
id-158799,Asp  Lycke,,,f
id-195138,Tous Salopards,,,f
id-82810,Ketchum Arts,,,f
