release_group,name,artist_credit,type
id-1021315,Venant du même rocher,id-768642,1
id-2162111,You Reign,id-2421838,2
id-885058,Yeah You Right / Dear Ike Remember Im Johns Girl,id-92488,2
id-1293956,Fast Lane,id-1030355,3
id-1276230,Sinista,id-1178138,3
id-2614829,RATHERFEELNOTHING,id-2937542,2
id-433997,Diskaholics Anonymous Trio,id-305882,1
id-428039,Mr. Vain,id-301738,2
id-1077462,La Makina del Karibe,id-834579,3
id-966310,Beige EP,id-513736,3
id-1535061,Sweet Briar Woman Remix,id-1491241,2
id-428036,Dont You Know,id-301736,2
id-670234,Blue EP,id-169303,3
id-849176,Lint Traps,id-625525,3
rec-2340406-dup-0,Eyed Without a Face,id-2614811,2
id-784286,Collaboration Series Volume 1,id-175277,1
id-741744,4 Choices,id-544658,1
id-144895,Chine Lart de la cithare Qin,id-113320,1
id-822007,3rd Galactic Ass Dragon Classic,id-302132,3
id-1143690,Cosmica,id-373294,2
id-1173732,Lets All Chant Move Your Body,id-1008355,2
rec-991695-dup-1,Jazz Corrier,id-743505,2
id-888776,Dimbology,id-179965,
id-1195893,Te Quierro The Psyche Remixes,id-250830,3
id-564505,78 From Home,id-402725,1
id-600805,Life Beneath the Sun,id-429427,1
rec-493809-dup-1,Vargt:me,id-344053,3
id-1092461,De trenes fantasmas,id-854871,1
id-713634,The Irish on Parade,id-523865,2
id-811780,Als ik naar die mooie benen kijk,id-599603,2
id-1087659,The Whale EP,id-550956,3
id-1049003,stop the war,id-790692,1
id-811785,Het hele zakie loopt in zn nakie,id-599614,2
id-775068,U Dig,id-207345,2
id-775064,On the Right Trax,id-571600,3
rec-2163688-dup-0,vvay of the flesh drum  lace mix,id-2423547,2
id-976407,The Head of the Demon,id-732167,3
id-530165,Attack of the Bridgeport Shaman,id-371018,3
id-1965210,The Human Race,id-2145992,2
id-1291129,Жертва музыкалки,id-1204298,3
id-710626,Ponola March,id-521913,2
id-647803,Puzzled EP,id-431137,3
id-603574,Promises,id-323944,2
id-380156,2004-03-26 Ambient Festival Sofia Bulgaria,id-267566,
id-1291121,Подруга,id-1204298,2
id-1028137,Eddie Who,id-774511,1
id-52031,Really Great,id-34854,
id-963367,Time to Move,id-647557,2
rec-894170-dup-0,Wi1l You Be There for Me,id-107355,2
id-1119720,Fish Head / Someone to Love Me,id-194781,2
id-712082,Lumber Yard Jig,id-523017,2
id-850099,Tollwut Seuchenherd A,id-626205,1
id-707916,Hold E.P.,id-229179,3
id-707915,Outskirts,id-163863,2
id-634032,Bad Shoes,id-456004,2
rec-774211-dup-0,Mahatrnatronic EP,id-286284,3
rec-774211-dup-1,Mahatmatronid EP,id-286284,3
id-1093756,Dispatches From the Chernaya Rechka,id-856829,2
id-330584,Cowardice Consumer of the West,id-161655,3
id-697112,Text XXX,id-334846,2
id-825718,All That Mattered,id-92836,2
rec-291143-dup-0,The Cal1,id-142863,2
rec-291143-dup-1,The Cail,id-142863,2
id-808962,Raise the curtain,id-597489,1
id-1039486,BIN DATA 003,id-573959,3
id-867637,U Will Be Witness,id-640038,2
id-582395,Reggae Sound System,id-2701705,1
id-1039375,Summer Of Love,id-783080,2
id-1251016,Lost Demos 96 - 98,id-1138361,1
id-564311,Fuzzyfelt,id-402591,3
id-1527448,De wereld van Klaas Vaak,id-1406092,2
id-660049,Remote Control / Void,id-112152,2
id-790992,Do You Believe,id-583840,2
id-1056384,Frontlieder,id-683168,1
id-653188,Its So High,id-472099,2
rec-727519-dup-0,Plankton / Hairpje,id-199703,2
id-928352,Check One / Check Two,id-201189,2
rec-1306788-dup-0,To Die and to the S5ars Ascend,id-1223776,1
id-889289,おいらに惚れちゃ怪我するぜ,id-647041,2
id-963094,The Pryce Is Right,id-276566,2
id-794482,20000 Miles Below Remixes,id-586285,
id-331180,Were Really Saying Something,id-230067,2
id-1076736,Remix EP 1,id-833400,3
id-1234155,Pleyel - Haydn - Sterkel / Musik an Westfälischen Adelshöfen - Der Verleger Johann André,id-1117022,
id-346278,Let Fly,id-242459,
rec-696030-dup-0,Bul|shit Radio,id-235048,2
id-852234,Phoke12,id-627523,3
id-1017871,Scorn / Cant Live Without You,id-1053407,2
id-1163702,Antaragni  The Fire Within,id-575369,1
id-675755,Singleness of Heart,id-493932,1
id-852232,Phoke10,id-627805,1
id-884473,Family,id-78438,2
id-1260977,Dark City,id-1153809,2
id-786285,Nowhere E.P.,id-293835,3
id-78103,Sri Lalita Sahasranamam,id-47176,
id-2612893,GET IT OUT,id-2935656,2
id-720703,Promo 2006,id-525539,3
id-418208,Mis adorables vecinos,id-801536,1
id-466138,Baba Yagas Teeth,id-324972,
id-613360,Saucer Crash,id-438053,2
id-845999,Illusion,id-590488,1
id-1012130,Machinegun Suzie,id-759518,3
id-963897,Missed Beat,id-106930,2
rec-592366-dup-1,2Step + Futvre Soul,id-2900980,1
rec-592366-dup-0,2Step + Fjture Soul,id-2900980,1
id-1398086,Psyche,id-1136126,1
id-618719,Tuinslangboogie,id-442397,3
id-900021,The Rabbits Name Was... / Cool  The Gang,id-112905,2
id-867454,Go-Neko,id-613275,3
id-216509,Livin in Hamburg,id-156506,1
rec-1290750-dup-0,MDCXX,id-1203809,3
id-1294578,SK8R,id-1208838,1
id-569011,Last Summer,id-405886,2
id-1810422,イントロダクション オブ 和製ハウスVol.4,id-1968601,1
rec-1067391-dup-0,And S:lence,id-804128,3
id-1290650,The Golden Years - The Very Best Off,id-275604,1
id-491517,Acid Rock / Stripped Down Funk,id-342285,2
id-454721,Luk Op,id-318366,2
id-776299,Synthetisch Analoge Droge,id-572338,2
rec-642057-dup-0,Mot8on,id-192016,3
id-577812,Fantasy for Dreamers,id-412373,2
id-949069,Tangos  milongas,id-705943,1
rec-963094-dup-0,The Prvce Is Right,id-276566,2
id-930295,Restoration,id-211226,2
id-930296,Vortex,id-211226,2
id-1201225,VL1,id-1062564,1
id-39531,Tha Life of a Hoodlum,id-1823738,1
id-703146,Spectre,id-99057,2
id-1203849,Apocalypto EP,id-1067760,3
rec-1149209-dup-0,Unlimitecl / Operative,id-958113,2
id-1097832,Abermensch,id-861758,1
id-765133,LUCiD TECHNOiD ElectroFunk Part 2,id-564172,
id-920060,The Trial of Florasador Gehrboyzel,id-205690,1
rec-19407-dup-0,A Monitoring Rhapsodv,id-10158,
id-730324,... As Creativity Turns Into Lunacy,id-536246,1
id-1203511,Go to Sleep,id-1067060,2
id-698765,Dispo Dancer,id-295549,3
rec-921074-dup-1,More1la,id-293683,1
id-796293,On This Cold Ground,id-382058,11
id-845794,Enveloped in a Diseased Abyss,id-623299,1
id-1279308,Catch Me If You Can,id-1182662,2
rec-952204-dup-1,Plumpton Rpcks E.P,id-708248,3
id-955916,A Spy in the House of God,id-228816,1
id-459542,Promised Land,id-321158,3
id-1275839,Audio Phreaks Vol. 33,id-1177564,3
id-1149690,Cum,id-160207,2
id-1018917,Futurescope F-001,id-1282822,1
id-1068056,Il Veliero,id-262134,2
id-752697,Mia Cara / If I Had a Girl Like You,id-553991,2
id-1029400,Enter the Fray,id-775401,3
id-1162022,Twitchy Droid Leg Remixes Part One,id-458293,2
id-277710,The Demo,id-195594,
rec-1043038-dup-0,Balsamoc Moon,id-786534,3
id-2336143,Basement,id-2648692,2
id-1060830,Donna Donna,id-795352,2
id-2745699,Hesitate,id-1257022,2
id-441239,Sappho,id-907045,1
rec-2336147-dup-0,Go Stup:d,rec-2648695-dup-0,2
id-401368,Honesty,id-232629,3
id-1133734,Tonight,id-942262,2
id-750699,Forlis,id-552410,1
id-682086,Fingerfood EP,id-499717,3
id-2257451,Lotto,id-2537518,2
rec-849438-dup-0,Something Unheard Of / A tribute to Josg Beasley,id-625691,3
id-140601,Science Fiction Music from the Movies and TV,id-108760,1
id-787150,Once Upon a Christmas Song,id-563779,2
id-480751,GO G GO The Goggomobil Song,id-335006,2
id-1280372,The World of Monsters,id-1185865,3
id-1280371,Devaneios,id-1185862,1
id-419002,The Sunshine EP,id-295165,3
id-801569,Bon Voyage / Tell Me That You Love Me Tonight,id-265781,2
rec-570825-dup-1,Misic in the Subway,id-407181,3
id-419556,2003 Demo,id-295683,3
id-373566,42 Mädchen,id-262250,1
rec-777238-dup-0,Mu'lsto,id-573020,2
id-3072561,Psycho,id-2127011,2
id-2492607,Medication,id-2819365,2
id-1011441,Frozen Freedom,id-570661,3
id-1011443,Music II Fuck II,id-758994,3
id-682969,I Guess They Think That,id-1685643,2
id-1011445,Faded Photographs of a Distant Past,id-739548,3
id-1074980,Humanoids on Parade,id-830724,3
id-375602,Fanfare de Mensonges,id-263786,2
id-375600,Bump 13,id-309186,1
rec-171595-dup-0,El Pe5anervios,id-129580,1
id-1081383,Premier Février,id-530816,1
id-1081382,Dead Seas,id-840020,1
id-1010245,The Banyans,id-757946,1
id-1033132,Firecracker Baby,id-778035,1
id-841543,Knuckles / Cashout,id-423073,2
id-624182,De Costa Ricaanse Fluitvlieg,id-446741,11
id-1298865,The Link,id-1214321,1
id-1000704,Fireball / Outer Limits,id-750449,2
id-478660,Theme Song,id-333604,2
id-841099,Diffusion 1,id-54857,1
id-1284619,Bawa Ku Pergi,id-1192486,2
id-1112142,Norbotten,id-888905,3
id-566769,Dreamsurf,id-348457,1
rec-525940-dup-0,Indigo Recl,id-367200,1
id-1472674,Marry a Stranger,id-473824,1
id-1043432,The Race,id-662690,3
id-1257734,Naš prvi album sa putovanja,id-1149464,1
id-563314,Las horas más largas,id-401665,3
id-691250,Spank the Monkey / Base Braker,id-178788,2
id-1302311,Aletheia,id-802579,1
id-795926,Elle se moque de toi / Jour de folie,id-587464,2
id-600789,Sie so da sah,id-429426,2
id-1302316,From the Grave to Perversion,id-1218296,1
rec-745326-dup-0,Youre Gonna Have to Bawl Thats All / Just a Hanhin Around,id-104409,2
id-1302318,Goryfication of All Mental Diseases,id-1218298,3
id-1307148,The Void,id-1224091,1
id-725920,The System,id-532275,3
id-1040817,World Atlas,id-784616,3
id-715914,Medley of May Irwins Coon Songs,id-807518,2
rec-749489-dup-1,Synthetic Fairv Tales,id-551403,3
id-1067409,ハピネス,id-362001,2
id-1499810,Architect,id-1407761,
id-1303802,Little Village / Charlies Tune,id-1220059,2
id-1153821,EP 2011,id-970679,3
rec-1133280-dup-0,Sea Li0n Woman EP,id-733461,3
id-663103,Lost,id-481422,1
rec-606997-dup-0,The Best Little Sore S0und Infexshus,id-433887,2
id-3048783,I LUV U,id-3059934,2
id-1273065,Splish / Wet Dog,id-1172899,2
id-1276760,A New Day,id-1178950,3
rec-1050360-dup-0,z,id-270484,2
rec-1050360-dup-1,q,id-270484,2
id-493805,Demos,id-344048,3
id-518305,Dead Dead Dead,id-361867,3
id-1181299,Twerk,id-3222948,2
id-1303453,Sick Couple,id-407589,2
id-493809,Vargtime,id-344053,3
id-704672,Januário 78 RPM,id-517194,1
id-1241175,Heartbreaker/Caught My Eye,id-394826,2
id-596135,Natsukashii,id-248536,3
id-2616849,Shit-A ok-1,id-2831537,2
id-680972,no one,id-427498,2
id-536249,幻哀灯歌,id-322278,2
id-1238755,Step Back With Johnny Young  Kompany,id-2115975,
id-1307498,Protect Your Neck E.P.,id-1224788,3
id-637800,Do You / Eastern Wish,id-96460,2
id-714718,Sacred Decay,id-524586,2
rec-1086907-dup-0,Cluster Cqscade,id-847874,3
id-977054,Turbulence,id-732736,3
id-999329,Unintentional EP,id-748980,3
rec-921074-dup-0,Morelia,id-293683,1
id-1072200,First True Love Affair,id-172390,2
id-2683463,Starlight,id-3005641,2
id-823016,Live,id-299403,
rec-857457-dup-1,Demo -o6,id-632336,11
id-1502542,Arc,id-1446299,3
id-648609,Bruiser,id-173059,2
id-695154,Cycloid,id-509914,3
id-2337887,Benevolent,id-2650586,2
id-1170921,Unos Wasabi Mix,id-1002868,3
id-1170923,F.B.I.,id-1002870,1
id-643727,Discovery / Acid Cluster,id-1488466,2
id-279428,Atmadelica,id-196525,1
id-930495,Gasoline,id-497501,3
id-1224047,2012-09-04 Glasslands Brooklyn NY USA,id-1100178,
id-794887,Gyro / Science,id-133545,2
id-1020123,Basswarp,id-767517,3
id-1066270,Prismatic Refraction / Healing Eternity,id-570660,1
id-1158819,La Cumparsita / Anatomista,id-979126,2
id-1299407,Soak It Up EP,id-1214980,3
id-684230,Ik vlieg de berg af,id-501529,2
id-1210288,Paisley Jura,id-1077474,3
rec-542406-dup-0,Be Kind to Animals Kis5 a Frog,id-382303,1
id-1158816,Crítica 5a / Mi Tordillo,id-979123,2
id-1158817,Fray Mocho / Negrita,id-979124,2
id-1288759,music for miscreants malcontents and misanthropes,id-1200377,1
id-973914,Strike The Sky EP,id-730179,3
id-804801,Feel So Good Part I,id-594774,2
rec-981389-dup-0,Fuelds,id-736306,3
rec-981389-dup-1,Fiekds,id-736306,3
rec-687097-dup-0,The Coadtal EP,id-499203,3
id-881104,УнтерменшЪ,id-632753,2
id-321586,Research EP,id-191728,3
id-1291619,The Awakening of the Beast,id-1205094,1
id-1191095,Never Mind the Rollocks Heres the Sex Pirates,id-1044872,1
id-1470889,Bricks,id-1215465,1
id-2115873,SUNRISE SCREWDRIVER,id-2373948,2
id-2118226,Ndhuma,id-2376286,2
id-1120330,Unity,id-904969,2
id-1378516,Drone Works 9,id-1310520,3
id-1120332,Nasty Girls,id-904970,2
id-681859,Rocky Mountains EP,id-499490,3
id-218247,Chicago Sessions,id-157756,3
id-1308785,Эпiдэмiя барацьбы,id-1226209,1
id-221154,Industry Demo,id-160128,
id-502872,A las millas,id-1600525,1
id-1377522,Le Soleil Noir,id-364231,2
rec-854526-dup-0,Abstractlon,id-629685,3
id-1043392,The Neverlight,id-786707,1
id-547554,Modem,id-365516,3
id-912411,Demo 2009,id-676258,3
id-1466998,EICV7 No. 39,id-1108338,2
id-875958,Mind2mind EP,id-593103,
id-855588,Please,id-630506,2
id-2114654,2019-02-22 Immerzbox A Merzbow Immerzion 6 Collection Era Vol. 3,id-2364604,12
id-468766,Meet Mr. Doobie / Story of Oh,id-326579,2
id-1113363,Sensitive,id-890548,3
id-1305312,Summer Headphone Ritual Volume 1,id-741084,1
id-1165661,Done Waiting for the Day,id-993439,3
id-1235618,Im Sneaky Remixes,id-1119454,
id-457639,I Killed My Best Friend,id-320139,1
id-1306365,Kongotrippin,id-1223283,3
id-1306366,First Contact / Damage,id-1100909,3
id-791103,Synapticollapse,id-583910,3
rec-401368-dup-0,Honrsty,id-232629,3
id-2976360,space fling,id-3039766,2
id-1301408,Close Enough,id-825960,2
id-889361,Demo,id-656045,11
id-1058807,Tomorrow,id-1057350,2
rec-3073451-dup-0,I feeo it,id-3395782,2
id-653532,Baym Rebbens Sude,id-190752,
id-496971,The Booty Dont Stop,id-422250,1
id-2492773,First Flight,id-2819533,2
id-2334530,Today,id-2229224,2
rec-1132859-dup-1,H0od Rat E.P.,id-941022,3
id-440247,Entartete Kunst,id-252129,3
id-606997,The Best Little Sore Sound Infexshus,id-433887,2
id-857457,Demo -06,id-632336,11
id-1280389,88 Swords,id-1185880,2
id-1243108,XO,id-773522,3
id-857458,Hurt,id-632336,3
id-873620,final demos,id-644396,
id-381964,Telekolleg Augsburg,id-1627774,11
id-944465,Lulo,id-365516,1
id-1184234,Famicom Sessions,id-1077583,1
rec-622763-dup-0,The Nuntendolites,id-445786,3
id-977944,Moneys Tight,id-733436,2
id-977943,Bumpin in Ontario,id-733455,
id-642455,World Sonik Domination EP,id-413172,3
id-1010931,We Are All Nothing,id-758489,3
id-711722,At War With War,id-522865,11
id-639516,Pistols  Hearts,id-460580,2
id-688215,Hunter / Gold,id-180611,3
id-881903,Beneath the Twelve Mile Zone,id-649530,1
id-862691,Bang the Beat,id-278615,2
id-261736,Psycho-Semantic Blockage,id-186257,11
id-2745175,Wedding Day,id-3074284,2
id-937413,Hunger  Hope,id-696403,2
id-2745173,The Riven Heart,id-1287956,2
rec-917342-dup-0,Chiar0scuri,rec-680270-dup-1,1
id-937410,Consequences,id-696403,2
id-2490290,Anti-Gravity,id-2801459,2
id-2217797,Lies Super Extra Bonus Party remix,id-624000,2
id-896919,Blue,id-663237,1
id-420335,Do You Ever Feel,id-296304,2
rec-1002596-dup-0,A Hebrew Le9end,rec-751712-dup-0,2
id-94583,La petite sorcière de Noël,id-58937,11
id-812863,Alle middele zen geoahlauf,id-2549701,1
id-768091,Last Kiss,id-566711,3
id-841172,Noël Nouvel Âge,id-1570913,1
id-445141,Johanneberg Sessions - 02,id-312313,3
id-871998,Chemical Imbalances,id-643243,1
id-975815,Lady and the Lost Boys EP,id-731660,3
id-701752,The Lost Planet,id-411351,1
id-360368,Exile Station,id-250487,3
id-171595,El Pesanervios,id-129580,1
id-1075251,Broken Truth,id-831260,1
id-944799,Even Steven,id-412757,2
id-427814,Pandemonium,id-301612,2
id-911194,Dead Rails,id-361956,1
id-585852,Raven,id-321828,2
id-935810,V.U. Meter / Puddle of Piss in a Warehouse,id-695091,
id-935812,9 Days of Solitude. The Damascus Session,id-695094,1
id-1009758,Eri Tu Che Macchiavi Is it Thou,id-757374,2
id-3073015,Lets Fly,id-2996506,2
id-1269363,Demolition,id-1166558,1
id-1304042,OAE Sampler 08,id-1220550,
id-769417,WIND type -報-,id-567723,3
id-1009753,Corre a la gracia,id-757578,1
id-1304046,Tell Me About It,id-399798,
id-1304047,Dirty Work Vol. 1,id-399798,
id-1078903,Blackmakakattack,id-730712,3
id-867120,Debut,id-639613,1
id-2979637,Threshold,id-3306298,2
id-743881,Final Cut / B Boyz Rock,id-546779,2
id-720061,Der Igel ist gelandet,id-527795,3
id-898794,I Want an Illusion,id-210251,2
id-889277,Another Kick at Old Lovers,id-655947,2
id-363149,Les Hommes,id-76967,1
id-2491652,How You Like That,id-2818298,2
id-1006061,Youre a Zombie / Who Are You,id-754409,2
id-664068,Play Kurt Weill,id-482221,1
id-1465176,Cognitive Dissonance,id-1394229,3
id-2491656,처음 커버,id-2818298,
id-2491655,Psycho,id-2818298,2
id-2491654,The Truth Untold,id-2818298,2
id-728285,Cooler Istanbooler,id-534253,1
id-787818,Contemplações,id-581416,1
id-1465179,Mundilfari,id-1394232,1
id-888012,Syzygy EP,id-654604,3
id-1306118,Take It to the Bridge,id-1052011,1
id-888544,Un dernier baiser,id-655221,1
id-2614028,Without You,id-2936748,2
id-820082,Boy Ill House Ya,id-187709,2
id-1150012,Beautiful World,id-869765,2
id-958020,Als de mooiste anemonen / Manolito,id-1927032,2
id-928322,Levee Town,id-689096,1
id-127301,Touch,id-93478,2
id-2743694,Keep Up the Pace,id-1486268,2
id-572212,Underthunk,id-397370,3
id-1287708,Escape Goat Powermouse Mix Collection,id-1198080,1
id-86197,Psychoslaphead,id-52516,2
id-1268606,Anticipation,id-952599,3
id-727750,Whistlestop,id-533891,2
id-687792,Must Be the Music,id-197363,2
id-255628,梁祝,id-182208,
rec-1014713-dup-0,xxx for wbitman,id-761968,2
id-775880,We Come in Peace for All Mankind EP,id-158109,3
id-1091528,Classic Andrew Lloyd Webber,id-1457006,1
id-920270,Demo Single,id-682949,2
id-613289,Hot Swing,id-437987,2
id-1028858,Dragones y mazmorras,id-774980,
rec-1527786-dup-0,Fauli Tol Dauli,id-1479633,1
id-640964,7/8,id-461742,3
id-1307254,Blue Shift e.p.,id-455150,3
id-752738,Sea Space Ocean,id-339005,1
id-1296526,Right Through You,id-1211515,2
id-1055826,Plages ensoleillées,id-2774562,1
id-798507,Cookies,id-562994,2
