release,gid,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
id-915755,c69f62ea173e4c18804f9e7f36b34a72,id-243767,id-174104,Let There Be Peace On Earth,,Official,,,Latin,1
id-1433053,dd33f117bbd349db8151fdd14119d075,id-1381278,id-541669,Dolores,,Official,None,Czech,Latin,1
id-2420105,470d70abbb874b8e9c8c4ef055b15f98,id-2166010,id-3418,Here He Comes Again,,Official,CardboardPaper Sleeve,English,Latin,1
id-1293328,c7f424e6bd99490da23319b93acd00b9,id-1271391,id-678274,Nekrodepression,,Official,,Multiple languages,Latin,1
id-1272814,138f5397dc0f425cbab939cc4e1b1bf7,id-69214,id-1338,Total Recall,4988060170108,Official,Jewel Case,Japanese,Japanese,1
id-1232124,bd261724ec8b407183ad77351f870fd8,id-1222130,id-946602,Estonian Funk,845121050714,Official,,English,Latin,1
id-3583189,4492318878b64665a995c0ae04d1b605,id-3073999,id-1518701,Angella,,,,,,1
id-347142,5b27300bd34d4e0e8e33aa13672a7c59,id-680408,id-190590,The Moon Is Gone  Rattle,600116816115,Official,,English,Latin,1
id-2460708,c1bb55f99fa345be9c329137186429d6,id-994626,id-1111,Telephantasm,0602527471303,Official,Gatefold Cover,English,Latin,1
id-937042,58bd55472fdd4302ae0977d32c70fb81,id-338452,id-121885,Les Chansons éternelles,,Official,,French,Latin,1
id-2169572,ac7520b97eb141b7b8243c6818e466ec,id-1966972,id-22590,Up On The Lowdown  Drive You Home Again,0805772623026,Official,Jewel Case,English,Latin,1
id-980062,d9ee228192d745399ed3c08feed15a74,id-498503,id-5236,As Time Goes By,,Official,,English,Latin,1
id-1321435,063835be19ae4ff2b8917d1556e42fa2,id-1180488,id-769555,Manners Remixes,,Official,None,English,Latin,1
id-1973845,52e49ac3fa8e41d580b57c5e037e633e,id-1811974,id-1135318,Dark MatterDark Energy,5013929166134,Official,Jewel Case,English,Latin,1
id-919217,66ca7f1bb61c45439345bc0b36adbd5a,id-259403,id-169160,The Best Instrumentals Volume 2 bonus disc,,,,English,Latin,1
id-711067,bdc661c63edf4e4ca7f31146a2a1023b,id-971092,id-193885,Tarab,,Official,,Portuguese,Latin,1
id-1971862,b16c7ed087cb4e15a350d0c5c0955fa4,id-1810393,id-2006738,This Awakening,,Official,,English,Latin,1
id-2990315,a907753b9e684275b5d480fceb2fe68a,id-2612157,id-1428761,ORIGINAL 16BIT SOUND COLLECTION I — MAD STALKER for TRUE MEGA DRIVERS,,PseudoRelease,,English,Latin,1
id-1182938,612c75e5a3294ec08c445a2a6515274e,id-1181756,id-677116,Illumination,,Official,,,Latin,1
id-2361002,341482bb36a1478d9d0ee3a5b96a0d8d,id-212411,id-46843,Playground Battle,5050467768826,Official,Slidepack,English,Latin,1
id-679179,7c551f556a584031a779ad233082a4d0,id-946893,id-704235,Hard Rock Guitar,,Official,,English,Latin,1
id-645085,d119b1c394e044b9b52d737d53d6a319,id-919660,id-821473,Hyperactive Volume 2,,Official,,English,Latin,1
id-769009,0fd2e991345244caba46b3e5510d81b3,id-1016631,id-1,Godskitchen Pure Trance Anthems 2011,885012007496,Official,,English,Latin,1
id-3156542,217799f14a834eb7ba777295825610a3,id-2744061,id-3073196,Falling,,Official,None,English,Latin,1
id-438085,18d11ea6d1724090bfd1d4ff7ec5084f,id-754679,id-1,Club Bizarre 1,4001617810521,Official,,English,Latin,1
id-897475,f7311a9d898f4c8f8fc75a2da69835b7,id-181186,id-129655,Controverse All Star,,Official,,English,Latin,1
id-2487998,6ccfe30fb38d4715b5a9f9a55b5b307e,id-2218261,id-2487721,Blazing Winds of Transcendence,,Official,,,,1
id-3583622,befce0305dc64c05be0d0e6a92c60e81,id-3074338,id-1122289,artificial outsider,,Official,None,English,Latin,1
id-597382,d2a106b29bcd4c23bfc3421cdff50fb1,id-882917,id-55410,Rock This House,011661659728,Official,,English,Latin,1
id-699374,2d805c3316ef433b8c879d0666c6b73b,id-962218,id-720539,Planet Moods,,Official,,English,Latin,1
id-1178546,accb806a9e66497495a0aea33d231096,id-1178363,id-1018837,What I Seen What I Done,,Official,,English,Latin,1
id-1112848,26fb5b6f76064f90988728c692d4adbc,id-1125895,id-1,Classics Revival No16  Meri Jaan Balle Balle,,Official,Jewel Case,,Latin,1
id-529936,4ff255c620664dbb8c8fa24290987252,id-830246,id-824889,Abuso Sonoro  Detestation,,Official,CardboardPaper Sleeve,English,Latin,1
id-657162,6061e93004ad421eb5f5610da63632bd,id-929450,id-689965,The Scriptural Rosary,,Official,,English,Latin,1
id-1246922,c49d02dc5a724ae0a08629fa6e51d0ba,id-1234131,id-5090,Slave Master Live,,Official,,English,Latin,1
id-556538,66a0b2c3570841f8986ded1ef31616dc,id-852030,id-208486,Violent Nun,,Official,,English,Latin,1
id-359054,ac9e00848edb49e88f560c926ac8d73e,id-113158,id-77089,Blut Trilogie des Blutes  Nachblutung,,Official,,Multiple languages,Latin,1
id-1062813,a78569f671d7407cb0d2bf90cffa8f0b,id-1085428,id-290280,13 Top Reggae Hits,7332334000849,Official,Digipak,English,Latin,1
id-1038109,c36a3322bf4945a3a4b0647ce1c17ed1,id-964450,id-23969,Hindsight 2020,743213601229,Official,,English,Latin,1
id-942137,f4a89b55a20744509846a61ea0b1741c,id-350394,id-84915,Ooh Wallah Wallah,5021630109128,Official,Jewel Case,English,Latin,1
id-3582498,7f3307122aa746308f509f694f371a43,id-3073453,id-2195744,Celle que Je suis,776693250823,Official,Box,French,,1
id-843565,2f31c31becee4b29a9be002fcfd5d033,id-1059976,id-405833,A Peter Fletcher Recital,687474122324,Official,Jewel Case,English,Latin,1
id-871105,941343d353d742e6989dc1cd4d537e72,id-11974,id-6366,Dance With Me,,Official,,English,Latin,1
id-615288,c44f2868a2c24aa5950ba359357b612e,id-690789,id-1021,Complete Works,5028421935539,Official,,English,Latin,1
id-912453,4b2e91169d1643a2a17f6de890a573fa,id-377264,id-45442,Live at the Gaslight Set Two,,Official,Jewel Case,English,Latin,1
id-26189,a89cab84750746ee87aae5787417d27e,id-316065,id-126062,Isolated Incident,026297353629,Official,,English,Latin,1
id-169086,73d1445b41e4463aa1162c70389573cf,id-530805,id-371454,World Scratch,,Official,,Japanese,Japanese,1
id-1157250,24e0963d07144bca91b18b1aa4946ece,id-755701,id-1,The Ultimate Jazz Archive,4011222228000,Official,Keep Case,English,Latin,1
id-2990534,e8e0092e74a54dc99f3285d65b60e932,id-1118734,id-135547,Koukyoushihen Eureka Seven Pocket ga Niji de Ippai MUSIC COLLECTION PSALMS OF PLANETS,,PseudoRelease,,English,Latin,1
id-3356189,7940dd54d44a47bba6c50c268bd68b50,id-2898409,id-1472600,Greatest Hits  Remixes,0194111001756,Official,,English,Latin,1
id-1151452,6bf0ed22f71e48cd8a689be03e9f74f2,id-1157311,id-976473,Black Bottle Riot,,Official,Digipak,English,Latin,1
id-18999,9a886fd9bbee4cc18f9fa008a9b6fb4f,id-291366,id-63503,Invocations,,Official,,,Latin,1
id-908516,1b10891f62a54ae3a8a00cef27922073,id-1046477,id-187,20010224 Moscow Russia,,Bootleg,,English,Latin,1
id-2361126,da13651fa0d34a4d85d590b48b85dd18,id-2118060,id-2376142,Wm Abraham Restum Takes Off on Chitty Chitty Bang Bang,,Official,,English,Latin,1
id-371373,bc3983dbc6814b6d95969632dc132f9e,id-699983,id-3215488,Love in the Time of Cholera Original Motion Picture Soundtrack,886972258621,Official,Jewel Case,Multiple languages,Latin,1
id-1608517,a4756fcec3624ea39e443fc289e6917b,id-1526896,id-1478548,Puig Destroyer,,Official,,English,Latin,1
id-958524,e06700de513040a4b462e75ab9261ab3,id-394990,id-277835,Alibis For Life,,Official,,English,Latin,1
id-1000142,ac4c0e354252462881d8aa28c3500d1a,id-588410,id-314234,Som symra rein og blå,,Official,,Norwegian,Latin,1
id-442552,9f0fa874954b4303a040d89af82b3729,id-758409,id-558971,Mariachi Peñatitlan,,Official,,Spanish,Latin,1
id-479804,299098aac5974d94af5a58c40eb03da3,id-789125,id-226537,Somos otra cosa,,Official,,Spanish,Latin,1
id-3350054,a343c19ef03d477b8f923998bf0b9e9e,id-2893744,id-3220286,Only The Best,,,,,,1
id-445176,78e1e00b73f54c5c812274a43cd86623,id-760650,id-1,Nick  Norahs Infinite Playlist,075678970535,Official,Jewel Case,English,Latin,1
id-2836699,0e4dcc876e284067871169d16c7ecabf,id-2491296,id-2817844,Selected Works 2000 2006,,,None,,,1
id-638910,13ff62aa250a4dd0ae6bfa3109500e2c,id-914976,id-1317,100 Anniversaire,,Official,,English,Latin,1
id-1108167,0129728da1244aa0a827af122b960fcf,id-1122055,id-908393,Nicht ganz Dichtung,4025083603227,Official,,German,Latin,1
id-129735,f651ccddfe8e42f3b9c8957d6e339b37,id-500414,id-99559,All About Carole,,Official,,English,Latin,1
id-709437,679bbc3b571c4ef7becc540b7d5d7629,id-969947,id-541527,My Place in the Dust,619061179121,Official,Digipak,English,Latin,1
id-71317,6c4e20a24d6b40a39ff8d7a4374163e7,id-428319,id-735675,Hydroplane,,Official,,English,Latin,1
id-726334,dfd9baf3abdf403584a3eccfade96c26,id-982298,id-736940,Stop Thinking,,Official,,English,Latin,1
id-879445,81dff78c56924e568eb03c0707e9bdf6,id-86190,id-67853,The Silent Majority,075992699624,Official,Jewel Case,English,Latin,1
id-1009837,c5233b5953644102b93b66730bb4be91,id-650169,id-469760,The Opposite of Sex 20041024 San Francisco cast,,Bootleg,,English,Latin,1
id-1101980,b203f3cc37244d99a5727cb5a62d1138,id-1117146,id-896914,Creation Science Evangelism,,Official,None,English,Latin,1
id-1609910,25c8bedd126d4bf28535fd3217167004,id-203391,id-147855,Patrick Fiori,5099750878651,Official,,French,Latin,1
id-36567,f7ba8c01ea0d4475baf5381b11b760ea,id-343662,id-240374,Продвинутые Сказки,,Official,,Russian,Cyrillic,1
id-1161429,e055b7e73c13405ea83748e7b1122150,id-1164914,id-349073,Hollow,9324690072750,Official,Digipak,English,Latin,1
id-2205246,d091e753e01140f0ad58e530d72b8254,id-1995628,id-1,Stax Funk  Get Up and Get Down,029667082020,Official,,English,Latin,1
id-3155935,249950d386e14d1c9f59ed32758dfb70,id-2743544,id-2770416,Chouchouna,,Official,CardboardPaper Sleeve,Lingala,Latin,1
id-624160,9a0130fa60c2497d93035371d853d7a9,id-903820,id-185249,Hit the Ground Running,634479560620,Official,,English,Latin,1
id-611205,511d69e647b448f9a6dd58e2bfd7f020,id-893954,id-383315,Early Music 11501700,,Official,,English,Latin,1
id-773694,cc4e5c51270a46a78b60aeea96a4c816,id-1020302,id-1,Sports Berry Punch,,Official,,English,Latin,1
id-1376714,57f6556eca7e45d6b2e2f6ec33dbeea2,id-1337325,id-1263052,Join the Ultimate Battle,,Official,,English,Latin,1
id-776813,e8bc073aca7f4ffcb3c6635450d85491,id-1022886,id-859330,The Complete Works,5099960898524,Official,,English,Latin,1
id-100274,83cc0252395a4c85aaea9e74c5e8ce7c,id-219832,id-104436,Shooting Stars The Dollar Collection,,Official,,English,Latin,1
id-1139401,19cf2f9cf8894350ba75b3949bac3e58,id-1147892,id-961045,123454321,,Official,Slim Jewel Case,English,Latin,1
id-697004,89accba6949c41c6bc7389465809e9fd,id-988475,id-31006,Bang Goes the Knighthood,5050954217325,Official,,English,Latin,1
id-9249,27f6218cdfd745c6990633ded3cd2f10,id-141714,id-22492,Kansas City 1972,,Official,,English,Latin,1
id-1976922,947c1953e47f4e65b58d30930ee78a65,id-1814391,id-2012556,Speciaal voor jou,,Official,,Dutch,Latin,1
id-593009,84a7648f4a7d4a71afa4e0ef26baa1b0,id-692351,id-11285,Complete Mozart Edition Volume 43 Die Zauberflöte,,Official,,German,Latin,1
id-904168,478a9e1675104b13af532513453ca2a3,id-448234,id-256891,The Collection,,Official,,English,Latin,1
id-808126,59bb586bc21f43afaf1181b8de17df2a,id-1047789,id-789722,Frost Bound Demo,,Promotion,,English,Latin,1
id-2833934,dd27b1c7b7c44bf78446d4744394b7a2,id-2489290,id-1043378,Froh zu sein,,Official,,German,Latin,1
id-225791,8d18b643b4c7493e99192db118d408a9,id-578417,id-1,LLC5,,,,English,Latin,1
id-1086885,0ffc1f2cc1f04f02adb6b3de18cf2e3c,id-817089,id-152048,Wasted,048612000124,Official,Jewel Case,English,Latin,1
id-1071653,45df0ea0a6344a658cfed8c343dfde14,id-1092494,id-512934,Interdimensional Laundry,,,,,Latin,1
id-768903,3e0c5e0ffd5b4c52bfc6cfe28951f1ba,id-1016542,id-130042,Liedjes van het Circus,8712705053916,Official,Jewel Case,Dutch,Latin,1
id-713369,f61cd4d7630a3f4aa3936ff4b33ce7c9,id-837420,id-185459,More After Were Gone,884501159838,Official,,English,Latin,1
id-1103052,81f9482e80eb41b5b1bcd5be9b093ef0,id-1117974,id-1,Gramschap 19781986,,Official,,Multiple languages,Latin,1
id-239831,7d38789f1d1349f3977d9b26c10c08c0,id-100683,id-35364,Valley of the Dolls,,Official,,English,Latin,1
id-967079,338c713fe17841d4a569d88758fd113b,id-425315,id-137835,Volume VI Collecting Rocks,751937197829,Official,Jewel Case,English,Latin,1
id-5319,1653a1a1583a4f939b88d5d38b853179,id-1107988,id-2228,Patchanka,077778692027,Official,,Multiple languages,Latin,1
id-865509,aca04cdae84e41f5aec78c91d07dab92,id-239631,id-171843,Comanchero,,Official,,,Latin,1
id-1191973,0bdf86f140fc417abad44d120f39f7ef,id-1189046,id-1041195,Fretless Bass,073999197112,Official,,English,Latin,1
id-890609,9e823a6a0f8a4e1e98eea3e5c1d3993d,id-154047,id-119323,De Parang Now Start,,,,,Latin,1
id-1373725,e0a37e4141ce4b0bb4deecb93e3d07e3,id-1334894,id-937285,The Best Kids Favourite Theme Tunes,,Official,Jewel Case,English,Latin,1
id-310001,8671f1d10d4c42fb9a54a0e5086115dd,id-649658,id-469343,Elizabeth,,Official,,English,Latin,1
id-1006029,fc48a9d781064a83b05620687843e344,id-612423,id-1,ConGRADulations Class of 2007  Just Watch Me Now,,Official,,English,Latin,1
id-471746,2f334b05f82240d3b689ad40298c4958,id-3495,id-2102,Millennium,5907785030015,Official,Digipak,English,Latin,1
id-673739,f50abeadf20c4655965b12665ad20db0,id-942441,id-1,Brilliant The Global Dance Music Experience Volume 6,724383384020,Official,,English,Latin,1
id-564007,6cc8945e1c114b478247c50868a41640,id-857583,id-1,House Zone 2008 In the VIP,4032989107599,Official,,English,Latin,1
id-639999,4b86551edd9d418580e8e1b8474b1fbf,id-915766,id-1,Napalm Rave Volume 5,4001617477229,Official,Digipak,English,Latin,1
id-912931,c042a7bc80504ac0a71b51fb53b9668b,id-252344,id-179905,Songs From,,,,,Latin,1
id-329170,d1a1cc51ac4945d9b92be2448082049a,id-665915,id-1216187,Lakes,,Official,,English,Latin,1
id-526120,636b166828104e188bf5a59a4ec12d5b,id-827222,id-1,Winterweihnacht mit Panflöte,9002986542940,Official,Jewel Case,Multiple languages,Latin,1
id-1049255,81b45072f1e54287b8f1a02f7bf40f32,id-1074591,id-627249,Earthly Powers,673795707920,Official,,English,Latin,1
id-42930,7d6dc9de37164f5a86b98c0df9c19f3c,id-42025,id-30080,Ekte Eggum,7033662041763,Official,,Norwegian,Latin,1
id-544700,0372f0c0e3614185abb837d167875fe2,id-842513,id-1329453,Goldberg Variations BWV 988,,Official,,English,Latin,1
id-27918,b12142631d924e77b24c18fe260d7a2d,id-58170,id-1766,The Heavyweight Champion The Complete Atlantic Recordings,081227198428,Official,CardboardPaper Sleeve,English,Latin,1
id-214084,bbf2d073082a465cafc7c30580b009af,id-567788,id-216221,Focus On,,Official,,English,Latin,1
id-1292370,2864b0a7158342e5bf4a112a035bfeee,id-1270662,id-1168817,Endless Rotation,,Official,Jewel Case,English,Latin,1
id-2839236,e35c9fc1b067400189b2aea706eebb9b,id-2493259,id-1,Simply Calypso,698458292322,Official,Box,English,Latin,1
id-2460396,aa385d1177b445ea93a28a9b2b74f84c,id-2197281,id-1,Tidenes Beste Julebarneplate 3,602537213757,Official,,Norwegian,Latin,1
id-1074439,f8d837d7f80541ceadee1e2cd362db6d,id-1094814,id-41733,Race Wars,,Official,,English,Latin,1
id-1434013,0a78999d26214b1d9a549adeda080061,id-558129,id-397379,The Dance of the Moon and the Sun,,Official,,English,Latin,1
id-1159499,8930362ba71548c2959d3ca2575118b6,id-1163428,id-678385,Donnerwetter,0602517969544,Official,Jewel Case,German,Latin,1
id-320017,b27da1e4d4164cb5a5f1058fac9476f3,id-658582,id-476760,Slip  Tiller,,Official,,English,Latin,1
id-103334,31021f2fca924450a106c35e17dd97b3,id-473090,id-113811,A toda esa gente,,Official,Jewel Case,Spanish,Latin,1
id-1155064,4da3c0470f9c414a8917bef92e8264df,id-1160081,id-981266,Dedicaçons,,Official,,Portuguese,Latin,1
id-1228973,93c73f1abc7440cbb858175d581578e5,id-1219471,id-1,Airport Lounge Destination Chillout Cafe Music from Miami to ibiza,,PseudoRelease,None,English,Latin,1
id-1112000,12b3a665c32c4fc298e70663a67b8f4c,id-1125173,id-358200,Schoßgebete,,Official,,German,Latin,1
id-51574,b583f1507ce74f93b9b435d67914c21a,id-227329,id-130086,Songs  Stories,,Official,,English,Latin,1
id-690011,591d8b024e0446d4b92cf3ef7c86e2b7,id-955014,id-24013,Yellowstone,0712187880527,Official,,English,Latin,1
id-342103,5f30fcc06ac143e68220b658a077719c,id-676359,id-249435,A csillagokkal táncoló Kojot,5991811434021,Official,,Hungarian,Latin,1
id-683153,0e9c0c3600a442a7bcbf43aea0325c4a,id-949860,id-1,Liftmusic Volume 13 Another Slice of Audio Pie,,Official,,English,Latin,1
id-1287210,7aa0d6dee67c437282bc252ba5fdb3f5,id-1266658,id-613603,The Silence  The Noise,4250137249186,Official,,English,Latin,1
id-431260,b9b13bfe4f244ecc980a31401965783d,id-748997,id-551009,Peace  Luf,9788875110574,Official,,Italian,Latin,1
id-334787,233576da4d974076920895825ffb9e83,id-480488,id-287538,Beautiful House,779903800108,Official,,English,Latin,1
id-1244264,5754a3858f0148108ead0edd0b7c926c,id-1231940,id-396950,Fearless,,,,,Latin,1
id-2358772,0583178664764e2e9640ec75bccf544e,id-732184,id-106905,In the Miller Mood,,Official,,English,Latin,1
id-496405,15cdc848c68a431b84ce6cd7b61591b8,id-803159,id-440614,Kosmickej vandr,,Official,,Czech,Latin,1
id-125128,1ee0352c26434e0497763643819cb73c,id-496113,id-171133,4つのL,4582114153323,Official,Jewel Case,Japanese,Japanese,1
id-2840805,708e32b083804a3e9d07965ebe74ec3a,id-2494492,id-1,Opus 85,,Official,,,,1
id-953459,af044b6e73474dababd40a5aafb738a6,id-381503,id-268451,The Gold Coast EP,,Official,,English,Latin,1
id-212514,025a9fd254ce40b4901ba8d8ff7bb011,id-237861,id-1590,The Complete Verve Master Takes,044006559728,Official,,English,Latin,1
id-3356542,923aff3b1c074b5bbd24dca861a78db5,id-2898671,id-3315216,『H☯MESTUCK VAP☯RWAVE 2016 RUHRUHRUHＲＥＭＩＸ』アンドレア・ヒューシー・グーグル翻訳,,Official,,,,1
id-219584,041c69e936414b48b674b57d194af183,id-378623,id-3992,Properties,5411867171263,Official,Digipak,English,Latin,1
id-622396,6ea949d31de73f1e84c1f7e4c02971b8,id-37319,id-21240,Apollo Atmospheres  Soundtracks,5012985305327,Official,,English,Latin,1
id-2837214,7e67a40c4f814c11bf54f32c11d65be7,id-2491695,id-2818317,Le roi bâtard,3663729133229,Official,None,English,Latin,1
id-603058,f12d057918624a72990dca7c5b5fac00,id-450548,id-315749,Jazzurekcja Addendum,5099960761422,Official,,Polish,Latin,1
id-1215366,7d849e80035b44ccaeefcc5ce6c47044,id-496536,id-2907,KÀ,602517080072,Official,Jewel Case,English,Latin,1
id-344332,7252cbd1c2964c7ab2b5f504a9c570c2,id-678153,id-441133,Destructive Forces,,Official,,English,Latin,1
id-393411,4185ed7029794662925c89e77a1fd2fa,id-663759,id-470993,Earthen,8016670354246,Official,,English,Latin,1
id-628212,018d9fff7fdf4cc1adc866e095e8871e,id-906729,id-1461318,Split Album,,Official,,Multiple languages,Latin,1
id-1135877,ac8e2635547042f99cc8d4e02a087622,id-1145080,id-936042,Ingel mu taevas,,Official,,Estonian,Latin,1
id-1226348,d40cd134ec0147cfa4fc898fba804914,id-1217294,id-1088214,You Raise Me Up,,Official,,,Latin,1
id-92573,046cc64c97134f65ae045ae68e0e72c3,id-415638,id-39182,Load error,,Official,,Norwegian,Latin,1
id-1048422,a518acfd1d0846439cab58f329269f50,id-1073883,id-448704,Hellboyz,,Official,,Spanish,Latin,1
id-2358037,20fe887f5f664d37a9d6c492aa7c21d6,id-2115447,id-2373904,Le Violon vagabond,,Official,None,French,Latin,1
id-1293230,d9c78216c461480b9f6bdaa876c4fd38,id-1211759,id-1122027,Roseaux,3596972615726,Official,Gatefold Cover,English,Latin,1
id-976159,79eb78f27cec451892f253723ab0f9f9,id-869909,id-641639,Bill Sims,,Official,,English,Latin,1
id-741151,227504956e1d3ac49b4ffc928be1f062,id-994198,id-92267,Charlie St Cloud,4005939703721,Official,,English,Latin,1
id-3079695,6b093280b28f4217bff7da246e1670be,id-2683540,id-3005240,Gunderssongs,,Official,None,English,Latin,1
id-955018,34054b7434cd4143a607d8881448d173,id-513050,id-1,Always Tomorrow,5021456122172,Official,,English,Latin,1
id-1124937,a77f44b2feb24c378fd1c3229d75c07c,id-1135927,id-52743,iTunes Live From Montreal,601091064058,Official,None,English,Latin,1
id-280997,ca40ed3c570d493cbc332b0ca8a1c50f,id-625264,id-1,Festival de Cannes 60th Anniversary,3298490016237,Official,,Multiple languages,Latin,1
id-310970,4579673a0b394d96b50644dd277dc42d,id-650626,id-470095,A Cure for Separation,,Official,,English,Latin,1
id-445892,c85aa0c5e86d443b808f2b9d18a169e0,id-761219,id-1,Romanțe,5948204340926,Official,,Romanian,Latin,1
id-444684,5239ffba484240d798527ad40ae915ab,id-760228,id-1,Осень,,Official,,Multiple languages,Latin,1
id-2096723,464322c3088248c2a5a51620c6ff9ad5,id-1909062,id-2140265,TofuMakoToro,,Official,CardboardPaper Sleeve,English,,1
id-751978,781f16866c2e4b36a08333e13db81024,id-1003212,id-1,Alcione duetos,,Official,,Portuguese,Latin,1
id-886292,cf3c0c24abd24b16a7c1df774e66d8e7,id-121282,id-86412,Demonstration,,Official,,English,Latin,1
id-2089982,b5dec8ddf83b49fea20189dc3c69c557,id-1903824,id-1374542,Le Modeste Album,,Official,,French,Latin,1
id-1293752,d65a4b53250c49a69d5e17bddff42030,id-1271741,id-1170816,Between the Sheets,,Official,,English,Latin,1
id-918571,09b121e7a693450cb189c0ab2e875e0f,id-254101,id-74886,Sevillanas Boleras Rocieras Y Solo Guitarra,,Official,,,Latin,1
id-918679,a2374562991b410b8d27a10d9ee5cdb0,id-259208,id-184627,When Dracula Thinks Look At Me,,Official,,English,Latin,1
id-470217,316f5841b0983dcf8a4bdae079eb65e1,id-12722,id-2560,Jérusalem,077774646420,Official,,French,Latin,1
id-1328990,f037a3cb26dd4d658d7fe6939c70b362,id-1248673,id-30600,Wheelhouse,888837055628,Official,CardboardPaper Sleeve,English,Latin,1
id-869862,70b55fcd6a714a05a86d2d47fd3fd4ef,id-237572,id-1,Through the Looking Glass Indie Pop Plays the Monkees,,Official,,English,Latin,1
id-566459,c0179a57b0074134ad5b93956c0c929d,id-859438,id-224851,「ハヤテのごとく」 2nd season オリジナル・サウンドトラック,4988102596521,Official,,Japanese,Japanese,1
id-1613063,cb148094243f474fba2c80f75afdcbe5,id-1530540,id-1484515,Sorceress of Darshiva Unabridged,,Official,,English,,1
id-920324,1d163e6eb32d410298d9dd24829ae3de,id-306007,id-60465,Postage  The Best Of,828765646420,Official,Jewel Case,English,Latin,1
id-312066,e92f58a0c567490aafc164b2825c46bb,id-651578,id-1,33 svenska klassiker 19951999,7320470009291,Official,Jewel Case,Swedish,Latin,1
id-175474,bba64bba7ab941da987814abd7ba5904,id-535977,id-340959,Özgün Jazz Denemeleri 1970  1987,,Official,,Turkish,Latin,1
id-1036592,9e8efad9abf8454c9c41e84b7574bb2a,id-813252,id-1,Klezmer and Yiddish Music,,Official,,Multiple languages,Latin,1
id-1123348,f12733ce7a1d401eb6fe241d1b6a857c,id-1134612,id-663679,Rahva lemmikud 1 Millal Sind näen,,Official,,Estonian,Latin,1
id-904161,b7eb510f98ba406699b374dc0fbe9d05,id-205884,id-32368,Loveland,786984994923,Official,,English,Latin,1
id-1273840,875076d47b8f411ebcda2003efd28d3b,id-1189508,id-1038835,Youngblood Hawke,602537158706,Official,,English,Latin,1
id-733408,3c18eb792ef34cb396cfbb83bd13ee91,id-246764,id-1,Electronic Evocations A Tribute to the Silver Apples,,Official,,English,Latin,1
id-859766,5a55f2e58d4049f2b1e57b0355722a8f,id-892636,id-2448418,The Fountainhead,9781433207044,Official,,English,Latin,1
id-368413,37525b698e1e40439472e74df3537411,id-697602,id-122373,Castle Masters Collection Jon Lord,4010946302027,Official,,English,Latin,1
id-302988,60413edb712845ccbe8f59ef571ad1b6,id-640670,id-349617,Kanivo,3700072806995,Official,,French,Latin,1
id-745534,46f5348445943d9a988f98df261a571f,id-336433,id-109937,Alter Alma,7798074680091,Official,,English,Latin,1
id-349437,8004074874b340498108c6668c2021ea,id-681339,id-436983,Worlds,,Official,,English,Latin,1
id-2364449,0ed3ea9515af4438bbc4e2af36d9ba0a,id-2120707,id-1,Persona II Innocent Sin  The Errors of Their Youth,,Official,,Multiple languages,Latin,1
